frame,t_rel,t_abs,mar,delta_mar,mar_bp,nose_lip_dist,delta_nose_lip_dist,chin_lip_dist,delta_chin_lip_dist,valid
289,9.633680,,0.020157,-0.002381,-0.007205,100.867989,-0.803917,150.194580,-0.576950,1
290,9.667015,,0.019929,-0.000228,-0.000081,100.343987,-0.524002,149.629684,-0.564896,1
291,9.700349,,0.027169,0.007240,0.009906,97.987480,-2.356506,149.336517,-0.293167,1
292,9.733684,,0.040958,0.013788,0.021239,99.501846,1.514366,149.079773,-0.256744,1
293,9.767018,,0.079054,0.038096,0.031541,106.083900,6.582054,144.484344,-4.595428,1
294,9.800353,,0.085942,0.006888,0.038389,114.558952,8.475052,144.244324,-0.240021,1
295,9.833688,,0.078547,-0.007395,0.039840,116.806450,2.247498,146.459152,2.214828,1
296,9.867022,,0.067924,-0.010623,0.035455,115.916290,-0.890160,147.940536,1.481384,1
297,9.900357,,0.049058,-0.018866,0.026006,114.719910,-1.196381,148.753082,0.812546,1
298,9.933691,,0.046041,-0.003017,0.013350,113.587372,-1.132538,148.879547,0.126465,1
299,9.967026,,0.035792,-0.010248,0.000031,114.090446,0.503075,149.814804,0.935257,1
300,10.000360,,0.017638,-0.018155,-0.011664,109.673317,-4.417130,145.044296,-4.770508,1
301,10.033695,,0.008647,-0.008991,-0.020038,106.984688,-2.688629,143.798172,-1.246124,1
302,10.067029,,0.008038,-0.000608,-0.024598,104.281548,-2.703140,147.541122,3.742950,1
303,10.100364,,0.008155,0.000116,-0.025766,104.097374,-0.184174,147.215469,-0.325653,1
304,10.133698,,0.012748,0.004593,-0.024634,103.127708,-0.969666,147.750580,0.535110,1
305,10.167033,,0.016752,0.004004,-0.022587,103.009232,-0.118477,148.524399,0.773819,1
306,10.200367,,0.017817,0.001065,-0.020599,103.632645,0.623413,150.031387,1.506989,1
307,10.233702,,0.015247,-0.002570,-0.018991,103.235909,-0.396736,151.220520,1.189133,1
308,10.267037,,0.022359,0.007111,-0.017312,102.280296,-0.955612,150.698380,-0.522141,1
309,10.300371,,0.021672,-0.000687,-0.014616,100.548309,-1.731987,151.436462,0.738083,1
310,10.333706,,0.023718,0.002046,-0.009815,101.001740,0.453430,150.423813,-1.012650,1
311,10.367040,,0.029114,0.005396,-0.002371,99.157700,-1.844040,149.961029,-0.462784,1
312,10.400375,,0.039771,0.010657,0.007490,101.095161,1.937462,149.285095,-0.675934,1
313,10.433709,,0.048681,0.008910,0.018589,103.475479,2.380318,147.345001,-1.940094,1
314,10.467044,,0.075491,0.026809,0.028944,112.518593,9.043114,146.851837,-0.493164,1
315,10.500378,,0.058698,-0.016792,0.036398,115.571655,3.053062,144.423203,-2.428635,1
316,10.533713,,0.095164,0.036466,0.039042,117.109390,1.537735,144.562439,0.139236,1
317,10.567047,,0.093943,-0.001221,0.036179,116.953293,-0.156097,147.210693,2.648254,1
318,10.600382,,0.064898,-0.029046,0.028213,115.705063,-1.248230,148.060974,0.850281,1
319,10.633716,,0.036730,-0.028167,0.016626,116.014923,0.309860,149.126190,1.065216,1
320,10.667051,,0.034178,-0.002553,0.003723,114.690010,-1.324913,150.372162,1.245972,1
321,10.700385,,0.028708,-0.005470,-0.008317,113.811424,-0.878586,150.609528,0.237366,1
322,10.733720,,0.026718,-0.001990,-0.017763,112.565437,-1.245987,145.397964,-5.211563,1
323,10.767055,,0.011809,-0.014909,-0.023893,107.502480,-5.062958,142.833237,-2.564728,1
324,10.800389,,0.015423,0.003614,-0.026808,105.643478,-1.859001,147.312622,4.479385,1
325,10.833724,,0.006338,-0.009086,-0.027252,108.084564,2.441086,147.842636,0.530014,1
326,10.867058,,0.010708,0.004370,-0.026390,104.767776,-3.316788,147.968445,0.125809,1
327,10.900393,,0.014365,0.003657,-0.025182,101.861198,-2.906578,149.210968,1.242523,1
328,10.933727,,0.013682,-0.000682,-0.024147,101.136398,-0.724800,148.943985,-0.266983,1
329,10.967062,,0.018702,0.005019,-0.023153,99.841431,-1.294968,149.494919,0.550934,1
330,11.000396,,0.020926,0.002225,-0.021503,99.702782,-0.138649,148.361710,-1.133209,1
331,11.033731,,0.019776,-0.001150,-0.018161,96.923035,-2.779747,148.110306,-0.251404,1
332,11.067065,,0.020167,0.000391,-0.012336,95.198563,-1.724472,149.821671,1.711365,1
333,11.100400,,0.024061,0.003895,-0.003791,95.744141,0.545578,149.688171,-0.133499,1
334,11.133734,,0.040208,0.016147,0.006861,98.541222,2.797081,148.844391,-0.843781,1
335,11.167069,,0.042696,0.002488,0.018042,101.750397,3.209175,148.120590,-0.723801,1
336,11.200403,,0.070246,0.027550,0.027744,109.533829,7.783432,143.845840,-4.274750,1
337,11.233738,,0.080045,0.009799,0.033905,115.662262,6.128433,146.390869,2.545029,1
338,11.267073,,0.076939,-0.003106,0.035328,116.817581,1.155319,142.102173,-4.288696,1
339,11.300407,,0.085612,0.008673,0.031808,117.562988,0.745407,145.900742,3.798569,1
340,11.333742,,0.040265,-0.045347,0.024203,114.581467,-2.981522,147.901352,2.000610,1
341,11.367076,,0.037072,-0.003193,0.014360,115.218765,0.637299,149.430573,1.529221,1
342,11.400411,,0.023467,-0.013605,0.004209,113.891769,-1.326996,150.664490,1.233917,1
343,11.433745,,0.030027,0.006560,-0.004567,111.493362,-2.398407,150.552155,-0.112335,1
344,11.467080,,0.033963,0.003936,-0.011030,111.160629,-0.332733,146.109360,-4.442795,1
345,11.500414,,0.020122,-0.013841,-0.014936,109.630005,-1.530624,144.178421,-1.930939,1
346,11.533749,,0.011682,-0.008440,-0.016575,104.509766,-5.120239,148.109131,3.930710,1
347,11.567083,,0.005172,-0.006510,-0.016667,104.421791,-0.087975,148.311493,0.202362,1
348,11.600418,,0.012978,0.007806,-0.015898,102.337082,-2.084709,149.001694,0.690201,1
349,11.633752,,0.014495,0.001517,-0.014773,101.164268,-1.172813,149.430206,0.428513,1
350,11.667087,,0.017539,0.003044,-0.013453,100.828880,-0.335388,150.386093,0.955887,1
351,11.700421,,0.015299,-0.002240,-0.011705,101.795715,0.966835,148.053284,-2.332809,1
352,11.733756,,0.024191,0.008891,-0.008994,101.555206,-0.240509,148.018250,-0.035034,1
353,11.767091,,0.021369,-0.002821,-0.004793,100.983421,-0.571785,149.200150,1.181900,1
354,11.800425,,0.020804,-0.000565,0.001196,99.571762,-1.411659,149.432053,0.231903,1
355,11.833760,,0.028048,0.007244,0.008800,99.911476,0.339714,147.893265,-1.538788,1
356,11.867094,,0.032794,0.004746,0.017165,102.265038,2.353561,148.005157,0.111893,1
357,11.900429,,0.050268,0.017474,0.025027,107.231560,4.966522,148.737762,0.732605,1
358,11.933763,,0.072074,0.021806,0.030901,113.845947,6.614388,147.984695,-0.753067,1
359,11.967098,,0.062528,-0.009547,0.033682,117.013130,3.167183,148.317734,0.333038,1
360,12.000432,,0.057585,-0.004943,0.032829,117.512527,0.499397,149.890839,1.573105,1
361,12.033767,,0.053748,-0.003836,0.028474,111.646667,-5.865860,151.180893,1.290054,1
362,12.067101,,0.027763,-0.025985,0.021555,114.285881,2.639214,153.222504,2.041611,1
363,12.100436,,0.038477,0.010713,0.013245,116.627846,2.341965,152.160706,-1.061798,1
364,12.133770,,0.031306,-0.007171,0.004793,113.183037,-3.444809,150.524658,-1.636047,1
365,12.167105,,0.026040,-0.005266,-0.002765,112.843361,-0.339676,149.235428,-1.289230,1
366,12.200439,,0.013096,-0.012944,-0.008747,106.752533,-6.090828,144.120361,-5.115067,1
367,12.233774,,0.010254,-0.002842,-0.012793,105.172867,-1.579666,144.308289,0.187927,1
368,12.267109,,0.011333,0.001079,-0.014965,104.553230,-0.619637,144.537079,0.228790,1
369,12.300443,,0.011599,0.000267,-0.015499,103.471451,-1.081779,147.223221,2.686142,1
370,12.333778,,0.012609,0.001010,-0.014742,102.578827,-0.892624,146.949112,-0.274109,1
371,12.367112,,0.013546,0.000937,-0.013147,101.586380,-0.992447,147.721451,0.772339,1
372,12.400447,,0.015515,0.001969,-0.011119,102.227196,0.640816,147.422668,-0.298782,1
373,12.433781,,0.019784,0.004269,-0.009068,101.131409,-1.095787,146.080826,-1.341843,1
374,12.467116,,0.023280,0.003496,-0.007400,100.627823,-0.503586,147.777527,1.696701,1
375,12.500450,,0.023603,0.000323,-0.006506,103.141876,2.514053,146.946503,-0.831024,1
376,12.533785,,0.017770,-0.005834,-0.006764,102.427773,-0.714104,147.493973,0.547470,1
377,12.567119,,0.022263,0.004493,-0.008371,101.785309,-0.642464,147.559937,0.065964,1
378,12.600454,,0.024833,0.002570,-0.011336,102.646309,0.861000,145.251648,-2.308289,1
379,12.633788,,0.024002,-0.000831,-0.015362,103.559654,0.913345,145.679825,0.428177,1
380,12.667123,,0.023535,-0.000467,-0.019762,103.531204,-0.028450,144.792038,-0.887787,1
381,12.700457,,0.013999,-0.009535,-0.023647,103.664131,0.132927,148.729858,3.937820,1
382,12.733792,,0.010277,-0.003722,-0.026080,103.645401,-0.018730,148.935425,0.205566,1
383,12.767127,,0.012183,0.001906,-0.026506,106.792625,3.147224,145.792572,-3.142853,1
384,12.800461,,0.007945,-0.004238,-0.024900,105.625145,-1.167480,146.412872,0.620300,1
385,12.833796,,0.014061,0.006116,-0.021876,106.694237,1.069092,145.778336,-0.634537,1
386,12.867130,,0.021780,0.007719,-0.018602,108.638885,1.944649,144.558472,-1.219864,1
387,12.900465,,0.031747,0.009967,-0.016266,112.226944,3.588058,143.948929,-0.609543,1
388,12.933799,,0.026718,-0.005029,-0.015637,112.763336,0.536392,143.117722,-0.831207,1
389,12.967134,,0.038962,0.012245,-0.016451,113.983200,1.219864,141.688065,-1.429657,1
390,13.000468,,0.039300,0.000337,-0.017373,113.406105,-0.577095,143.181366,1.493301,1
391,13.033803,,0.032747,-0.006553,-0.016063,112.465828,-0.940277,147.499435,4.318069,1
392,13.067137,,0.045417,0.012670,-0.010046,113.793266,1.327438,148.315720,0.816284,1
393,13.100472,,0.046789,0.001372,0.002526,116.056297,2.263031,150.083511,1.767792,1
394,13.133806,,0.058444,0.011655,0.022044,119.142822,3.086525,151.333069,1.249557,1
395,13.167141,,0.086851,0.028407,0.046389,120.980118,1.837296,149.421082,-1.911987,1
396,13.200476,,0.123951,0.037100,0.071589,122.894630,1.914513,149.809250,0.388168,1
397,13.233810,,0.113037,-0.010915,0.092168,120.083946,-2.810684,151.537415,1.728165,1
398,13.267145,,0.153096,0.040059,0.103004,122.369095,2.285149,153.110367,1.572952,1
399,13.300479,,0.193442,0.040347,0.100573,122.751862,0.382767,154.531311,1.420944,1
400,13.333814,,0.209502,0.016060,0.084021,120.179008,-2.572853,152.948364,-1.582947,1
401,13.367148,,0.089730,-0.119773,0.056536,116.605476,-3.573532,154.522949,1.574585,1
402,13.400483,,0.032835,-0.056894,0.023460,112.164497,-4.440979,153.772736,-0.750214,1
403,13.433817,,0.015717,-0.017119,-0.008698,111.141365,-1.023132,148.136475,-5.636261,1
404,13.467152,,0.001482,-0.014234,-0.034447,106.783722,-4.357643,146.605423,-1.531052,1
405,13.500486,,0.004935,0.003452,-0.050625,103.772209,-3.011513,148.009338,1.403915,1
406,13.533821,,0.004222,-0.000713,-0.056651,104.107735,0.335526,148.379044,0.369705,1
407,13.567155,,0.006713,0.002491,-0.054768,103.231689,-0.876045,148.200150,-0.178894,1
408,13.600490,,0.008460,0.001747,-0.048157,102.968002,-0.263687,149.480789,1.280640,1
409,13.633824,,0.006857,-0.001603,-0.040090,102.079346,-0.888657,149.840607,0.359818,1
410,13.667159,,0.010921,0.004064,-0.032920,101.582481,-0.496864,148.163452,-1.677155,1
411,13.700494,,0.015999,0.005078,-0.027510,99.269058,-2.313423,149.895157,1.731705,1
412,13.733828,,0.017983,0.001984,-0.023398,97.813782,-1.455276,148.767487,-1.127670,1
413,13.767163,,0.022009,0.004026,-0.019230,96.956352,-0.857430,148.808823,0.041336,1
414,13.800497,,0.027199,0.005190,-0.013608,97.874107,0.917755,149.909409,1.100586,1
415,13.833832,,0.024482,-0.002716,-0.005668,99.513451,1.639343,146.694321,-3.215088,1
416,13.867166,,0.043008,0.018526,0.004299,103.392708,3.879257,146.623810,-0.070511,1
417,13.900501,,0.046856,0.003848,0.015017,107.062691,3.669983,146.719818,0.096008,1
418,13.933835,,0.060476,0.013620,0.024445,112.288406,5.225716,141.052078,-5.667740,1
419,13.967170,,0.076174,0.015698,0.030562,118.729897,6.441490,141.087112,0.035034,1
420,14.000504,,0.084868,0.008694,0.031948,119.247185,0.517288,143.182938,2.095825,1
421,14.033839,,0.060811,-0.024057,0.028175,118.484596,-0.762589,143.613297,0.430359,1
422,14.067173,,0.042103,-0.018708,0.020246,117.001236,-1.483360,143.862869,0.249573,1
423,14.100508,,0.022463,-0.019640,0.009869,117.905319,0.904083,145.839432,1.976562,1
424,14.133842,,0.027797,0.005334,-0.000877,117.127823,-0.777496,147.642502,1.803070,1
425,14.167177,,0.016131,-0.011666,-0.010156,112.671692,-4.456131,148.246231,0.603729,1
426,14.200512,,0.013556,-0.002574,-0.016781,109.637291,-3.034401,146.172363,-2.073868,1
427,14.233846,,0.007348,-0.006208,-0.020265,105.196671,-4.440620,141.641068,-4.531296,1
428,14.267181,,0.005340,-0.002009,-0.020961,103.217415,-1.979256,144.994797,3.353729,1
429,14.300515,,0.001800,-0.003539,-0.019594,102.970482,-0.246933,147.960175,2.965378,1
430,14.333850,,0.000908,-0.000892,-0.017097,101.705971,-1.264511,148.860489,0.900314,1
431,14.367184,,0.004452,0.003544,-0.014385,100.821472,-0.884499,147.310898,-1.549591,1
432,14.400519,,0.013147,0.008694,-0.012078,101.530586,0.709114,145.737961,-1.572937,1
433,14.433853,,0.009949,-0.003198,-0.010459,100.487564,-1.043022,145.799988,0.062027,1
434,14.467188,,0.008845,-0.001103,-0.009416,100.847267,0.359703,145.516174,-0.283813,1
435,14.500522,,0.008994,0.000148,-0.008607,101.482880,0.635612,145.460052,-0.056122,1
436,14.533857,,0.006939,-0.002054,-0.007588,100.516098,-0.966782,144.372971,-1.087082,1
437,14.567191,,0.011695,0.004756,-0.006019,102.103607,1.587509,144.417511,0.044540,1
438,14.600526,,0.013790,0.002095,-0.003762,101.902092,-0.201515,144.747040,0.329529,1
439,14.633860,,0.015132,0.001342,-0.000920,103.481735,1.579643,144.962372,0.215332,1
440,14.667195,,0.021723,0.006591,0.002181,104.565041,1.083305,146.500412,1.538040,1
441,14.700530,,0.022201,0.000478,0.005145,104.990158,0.425117,147.164078,0.663666,1
442,14.733864,,0.024825,0.002624,0.007585,106.042709,1.052551,147.134460,-0.029617,1
443,14.767199,,0.025269,0.000444,0.009275,107.992233,1.949524,148.473129,1.338669,1
444,14.800533,,0.028437,0.003168,0.010153,107.894997,-0.097237,150.090714,1.617584,1
445,14.833868,,0.026051,-0.002386,0.010322,109.664978,1.769981,149.679428,-0.411285,1
446,14.867202,,0.028343,0.002292,0.010030,109.164345,-0.500633,149.475952,-0.203476,1
447,14.900537,,0.026710,-0.001633,0.009535,109.372002,0.207657,149.708084,0.232132,1
448,14.933871,,0.025583,-0.001127,0.009051,108.292076,-1.079926,149.593979,-0.114105,1
449,14.967206,,0.026116,0.000533,0.008682,108.557503,0.265427,152.121292,2.527313,1
450,15.000540,,0.025855,-0.000261,0.008412,109.746674,1.189171,153.158142,1.036850,1
451,15.033875,,0.026351,0.000496,0.008141,107.105240,-2.641434,151.115005,-2.043137,1
452,15.067209,,0.029052,0.002701,0.007751,108.531967,1.426727,151.954346,0.839340,1
453,15.100544,,0.029517,0.000465,0.007179,110.210518,1.678551,153.595795,1.641449,1
454,15.133878,,0.028009,-0.001508,0.006452,110.548363,0.337845,155.001816,1.406021,1
455,15.167213,,0.024338,-0.003671,0.005688,109.796936,-0.751427,153.647766,-1.354050,1
456,15.200548,,0.020068,-0.004270,0.005018,107.540428,-2.256508,153.260941,-0.386826,1
457,15.233882,,0.026289,0.006221,0.004523,110.313736,2.773308,155.364151,2.103210,1
458,15.267217,,0.026104,-0.000185,0.004166,110.455544,0.141808,155.496582,0.132431,1
459,15.300551,,0.026072,-0.000032,0.003814,111.090111,0.634567,155.087280,-0.409302,1
460,15.333886,,0.021695,-0.004377,0.003273,109.790810,-1.299301,154.195816,-0.891464,1
461,15.367220,,0.027257,0.005562,0.002389,106.617294,-3.173515,151.593216,-2.602600,1
462,15.400555,,0.025609,-0.001647,0.001106,107.459244,0.841949,150.937836,-0.655380,1
463,15.433889,,0.024276,-0.001334,-0.000492,105.299263,-2.159981,153.117050,2.179214,1
464,15.467224,,0.019093,-0.005183,-0.002180,104.968925,-0.330338,151.165665,-1.951385,1
465,15.500558,,0.016295,-0.002797,-0.003689,103.290314,-1.678612,150.037140,-1.128525,1
466,15.533893,,0.014859,-0.001436,-0.004783,105.052147,1.761833,146.859528,-3.177612,1
467,15.567227,,0.017509,0.002650,-0.005373,104.411720,-0.640427,148.242432,1.382904,1
468,15.600562,,0.019243,0.001734,-0.005509,104.164314,-0.247406,148.468369,0.225937,1
469,15.633896,,0.018409,-0.000835,-0.005359,103.652107,-0.512207,147.936020,-0.532349,1
470,15.667231,,0.017954,-0.000455,-0.005142,104.797318,1.145210,147.454880,-0.481140,1
471,15.700566,,0.017636,-0.000318,-0.005030,104.610222,-0.187096,146.702255,-0.752625,1
472,15.733900,,0.020302,0.002666,-0.005110,103.920418,-0.689804,146.152359,-0.549896,1
473,15.767235,,0.016273,-0.004029,-0.005354,103.393539,-0.526878,144.794815,-1.357544,1
474,15.800569,,0.012654,-0.003618,-0.005665,102.732521,-0.661018,143.294815,-1.500000,1
475,15.833904,,0.015057,0.002403,-0.005919,102.718567,-0.013954,143.416550,0.121735,1
476,15.867238,,0.018311,0.003254,-0.006022,103.739868,1.021301,142.843597,-0.572952,1
477,15.900573,,0.015960,-0.002352,-0.005929,102.819786,-0.920082,142.554504,-0.289093,1
478,15.933907,,0.015140,-0.000820,-0.005639,103.969574,1.149788,143.159485,0.604980,1
479,15.967242,,0.015780,0.000640,-0.005192,104.753052,0.783478,143.546875,0.387390,1
480,16.000576,,0.015999,0.000219,-0.004633,103.591255,-1.161797,143.857147,0.310272,1
481,16.033911,,0.017473,0.001474,-0.004007,104.288368,0.697113,144.828735,0.971588,1
482,16.067245,,0.015696,-0.001777,-0.003345,103.313049,-0.975319,144.437088,-0.391647,1
483,16.100580,,0.016245,0.000549,-0.002669,102.657066,-0.655983,143.899628,-0.537460,1
484,16.133915,,0.015921,-0.000324,-0.001995,103.802963,1.145897,143.238510,-0.661118,1
485,16.167249,,0.017943,0.002022,-0.001339,102.990219,-0.812744,142.810867,-0.427643,1
486,16.200584,,0.017883,-0.000060,-0.000712,102.860222,-0.129997,143.170029,0.359161,1
487,16.233918,,0.018945,0.001062,-0.000110,102.377029,-0.483192,142.909103,-0.260925,1
488,16.267253,,0.018259,-0.000686,0.000492,102.799690,0.422661,142.301666,-0.607437,1
489,16.300587,,0.017823,-0.000435,0.001134,103.734375,0.934685,142.555161,0.253494,1
490,16.333922,,0.018814,0.000991,0.001863,103.243996,-0.490379,143.367783,0.812622,1
491,16.367256,,0.019899,0.001085,0.002702,103.361656,0.117661,143.494308,0.126526,1
492,16.400591,,0.019981,0.000082,0.003639,102.927261,-0.434395,142.616028,-0.878281,1
493,16.433925,,0.018545,-0.001435,0.004613,103.207253,0.279991,141.918930,-0.697098,1
494,16.467260,,0.022177,0.003632,0.005522,102.589279,-0.617973,142.069214,0.150284,1
495,16.500594,,0.022848,0.000671,0.006246,102.902504,0.313225,143.713364,1.644150,1
496,16.533929,,0.023049,0.000201,0.006679,103.150429,0.247925,144.172821,0.459457,1
497,16.567263,,0.020523,-0.002526,0.006779,102.974358,-0.176071,143.440857,-0.731964,1
498,16.600598,,0.022824,0.002301,0.006566,103.244919,0.270561,143.972946,0.532089,1
499,16.633933,,0.021503,-0.001322,0.006127,103.614189,0.369270,143.657593,-0.315353,1
500,16.667267,,0.022917,0.001415,0.005601,103.151169,-0.463020,143.613922,-0.043671,1
501,16.700602,,0.019740,-0.003178,0.005124,102.785698,-0.365471,143.786697,0.172775,1
502,16.733936,,0.016849,-0.002891,0.004799,102.780022,-0.005676,143.628098,-0.158600,1
503,16.767271,,0.021668,0.004819,0.004644,103.635628,0.855606,143.817505,0.189407,1
504,16.800605,,0.019789,-0.001879,0.004600,103.090309,-0.545319,143.582306,-0.235199,1
505,16.833940,,0.019940,0.000151,0.004547,102.166267,-0.924042,144.294052,0.711746,1
506,16.867274,,0.024467,0.004527,0.004362,102.989044,0.822777,144.899933,0.605881,1
507,16.900609,,0.018319,-0.006148,0.003961,102.373802,-0.615242,143.929169,-0.970764,1
508,16.933943,,0.022880,0.004560,0.003332,102.405487,0.031685,144.281525,0.352356,1
509,16.967278,,0.021075,-0.001805,0.002545,102.835747,0.430260,143.965485,-0.316040,1
510,17.000612,,0.016552,-0.004523,0.001705,101.905174,-0.930573,144.637604,0.672119,1
511,17.033947,,0.020072,0.003520,0.000913,101.960976,0.055801,145.427658,0.790054,1
512,17.067281,,0.017652,-0.002420,0.000217,102.024925,0.063950,143.678757,-1.748901,1
513,17.100616,,0.021044,0.003391,-0.000405,102.426720,0.401794,142.787308,-0.891449,1
514,17.133951,,0.021735,0.000691,-0.001032,102.693909,0.267189,143.116211,0.328903,1
515,17.167285,,0.019679,-0.002056,-0.001762,102.845200,0.151291,143.800095,0.683884,1
516,17.200620,,0.017394,-0.002285,-0.002670,102.298347,-0.546852,144.514603,0.714508,1
517,17.233954,,0.021263,0.003869,-0.003782,102.458611,0.160263,145.833710,1.319107,1
518,17.267289,,0.017073,-0.004190,-0.005048,102.251610,-0.207001,146.431885,0.598175,1
519,17.300623,,0.018122,0.001049,-0.006355,101.838776,-0.412834,146.395981,-0.035904,1
520,17.333958,,0.018119,-0.000003,-0.007540,102.505501,0.666725,145.182587,-1.213394,1
521,17.367292,,0.018186,0.000068,-0.008434,102.875847,0.370346,145.622208,0.439621,1
522,17.400627,,0.020361,0.002175,-0.008897,102.343262,-0.532585,145.310074,-0.312134,1
523,17.433961,,0.019793,-0.000568,-0.008868,101.735748,-0.607513,145.829956,0.519882,1
524,17.467296,,0.021718,0.001925,-0.008439,102.845413,1.109665,146.123337,0.293381,1
525,17.500630,,0.020810,-0.000907,-0.007848,102.882416,0.037003,147.058502,0.935165,1
526,17.533965,,0.023322,0.002512,-0.007492,103.336555,0.454140,147.665985,0.607483,1
527,17.567299,,0.022820,-0.000503,-0.007827,102.956352,-0.380203,147.031372,-0.634613,1
528,17.600634,,0.013438,-0.009381,-0.009251,102.227051,-0.729301,147.610657,0.579285,1
529,17.633969,,0.025226,0.011787,-0.011943,101.894814,-0.332237,146.888321,-0.722336,1
530,17.667303,,0.022572,-0.002654,-0.015607,103.044601,1.149788,146.601456,-0.286865,1
531,17.700638,,0.025590,0.003018,-0.019477,105.473900,2.429298,146.763611,0.162155,1
532,17.733972,,0.010657,-0.014933,-0.022302,102.184441,-3.289459,144.827240,-1.936371,1
533,17.767307,,0.017593,0.006937,-0.022707,104.388992,2.204552,145.522202,0.694962,1
534,17.800641,,0.012242,-0.005352,-0.019539,103.915527,-0.473465,144.915802,-0.606400,1
535,17.833976,,0.017693,0.005451,-0.012257,102.045517,-1.870010,145.397095,0.481293,1
536,17.867310,,0.029384,0.011691,-0.001489,102.614502,0.568985,146.997437,1.600342,1
537,17.900645,,0.044924,0.015540,0.011263,105.046822,2.432320,146.269272,-0.728165,1
538,17.933979,,0.062966,0.018042,0.023748,109.289261,4.242439,146.011887,-0.257385,1
539,17.967314,,0.082370,0.019404,0.033630,108.333549,-0.955711,147.949371,1.937485,1
540,18.000648,,0.084893,0.002523,0.039104,108.270309,-0.063240,149.087250,1.137878,1
541,18.033983,,0.082807,-0.002086,0.039298,106.929871,-1.340439,148.745193,-0.342056,1
542,18.067317,,0.069330,-0.013478,0.034795,103.912743,-3.017128,151.710846,2.965652,1
543,18.100652,,0.072382,0.003052,0.027029,105.283966,1.371223,150.906403,-0.804443,1
544,18.133987,,0.039022,-0.033360,0.018008,102.996475,-2.287491,147.970871,-2.935532,1
545,18.167321,,0.041694,0.002671,0.009698,104.285606,1.289131,151.708527,3.737656,1
546,18.200656,,0.044246,0.002552,0.003445,105.097084,0.811478,154.017731,2.309204,1
547,18.233990,,0.032777,-0.011469,-0.000177,106.612267,1.515182,156.778992,2.761261,1
548,18.267325,,0.042409,0.009632,-0.001494,106.578148,-0.034119,161.371460,4.592468,1
549,18.300659,,0.045365,0.002956,-0.001260,108.345245,1.767097,166.646484,5.275024,1
550,18.333994,,0.029183,-0.016182,-0.000385,102.154785,-6.190460,167.302567,0.656082,1
551,18.367328,,0.033360,0.004177,0.000377,104.918510,2.763725,168.545685,1.243118,1
552,18.400663,,0.036833,0.003473,0.000638,105.627228,0.708717,169.388336,0.842651,1
553,18.433997,,0.035007,-0.001827,0.000355,106.772758,1.145531,170.840134,1.451797,1
554,18.467332,,0.027057,-0.007950,-0.000238,102.661362,-4.111397,168.590149,-2.249985,1
555,18.500666,,0.031756,0.004699,-0.000852,106.632309,3.970947,169.308594,0.718445,1
556,18.534001,,0.022851,-0.008905,-0.001275,103.835670,-2.796638,166.725464,-2.583130,1
557,18.567335,,0.031577,0.008727,-0.001486,109.677231,5.841560,168.378647,1.653183,1
558,18.600670,,0.029956,-0.001622,-0.001629,109.385208,-0.292023,168.727066,0.348419,1
559,18.634005,,0.030856,0.000900,-0.001939,108.804382,-0.580826,167.790253,-0.936813,1
560,18.667339,,0.025244,-0.005611,-0.002614,109.104546,0.300163,165.623993,-2.166260,1
561,18.700674,,0.022725,-0.002520,-0.003741,104.725945,-4.378601,161.337814,-4.286179,1
562,18.734008,,0.016128,-0.006597,-0.005276,103.665527,-1.060417,157.648453,-3.689362,1
563,18.767343,,0.016862,0.000734,-0.007042,99.580025,-4.085503,153.581848,-4.066605,1
564,18.800677,,0.012918,-0.003944,-0.008815,98.301575,-1.278450,148.323624,-5.258224,1
565,18.834012,,0.015211,0.002293,-0.010341,100.784096,2.482521,145.291611,-3.032013,1
566,18.867346,,0.013038,-0.002173,-0.011389,99.764122,-1.019974,140.887299,-4.404312,1
567,18.900681,,0.011073,-0.001965,-0.011748,96.516060,-3.248062,139.591461,-1.295837,1
568,18.934015,,0.016981,0.005908,-0.011256,93.884766,-2.631294,135.150269,-4.441193,1
569,18.967350,,0.006885,-0.010096,-0.009895,90.566772,-3.317993,132.601730,-2.548538,1
570,19.000684,,0.009234,0.002349,-0.007784,87.431229,-3.135544,130.661942,-1.939789,1
571,19.034019,,0.009968,0.000734,-0.005239,84.511940,-2.919289,128.380417,-2.281525,1
572,19.067354,,0.012965,0.002997,-0.002738,84.272415,-0.239525,123.688583,-4.691833,1
573,19.100688,,0.024452,0.011488,-0.000776,85.927628,1.655212,120.998421,-2.690163,1
574,19.134023,,0.029129,0.004676,0.000271,87.486397,1.558769,120.431061,-0.567360,1
575,19.167357,,0.022435,-0.006693,0.000351,88.685860,1.199463,118.815163,-1.615898,1
576,19.200692,,0.014906,-0.007529,-0.000296,88.785179,0.099319,117.889900,-0.925262,1
577,19.234026,,0.016466,0.001559,-0.001197,91.755905,2.970726,121.607521,3.717621,1
578,19.267361,,0.013658,-0.002808,-0.001832,91.545547,-0.210358,120.783882,-0.823639,1
579,19.300695,,0.018049,0.004392,-0.001840,92.218132,0.672585,122.699669,1.915787,1
580,19.334030,,0.019649,0.001600,-0.001118,92.975922,0.757790,124.581497,1.881828,1
581,19.367364,,0.019501,-0.000149,0.000133,94.258011,1.282089,125.913948,1.332451,1
582,19.400699,,0.025626,0.006125,0.001550,95.343102,1.085091,127.600647,1.686699,1
583,19.434033,,0.021344,-0.004281,0.002737,96.699608,1.356506,130.006378,2.405731,1
