frame,timestamp,anchor_to_bottom_lip_bottom,thresh_1,thresh_2,thresh_3,thresh_4,thresh_5
754,25.13497175141243,71.43580031222349,Open,Open,Closed,Closed,Closed
755,25.168307257714037,71.38548148976736,Open,Open,Closed,Closed,Closed
756,25.201642764015645,73.06163847457526,Open,Open,Closed,Closed,Closed
757,25.234978270317253,69.33504332433046,Open,Open,Closed,Closed,Closed
758,25.26831377661886,67.63781142587543,Open,Open,Closed,Closed,Closed
759,25.30164928292047,66.60431934117332,Open,Closed,Closed,Closed,Closed
760,25.334984789222077,62.65432144105198,Open,Closed,Closed,Closed,Closed
761,25.368320295523684,60.86763455719948,Open,Closed,Closed,Closed,Closed
762,25.401655801825292,58.093553505609606,Open,Closed,Closed,Closed,Closed
763,25.4349913081269,59.34761900651861,Open,Closed,Closed,Closed,Closed
764,25.468326814428508,57.2608229288776,Closed,Closed,Closed,Closed,Closed
765,25.501662320730116,54.08398148029838,Closed,Closed,Closed,Closed,Closed
766,25.534997827031724,57.08671246993502,Closed,Closed,Closed,Closed,Closed
767,25.56833333333333,56.767430686007,Closed,Closed,Closed,Closed,Closed
768,25.60166883963494,60.670779085835406,Open,Closed,Closed,Closed,Closed
769,25.635004345936547,65.66348944566448,Open,Closed,Closed,Closed,Closed
770,25.668339852238155,67.65748209513829,Open,Open,Closed,Closed,Closed
771,25.701675358539763,69.48505260038816,Open,Open,Closed,Closed,Closed
772,25.73501086484137,76.72807767551718,Open,Open,Open,Closed,Closed
773,25.76834637114298,73.9005134172563,Open,Open,Closed,Closed,Closed
774,25.801681877444587,71.9363559809714,Open,Open,Closed,Closed,Closed
775,25.8350173837462,68.65594132337803,Open,Open,Closed,Closed,Closed
776,25.86835289004781,68.48272787885574,Open,Open,Closed,Closed,Closed
777,25.901688396349417,67.9444043492779,Open,Open,Closed,Closed,Closed
778,25.93502390265102,66.35270074381543,Open,Closed,Closed,Closed,Closed
779,25.96835940895263,63.70391543176798,Open,Closed,Closed,Closed,Closed
780,26.001694915254237,66.91425696447456,Open,Closed,Closed,Closed,Closed
781,26.035030421555845,63.81766313870358,Open,Closed,Closed,Closed,Closed
782,26.068365927857453,64.85422558189363,Open,Closed,Closed,Closed,Closed
783,26.10170143415906,63.106221794487986,Open,Closed,Closed,Closed,Closed
784,26.13503694046067,63.69491156204715,Open,Closed,Closed,Closed,Closed
785,26.168372446762277,60.905878302258,Open,Closed,Closed,Closed,Closed
786,26.201707953063885,58.72646505543962,Open,Closed,Closed,Closed,Closed
787,26.235043459365492,59.71767380165931,Open,Closed,Closed,Closed,Closed
788,26.2683789656671,61.09954260754566,Open,Closed,Closed,Closed,Closed
789,26.301714471968708,65.14706730583707,Open,Closed,Closed,Closed,Closed
790,26.335049978270316,66.77053627813021,Open,Closed,Closed,Closed,Closed
791,26.368385484571924,74.30459659379883,Open,Open,Closed,Closed,Closed
792,26.40172099087353,77.3178513445228,Open,Open,Open,Closed,Closed
793,26.43505649717514,79.6828378831401,Open,Open,Open,Closed,Closed
794,26.468392003476747,75.35048339344668,Open,Open,Closed,Closed,Closed
795,26.501727509778355,71.5861336329009,Open,Open,Closed,Closed,Closed
796,26.535063016079963,70.40201908177605,Open,Open,Closed,Closed,Closed
797,26.56839852238157,59.37110709827664,Open,Closed,Closed,Closed,Closed
798,26.60173402868318,66.40214979997137,Open,Closed,Closed,Closed,Closed
799,26.635069534984787,64.49156598758263,Open,Closed,Closed,Closed,Closed
800,26.668405041286395,60.33824852097894,Open,Closed,Closed,Closed,Closed
801,26.701740547588003,55.40196252916098,Closed,Closed,Closed,Closed,Closed
802,26.735076053889617,60.90174086743447,Open,Closed,Closed,Closed,Closed
803,26.768411560191225,63.65437914109621,Open,Closed,Closed,Closed,Closed
804,26.80174706649283,56.60696559191629,Closed,Closed,Closed,Closed,Closed
805,26.83508257279444,56.25672610175505,Closed,Closed,Closed,Closed,Closed
806,26.868418079096045,58.82944246886191,Open,Closed,Closed,Closed,Closed
807,26.901753585397653,66.06154744611075,Open,Closed,Closed,Closed,Closed
808,26.93508909169926,73.55477731932746,Open,Open,Closed,Closed,Closed
809,26.96842459800087,73.84379053742393,Open,Open,Closed,Closed,Closed
810,27.001760104302477,74.23241432245649,Open,Open,Closed,Closed,Closed
811,27.035095610604085,74.30568843274389,Open,Open,Closed,Closed,Closed
812,27.068431116905693,77.22892650672026,Open,Open,Open,Closed,Closed
813,27.1017666232073,77.7886627428718,Open,Open,Open,Closed,Closed
814,27.13510212950891,74.4714246669044,Open,Open,Closed,Closed,Closed
815,27.168437635810516,70.48882307391099,Open,Open,Closed,Closed,Closed
816,27.201773142112124,69.72685560950809,Open,Open,Closed,Closed,Closed
817,27.235108648413732,62.297085679775,Open,Closed,Closed,Closed,Closed
818,27.26844415471534,59.86068256597875,Open,Closed,Closed,Closed,Closed
819,27.301779661016948,58.62181361983712,Open,Closed,Closed,Closed,Closed
820,27.335115167318556,60.57034899669492,Open,Closed,Closed,Closed,Closed
821,27.368450673620163,59.06353065394906,Open,Closed,Closed,Closed,Closed
822,27.40178617992177,59.61341335029698,Open,Closed,Closed,Closed,Closed
823,27.43512168622338,57.39134408207657,Closed,Closed,Closed,Closed,Closed
824,27.468457192524987,67.02173319045403,Open,Closed,Closed,Closed,Closed
825,27.501792698826595,73.91432304681052,Open,Open,Closed,Closed,Closed
826,27.535128205128203,77.81312977672376,Open,Open,Open,Closed,Closed
827,27.56846371142981,81.77939780990678,Open,Open,Open,Closed,Closed
828,27.60179921773142,80.19059517351938,Open,Open,Open,Closed,Closed
829,27.635134724033023,76.22499137335991,Open,Open,Open,Closed,Closed
830,27.66847023033464,76.03076984835019,Open,Open,Closed,Closed,Closed
831,27.70180573663625,73.25845322268522,Open,Open,Closed,Closed,Closed
832,27.735141242937853,71.83504351501568,Open,Open,Closed,Closed,Closed
833,27.76847674923946,66.66931465138629,Open,Closed,Closed,Closed,Closed
834,27.80181225554107,62.995840446233984,Open,Closed,Closed,Closed,Closed
835,27.835147761842677,58.607320701868595,Open,Closed,Closed,Closed,Closed
836,27.868483268144285,58.22992747239054,Open,Closed,Closed,Closed,Closed
837,27.901818774445893,59.26381767028643,Open,Closed,Closed,Closed,Closed
838,27.9351542807475,59.369888211448256,Open,Closed,Closed,Closed,Closed
839,27.96848978704911,60.19605588063656,Open,Closed,Closed,Closed,Closed
840,28.001825293350716,60.05231551939147,Open,Closed,Closed,Closed,Closed
841,28.035160799652324,58.14144211606159,Open,Closed,Closed,Closed,Closed
842,28.068496305953932,59.25763317891102,Open,Closed,Closed,Closed,Closed
843,28.10183181225554,66.8572214454235,Open,Closed,Closed,Closed,Closed
844,28.135167318557148,75.83289651350049,Open,Open,Closed,Closed,Closed
845,28.168502824858756,74.40802583013613,Open,Open,Closed,Closed,Closed
846,28.201838331160364,77.19555158753944,Open,Open,Open,Closed,Closed
847,28.23517383746197,78.03473948100631,Open,Open,Open,Closed,Closed
848,28.26850934376358,73.42059423071234,Open,Open,Closed,Closed,Closed
849,28.301844850065187,73.1158512793941,Open,Open,Closed,Closed,Closed
850,28.335180356366795,71.73909636755607,Open,Open,Closed,Closed,Closed
851,28.368515862668403,70.51940239313573,Open,Open,Closed,Closed,Closed
852,28.40185136897001,68.4830606167115,Open,Open,Closed,Closed,Closed
853,28.43518687527162,67.76417976789153,Open,Open,Closed,Closed,Closed
854,28.468522381573223,63.356017343869325,Open,Closed,Closed,Closed,Closed
855,28.50185788787483,64.88440865137997,Open,Closed,Closed,Closed,Closed
856,28.53519339417644,68.04749129430415,Open,Open,Closed,Closed,Closed
857,28.568528900478057,65.67779820126232,Open,Closed,Closed,Closed,Closed
858,28.60186440677966,67.53353394424454,Open,Open,Closed,Closed,Closed
859,28.63519991308127,69.34132449468615,Open,Open,Closed,Closed,Closed
860,28.668535419382877,68.95278737236353,Open,Open,Closed,Closed,Closed
861,28.701870925684485,70.16968627300456,Open,Open,Closed,Closed,Closed
862,28.735206431986093,66.7297559647677,Open,Closed,Closed,Closed,Closed
863,28.7685419382877,66.08606502845201,Open,Closed,Closed,Closed,Closed
864,28.80187744458931,68.29455265819088,Open,Open,Closed,Closed,Closed
865,28.835212950890917,63.14372827294119,Open,Closed,Closed,Closed,Closed
866,28.868548457192524,66.5800409218117,Open,Closed,Closed,Closed,Closed
867,28.901883963494132,63.432266979719245,Open,Closed,Closed,Closed,Closed
868,28.93521946979574,56.33221096091826,Closed,Closed,Closed,Closed,Closed
869,28.968554976097348,62.17153945028723,Open,Closed,Closed,Closed,Closed
870,29.001890482398956,59.1864758830972,Open,Closed,Closed,Closed,Closed
871,29.035225988700564,56.03548579229712,Closed,Closed,Closed,Closed,Closed
872,29.06856149500217,56.587322550780115,Closed,Closed,Closed,Closed,Closed
873,29.10189700130378,64.31738230779706,Open,Closed,Closed,Closed,Closed
874,29.135232507605387,70.48962999558003,Open,Open,Closed,Closed,Closed
875,29.168568013906995,75.16580959762433,Open,Open,Closed,Closed,Closed
876,29.201903520208603,78.15966796359278,Open,Open,Open,Closed,Closed
877,29.23523902651021,76.37328393439543,Open,Open,Open,Closed,Closed
878,29.26857453281182,75.21745373941721,Open,Open,Closed,Closed,Closed
879,29.301910039113427,75.37243189664078,Open,Open,Closed,Closed,Closed
880,29.33524554541503,71.8151793875802,Open,Open,Closed,Closed,Closed
881,29.36858105171664,69.75782037813732,Open,Open,Closed,Closed,Closed
882,29.40191655801825,66.2998583704832,Open,Closed,Closed,Closed,Closed
883,29.435252064319855,69.18883664637457,Open,Open,Closed,Closed,Closed
884,29.46858757062147,62.1660792239084,Open,Closed,Closed,Closed,Closed
885,29.501923076923077,63.31820296924751,Open,Closed,Closed,Closed,Closed
886,29.535258583224685,61.91896453032459,Open,Closed,Closed,Closed,Closed
887,29.568594089526293,60.85433651701203,Open,Closed,Closed,Closed,Closed
888,29.6019295958279,62.27334723368372,Open,Closed,Closed,Closed,Closed
889,29.63526510212951,61.74320475277989,Open,Closed,Closed,Closed,Closed
890,29.668600608431117,59.54776057246644,Open,Closed,Closed,Closed,Closed
891,29.701936114732725,64.10738536115502,Open,Closed,Closed,Closed,Closed
892,29.735271621034332,75.43010358785116,Open,Open,Closed,Closed,Closed
893,29.76860712733594,72.05911463970317,Open,Open,Closed,Closed,Closed
894,29.801942633637548,75.3895265722353,Open,Open,Closed,Closed,Closed
895,29.835278139939156,78.62533995965946,Open,Open,Open,Closed,Closed
896,29.868613646240764,73.67532136659325,Open,Open,Closed,Closed,Closed
897,29.90194915254237,70.35254646023813,Open,Open,Closed,Closed,Closed
898,29.93528465884398,75.47222946578682,Open,Open,Closed,Closed,Closed
899,29.968620165145587,70.02380776062343,Open,Open,Closed,Closed,Closed
900,30.001955671447195,69.8603874557444,Open,Open,Closed,Closed,Closed
901,30.035291177748803,67.64554891682819,Open,Open,Closed,Closed,Closed
902,30.06862668405041,65.90165192356646,Open,Closed,Closed,Closed,Closed
903,30.10196219035202,62.58216393989134,Open,Closed,Closed,Closed,Closed
904,30.135297696653627,63.39482175412482,Open,Closed,Closed,Closed,Closed
905,30.168633202955235,62.16732750705681,Open,Closed,Closed,Closed,Closed
906,30.201968709256843,63.64103040208829,Open,Closed,Closed,Closed,Closed
907,30.23530421555845,62.32776007726933,Open,Closed,Closed,Closed,Closed
908,30.26863972186006,58.72795881487427,Open,Closed,Closed,Closed,Closed
909,30.301975228161663,58.56185069030986,Open,Closed,Closed,Closed,Closed
910,30.33531073446327,59.49224551311816,Open,Closed,Closed,Closed,Closed
911,30.368646240764885,65.57764733226207,Open,Closed,Closed,Closed,Closed
912,30.401981747066493,76.86889044219733,Open,Open,Open,Closed,Closed
913,30.4353172533681,71.96200704475129,Open,Open,Closed,Closed,Closed
914,30.46865275966971,75.329371931587,Open,Open,Closed,Closed,Closed
915,30.501988265971317,77.31400793903109,Open,Open,Open,Closed,Closed
916,30.535323772272925,69.8849690755315,Open,Open,Closed,Closed,Closed
917,30.568659278574533,74.4772485142292,Open,Open,Closed,Closed,Closed
918,30.60199478487614,69.79972383810706,Open,Open,Closed,Closed,Closed
919,30.63533029117775,72.27531841800928,Open,Open,Closed,Closed,Closed
920,30.668665797479356,64.85563880941723,Open,Closed,Closed,Closed,Closed
921,30.702001303780964,66.8806071104618,Open,Closed,Closed,Closed,Closed
922,30.735336810082572,62.61630356217241,Open,Closed,Closed,Closed,Closed
923,30.76867231638418,62.76434321494219,Open,Closed,Closed,Closed,Closed
924,30.802007822685788,61.19667798071417,Open,Closed,Closed,Closed,Closed
925,30.835343328987395,62.133757622351055,Open,Closed,Closed,Closed,Closed
926,30.868678835289003,59.161520094018655,Open,Closed,Closed,Closed,Closed
927,30.90201434159061,62.94262473872448,Open,Closed,Closed,Closed,Closed
928,30.93534984789222,57.35979889333821,Closed,Closed,Closed,Closed,Closed
929,30.968685354193827,58.36499901006107,Open,Closed,Closed,Closed,Closed
930,31.002020860495435,69.90043891345773,Open,Open,Closed,Closed,Closed
931,31.035356366797043,71.31098181342864,Open,Open,Closed,Closed,Closed
932,31.06869187309865,76.0609992936191,Open,Open,Closed,Closed,Closed
933,31.10202737940026,78.99268870958049,Open,Open,Open,Closed,Closed
934,31.135362885701863,80.46607071175114,Open,Open,Open,Closed,Closed
935,31.16869839200347,82.48500768448108,Open,Open,Open,Closed,Closed
936,31.20203389830508,73.71714482301962,Open,Open,Closed,Closed,Closed
937,31.23536940460669,74.17727582025655,Open,Open,Closed,Closed,Closed
938,31.2687049109083,74.20835105933436,Open,Open,Closed,Closed,Closed
939,31.30204041720991,75.93735692619751,Open,Open,Closed,Closed,Closed
940,31.335375923511517,68.95131716547411,Open,Open,Closed,Closed,Closed
941,31.368711429813125,65.56856324528414,Open,Closed,Closed,Closed,Closed
942,31.402046936114733,64.76029968178204,Open,Closed,Closed,Closed,Closed
943,31.43538244241634,64.7145682476156,Open,Closed,Closed,Closed,Closed
944,31.46871794871795,62.2906687647938,Open,Closed,Closed,Closed,Closed
945,31.502053455019556,61.52331958967656,Open,Closed,Closed,Closed,Closed
946,31.535388961321164,62.33455922479857,Open,Closed,Closed,Closed,Closed
947,31.568724467622772,62.37428867425905,Open,Closed,Closed,Closed,Closed
948,31.60205997392438,62.14465756488784,Open,Closed,Closed,Closed,Closed
949,31.635395480225988,64.40312488835312,Open,Closed,Closed,Closed,Closed
950,31.668730986527596,63.60509909131953,Open,Closed,Closed,Closed,Closed
951,31.702066492829204,68.39527988472724,Open,Open,Closed,Closed,Closed
952,31.73540199913081,76.04696940212376,Open,Open,Closed,Closed,Closed
953,31.76873750543242,76.99495445707055,Open,Open,Open,Closed,Closed
954,31.802073011734027,83.48335145357473,Open,Open,Open,Closed,Closed
955,31.835408518035635,84.73206751229631,Open,Open,Open,Closed,Closed
956,31.868744024337243,77.88744648266723,Open,Open,Open,Closed,Closed
957,31.90207953063885,71.46279290511538,Open,Open,Closed,Closed,Closed
958,31.93541503694046,72.33567262198336,Open,Open,Closed,Closed,Closed
959,31.968750543242063,71.6850287835896,Open,Open,Closed,Closed,Closed
960,32.00208604954368,72.46657570079489,Open,Open,Closed,Closed,Closed
961,32.03542155584528,73.34429853646526,Open,Open,Closed,Closed,Closed
962,32.068757062146894,68.26080329660509,Open,Open,Closed,Closed,Closed
963,32.1020925684485,67.6941885364582,Open,Open,Closed,Closed,Closed
964,32.13542807475011,67.2161090110637,Open,Open,Closed,Closed,Closed
965,32.168763581051714,67.14718584144391,Open,Open,Closed,Closed,Closed
966,32.202099087353325,64.12824207558502,Open,Closed,Closed,Closed,Closed
967,32.23543459365493,58.954881714602365,Open,Closed,Closed,Closed,Closed
968,32.26877009995654,61.36727391766304,Open,Closed,Closed,Closed,Closed
969,32.302105606258145,66.79752460359927,Open,Closed,Closed,Closed,Closed
970,32.33544111255976,71.57220339754593,Open,Open,Closed,Closed,Closed
971,32.36877661886136,79.40248638930186,Open,Open,Open,Closed,Closed
972,32.40211212516297,80.8434341997235,Open,Open,Open,Closed,Closed
973,32.43544763146458,82.10417566207026,Open,Open,Open,Closed,Closed
974,32.46878313776619,78.79407655602148,Open,Open,Open,Closed,Closed
975,32.50211864406779,77.67771752455951,Open,Open,Open,Closed,Closed
976,32.535454150369404,75.40676534927584,Open,Open,Closed,Closed,Closed
977,32.56878965667101,67.6941885364582,Open,Open,Closed,Closed,Closed
978,32.60212516297262,66.35874941527345,Open,Closed,Closed,Closed,Closed
979,32.63546066927423,65.83619042979049,Open,Closed,Closed,Closed,Closed
980,32.668796175575835,60.536628547863366,Open,Closed,Closed,Closed,Closed
981,32.70213168187745,58.97699761927157,Open,Closed,Closed,Closed,Closed
982,32.73546718817905,56.57013785972319,Closed,Closed,Closed,Closed,Closed
983,32.76880269448066,61.840796671959595,Open,Closed,Closed,Closed,Closed
984,32.80213820078227,61.348624252510795,Open,Closed,Closed,Closed,Closed
985,32.83547370708388,61.45560361559471,Open,Closed,Closed,Closed,Closed
986,32.86880921338548,55.95512272230217,Closed,Closed,Closed,Closed,Closed
987,32.902144719687094,58.515218779464675,Open,Closed,Closed,Closed,Closed
988,32.9354802259887,59.37427653381036,Open,Closed,Closed,Closed,Closed
989,32.96881573229031,61.6119097219924,Open,Closed,Closed,Closed,Closed
990,33.002151238591914,58.83955027984838,Open,Closed,Closed,Closed,Closed
991,33.035486744893525,54.88284566632107,Closed,Closed,Closed,Closed,Closed
992,33.06882225119513,62.24984620756196,Open,Closed,Closed,Closed,Closed
993,33.10215775749674,67.77082177196047,Open,Open,Closed,Closed,Closed
994,33.135493263798345,63.22654889618454,Open,Closed,Closed,Closed,Closed
995,33.16882877009996,73.48724456242297,Open,Open,Closed,Closed,Closed
996,33.20216427640156,72.01720201163201,Open,Open,Closed,Closed,Closed
997,33.23549978270317,78.58446795058605,Open,Open,Open,Closed,Closed
998,33.26883528900478,79.7059031244894,Open,Open,Open,Closed,Closed
999,33.30217079530639,80.60179497834989,Open,Open,Open,Closed,Closed
1000,33.33550630160799,73.92875685729406,Open,Open,Closed,Closed,Closed
1001,33.368841807909604,73.15562457405576,Open,Open,Closed,Closed,Closed
1002,33.40217731421121,70.95044167812932,Open,Open,Closed,Closed,Closed
1003,33.43551282051282,66.91528529738176,Open,Closed,Closed,Closed,Closed
1004,33.468848326814424,63.29178588373668,Open,Closed,Closed,Closed,Closed
1005,33.502183833116035,62.79567077072183,Open,Closed,Closed,Closed,Closed
1006,33.53551933941765,62.02571930201371,Open,Closed,Closed,Closed,Closed
1007,33.56885484571925,63.784710036928296,Open,Closed,Closed,Closed,Closed
1008,33.60219035202086,64.7775415803393,Open,Closed,Closed,Closed,Closed
1009,33.63552585832247,65.11187815023666,Open,Closed,Closed,Closed,Closed
1010,33.66886136462408,63.0401497856199,Open,Closed,Closed,Closed,Closed
1011,33.70219687092568,63.85012357068468,Open,Closed,Closed,Closed,Closed
1012,33.735532377227294,59.87124604242992,Open,Closed,Closed,Closed,Closed
1013,33.7688678835289,78.37374547156665,Open,Open,Open,Closed,Closed
1014,33.80220338983051,66.33852603679341,Open,Closed,Closed,Closed,Closed
1015,33.835538896132114,69.97300230265203,Open,Open,Closed,Closed,Closed
1016,33.868874402433725,72.31035014111168,Open,Open,Closed,Closed,Closed
1017,33.90220990873533,75.6360842937782,Open,Open,Closed,Closed,Closed
1018,33.93554541503694,79.43225755653376,Open,Open,Open,Closed,Closed
1019,33.968880921338545,79.67929030157954,Open,Open,Open,Closed,Closed
1020,34.00221642764016,76.07761746026573,Open,Open,Closed,Closed,Closed
1021,34.03555193394176,75.38368454057601,Open,Open,Closed,Closed,Closed
1022,34.06888744024337,74.17830800126916,Open,Open,Closed,Closed,Closed
1023,34.10222294654498,71.44868418830089,Open,Open,Closed,Closed,Closed
1024,34.13555845284659,71.40279991446744,Open,Open,Closed,Closed,Closed
1025,34.16889395914819,67.68494104795674,Open,Open,Closed,Closed,Closed
1026,34.202229465449804,64.34599330720042,Open,Closed,Closed,Closed,Closed
1027,34.23556497175141,64.7876188205037,Open,Closed,Closed,Closed,Closed
1028,34.26890047805302,62.195836135108934,Open,Closed,Closed,Closed,Closed
1029,34.302235984354624,59.386226558526985,Open,Closed,Closed,Closed,Closed
1030,34.335571490656235,59.174240966639886,Open,Closed,Closed,Closed,Closed
1031,34.36890699695784,60.538147382189464,Open,Closed,Closed,Closed,Closed
1032,34.40224250325945,55.83760629564998,Closed,Closed,Closed,Closed,Closed
1033,34.43557800956106,55.733480182518335,Closed,Closed,Closed,Closed,Closed
1034,34.46891351586267,55.90745836786748,Closed,Closed,Closed,Closed,Closed
1035,34.50224902216428,61.61889587035185,Open,Closed,Closed,Closed,Closed
1036,34.53558452846588,63.42318974952098,Open,Closed,Closed,Closed,Closed
1037,34.568920034767494,65.34536047149957,Open,Closed,Closed,Closed,Closed
1038,34.6022555410691,72.45124861264055,Open,Open,Closed,Closed,Closed
1039,34.63559104737071,76.05944516191653,Open,Open,Closed,Closed,Closed
1040,34.668926553672314,76.77216388202339,Open,Open,Open,Closed,Closed
1041,34.702262059973926,74.2884112784417,Open,Open,Closed,Closed,Closed
1042,34.73559756627553,78.17838084124412,Open,Open,Open,Closed,Closed
1043,34.76893307257714,77.01556707150321,Open,Open,Open,Closed,Closed
1044,34.802268578878746,73.19518593968613,Open,Open,Closed,Closed,Closed
1045,34.83560408518036,73.76452341490526,Open,Open,Closed,Closed,Closed
1046,34.86893959148196,70.58966688009906,Open,Open,Closed,Closed,Closed
1047,34.90227509778357,71.76590723969512,Open,Open,Closed,Closed,Closed
1048,34.93561060408518,71.69178385559425,Open,Open,Closed,Closed,Closed
1049,34.96894611038679,69.12911027078393,Open,Open,Closed,Closed,Closed
1050,35.00228161668839,73.26713667173296,Open,Open,Closed,Closed,Closed
1051,35.035617122990004,71.29132330787829,Open,Open,Closed,Closed,Closed
1052,35.06895262929161,64.97368836890566,Open,Closed,Closed,Closed,Closed
1053,35.10228813559322,64.43201714678212,Open,Closed,Closed,Closed,Closed
1054,35.135623641894824,64.933867740273,Open,Closed,Closed,Closed,Closed
1055,35.168959148196436,66.36337778032612,Open,Closed,Closed,Closed,Closed
1056,35.20229465449804,68.04056974573847,Open,Open,Closed,Closed,Closed
1057,35.23563016079965,69.83343221963449,Open,Open,Closed,Closed,Closed
1058,35.268965667101256,72.22403620064838,Open,Open,Closed,Closed,Closed
1059,35.30230117340287,73.03703060699421,Open,Open,Closed,Closed,Closed
1060,35.33563667970447,70.33519299046188,Open,Open,Closed,Closed,Closed
1061,35.36897218600608,70.38160326833767,Open,Open,Closed,Closed,Closed
1062,35.402307692307694,65.5420509000488,Open,Closed,Closed,Closed,Closed
1063,35.4356431986093,63.4805706605112,Open,Closed,Closed,Closed,Closed
1064,35.46897870491091,64.54949625291556,Open,Closed,Closed,Closed,Closed
1065,35.502314211212514,62.95665201636096,Open,Closed,Closed,Closed,Closed
1066,35.535649717514126,61.99534753626541,Open,Closed,Closed,Closed,Closed
1067,35.56898522381573,59.05759581386319,Open,Closed,Closed,Closed,Closed
1068,35.60232073011734,58.87333650273038,Open,Closed,Closed,Closed,Closed
1069,35.635656236418946,52.98859409357848,Closed,Closed,Closed,Closed,Closed
1070,35.66899174272056,53.90679877420684,Closed,Closed,Closed,Closed,Closed
1071,35.70232724902216,64.865956296625,Open,Closed,Closed,Closed,Closed
1072,35.73566275532377,62.982920248692295,Open,Closed,Closed,Closed,Closed
1073,35.76899826162538,65.56515521437231,Open,Closed,Closed,Closed,Closed
1074,35.80233376792699,69.09595731829054,Open,Open,Closed,Closed,Closed
1075,35.83566927422859,74.25669987934893,Open,Open,Closed,Closed,Closed
1076,35.869004780530204,75.32209620415209,Open,Open,Closed,Closed,Closed
1077,35.90234028683181,75.28021294890911,Open,Open,Closed,Closed,Closed
1078,35.93567579313342,75.0,Open,Open,Closed,Closed,Closed
1079,35.969011299435024,72.30263810352274,Open,Open,Closed,Closed,Closed
1080,36.002346805736636,72.6853305936959,Open,Open,Closed,Closed,Closed
1081,36.03568231203824,70.95847732761891,Open,Open,Closed,Closed,Closed
1082,36.06901781833985,70.9126937803392,Open,Open,Closed,Closed,Closed
1083,36.102353324641456,72.04007581784147,Open,Open,Closed,Closed,Closed
1084,36.13568883094307,66.7090706818209,Open,Closed,Closed,Closed,Closed
1085,36.16902433724467,64.89327642619402,Open,Closed,Closed,Closed,Closed
1086,36.20235984354628,63.29081353344666,Open,Closed,Closed,Closed,Closed
1087,36.23569534984789,62.6480375540181,Open,Closed,Closed,Closed,Closed
1088,36.2690308561495,66.18394023808246,Open,Closed,Closed,Closed,Closed
1089,36.30236636245111,62.2208224363068,Open,Closed,Closed,Closed,Closed
1090,36.335701868752714,62.69984949458929,Open,Closed,Closed,Closed,Closed
1091,36.369037375054326,60.22457029731973,Open,Closed,Closed,Closed,Closed
1092,36.40237288135593,57.80931077411665,Closed,Closed,Closed,Closed,Closed
1093,36.43570838765754,58.155060745903825,Open,Closed,Closed,Closed,Closed
1094,36.469043893959146,66.23071835098426,Open,Closed,Closed,Closed,Closed
1095,36.50237940026076,71.38059793868585,Open,Open,Closed,Closed,Closed
1096,36.53571490656236,77.87664802520486,Open,Open,Open,Closed,Closed
1097,36.56905041286397,79.16874722472826,Open,Open,Open,Closed,Closed
1098,36.60238591916558,77.9516813993124,Open,Open,Open,Closed,Closed
1099,36.63572142546719,78.44497082554965,Open,Open,Open,Closed,Closed
1100,36.66905693176879,75.79070562552198,Open,Open,Closed,Closed,Closed
1101,36.702392438070405,74.11121851481879,Open,Open,Closed,Closed,Closed
1102,36.73572794437201,72.32259298926573,Open,Open,Closed,Closed,Closed
1103,36.76906345067362,72.00998811395162,Open,Open,Closed,Closed,Closed
1104,36.802398956975225,69.53665585447398,Open,Open,Closed,Closed,Closed
1105,36.83573446327683,71.89002369713361,Open,Open,Closed,Closed,Closed
1106,36.86906996957844,68.21379335396759,Open,Open,Closed,Closed,Closed
1107,36.90240547588005,62.65807738977965,Open,Closed,Closed,Closed,Closed
1108,36.935740982181656,68.565026189892,Open,Open,Closed,Closed,Closed
1109,36.96907648848327,65.70374644332823,Open,Closed,Closed,Closed,Closed
1110,37.00241199478487,67.6346711270102,Open,Open,Closed,Closed,Closed
1111,37.03574750108648,61.14872092073634,Open,Closed,Closed,Closed,Closed
1112,37.06908300738809,59.06712055047657,Open,Closed,Closed,Closed,Closed
1113,37.1024185136897,57.30015723231569,Closed,Closed,Closed,Closed,Closed
1114,37.1357540199913,56.37268509697488,Closed,Closed,Closed,Closed,Closed
1115,37.169089526292915,59.122870907798585,Open,Closed,Closed,Closed,Closed
1116,37.202425032594526,64.51096312669286,Open,Closed,Closed,Closed,Closed
1117,37.23576053889613,71.3746769507986,Open,Open,Closed,Closed,Closed
1118,37.26909604519774,75.19163390760784,Open,Open,Closed,Closed,Closed
1119,37.302431551499346,77.00745210175451,Open,Open,Open,Closed,Closed
1120,37.33576705780096,74.83006788328113,Open,Open,Closed,Closed,Closed
1121,37.36910256410256,72.06715380645247,Open,Open,Closed,Closed,Closed
1122,37.40243807040417,72.74922359499621,Open,Open,Closed,Closed,Closed
1123,37.43577357670578,75.61252181656704,Open,Open,Closed,Closed,Closed
1124,37.46910908300739,72.31649603277526,Open,Open,Closed,Closed,Closed
1125,37.50244458930899,74.27945155396638,Open,Open,Closed,Closed,Closed
1126,37.535780095610605,74.31440957976191,Open,Open,Closed,Closed,Closed
1127,37.56911560191221,70.57453757179559,Open,Open,Closed,Closed,Closed
1128,37.60245110821382,70.584544976865,Open,Open,Closed,Closed,Closed
1129,37.635786614515425,68.36367253169325,Open,Open,Closed,Closed,Closed
1130,37.66912212081704,66.91251923845233,Open,Closed,Closed,Closed,Closed
1131,37.70245762711864,61.719703301290515,Open,Closed,Closed,Closed,Closed
1132,37.73579313342025,65.8675462217332,Open,Closed,Closed,Closed,Closed
