frame,timestamp,anchor_to_bottom_lip_bottom,thresh_1,thresh_2,thresh_3,thresh_4,thresh_5
370,12.334137331594958,68.41510257552147,Open,Open,Closed,Closed,Closed
371,12.367472837896566,71.83947204428219,Open,Open,Closed,Closed,Closed
372,12.400808344198174,75.22501619800767,Open,Open,Closed,Closed,Closed
373,12.43414385049978,75.4913191359474,Open,Open,Closed,Closed,Closed
374,12.467479356801393,78.15748905346986,Open,Open,Open,Closed,Closed
375,12.500814863103,77.73774141420992,Open,Open,Open,Closed,Closed
376,12.534150369404609,71.03589497298147,Open,Open,Closed,Closed,Closed
377,12.567485875706216,72.71700651077701,Open,Open,Closed,Closed,Closed
378,12.600821382007824,72.59159505231389,Open,Open,Closed,Closed,Closed
379,12.63415688830943,72.17401608419982,Open,Open,Closed,Closed,Closed
380,12.667492394611038,70.9544717488071,Open,Open,Closed,Closed,Closed
381,12.700827900912646,70.50517302264217,Open,Open,Closed,Closed,Closed
382,12.734163407214254,70.70997021586328,Open,Open,Closed,Closed,Closed
383,12.767498913515862,65.48294065850902,Open,Closed,Closed,Closed,Closed
384,12.80083441981747,64.42021984966016,Open,Closed,Closed,Closed,Closed
385,12.834169926119078,63.196416815901586,Open,Closed,Closed,Closed,Closed
386,12.867505432420684,61.30692321870944,Open,Closed,Closed,Closed,Closed
387,12.900840938722292,58.16137914972201,Open,Closed,Closed,Closed,Closed
388,12.934176445023905,55.40480480948096,Closed,Closed,Closed,Closed,Closed
389,12.96751195132551,57.1697899397858,Closed,Closed,Closed,Closed,Closed
390,13.00084745762712,51.48940602938988,Closed,Closed,Closed,Closed,Closed
391,13.034182963928728,60.63240282125981,Open,Closed,Closed,Closed,Closed
392,13.067518470230334,58.6129870203924,Open,Closed,Closed,Closed,Closed
393,13.100853976531942,64.66507981564587,Open,Closed,Closed,Closed,Closed
394,13.13418948283355,66.50759087424295,Open,Closed,Closed,Closed,Closed
395,13.167524989135158,72.68177528532493,Open,Open,Closed,Closed,Closed
396,13.200860495436766,74.97000835431095,Open,Open,Closed,Closed,Closed
397,13.234196001738374,75.23249898773747,Open,Open,Closed,Closed,Closed
398,13.267531508039982,76.73672557571687,Open,Open,Open,Closed,Closed
399,13.30086701434159,76.03426544094646,Open,Open,Closed,Closed,Closed
400,13.334202520643196,72.54434336883763,Open,Open,Closed,Closed,Closed
401,13.367538026944809,70.96517653589221,Open,Open,Closed,Closed,Closed
402,13.400873533246417,73.70665286364618,Open,Open,Closed,Closed,Closed
403,13.434209039548024,72.18157816448249,Open,Open,Closed,Closed,Closed
404,13.46754454584963,69.28827038960226,Open,Open,Closed,Closed,Closed
405,13.500880052151238,65.34543093048198,Open,Closed,Closed,Closed,Closed
406,13.534215558452846,65.72506749003882,Open,Closed,Closed,Closed,Closed
407,13.567551064754454,64.92227111113688,Open,Closed,Closed,Closed,Closed
408,13.600886571056062,64.5178617027894,Open,Closed,Closed,Closed,Closed
409,13.63422207735767,62.89512162874653,Open,Closed,Closed,Closed,Closed
410,13.667557583659278,64.77018167396767,Open,Closed,Closed,Closed,Closed
411,13.700893089960886,69.24479369489771,Open,Open,Closed,Closed,Closed
412,13.734228596262492,67.98106858134493,Open,Open,Closed,Closed,Closed
413,13.7675641025641,66.50172071052486,Open,Closed,Closed,Closed,Closed
414,13.80089960886571,59.36575346641332,Open,Closed,Closed,Closed,Closed
415,13.83423511516732,59.27382952129709,Open,Closed,Closed,Closed,Closed
416,13.867570621468928,58.321287232789594,Open,Closed,Closed,Closed,Closed
417,13.900906127770536,60.97444838512828,Open,Closed,Closed,Closed,Closed
418,13.934241634072142,66.00216759217732,Open,Closed,Closed,Closed,Closed
419,13.96757714037375,68.83254536253297,Open,Open,Closed,Closed,Closed
420,14.000912646675358,72.0811924422955,Open,Open,Closed,Closed,Closed
421,14.034248152976966,72.34673128640429,Open,Open,Closed,Closed,Closed
422,14.067583659278574,76.10485704219337,Open,Open,Closed,Closed,Closed
423,14.100919165580182,76.89886154496907,Open,Open,Open,Closed,Closed
424,14.13425467188179,73.63321071270732,Open,Open,Closed,Closed,Closed
425,14.167590178183396,76.47554216538886,Open,Open,Open,Closed,Closed
426,14.200925684485004,72.72273854971459,Open,Open,Closed,Closed,Closed
427,14.234261190786611,70.61531258910864,Open,Open,Closed,Closed,Closed
428,14.26759669708822,67.7194648468492,Open,Open,Closed,Closed,Closed
429,14.30093220338983,67.5540887927919,Open,Open,Closed,Closed,Closed
430,14.33426770969144,64.87243905710845,Open,Closed,Closed,Closed,Closed
431,14.367603215993046,65.33899973858122,Open,Closed,Closed,Closed,Closed
432,14.400938722294654,63.118965780701885,Open,Closed,Closed,Closed,Closed
433,14.434274228596262,61.9769490356002,Open,Closed,Closed,Closed,Closed
434,14.46760973489787,62.339146504594325,Open,Closed,Closed,Closed,Closed
435,14.500945241199478,59.14239414421375,Open,Closed,Closed,Closed,Closed
436,14.534280747501086,58.54997887951876,Open,Closed,Closed,Closed,Closed
437,14.567616253802694,57.59455236784793,Closed,Closed,Closed,Closed,Closed
438,14.600951760104302,57.52668637881662,Closed,Closed,Closed,Closed,Closed
439,14.63428726640591,55.65379145478515,Closed,Closed,Closed,Closed,Closed
440,14.667622772707515,55.51867304414709,Closed,Closed,Closed,Closed,Closed
441,14.700958279009123,67.32026439432211,Open,Open,Closed,Closed,Closed
442,14.734293785310737,70.0198747741392,Open,Open,Closed,Closed,Closed
443,14.767629291612344,68.0598087733891,Open,Open,Closed,Closed,Closed
444,14.80096479791395,65.74761062806097,Open,Closed,Closed,Closed,Closed
445,14.834300304215558,66.82689498189151,Open,Closed,Closed,Closed,Closed
446,14.867635810517166,68.40147872338216,Open,Open,Closed,Closed,Closed
447,14.900971316818774,70.70289051866496,Open,Open,Closed,Closed,Closed
448,14.934306823120382,62.74882345102431,Open,Closed,Closed,Closed,Closed
449,14.96764232942199,63.91545127757877,Open,Closed,Closed,Closed,Closed
450,15.000977835723598,60.55611172215217,Open,Closed,Closed,Closed,Closed
451,15.034313342025206,66.80658454344827,Open,Closed,Closed,Closed,Closed
452,15.067648848326812,67.69388913549497,Open,Open,Closed,Closed,Closed
453,15.10098435462842,67.80520042510581,Open,Open,Closed,Closed,Closed
454,15.13431986093003,72.06979851963635,Open,Open,Closed,Closed,Closed
455,15.167655367231635,73.1760148215651,Open,Open,Closed,Closed,Closed
456,15.200990873533248,71.26948980244084,Open,Open,Closed,Closed,Closed
457,15.234326379834854,70.67723927687145,Open,Open,Closed,Closed,Closed
458,15.267661886136462,68.68097659963433,Open,Open,Closed,Closed,Closed
459,15.30099739243807,64.75321449688163,Open,Closed,Closed,Closed,Closed
460,15.334332898739678,64.77274774522411,Open,Closed,Closed,Closed,Closed
461,15.367668405041286,59.594600448688674,Open,Closed,Closed,Closed,Closed
462,15.401003911342894,61.55506042826124,Open,Closed,Closed,Closed,Closed
463,15.434339417644502,59.7895639098622,Open,Closed,Closed,Closed,Closed
464,15.46767492394611,63.64264445782439,Open,Closed,Closed,Closed,Closed
465,15.501010430247716,61.75469339815719,Open,Closed,Closed,Closed,Closed
466,15.534345936549323,59.86933163149901,Open,Closed,Closed,Closed,Closed
467,15.567681442850931,56.35497723322291,Closed,Closed,Closed,Closed,Closed
468,15.60101694915254,56.81380363236243,Closed,Closed,Closed,Closed,Closed
469,15.63435245545415,54.46158807132304,Closed,Closed,Closed,Closed,Closed
470,15.66768796175576,57.00466588436936,Closed,Closed,Closed,Closed,Closed
471,15.701023468057366,60.58875760692169,Open,Closed,Closed,Closed,Closed
472,15.734358974358974,66.79286814194035,Open,Closed,Closed,Closed,Closed
473,15.767694480660582,68.80134905057841,Open,Open,Closed,Closed,Closed
474,15.80102998696219,71.97268666948014,Open,Open,Closed,Closed,Closed
475,15.834365493263798,73.21442387477819,Open,Open,Closed,Closed,Closed
476,15.867700999565406,71.8071337200156,Open,Open,Closed,Closed,Closed
477,15.901036505867014,72.33097914743317,Open,Open,Closed,Closed,Closed
478,15.93437201216862,70.62460891848531,Open,Open,Closed,Closed,Closed
479,15.96770751847023,70.591236795939,Open,Open,Closed,Closed,Closed
480,16.00104302477184,68.26591054597385,Open,Open,Closed,Closed,Closed
481,16.034378531073447,68.38061908205998,Open,Open,Closed,Closed,Closed
482,16.067714037375055,63.25083376872928,Open,Closed,Closed,Closed,Closed
483,16.101049543676663,61.22376595000898,Open,Closed,Closed,Closed,Closed
484,16.13438504997827,60.47221831209764,Open,Closed,Closed,Closed,Closed
485,16.16772055627988,62.393833144259986,Open,Closed,Closed,Closed,Closed
486,16.201056062581486,64.79943112633953,Open,Closed,Closed,Closed,Closed
487,16.234391568883094,64.97584473976521,Open,Closed,Closed,Closed,Closed
488,16.267727075184702,65.66535031390504,Open,Closed,Closed,Closed,Closed
489,16.30106258148631,62.05277658571103,Open,Closed,Closed,Closed,Closed
490,16.334398087787918,59.626575558578416,Open,Closed,Closed,Closed,Closed
491,16.367733594089525,53.579335363864175,Closed,Closed,Closed,Closed,Closed
492,16.401069100391133,56.04731798015022,Closed,Closed,Closed,Closed,Closed
493,16.43440460669274,57.989106097260645,Closed,Closed,Closed,Closed,Closed
494,16.46774011299435,64.5039335242646,Open,Closed,Closed,Closed,Closed
495,16.501075619295957,68.02969993597931,Open,Open,Closed,Closed,Closed
496,16.534411125597565,71.65641427559072,Open,Open,Closed,Closed,Closed
497,16.567746631899173,75.90381656701035,Open,Open,Closed,Closed,Closed
498,16.60108213820078,74.88730796380857,Open,Open,Closed,Closed,Closed
499,16.63441764450239,76.95166428106228,Open,Open,Open,Closed,Closed
500,16.667753150803996,74.26902896508557,Open,Open,Closed,Closed,Closed
501,16.701088657105604,73.34601061598725,Open,Open,Closed,Closed,Closed
502,16.734424163407212,75.10034963924238,Open,Open,Closed,Closed,Closed
503,16.767759669708823,73.73345850133367,Open,Open,Closed,Closed,Closed
504,16.80109517601043,70.57125561107328,Open,Open,Closed,Closed,Closed
505,16.83443068231204,68.49184095402072,Open,Open,Closed,Closed,Closed
506,16.867766188613647,67.25146670252852,Open,Open,Closed,Closed,Closed
507,16.901101694915255,64.70240024098575,Open,Closed,Closed,Closed,Closed
508,16.934437201216863,64.78047929372505,Open,Closed,Closed,Closed,Closed
509,16.96777270751847,63.788305288392536,Open,Closed,Closed,Closed,Closed
510,17.00110821382008,65.05483118895319,Open,Closed,Closed,Closed,Closed
511,17.034443720121686,65.11757252294379,Open,Closed,Closed,Closed,Closed
512,17.067779226423294,64.14875837135929,Open,Closed,Closed,Closed,Closed
513,17.101114732724902,62.17512942614016,Open,Closed,Closed,Closed,Closed
514,17.13445023902651,62.275463427667944,Open,Closed,Closed,Closed,Closed
515,17.167785745328118,58.29821325927578,Open,Closed,Closed,Closed,Closed
516,17.201121251629726,63.43637205907005,Open,Closed,Closed,Closed,Closed
517,17.234456757931333,60.300571987176056,Open,Closed,Closed,Closed,Closed
518,17.26779226423294,68.00548853750132,Open,Open,Closed,Closed,Closed
519,17.30112777053455,70.58190805965238,Open,Open,Closed,Closed,Closed
520,17.334463276836157,73.47254962996189,Open,Open,Closed,Closed,Closed
521,17.367798783137765,74.38288189185464,Open,Open,Closed,Closed,Closed
522,17.401134289439373,74.77625880515853,Open,Open,Closed,Closed,Closed
523,17.43446979574098,74.38288189185464,Open,Open,Closed,Closed,Closed
524,17.46780530204259,75.88938019978482,Open,Open,Closed,Closed,Closed
525,17.501140808344196,73.26813208582232,Open,Open,Closed,Closed,Closed
526,17.534476314645804,72.99989620992942,Open,Open,Closed,Closed,Closed
527,17.567811820947412,71.11193629489094,Open,Open,Closed,Closed,Closed
528,17.60114732724902,70.55199170612403,Open,Open,Closed,Closed,Closed
529,17.634482833550628,69.71743441255441,Open,Open,Closed,Closed,Closed
530,17.667818339852236,67.81612632719822,Open,Open,Closed,Closed,Closed
531,17.701153846153847,64.92329219213245,Open,Closed,Closed,Closed,Closed
532,17.734489352455455,61.403900253823096,Open,Closed,Closed,Closed,Closed
533,17.767824858757063,64.33293075418425,Open,Closed,Closed,Closed,Closed
534,17.80116036505867,61.71158293803316,Open,Closed,Closed,Closed,Closed
535,17.83449587136028,59.54411778966664,Open,Closed,Closed,Closed,Closed
536,17.867831377661886,61.25317344874601,Open,Closed,Closed,Closed,Closed
537,17.901166883963494,57.03552714468455,Closed,Closed,Closed,Closed,Closed
538,17.934502390265102,56.72580174306152,Closed,Closed,Closed,Closed,Closed
539,17.96783789656671,58.35232994586789,Open,Closed,Closed,Closed,Closed
540,18.001173402868318,57.59341225039621,Closed,Closed,Closed,Closed,Closed
541,18.03450890916993,62.56550736758643,Open,Closed,Closed,Closed,Closed
542,18.067844415471537,70.6670265739271,Open,Open,Closed,Closed,Closed
543,18.10117992177314,74.76534304390532,Open,Open,Closed,Closed,Closed
544,18.13451542807475,78.51719347319192,Open,Open,Open,Closed,Closed
545,18.167850934376357,76.55180003432838,Open,Open,Open,Closed,Closed
546,18.201186440677965,78.2956464358206,Open,Open,Open,Closed,Closed
547,18.234521946979573,76.76177762873513,Open,Open,Open,Closed,Closed
548,18.26785745328118,77.47275839839185,Open,Open,Open,Closed,Closed
549,18.30119295958279,74.62360879648304,Open,Open,Closed,Closed,Closed
550,18.334528465884397,72.02495801304337,Open,Open,Closed,Closed,Closed
551,18.367863972186004,73.59218470547374,Open,Open,Closed,Closed,Closed
552,18.401199478487612,70.68132614202523,Open,Open,Closed,Closed,Closed
553,18.43453498478922,69.2960953170166,Open,Open,Closed,Closed,Closed
554,18.467870491090828,67.97166245200708,Open,Open,Closed,Closed,Closed
555,18.501205997392436,67.4050671704834,Open,Open,Closed,Closed,Closed
556,18.534541503694044,63.85510216621832,Open,Closed,Closed,Closed,Closed
557,18.56787700999565,61.9573152253427,Open,Closed,Closed,Closed,Closed
558,18.601212516297263,58.296691733114656,Open,Closed,Closed,Closed,Closed
559,18.63454802259887,58.59646725630384,Open,Closed,Closed,Closed,Closed
560,18.66788352890048,60.49455721540683,Open,Closed,Closed,Closed,Closed
561,18.701219035202087,57.91983992030309,Closed,Closed,Closed,Closed,Closed
562,18.734554541503694,56.75616813582021,Closed,Closed,Closed,Closed,Closed
563,18.767890047805302,55.75573739207478,Closed,Closed,Closed,Closed,Closed
564,18.80122555410691,57.81271445863352,Closed,Closed,Closed,Closed,Closed
565,18.83456106040852,62.585284501685166,Open,Closed,Closed,Closed,Closed
566,18.86789656671013,69.20254814778005,Open,Open,Closed,Closed,Closed
567,18.901232073011737,75.12236314425459,Open,Open,Closed,Closed,Closed
568,18.93456757931334,76.41337104459834,Open,Open,Open,Closed,Closed
569,18.96790308561495,76.72610686203433,Open,Open,Open,Closed,Closed
570,19.001238591916557,77.13542395236928,Open,Open,Open,Closed,Closed
571,19.034574098218165,75.36201739255893,Open,Open,Closed,Closed,Closed
572,19.067909604519773,75.48210575210143,Open,Open,Closed,Closed,Closed
573,19.10124511082138,74.69422758685322,Open,Open,Closed,Closed,Closed
574,19.13458061712299,72.07469828884075,Open,Open,Closed,Closed,Closed
575,19.167916123424597,72.69687162150892,Open,Open,Closed,Closed,Closed
576,19.201251629726205,72.42705577790085,Open,Open,Closed,Closed,Closed
577,19.234587136027812,67.75325369698595,Open,Open,Closed,Closed,Closed
578,19.26792264232942,65.45591123541294,Open,Closed,Closed,Closed,Closed
579,19.301258148631028,66.674674838411,Open,Closed,Closed,Closed,Closed
580,19.334593654932636,62.77536460386604,Open,Closed,Closed,Closed,Closed
581,19.367929161234244,61.312104046573765,Open,Closed,Closed,Closed,Closed
582,19.40126466753585,57.232980071270035,Closed,Closed,Closed,Closed,Closed
583,19.43460017383746,57.96018640893924,Closed,Closed,Closed,Closed,Closed
584,19.467935680139068,71.54938198517571,Open,Open,Closed,Closed,Closed
585,19.50127118644068,59.332696326819416,Open,Closed,Closed,Closed,Closed
586,19.534606692742287,60.96361999191045,Open,Closed,Closed,Closed,Closed
587,19.567942199043895,66.12263013174379,Open,Closed,Closed,Closed,Closed
588,19.601277705345503,64.18252491451516,Open,Closed,Closed,Closed,Closed
589,19.63461321164711,67.67948322915072,Open,Open,Closed,Closed,Closed
590,19.66794871794872,64.01705748128316,Open,Closed,Closed,Closed,Closed
591,19.70128422425033,63.62423757547949,Open,Closed,Closed,Closed,Closed
592,19.734619730551938,68.1884324813278,Open,Open,Closed,Closed,Closed
593,19.767955236853545,66.27262318841095,Open,Closed,Closed,Closed,Closed
594,19.80129074315515,71.16777378291138,Open,Open,Closed,Closed,Closed
595,19.83462624945676,71.65966318582056,Open,Open,Closed,Closed,Closed
596,19.867961755758365,68.93221796507326,Open,Open,Closed,Closed,Closed
597,19.901297262059973,67.78707525996785,Open,Open,Closed,Closed,Closed
598,19.93463276836158,70.98431011619496,Open,Open,Closed,Closed,Closed
599,19.96796827466319,66.86432493271984,Open,Closed,Closed,Closed,Closed
600,20.001303780964797,67.90280463322826,Open,Open,Closed,Closed,Closed
601,20.034639287266405,67.36848275127048,Open,Open,Closed,Closed,Closed
602,20.067974793568013,71.75608684425845,Open,Open,Closed,Closed,Closed
603,20.10131029986962,73.08938029448866,Open,Open,Closed,Closed,Closed
604,20.13464580617123,71.15539224835845,Open,Open,Closed,Closed,Closed
605,20.167981312472836,72.72273854971459,Open,Open,Closed,Closed,Closed
606,20.201316818774444,67.32786330150932,Open,Open,Closed,Closed,Closed
607,20.234652325076052,69.46811657855119,Open,Open,Closed,Closed,Closed
608,20.26798783137766,68.68887891785235,Open,Open,Closed,Closed,Closed
609,20.301323337679268,73.14153181675161,Open,Open,Closed,Closed,Closed
610,20.334658843980876,71.66466743671432,Open,Open,Closed,Closed,Closed
611,20.367994350282483,72.37294306598953,Open,Open,Closed,Closed,Closed
612,20.401329856584095,68.36335958386566,Open,Open,Closed,Closed,Closed
613,20.434665362885703,72.89407848225073,Open,Open,Closed,Closed,Closed
614,20.46800086918731,71.68767824155569,Open,Open,Closed,Closed,Closed
615,20.50133637548892,72.57589698742626,Open,Open,Closed,Closed,Closed
616,20.534671881790526,71.10899684931667,Open,Open,Closed,Closed,Closed
617,20.568007388092138,72.2848973518295,Open,Open,Closed,Closed,Closed
618,20.601342894393746,69.1367425276203,Open,Open,Closed,Closed,Closed
619,20.63467840069535,70.3170914295755,Open,Open,Closed,Closed,Closed
620,20.66801390699696,72.22042405637214,Open,Open,Closed,Closed,Closed
621,20.70134941329857,73.33816770326919,Open,Open,Closed,Closed,Closed
622,20.734684919600173,74.53489594364824,Open,Open,Closed,Closed,Closed
623,20.76802042590178,73.12724557581268,Open,Open,Closed,Closed,Closed
624,20.80135593220339,71.08428022358723,Open,Open,Closed,Closed,Closed
625,20.834691438504997,71.65337365247886,Open,Open,Closed,Closed,Closed
626,20.868026944806605,72.00202052807356,Open,Open,Closed,Closed,Closed
627,20.901362451108213,70.93096149233705,Open,Open,Closed,Closed,Closed
628,20.93469795740982,69.4388759894927,Open,Open,Closed,Closed,Closed
629,20.96803346371143,70.64753161502159,Open,Open,Closed,Closed,Closed
630,21.001368970013036,69.94086448882153,Open,Open,Closed,Closed,Closed
631,21.034704476314644,68.34841380031082,Open,Open,Closed,Closed,Closed
632,21.068039982616252,66.66211362087623,Open,Closed,Closed,Closed,Closed
633,21.10137548891786,65.68832217445956,Open,Closed,Closed,Closed,Closed
634,21.134710995219468,66.33900516525712,Open,Closed,Closed,Closed,Closed
635,21.168046501521076,65.84339781259969,Open,Closed,Closed,Closed,Closed
636,21.201382007822684,68.99680494115353,Open,Open,Closed,Closed,Closed
637,21.23471751412429,73.35335106275588,Open,Open,Closed,Closed,Closed
638,21.2680530204259,74.95548069586204,Open,Open,Closed,Closed,Closed
639,21.30138852672751,76.33271291671775,Open,Open,Open,Closed,Closed
640,21.33472403302912,80.98804380822622,Open,Open,Open,Closed,Closed
641,21.368059539330726,83.86403526162457,Open,Open,Open,Closed,Closed
642,21.401395045632334,80.35996399440853,Open,Open,Open,Closed,Closed
643,21.434730551933946,85.92037230701482,Open,Open,Open,Open,Closed
644,21.46806605823555,86.7111171246579,Open,Open,Open,Open,Closed
645,21.50140156453716,80.44334188506107,Open,Open,Open,Closed,Closed
646,21.53473707083877,76.38095404168536,Open,Open,Open,Closed,Closed
647,21.568072577140377,71.11622184037356,Open,Open,Closed,Closed,Closed
648,21.60140808344198,72.86105895799625,Open,Open,Closed,Closed,Closed
649,21.63474358974359,74.01785258978626,Open,Open,Closed,Closed,Closed
650,21.668079096045197,70.68757229890313,Open,Open,Closed,Closed,Closed
651,21.701414602346805,71.16974252059353,Open,Open,Closed,Closed,Closed
652,21.734750108648413,70.02896521121369,Open,Open,Closed,Closed,Closed
653,21.76808561495002,70.77858409084641,Open,Open,Closed,Closed,Closed
654,21.80142112125163,71.45924899026858,Open,Open,Closed,Closed,Closed
655,21.834756627553237,71.55570296809326,Open,Open,Closed,Closed,Closed
656,21.868092133854844,71.06349157534422,Open,Open,Closed,Closed,Closed
657,21.901427640156452,70.10914382745774,Open,Open,Closed,Closed,Closed
658,21.93476314645806,72.91382918852605,Open,Open,Closed,Closed,Closed
659,21.968098652759668,74.3720271047309,Open,Open,Closed,Closed,Closed
660,22.001434159061276,69.82975097192852,Open,Open,Closed,Closed,Closed
661,22.034769665362884,70.79182251929979,Open,Open,Closed,Closed,Closed
662,22.06810517166449,70.81564130175055,Open,Open,Closed,Closed,Closed
663,22.1014406779661,71.72720163225955,Open,Open,Closed,Closed,Closed
664,22.134776184267707,72.25110571510591,Open,Open,Closed,Closed,Closed
665,22.168111690569315,70.05633097305626,Open,Open,Closed,Closed,Closed
666,22.201447196870923,70.89619611078477,Open,Open,Closed,Closed,Closed
667,22.234782703172534,73.43898497870953,Open,Open,Closed,Closed,Closed
668,22.268118209474142,70.57243331466256,Open,Open,Closed,Closed,Closed
669,22.30145371577575,71.63393324794664,Open,Open,Closed,Closed,Closed
670,22.33478922207736,71.55417527999327,Open,Open,Closed,Closed,Closed
671,22.36812472837897,71.08428022358723,Open,Open,Closed,Closed,Closed
672,22.401460234680577,71.03880056952212,Open,Open,Closed,Closed,Closed
673,22.43479574098218,70.83852114878258,Open,Open,Closed,Closed,Closed
674,22.46813124728379,71.8071337200156,Open,Open,Closed,Closed,Closed
675,22.501466753585397,72.05002350917513,Open,Open,Closed,Closed,Closed
676,22.534802259887005,71.07879947893431,Open,Open,Closed,Closed,Closed
677,22.568137766188613,71.16628959230064,Open,Open,Closed,Closed,Closed
678,22.60147327249022,70.33909857740196,Open,Open,Closed,Closed,Closed
679,22.63480877879183,69.03750840640231,Open,Open,Closed,Closed,Closed
680,22.668144285093437,74.50274347112727,Open,Open,Closed,Closed,Closed
681,22.701479791395045,72.04852601485098,Open,Open,Closed,Closed,Closed
682,22.734815297696652,71.90956616619684,Open,Open,Closed,Closed,Closed
683,22.76815080399826,71.15362976807502,Open,Open,Closed,Closed,Closed
684,22.801486310299868,74.69952298056077,Open,Open,Closed,Closed,Closed
685,22.834821816601476,70.83936003108187,Open,Open,Closed,Closed,Closed
686,22.868157322903084,72.35077524946664,Open,Open,Closed,Closed,Closed
687,22.90149282920469,70.26914859974619,Open,Open,Closed,Closed,Closed
688,22.9348283355063,72.56807097407136,Open,Open,Closed,Closed,Closed
689,22.968163841807907,71.4662435945994,Open,Open,Closed,Closed,Closed
690,23.001499348109515,71.72995569810628,Open,Open,Closed,Closed,Closed
691,23.034834854411123,71.42298567374695,Open,Open,Closed,Closed,Closed
692,23.06817036071273,71.97601401403102,Open,Open,Closed,Closed,Closed
693,23.10150586701434,70.7319338050954,Open,Open,Closed,Closed,Closed
694,23.13484137331595,70.35906449817692,Open,Open,Closed,Closed,Closed
695,23.16817687961756,70.90674848353467,Open,Open,Closed,Closed,Closed
696,23.20151238591917,68.53028820962668,Open,Open,Closed,Closed,Closed
697,23.234847892220778,70.92009392743267,Open,Open,Closed,Closed,Closed
698,23.268183398522385,70.97945534515766,Open,Open,Closed,Closed,Closed
699,23.30151890482399,68.65126918782128,Open,Open,Closed,Closed,Closed
700,23.3348544111256,69.67572330035594,Open,Open,Closed,Closed,Closed
701,23.368189917427205,70.24493697190184,Open,Open,Closed,Closed,Closed
702,23.401525423728813,69.47165235251038,Open,Open,Closed,Closed,Closed
703,23.43486093003042,70.7720080700714,Open,Open,Closed,Closed,Closed
704,23.46819643633203,71.95721232894422,Open,Open,Closed,Closed,Closed
705,23.501531942633637,68.9891499410068,Open,Open,Closed,Closed,Closed
706,23.534867448935245,71.05703125327761,Open,Open,Closed,Closed,Closed
707,23.568202955236853,67.56207454448607,Open,Open,Closed,Closed,Closed
708,23.60153846153846,69.16593854407834,Open,Open,Closed,Closed,Closed
709,23.63487396784007,65.69044685960385,Open,Closed,Closed,Closed,Closed
710,23.668209474141676,72.40262240925806,Open,Open,Closed,Closed,Closed
711,23.701544980443284,69.96788579265004,Open,Open,Closed,Closed,Closed
712,23.734880486744892,71.33313859043439,Open,Open,Closed,Closed,Closed
713,23.7682159930465,67.07758940144079,Open,Closed,Closed,Closed,Closed
714,23.801551499348108,67.40696036304311,Open,Open,Closed,Closed,Closed
715,23.834887005649716,71.29743736781128,Open,Open,Closed,Closed,Closed
716,23.868222511951323,67.90301897441233,Open,Open,Closed,Closed,Closed
717,23.90155801825293,67.81013023218794,Open,Open,Closed,Closed,Closed
718,23.93489352455454,70.31514483893854,Open,Open,Closed,Closed,Closed
719,23.968229030856147,74.15632406331487,Open,Open,Closed,Closed,Closed
720,24.001564537157755,73.23158757257096,Open,Open,Closed,Closed,Closed
721,24.034900043459366,75.51891065035943,Open,Open,Closed,Closed,Closed
722,24.068235549760978,78.91984276971822,Open,Open,Open,Closed,Closed
723,24.101571056062586,84.6430773844266,Open,Open,Open,Closed,Closed
724,24.13490656236419,97.2248797245234,Open,Open,Open,Open,Open
725,24.1682420686658,102.31643359232964,Open,Open,Open,Open,Open
726,24.20157757496741,76.95885758369643,Open,Open,Open,Closed,Closed
727,24.234913081269013,86.80703031266167,Open,Open,Open,Open,Closed
728,24.26824858757062,83.8358012858746,Open,Open,Open,Closed,Closed
729,24.30158409387223,74.77053041064991,Open,Open,Closed,Closed,Closed
730,24.334919600173837,68.40227883658771,Open,Open,Closed,Closed,Closed
731,24.368255106475445,63.74989021147511,Open,Closed,Closed,Closed,Closed
732,24.401590612777053,68.78525478746266,Open,Open,Closed,Closed,Closed
733,24.43492611907866,69.41556987713967,Open,Open,Closed,Closed,Closed
734,24.46826162538027,64.29129474954306,Open,Closed,Closed,Closed,Closed
735,24.501597131681876,64.26681416111438,Open,Closed,Closed,Closed,Closed
736,24.534932637983484,69.79581757934343,Open,Open,Closed,Closed,Closed
737,24.568268144285092,73.6665092932353,Open,Open,Closed,Closed,Closed
738,24.6016036505867,67.0854690751993,Open,Closed,Closed,Closed,Closed
739,24.634939156888308,62.8289786850286,Open,Closed,Closed,Closed,Closed
740,24.668274663189916,64.73744409624426,Open,Closed,Closed,Closed,Closed
741,24.701610169491524,63.28714264284615,Open,Closed,Closed,Closed,Closed
742,24.73494567579313,66.24031015570486,Open,Closed,Closed,Closed,Closed
743,24.76828118209474,74.06856581481625,Open,Open,Closed,Closed,Closed
744,24.801616688396347,64.48660393831307,Open,Closed,Closed,Closed,Closed
745,24.834952194697955,61.74181897424812,Open,Closed,Closed,Closed,Closed
746,24.868287700999563,66.66668593892052,Open,Closed,Closed,Closed,Closed
747,24.90162320730117,66.49995421866868,Open,Closed,Closed,Closed,Closed
748,24.934958713602786,70.03434925226313,Open,Open,Closed,Closed,Closed
749,24.96829421990439,67.62631536947637,Open,Open,Closed,Closed,Closed
750,25.001629726206,69.84656749581852,Open,Open,Closed,Closed,Closed
751,25.03496523250761,68.38100561683414,Open,Open,Closed,Closed,Closed
752,25.068300738809217,67.53273967731991,Open,Open,Closed,Closed,Closed
753,25.10163624511082,72.15988545533088,Open,Open,Closed,Closed,Closed
