frame,timestamp,anchor_to_bottom_lip_top,thresh_1,thresh_2,thresh_3,thresh_4,thresh_5
1163,38.7691938287701,53.92722723168282,Open,Closed,Closed,Closed,Closed
1164,38.8025293350717,57.7733070902388,Open,Open,Closed,Closed,Closed
1165,38.835864841373315,68.50403199585499,Open,Open,Open,Open,Closed
1166,38.86920034767492,66.92387016899266,Open,Open,Open,Closed,Closed
1167,38.90253585397653,72.09467785969984,Open,Open,Open,Open,Closed
1168,38.935871360278135,73.44578363961438,Open,Open,Open,Open,Closed
1169,38.969206866579746,73.32546568494283,Open,Open,Open,Open,Closed
1170,39.00254237288136,79.5800596242263,Open,Open,Open,Open,Open
1171,39.03587787918296,76.79260906898543,Open,Open,Open,Open,Open
1172,39.069213385484574,71.9200767203127,Open,Open,Open,Open,Closed
1173,39.10254889178618,73.61924532265009,Open,Open,Open,Open,Closed
1174,39.13588439808779,71.05374058211393,Open,Open,Open,Open,Closed
1175,39.169219904389394,70.92642636279972,Open,Open,Open,Open,Closed
1176,39.202555410691005,68.31623121202476,Open,Open,Open,Open,Closed
1177,39.23589091699261,65.68130287224241,Open,Open,Open,Closed,Closed
1178,39.26922642329422,64.17154147597373,Open,Open,Open,Closed,Closed
1179,39.302561929595825,62.597931634613886,Open,Open,Closed,Closed,Closed
1180,39.33589743589744,61.24424166614219,Open,Open,Closed,Closed,Closed
1181,39.36923294219904,57.012223118942075,Open,Open,Closed,Closed,Closed
1182,39.40256844850065,53.98223499530435,Open,Closed,Closed,Closed,Closed
1183,39.43590395480226,56.13260459619295,Open,Closed,Closed,Closed,Closed
1184,39.46923946110387,55.02942628369618,Open,Closed,Closed,Closed,Closed
1185,39.50257496740547,50.898085502617384,Closed,Closed,Closed,Closed,Closed
1186,39.53591047370709,56.84020966738555,Open,Closed,Closed,Closed,Closed
1187,39.56924598000869,53.58321791298265,Open,Closed,Closed,Closed,Closed
1188,39.6025814863103,55.40475798353615,Open,Closed,Closed,Closed,Closed
1189,39.635916992611904,62.05948715576618,Open,Open,Closed,Closed,Closed
1190,39.669252498913515,66.34129951558297,Open,Open,Open,Closed,Closed
1191,39.70258800521512,69.38897823880934,Open,Open,Open,Open,Closed
1192,39.73592351151673,72.9202917685188,Open,Open,Open,Open,Closed
1193,39.769259017818335,73.26002011677491,Open,Open,Open,Open,Closed
1194,39.80259452411995,73.21632481458643,Open,Open,Open,Open,Closed
1195,39.83593003042155,74.18411334203869,Open,Open,Open,Open,Open
1196,39.86926553672316,72.50311636059922,Open,Open,Open,Open,Closed
1197,39.902601043024774,71.02209173003686,Open,Open,Open,Open,Closed
1198,39.93593654932638,70.96935292912414,Open,Open,Open,Open,Closed
1199,39.96927205562799,67.842515476029,Open,Open,Open,Closed,Closed
1200,40.002607561929594,63.79868942248747,Open,Open,Open,Closed,Closed
1201,40.035943068231205,61.55816773874832,Open,Open,Closed,Closed,Closed
1202,40.06927857453281,57.01096658660278,Open,Open,Closed,Closed,Closed
1203,40.10261408083442,57.39811627825196,Open,Open,Closed,Closed,Closed
1204,40.135949587136025,56.11450341300681,Open,Closed,Closed,Closed,Closed
1205,40.16928509343764,56.23041959958349,Open,Closed,Closed,Closed,Closed
1206,40.20262059973924,61.76914165641953,Open,Open,Closed,Closed,Closed
1207,40.23595610604085,55.93726568578733,Open,Closed,Closed,Closed,Closed
1208,40.26929161234246,63.57139515578365,Open,Open,Open,Closed,Closed
1209,40.30262711864407,59.3618578177317,Open,Open,Closed,Closed,Closed
1210,40.33596262494567,57.72319503467388,Open,Open,Closed,Closed,Closed
1211,40.36929813124728,59.81015906639186,Open,Open,Closed,Closed,Closed
1212,40.40263363754889,58.81696238674123,Open,Open,Closed,Closed,Closed
1213,40.4359691438505,60.23645290994455,Open,Open,Closed,Closed,Closed
1214,40.469304650152104,60.33846488877234,Open,Open,Closed,Closed,Closed
1215,40.502640156453715,63.22535350341169,Open,Open,Open,Closed,Closed
1216,40.53597566275532,61.31585578400287,Open,Open,Closed,Closed,Closed
1217,40.56931116905693,61.88434558244367,Open,Open,Closed,Closed,Closed
1218,40.602646675358535,59.59646108294368,Open,Open,Closed,Closed,Closed
1219,40.63598218166015,59.023060358101866,Open,Open,Closed,Closed,Closed
1220,40.66931768796175,57.8767265958958,Open,Open,Closed,Closed,Closed
1221,40.70265319426336,62.02302480723765,Open,Open,Closed,Closed,Closed
1222,40.73598870056497,62.907275374814034,Open,Open,Open,Closed,Closed
1223,40.76932420686658,62.04399211905846,Open,Open,Closed,Closed,Closed
1224,40.80265971316819,65.37594018633784,Open,Open,Open,Closed,Closed
1225,40.835995219469794,67.17650152174457,Open,Open,Open,Closed,Closed
1226,40.869330725771405,70.065370719406,Open,Open,Open,Open,Closed
1227,40.90266623207301,70.51536096925442,Open,Open,Open,Open,Closed
1228,40.93600173837462,71.89482271410947,Open,Open,Open,Open,Closed
1229,40.969337244676225,70.40217792822814,Open,Open,Open,Open,Closed
1230,41.00267275097784,69.8909212266152,Open,Open,Open,Open,Closed
1231,41.03600825727944,68.67734013267031,Open,Open,Open,Open,Closed
1232,41.06934376358105,68.85993415014596,Open,Open,Open,Open,Closed
1233,41.10267926988266,68.42516578284977,Open,Open,Open,Open,Closed
1234,41.13601477618427,67.99781904338187,Open,Open,Open,Closed,Closed
1235,41.16935028248587,70.26945029366755,Open,Open,Open,Open,Closed
1236,41.20268578878749,65.70951292709499,Open,Open,Open,Closed,Closed
1237,41.23602129508909,69.27603757528155,Open,Open,Open,Open,Closed
1238,41.2693568013907,65.92794777428581,Open,Open,Open,Closed,Closed
1239,41.302692307692304,67.31251197081546,Open,Open,Open,Closed,Closed
1240,41.336027813993915,67.81519145784186,Open,Open,Open,Closed,Closed
1241,41.36936332029552,66.86141646732892,Open,Open,Open,Closed,Closed
1242,41.40269882659713,66.3720555379692,Open,Open,Open,Closed,Closed
1243,41.436034332898735,69.14666915010552,Open,Open,Open,Open,Closed
1244,41.46936983920035,68.34259895110627,Open,Open,Open,Open,Closed
1245,41.50270534550195,64.87873719053812,Open,Open,Open,Closed,Closed
1246,41.53604085180356,64.73422273821681,Open,Open,Open,Closed,Closed
1247,41.56937635810517,62.72536538769484,Open,Open,Open,Closed,Closed
1248,41.60271186440678,62.11069252768005,Open,Open,Closed,Closed,Closed
1249,41.63604737070838,62.63673859700533,Open,Open,Open,Closed,Closed
1250,41.669382877009994,64.89716194180593,Open,Open,Open,Closed,Closed
1251,41.702718383311606,68.74047867599015,Open,Open,Open,Open,Closed
1252,41.73605388961321,66.97318246942054,Open,Open,Open,Closed,Closed
1253,41.76938939591482,68.66178716066867,Open,Open,Open,Open,Closed
1254,41.802724902216426,74.02446001288209,Open,Open,Open,Open,Open
1255,41.83606040851804,65.39263406292038,Open,Open,Open,Closed,Closed
1256,41.86939591481964,76.669558085755,Open,Open,Open,Open,Open
1257,41.90273142112125,79.23067072500066,Open,Open,Open,Open,Open
1258,41.93606692742286,72.34535821297759,Open,Open,Open,Open,Closed
1259,41.96940243372447,72.71596595371895,Open,Open,Open,Open,Closed
1260,42.00273794002607,70.08048841208846,Open,Open,Open,Open,Closed
1261,42.03607344632768,72.52796498507354,Open,Open,Open,Open,Closed
1262,42.06940895262929,71.0429780170823,Open,Open,Open,Open,Closed
1263,42.1027444589309,70.08352450644716,Open,Open,Open,Open,Closed
1264,42.136079965232504,71.5691454033608,Open,Open,Open,Open,Closed
1265,42.16941547153411,69.0899050327715,Open,Open,Open,Open,Closed
1266,42.20275097783572,68.3605759384534,Open,Open,Open,Open,Closed
1267,42.23608648413733,67.28365613114525,Open,Open,Open,Closed,Closed
1268,42.269421990438936,67.82254647408928,Open,Open,Open,Closed,Closed
1269,42.30275749674055,66.46341231617323,Open,Open,Open,Closed,Closed
1270,42.33609300304215,65.73063931011575,Open,Open,Open,Closed,Closed
1271,42.36942850934376,67.78780813139123,Open,Open,Open,Closed,Closed
1272,42.40276401564537,65.70784970829752,Open,Open,Open,Closed,Closed
1273,42.43609952194698,68.37603277307483,Open,Open,Open,Open,Closed
1274,42.46943502824858,67.09269545782463,Open,Open,Open,Closed,Closed
1275,42.502770534550194,69.37045337973537,Open,Open,Open,Open,Closed
1276,42.5361060408518,69.90691789142349,Open,Open,Open,Open,Closed
1277,42.56944154715341,69.81023763767422,Open,Open,Open,Open,Closed
1278,42.60277705345502,69.34553796018137,Open,Open,Open,Open,Closed
1279,42.636112559756626,71.39506953246473,Open,Open,Open,Open,Closed
1280,42.66944806605824,68.96854075047165,Open,Open,Open,Open,Closed
1281,42.70278357235984,70.48992358391004,Open,Open,Open,Open,Closed
1282,42.73611907866145,70.90779455334962,Open,Open,Open,Open,Closed
1283,42.76945458496306,71.84400646676988,Open,Open,Open,Open,Closed
1284,42.80279009126467,69.40642533749653,Open,Open,Open,Open,Closed
1285,42.83612559756627,70.98516777575468,Open,Open,Open,Open,Closed
1286,42.86946110386789,66.42676288260698,Open,Open,Open,Closed,Closed
1287,42.90279661016949,66.8370469824741,Open,Open,Open,Closed,Closed
1288,42.9361321164711,65.84273337839907,Open,Open,Open,Closed,Closed
1289,42.969467622772704,63.31564906910076,Open,Open,Open,Closed,Closed
1290,43.00280312907432,66.87207342332216,Open,Open,Open,Closed,Closed
1291,43.03613863537592,67.15634076752546,Open,Open,Open,Closed,Closed
1292,43.06947414167753,64.20206382187718,Open,Open,Open,Closed,Closed
1293,43.102809647979136,66.39598472315006,Open,Open,Open,Closed,Closed
1294,43.13614515428075,63.49890388417795,Open,Open,Open,Closed,Closed
1295,43.16948066058235,61.91505403363848,Open,Open,Closed,Closed,Closed
1296,43.20281616688396,65.09210127607706,Open,Open,Open,Closed,Closed
1297,43.23615167318557,66.11839891846074,Open,Open,Open,Closed,Closed
1298,43.26948717948718,66.44934032741438,Open,Open,Open,Closed,Closed
1299,43.30282268578878,63.83143649863867,Open,Open,Open,Closed,Closed
1300,43.336158192090394,65.31851614639584,Open,Open,Open,Closed,Closed
1301,43.369493698392,65.09095019071637,Open,Open,Open,Closed,Closed
1302,43.40282920469361,65.20439695139905,Open,Open,Open,Closed,Closed
1303,43.436164710995214,66.02390388142517,Open,Open,Open,Closed,Closed
1304,43.469500217296826,69.18859065323795,Open,Open,Open,Open,Closed
1305,43.50283572359844,71.00441759414636,Open,Open,Open,Open,Closed
1306,43.53617122990004,72.44519528159849,Open,Open,Open,Open,Closed
1307,43.56950673620165,72.41376798942082,Open,Open,Open,Open,Closed
1308,43.60284224250326,70.10955064403291,Open,Open,Open,Open,Closed
1309,43.63617774880487,71.1380724213941,Open,Open,Open,Open,Closed
1310,43.66951325510647,69.91201016372716,Open,Open,Open,Open,Closed
1311,43.70284876140808,69.05958055578058,Open,Open,Open,Open,Closed
1312,43.73618426770969,69.4030460993269,Open,Open,Open,Open,Closed
1313,43.7695197740113,68.41342297016351,Open,Open,Open,Open,Closed
1314,43.802855280312905,69.22530065495863,Open,Open,Open,Open,Closed
1315,43.83619078661451,66.96764264814381,Open,Open,Open,Closed,Closed
1316,43.86952629291612,66.5941170815567,Open,Open,Open,Closed,Closed
1317,43.90286179921773,64.05791596379767,Open,Open,Open,Closed,Closed
1318,43.936197305519336,67.08803413952849,Open,Open,Open,Closed,Closed
1319,43.96953281182095,66.42415309764232,Open,Open,Open,Closed,Closed
1320,44.00286831812255,65.68855525719758,Open,Open,Open,Closed,Closed
1321,44.03620382442416,65.11763423522237,Open,Open,Open,Closed,Closed
1322,44.06953933072577,64.59779335339532,Open,Open,Open,Closed,Closed
1323,44.10287483702738,66.33370097108946,Open,Open,Open,Closed,Closed
1324,44.13621034332898,70.03256883744403,Open,Open,Open,Open,Closed
1325,44.169545849630595,62.61138559374119,Open,Open,Closed,Closed,Closed
1326,44.2028813559322,58.928409662954365,Open,Open,Closed,Closed,Closed
1327,44.23621686223381,68.31047066954704,Open,Open,Open,Open,Closed
1328,44.269552368535415,58.61140659080547,Open,Open,Closed,Closed,Closed
1329,44.302887874837026,56.604050118749896,Open,Closed,Closed,Closed,Closed
1330,44.33622338113863,56.989024472576034,Open,Open,Closed,Closed,Closed
1331,44.36955888744024,54.51343368593301,Open,Closed,Closed,Closed,Closed
1332,44.402894393741846,56.684043742629235,Open,Closed,Closed,Closed,Closed
1333,44.43622990004346,54.85602229471348,Open,Closed,Closed,Closed,Closed
1334,44.46956540634507,53.69290530672343,Open,Closed,Closed,Closed,Closed
1335,44.50290091264667,62.23495049711872,Open,Open,Closed,Closed,Closed
1336,44.536236418948285,60.11885469313358,Open,Open,Closed,Closed,Closed
1337,44.56957192524989,61.27144772000682,Open,Open,Closed,Closed,Closed
1338,44.6029074315515,60.31551301855109,Open,Open,Closed,Closed,Closed
1339,44.636242937853105,52.62284666027856,Open,Closed,Closed,Closed,Closed
1340,44.66957844415472,48.323605332610455,Closed,Closed,Closed,Closed,Closed
1341,44.70291395045632,52.290214041274965,Open,Closed,Closed,Closed,Closed
1342,44.73624945675793,48.66554921718896,Closed,Closed,Closed,Closed,Closed
1343,44.769584963059536,52.5142828000232,Open,Closed,Closed,Closed,Closed
1344,44.80292046936115,49.74432058776945,Closed,Closed,Closed,Closed,Closed
1345,44.83625597566275,48.52333214470336,Closed,Closed,Closed,Closed,Closed
1346,44.86959148196436,49.03110539898819,Closed,Closed,Closed,Closed,Closed
1347,44.90292698826597,51.06678978911127,Closed,Closed,Closed,Closed,Closed
1348,44.93626249456758,49.8474956464961,Closed,Closed,Closed,Closed,Closed
1349,44.96959800086918,54.151241895248525,Open,Closed,Closed,Closed,Closed
1350,45.002933507170795,50.21992119832903,Closed,Closed,Closed,Closed,Closed
1351,45.0362690134724,54.94309706655244,Open,Closed,Closed,Closed,Closed
1352,45.06960451977401,62.809528736291064,Open,Open,Open,Closed,Closed
1353,45.102940026075615,62.29326832185256,Open,Open,Closed,Closed,Closed
1354,45.136275532377226,64.07603742843392,Open,Open,Open,Closed,Closed
1355,45.16961103867883,64.23691611245367,Open,Open,Open,Closed,Closed
1356,45.20294654498044,66.59887171708768,Open,Open,Open,Closed,Closed
1357,45.236282051282046,66.73800042015877,Open,Open,Open,Closed,Closed
1358,45.26961755758366,65.64911906711977,Open,Open,Open,Closed,Closed
1359,45.30295306388526,68.76986758835586,Open,Open,Open,Open,Closed
1360,45.33628857018687,65.04862029517062,Open,Open,Open,Closed,Closed
1361,45.369624076488485,61.09397936693719,Open,Open,Closed,Closed,Closed
1362,45.40295958279009,63.55810270914249,Open,Open,Open,Closed,Closed
1363,45.4362950890917,64.57516177118706,Open,Open,Open,Closed,Closed
1364,45.469630595393305,61.55183322708869,Open,Open,Closed,Closed,Closed
1365,45.50296610169491,62.71215761278764,Open,Open,Open,Closed,Closed
1366,45.53630160799652,64.7284351741593,Open,Open,Open,Closed,Closed
1367,45.56963711429813,69.62851487187879,Open,Open,Open,Open,Closed
1368,45.602972620599736,70.24138531256264,Open,Open,Open,Open,Closed
1369,45.63630812690135,69.82240483579588,Open,Open,Open,Open,Closed
1370,45.66964363320295,71.4039922202213,Open,Open,Open,Open,Closed
1371,45.70297913950456,71.00497571070255,Open,Open,Open,Open,Closed
1372,45.73631464580617,70.90844742861862,Open,Open,Open,Open,Closed
1373,45.76965015210778,72.35688300982275,Open,Open,Open,Open,Closed
1374,45.80298565840938,68.90416843497195,Open,Open,Open,Open,Closed
1375,45.836321164710995,69.4589984074284,Open,Open,Open,Open,Closed
1376,45.8696566710126,66.35219305237537,Open,Open,Open,Closed,Closed
1377,45.90299217731421,61.640879645457616,Open,Open,Closed,Closed,Closed
1378,45.936327683615815,65.41444739826976,Open,Open,Open,Closed,Closed
1379,45.969663189917426,61.245580297239755,Open,Open,Closed,Closed,Closed
1380,46.00299869621903,63.84194726265541,Open,Open,Open,Closed,Closed
1381,46.03633420252064,64.99451800812284,Open,Open,Open,Closed,Closed
1382,46.069669708822246,62.675555869088086,Open,Open,Open,Closed,Closed
1383,46.10300521512386,61.25794328187382,Open,Open,Closed,Closed,Closed
1384,46.13634072142546,60.866411102045106,Open,Open,Closed,Closed,Closed
1385,46.169676227727074,58.13916162736997,Open,Open,Closed,Closed,Closed
1386,46.20301173402868,59.58425294870768,Open,Open,Closed,Closed,Closed
1387,46.23634724033029,53.70313491444814,Open,Closed,Closed,Closed,Closed
1388,46.2696827466319,61.40711892105118,Open,Open,Closed,Closed,Closed
1389,46.303018252933505,63.50560225265438,Open,Open,Open,Closed,Closed
1390,46.33635375923512,66.05266169293373,Open,Open,Open,Closed,Closed
1391,46.36968926553672,62.20526275297414,Open,Open,Closed,Closed,Closed
1392,46.40302477183833,61.42350790319301,Open,Open,Closed,Closed,Closed
1393,46.43636027813994,59.548861143232216,Open,Open,Closed,Closed,Closed
1394,46.46969578444155,67.96778007324026,Open,Open,Open,Closed,Closed
1395,46.50303129074315,70.56301039426015,Open,Open,Open,Open,Closed
1396,46.53636679704477,73.13486587808492,Open,Open,Open,Open,Closed
1397,46.56970230334637,74.07883911362045,Open,Open,Open,Open,Open
1398,46.60303780964798,70.36901488107243,Open,Open,Open,Open,Closed
1399,46.636373315949584,72.45336594397209,Open,Open,Open,Open,Closed
1400,46.669708822251195,70.44086466228418,Open,Open,Open,Open,Closed
1401,46.7030443285528,72.12452990377862,Open,Open,Open,Open,Closed
1402,46.73637983485441,69.61211437773301,Open,Open,Open,Open,Closed
1403,46.769715341156015,66.64888851153364,Open,Open,Open,Closed,Closed
1404,46.80305084745763,63.78299084553005,Open,Open,Open,Closed,Closed
1405,46.83638635375923,65.3426819244313,Open,Open,Open,Closed,Closed
1406,46.86972186006084,61.14328323371571,Open,Open,Closed,Closed,Closed
1407,46.90305736636245,56.99569607523386,Open,Open,Closed,Closed,Closed
1408,46.93639287266406,59.60724512629611,Open,Open,Closed,Closed,Closed
1409,46.96972837896566,59.64735935357575,Open,Open,Closed,Closed,Closed
1410,47.003063885267274,65.6359316144063,Open,Open,Open,Closed,Closed
1411,47.03639939156888,59.843751790350126,Open,Open,Closed,Closed,Closed
1412,47.06973489787049,57.00366318759271,Open,Open,Closed,Closed,Closed
1413,47.103070404172094,60.2450548589851,Open,Open,Closed,Closed,Closed
1414,47.136405910473705,62.14445774422447,Open,Open,Closed,Closed,Closed
1415,47.16974141677532,61.8889305611237,Open,Open,Closed,Closed,Closed
1416,47.20307692307692,61.543865175476725,Open,Open,Closed,Closed,Closed
1417,47.23641242937853,64.90211181384664,Open,Open,Open,Closed,Closed
1418,47.26974793568014,69.33586474549512,Open,Open,Open,Open,Closed
1419,47.30308344198175,68.97712722041916,Open,Open,Open,Open,Closed
1420,47.33641894828335,72.06214531637809,Open,Open,Open,Open,Closed
1421,47.36975445458496,71.65508150848822,Open,Open,Open,Open,Closed
1422,47.40308996088657,70.93206782535779,Open,Open,Open,Open,Closed
1423,47.43642546718818,67.71023812675766,Open,Open,Open,Closed,Closed
1424,47.469760973489784,68.69826322283075,Open,Open,Open,Open,Closed
1425,47.503096479791395,69.43394469830906,Open,Open,Open,Open,Closed
1426,47.536431986093,68.10659245986434,Open,Open,Open,Closed,Closed
1427,47.56976749239461,64.52882564712215,Open,Open,Open,Closed,Closed
1428,47.603102998696215,59.07650240455165,Open,Open,Closed,Closed,Closed
1429,47.63643850499783,54.6253190043694,Open,Closed,Closed,Closed,Closed
1430,47.66977401129943,61.72248937181848,Open,Open,Closed,Closed,Closed
1431,47.70310951760104,61.205456720560704,Open,Open,Closed,Closed,Closed
1432,47.73644502390265,62.196954979613,Open,Open,Closed,Closed,Closed
1433,47.76978053020426,62.05259518088089,Open,Open,Closed,Closed,Closed
1434,47.80311603650586,61.90298854892337,Open,Open,Closed,Closed,Closed
1435,47.836451542807474,65.20717395369468,Open,Open,Open,Closed,Closed
1436,47.86978704910908,68.08817080763359,Open,Open,Open,Closed,Closed
1437,47.90312255541069,66.77768695603737,Open,Open,Open,Closed,Closed
1438,47.936458061712294,66.9597989990491,Open,Open,Open,Closed,Closed
1439,47.969793568013905,69.2176331210791,Open,Open,Open,Open,Closed
1440,48.00312907431551,65.87787009687403,Open,Open,Open,Closed,Closed
1441,48.03646458061712,66.38209378304151,Open,Open,Open,Closed,Closed
1442,48.06980008691873,67.90899189494576,Open,Open,Open,Closed,Closed
1443,48.10313559322034,66.77087080509408,Open,Open,Open,Closed,Closed
1444,48.13647109952195,69.1534399784658,Open,Open,Open,Open,Closed
1445,48.16980660582355,68.84478005118781,Open,Open,Open,Open,Closed
1446,48.20314211212517,66.37182719723641,Open,Open,Open,Closed,Closed
1447,48.23647761842677,66.92113888408846,Open,Open,Open,Closed,Closed
1448,48.26981312472838,67.26971173079693,Open,Open,Open,Closed,Closed
1449,48.303148631029984,66.93965473191376,Open,Open,Open,Closed,Closed
1450,48.336484137331595,67.3659659469549,Open,Open,Open,Closed,Closed
1451,48.3698196436332,65.33961291874407,Open,Open,Open,Closed,Closed
1452,48.40315514993481,66.9597989990491,Open,Open,Open,Closed,Closed
1453,48.436490656236415,67.78671756701019,Open,Open,Open,Closed,Closed
1454,48.46982616253803,65.39271891015123,Open,Open,Open,Closed,Closed
1455,48.50316166883963,70.22445948086283,Open,Open,Open,Open,Closed
1456,48.53649717514124,68.26510109635328,Open,Open,Open,Closed,Closed
1457,48.56983268144285,64.78048614686607,Open,Open,Open,Closed,Closed
1458,48.60316818774446,68.72400235011028,Open,Open,Open,Open,Closed
1459,48.63650369404606,64.92702878385253,Open,Open,Open,Closed,Closed
1460,48.669839200347674,61.41678832217718,Open,Open,Closed,Closed,Closed
1461,48.70317470664928,64.65949585699195,Open,Open,Open,Closed,Closed
1462,48.73651021295089,62.53307215048327,Open,Open,Closed,Closed,Closed
1463,48.769845719252494,62.148456118013875,Open,Open,Closed,Closed,Closed
1464,48.803181225554106,64.15774488858233,Open,Open,Open,Closed,Closed
1465,48.83651673185571,64.23347471181279,Open,Open,Open,Closed,Closed
1466,48.86985223815732,69.48820236877204,Open,Open,Open,Open,Closed
1467,48.903187744458926,68.50151384777351,Open,Open,Open,Open,Closed
1468,48.93652325076054,65.46315220416571,Open,Open,Open,Closed,Closed
1469,48.96985875706215,64.35753933695403,Open,Open,Open,Closed,Closed
1470,49.00319426336375,64.43327423452448,Open,Open,Open,Closed,Closed
1471,49.03652976966536,69.66943094088882,Open,Open,Open,Open,Closed
1472,49.06986527596697,70.7276853189571,Open,Open,Open,Open,Closed
1473,49.10320078226858,68.99309154205814,Open,Open,Open,Open,Closed
1474,49.136536288570184,69.37015181548384,Open,Open,Open,Open,Closed
1475,49.16987179487179,70.86213276346848,Open,Open,Open,Open,Closed
1476,49.2032073011734,68.26526666673168,Open,Open,Open,Closed,Closed
1477,49.23654280747501,68.92241924717503,Open,Open,Open,Open,Closed
1478,49.269878313776616,68.2534583272683,Open,Open,Open,Closed,Closed
1479,49.30321382007823,70.0698187419926,Open,Open,Open,Open,Closed
1480,49.33654932637983,68.72694298920341,Open,Open,Open,Open,Closed
1481,49.36988483268144,65.39281565107856,Open,Open,Open,Closed,Closed
1482,49.40322033898305,69.228598964905,Open,Open,Open,Open,Closed
1483,49.43655584528466,70.24211270764027,Open,Open,Open,Open,Closed
1484,49.46989135158626,68.19832039793555,Open,Open,Open,Closed,Closed
1485,49.503226857887874,70.04484601070928,Open,Open,Open,Open,Closed
1486,49.53656236418948,70.06307047958065,Open,Open,Open,Open,Closed
1487,49.56989787049109,67.94958182625061,Open,Open,Open,Closed,Closed
1488,49.603233376792694,65.91636767512985,Open,Open,Open,Closed,Closed
1489,49.636568883094306,61.90521376769418,Open,Open,Closed,Closed,Closed
1490,49.66990438939591,69.16030877157219,Open,Open,Open,Open,Closed
1491,49.70323989569752,69.71310991541957,Open,Open,Open,Open,Closed
1492,49.736575401999126,67.25268261182367,Open,Open,Open,Closed,Closed
1493,49.76991090830074,65.84273337839907,Open,Open,Open,Closed,Closed
1494,49.80324641460234,65.30991364388333,Open,Open,Open,Closed,Closed
1495,49.83658192090395,66.77357239290664,Open,Open,Open,Closed,Closed
1496,49.86991742720557,61.43246784311798,Open,Open,Closed,Closed,Closed
1497,49.90325293350717,63.26090522778608,Open,Open,Open,Closed,Closed
1498,49.93658843980878,61.17115455294733,Open,Open,Closed,Closed,Closed
1499,49.969923946110384,65.32540437206663,Open,Open,Open,Closed,Closed
1500,50.003259452412,66.98797902739025,Open,Open,Open,Closed,Closed
1501,50.0365949587136,64.83509642060525,Open,Open,Open,Closed,Closed
1502,50.06993046501521,66.23306842485627,Open,Open,Open,Closed,Closed
1503,50.103265971316816,67.28783990265524,Open,Open,Open,Closed,Closed
1504,50.13660147761843,66.86907294308693,Open,Open,Open,Closed,Closed
1505,50.16993698392003,64.91926724798397,Open,Open,Open,Closed,Closed
1506,50.20327249022164,65.23247663804429,Open,Open,Open,Closed,Closed
1507,50.23660799652325,66.25663491095818,Open,Open,Open,Closed,Closed
1508,50.26994350282486,64.80890255383687,Open,Open,Open,Closed,Closed
1509,50.30327900912646,65.07320330055451,Open,Open,Open,Closed,Closed
1510,50.336614515428074,69.12893896104534,Open,Open,Open,Open,Closed
1511,50.36995002172968,64.15905442731201,Open,Open,Open,Closed,Closed
1512,50.40328552803129,65.8740367484124,Open,Open,Open,Closed,Closed
1513,50.436621034332894,59.79755994337518,Open,Open,Closed,Closed,Closed
1514,50.469956540634506,67.81519145784186,Open,Open,Open,Closed,Closed
1515,50.50329204693611,67.85966029416394,Open,Open,Open,Closed,Closed
1516,50.53662755323772,62.54154270907803,Open,Open,Closed,Closed,Closed
1517,50.569963059539326,64.66190883823569,Open,Open,Open,Closed,Closed
1518,50.60329856584094,65.35950543668237,Open,Open,Open,Closed,Closed
1519,50.63663407214254,65.92910875905243,Open,Open,Open,Closed,Closed
1520,50.66996957844415,66.354481625826,Open,Open,Open,Closed,Closed
1521,50.70330508474576,69.03307215048326,Open,Open,Open,Open,Closed
1522,50.73664059104737,62.91184882435982,Open,Open,Open,Closed,Closed
1523,50.76997609734898,64.15044915701853,Open,Open,Open,Closed,Closed
1524,50.803311603650585,67.80363070277883,Open,Open,Open,Closed,Closed
1525,50.83664710995219,68.34484204362403,Open,Open,Open,Open,Closed
1526,50.8699826162538,68.30891322975276,Open,Open,Open,Open,Closed
1527,50.90331812255541,66.23762139462978,Open,Open,Open,Closed,Closed
1528,50.936653628857016,66.74076619433414,Open,Open,Open,Closed,Closed
1529,50.96998913515863,67.62622621496493,Open,Open,Open,Closed,Closed
1530,51.00332464146023,63.56438694389773,Open,Open,Open,Closed,Closed
1531,51.03666014776184,63.63608305156178,Open,Open,Open,Closed,Closed
1532,51.06999565406345,64.10574268617492,Open,Open,Open,Closed,Closed
1533,51.10333116036506,60.44353411895226,Open,Open,Closed,Closed,Closed
