frame,timestamp,anchor_to_bottom_lip_top,thresh_1,thresh_2,thresh_3,thresh_4,thresh_5
384,12.80083441981747,58.893738746562285,Open,Open,Closed,Closed,Closed
385,12.834169926119078,56.87508568409319,Open,Closed,Closed,Closed,Closed
386,12.867505432420684,52.43846251044884,Open,Closed,Closed,Closed,Closed
387,12.900840938722292,50.620137327521704,Closed,Closed,Closed,Closed,Closed
388,12.934176445023905,46.97250965559846,Closed,Closed,Closed,Closed,Closed
389,12.96751195132551,49.64962686336267,Closed,Closed,Closed,Closed,Closed
390,13.00084745762712,45.68033770637942,Closed,Closed,Closed,Closed,Closed
391,13.034182963928728,54.61918529002167,Open,Closed,Closed,Closed,Closed
392,13.067518470230334,52.64084989486831,Open,Closed,Closed,Closed,Closed
393,13.100853976531942,59.28477356340016,Open,Open,Closed,Closed,Closed
394,13.13418948283355,62.032665522478666,Open,Open,Closed,Closed,Closed
395,13.167524989135158,66.72748481228399,Open,Open,Open,Closed,Closed
396,13.200860495436766,69.45883931389773,Open,Open,Open,Open,Closed
397,13.234196001738374,67.60929414217483,Open,Open,Open,Closed,Closed
398,13.267531508039982,68.95988364411234,Open,Open,Open,Open,Closed
399,13.30086701434159,69.93165739193893,Open,Open,Open,Open,Closed
400,13.334202520643196,67.80363070277883,Open,Open,Open,Closed,Closed
401,13.367538026944809,65.28861318979762,Open,Open,Open,Closed,Closed
402,13.400873533246417,67.07841620118825,Open,Open,Open,Closed,Closed
403,13.434209039548024,66.53372160842511,Open,Open,Open,Closed,Closed
404,13.46754454584963,64.8624816351574,Open,Open,Open,Closed,Closed
405,13.500880052151238,63.67251958261687,Open,Open,Open,Closed,Closed
406,13.534215558452846,64.66063195059468,Open,Open,Open,Closed,Closed
407,13.567551064754454,63.44671386851148,Open,Open,Open,Closed,Closed
408,13.600886571056062,60.992625709706395,Open,Open,Closed,Closed,Closed
409,13.63422207735767,58.90830251869277,Open,Open,Closed,Closed,Closed
410,13.667557583659278,55.44198019858905,Open,Closed,Closed,Closed,Closed
411,13.700893089960886,56.80265997358694,Open,Closed,Closed,Closed,Closed
412,13.734228596262492,55.70918399252788,Open,Closed,Closed,Closed,Closed
413,13.7675641025641,56.573185321271886,Open,Closed,Closed,Closed,Closed
414,13.80089960886571,53.30540496676178,Open,Closed,Closed,Closed,Closed
415,13.83423511516732,54.33421601426196,Open,Closed,Closed,Closed,Closed
416,13.867570621468928,54.340662102991374,Open,Closed,Closed,Closed,Closed
417,13.900906127770536,57.73258456980096,Open,Open,Closed,Closed,Closed
418,13.934241634072142,62.47691302527822,Open,Open,Closed,Closed,Closed
419,13.96757714037375,64.1593303137772,Open,Open,Open,Closed,Closed
420,14.000912646675358,68.06723611184763,Open,Open,Open,Closed,Closed
421,14.034248152976966,68.03547102050337,Open,Open,Open,Closed,Closed
422,14.067583659278574,71.01145160751025,Open,Open,Open,Open,Closed
423,14.100919165580182,70.10345987809428,Open,Open,Open,Open,Closed
424,14.13425467188179,68.05373606998009,Open,Open,Open,Closed,Closed
425,14.167590178183396,70.48336070141724,Open,Open,Open,Open,Closed
426,14.200925684485004,68.49035986698345,Open,Open,Open,Open,Closed
427,14.234261190786611,66.39598472315006,Open,Open,Open,Closed,Closed
428,14.26759669708822,63.28685580597853,Open,Open,Open,Closed,Closed
429,14.30093220338983,63.25285656594451,Open,Open,Open,Closed,Closed
430,14.33426770969144,62.13564212655271,Open,Open,Closed,Closed,Closed
431,14.367603215993046,58.25013014977958,Open,Open,Closed,Closed,Closed
432,14.400938722294654,58.31886957664767,Open,Open,Closed,Closed,Closed
433,14.434274228596262,55.789037886874624,Open,Closed,Closed,Closed,Closed
434,14.46760973489787,55.94553003556439,Open,Closed,Closed,Closed,Closed
435,14.500945241199478,51.26111820541373,Closed,Closed,Closed,Closed,Closed
436,14.534280747501086,50.420061675233654,Closed,Closed,Closed,Closed,Closed
437,14.567616253802694,50.984513466691666,Closed,Closed,Closed,Closed,Closed
438,14.600951760104302,52.05001730593874,Open,Closed,Closed,Closed,Closed
439,14.63428726640591,50.48762620840873,Closed,Closed,Closed,Closed,Closed
440,14.667622772707515,50.56486851181788,Closed,Closed,Closed,Closed,Closed
441,14.700958279009123,61.36014630721907,Open,Open,Closed,Closed,Closed
442,14.734293785310737,64.3679220036851,Open,Open,Open,Closed,Closed
443,14.767629291612344,63.25490510196556,Open,Open,Open,Closed,Closed
444,14.80096479791395,62.55709628591621,Open,Open,Closed,Closed,Closed
445,14.834300304215558,64.65018495622593,Open,Open,Open,Closed,Closed
446,14.867635810517166,64.15994677517087,Open,Open,Open,Closed,Closed
447,14.900971316818774,63.77237360457184,Open,Open,Open,Closed,Closed
448,14.934306823120382,57.569745162931525,Open,Open,Closed,Closed,Closed
449,14.96764232942199,56.388695747638295,Open,Closed,Closed,Closed,Closed
450,15.000977835723598,53.11774381844539,Open,Closed,Closed,Closed,Closed
451,15.034313342025206,58.48974649465498,Open,Open,Closed,Closed,Closed
452,15.067648848326812,60.309620118702625,Open,Open,Closed,Closed,Closed
453,15.10098435462842,62.155525625842174,Open,Open,Closed,Closed,Closed
454,15.13431986093003,66.55428401058768,Open,Open,Open,Closed,Closed
455,15.167655367231635,67.26688358298046,Open,Open,Open,Closed,Closed
456,15.200990873533248,65.08528200248952,Open,Open,Open,Closed,Closed
457,15.234326379834854,64.82581741349392,Open,Open,Open,Closed,Closed
458,15.267661886136462,63.301464125993135,Open,Open,Open,Closed,Closed
459,15.30099739243807,58.92766091739969,Open,Open,Closed,Closed,Closed
460,15.334332898739678,60.14168692438712,Open,Open,Closed,Closed,Closed
461,15.367668405041286,56.70992026436488,Open,Closed,Closed,Closed,Closed
462,15.401003911342894,58.102016108655405,Open,Open,Closed,Closed,Closed
463,15.434339417644502,55.307354428272774,Open,Closed,Closed,Closed,Closed
464,15.46767492394611,56.82319953340041,Open,Closed,Closed,Closed,Closed
465,15.501010430247716,53.979569668414,Open,Closed,Closed,Closed,Closed
466,15.534345936549323,52.7386063057907,Open,Closed,Closed,Closed,Closed
467,15.567681442850931,49.69377162928295,Closed,Closed,Closed,Closed,Closed
468,15.60101694915254,50.734310261901726,Closed,Closed,Closed,Closed,Closed
469,15.63435245545415,48.83836268442545,Closed,Closed,Closed,Closed,Closed
470,15.66768796175576,52.90778324992242,Open,Closed,Closed,Closed,Closed
471,15.701023468057366,57.270141861392986,Open,Open,Closed,Closed,Closed
472,15.734358974358974,61.73136295609582,Open,Open,Closed,Closed,Closed
473,15.767694480660582,64.0574087018311,Open,Open,Open,Closed,Closed
474,15.80102998696219,66.93565513912685,Open,Open,Open,Closed,Closed
475,15.834365493263798,68.42224251090096,Open,Open,Open,Open,Closed
476,15.867700999565406,66.81705109796087,Open,Open,Open,Closed,Closed
477,15.901036505867014,66.77050650182198,Open,Open,Open,Closed,Closed
478,15.93437201216862,65.23247663804429,Open,Open,Open,Closed,Closed
479,15.96770751847023,65.37930854204225,Open,Open,Open,Closed,Closed
480,16.00104302477184,64.39523694822833,Open,Open,Open,Closed,Closed
481,16.034378531073447,63.95169768557655,Open,Open,Open,Closed,Closed
482,16.067714037375055,60.363186020200025,Open,Open,Closed,Closed,Closed
483,16.101049543676663,59.34981206664348,Open,Open,Closed,Closed,Closed
484,16.13438504997827,58.05978913015529,Open,Open,Closed,Closed,Closed
485,16.16772055627988,58.564737205448715,Open,Open,Closed,Closed,Closed
486,16.201056062581486,58.261589008205405,Open,Open,Closed,Closed,Closed
487,16.234391568883094,58.26217588580096,Open,Open,Closed,Closed,Closed
488,16.267727075184702,56.93242301807445,Open,Closed,Closed,Closed,Closed
489,16.30106258148631,52.65203739976083,Open,Closed,Closed,Closed,Closed
490,16.334398087787918,52.0595929765954,Open,Closed,Closed,Closed,Closed
491,16.367733594089525,48.85583744349117,Closed,Closed,Closed,Closed,Closed
492,16.401069100391133,51.26965622989145,Closed,Closed,Closed,Closed,Closed
493,16.43440460669274,54.28530315477547,Open,Closed,Closed,Closed,Closed
494,16.46774011299435,59.88826948140329,Open,Open,Closed,Closed,Closed
495,16.501075619295957,63.02231651966715,Open,Open,Open,Closed,Closed
496,16.534411125597565,66.38724650969164,Open,Open,Open,Closed,Closed
497,16.567746631899173,70.49234767929471,Open,Open,Open,Open,Closed
498,16.60108213820078,69.77706844218666,Open,Open,Open,Open,Closed
499,16.63441764450239,71.92494628357798,Open,Open,Open,Open,Closed
500,16.667753150803996,69.28000424580418,Open,Open,Open,Open,Closed
501,16.701088657105604,67.0334737769505,Open,Open,Open,Closed,Closed
502,16.734424163407212,68.11076702450242,Open,Open,Open,Closed,Closed
503,16.767759669708823,67.37096024649162,Open,Open,Open,Closed,Closed
504,16.80109517601043,65.76211794754369,Open,Open,Open,Closed,Closed
505,16.83443068231204,63.90766900281692,Open,Open,Open,Closed,Closed
506,16.867766188613647,62.27740720133535,Open,Open,Closed,Closed,Closed
507,16.901101694915255,59.25583114914751,Open,Open,Closed,Closed,Closed
508,16.934437201216863,59.75037713639945,Open,Open,Closed,Closed,Closed
509,16.96777270751847,57.18960472141791,Open,Open,Closed,Closed,Closed
510,17.00110821382008,56.619915773217954,Open,Closed,Closed,Closed,Closed
511,17.034443720121686,55.06908383361082,Open,Closed,Closed,Closed,Closed
512,17.067779226423294,55.70516236611748,Open,Closed,Closed,Closed,Closed
513,17.101114732724902,55.00538995554048,Open,Closed,Closed,Closed,Closed
514,17.13445023902651,55.0532917489837,Open,Closed,Closed,Closed,Closed
515,17.167785745328118,51.95605748706298,Open,Closed,Closed,Closed,Closed
516,17.201121251629726,58.41914910842776,Open,Open,Closed,Closed,Closed
517,17.234456757931333,56.84033918563217,Open,Closed,Closed,Closed,Closed
518,17.26779226423294,63.017374101033184,Open,Open,Open,Closed,Closed
519,17.30112777053455,66.1283361405006,Open,Open,Open,Closed,Closed
520,17.334463276836157,69.21669795031288,Open,Open,Open,Open,Closed
521,17.367798783137765,69.90509332810497,Open,Open,Open,Open,Closed
522,17.401134289439373,70.35167118341857,Open,Open,Open,Open,Closed
523,17.43446979574098,68.69924827620996,Open,Open,Open,Open,Closed
524,17.46780530204259,70.2811409144592,Open,Open,Open,Open,Closed
525,17.501140808344196,67.41771546926029,Open,Open,Open,Closed,Closed
526,17.534476314645804,67.2355461676472,Open,Open,Open,Closed,Closed
527,17.567811820947412,67.2790029474866,Open,Open,Open,Closed,Closed
528,17.60114732724902,64.79770273037033,Open,Open,Open,Closed,Closed
529,17.634482833550628,64.7589355978703,Open,Open,Open,Closed,Closed
530,17.667818339852236,62.669681523964286,Open,Open,Open,Closed,Closed
531,17.701153846153847,59.64707965618415,Open,Open,Closed,Closed,Closed
532,17.734489352455455,55.129897765953785,Open,Closed,Closed,Closed,Closed
533,17.767824858757063,56.19870449978316,Open,Closed,Closed,Closed,Closed
534,17.80116036505867,53.96377699688911,Open,Closed,Closed,Closed,Closed
535,17.83449587136028,50.98032740817011,Closed,Closed,Closed,Closed,Closed
536,17.867831377661886,55.31779562281973,Open,Closed,Closed,Closed,Closed
537,17.901166883963494,49.39933329953442,Closed,Closed,Closed,Closed,Closed
538,17.934502390265102,49.69296759749747,Closed,Closed,Closed,Closed,Closed
539,17.96783789656671,51.42976444626012,Open,Closed,Closed,Closed,Closed
540,18.001173402868318,51.864620372060784,Open,Closed,Closed,Closed,Closed
541,18.03450890916993,57.004716561397146,Open,Open,Closed,Closed,Closed
542,18.067844415471537,64.06363407484393,Open,Open,Open,Closed,Closed
543,18.10117992177314,69.00564770162089,Open,Open,Open,Open,Closed
544,18.13451542807475,73.07621137659808,Open,Open,Open,Open,Closed
545,18.167850934376357,70.93056460930819,Open,Open,Open,Open,Closed
546,18.201186440677965,73.6325838444036,Open,Open,Open,Open,Closed
547,18.234521946979573,71.42209728021942,Open,Open,Open,Open,Closed
548,18.26785745328118,70.63935817272332,Open,Open,Open,Open,Closed
549,18.30119295958279,69.26202978918289,Open,Open,Open,Open,Closed
550,18.334528465884397,67.92634869884031,Open,Open,Open,Closed,Closed
551,18.367863972186004,67.87699417703456,Open,Open,Open,Closed,Closed
552,18.401199478487612,65.77501214664045,Open,Open,Open,Closed,Closed
553,18.43453498478922,64.80207940441511,Open,Open,Open,Closed,Closed
554,18.467870491090828,64.78423409323159,Open,Open,Open,Closed,Closed
555,18.501205997392436,64.11780878809392,Open,Open,Open,Closed,Closed
556,18.534541503694044,61.52420119488616,Open,Open,Closed,Closed,Closed
557,18.56787700999565,59.109056458778454,Open,Open,Closed,Closed,Closed
558,18.601212516297263,55.3940147524481,Open,Closed,Closed,Closed,Closed
559,18.63454802259887,53.10042541467841,Open,Closed,Closed,Closed,Closed
560,18.66788352890048,51.43527259246058,Open,Closed,Closed,Closed,Closed
561,18.701219035202087,51.3710640086923,Open,Closed,Closed,Closed,Closed
562,18.734554541503694,51.84957863324101,Open,Closed,Closed,Closed,Closed
563,18.767890047805302,51.209116823889666,Closed,Closed,Closed,Closed,Closed
564,18.80122555410691,53.37347576298547,Open,Closed,Closed,Closed,Closed
565,18.83456106040852,57.67892917731539,Open,Open,Closed,Closed,Closed
566,18.86789656671013,64.61121634694777,Open,Open,Open,Closed,Closed
567,18.901232073011737,69.65565655713158,Open,Open,Open,Open,Closed
568,18.93456757931334,71.71884017585995,Open,Open,Open,Open,Closed
569,18.96790308561495,72.28638628789861,Open,Open,Open,Open,Closed
570,19.001238591916557,73.41171571050091,Open,Open,Open,Open,Closed
571,19.034574098218165,73.1298360937871,Open,Open,Open,Open,Closed
572,19.067909604519773,70.88575681937112,Open,Open,Open,Open,Closed
573,19.10124511082138,70.40872717563755,Open,Open,Open,Open,Closed
574,19.13458061712299,67.92634869884031,Open,Open,Open,Closed,Closed
575,19.167916123424597,68.06384725334851,Open,Open,Open,Closed,Closed
576,19.201251629726205,68.86807533183645,Open,Open,Open,Open,Closed
577,19.234587136027812,64.3637344556544,Open,Open,Open,Closed,Closed
578,19.26792264232942,62.90603434477018,Open,Open,Open,Closed,Closed
579,19.301258148631028,63.9696827419193,Open,Open,Open,Closed,Closed
580,19.334593654932636,61.5195336659168,Open,Open,Closed,Closed,Closed
581,19.367929161234244,56.241367584091385,Open,Closed,Closed,Closed,Closed
582,19.40126466753585,52.84304793415001,Open,Closed,Closed,Closed,Closed
583,19.43460017383746,52.33526188044766,Open,Closed,Closed,Closed,Closed
584,19.467935680139068,65.09776255231891,Open,Open,Open,Closed,Closed
585,19.50127118644068,55.860792274276925,Open,Closed,Closed,Closed,Closed
586,19.534606692742287,57.628107584966045,Open,Open,Closed,Closed,Closed
587,19.567942199043895,61.682343894920535,Open,Open,Closed,Closed,Closed
588,19.601277705345503,60.59514348705375,Open,Open,Closed,Closed,Closed
589,19.63461321164711,63.5443507626302,Open,Open,Open,Closed,Closed
590,19.66794871794872,60.35392129795146,Open,Open,Closed,Closed,Closed
591,19.70128422425033,59.9297038231569,Open,Open,Closed,Closed,Closed
592,19.734619730551938,63.45921645568286,Open,Open,Open,Closed,Closed
593,19.767955236853545,62.82151457438722,Open,Open,Open,Closed,Closed
594,19.80129074315515,65.41644327806195,Open,Open,Open,Closed,Closed
595,19.83462624945676,64.9337444599776,Open,Open,Open,Closed,Closed
596,19.867961755758365,61.75367728143498,Open,Open,Closed,Closed,Closed
597,19.901297262059973,61.85622350483549,Open,Open,Closed,Closed,Closed
598,19.93463276836158,62.34713923978754,Open,Open,Closed,Closed,Closed
599,19.96796827466319,60.030558448476825,Open,Open,Closed,Closed,Closed
600,20.001303780964797,61.09433068050774,Open,Open,Closed,Closed,Closed
601,20.034639287266405,61.95564830791179,Open,Open,Closed,Closed,Closed
602,20.067974793568013,65.4219318160732,Open,Open,Open,Closed,Closed
603,20.10131029986962,67.31456173760853,Open,Open,Open,Closed,Closed
604,20.13464580617123,66.57143863643353,Open,Open,Open,Closed,Closed
605,20.167981312472836,67.95160240547716,Open,Open,Open,Closed,Closed
606,20.201316818774444,63.366350204070464,Open,Open,Open,Closed,Closed
607,20.234652325076052,64.4317077356095,Open,Open,Open,Closed,Closed
608,20.26798783137766,64.59057890140045,Open,Open,Open,Closed,Closed
609,20.301323337679268,68.39315967515601,Open,Open,Open,Open,Closed
610,20.334658843980876,65.82155126191697,Open,Open,Open,Closed,Closed
611,20.367994350282483,67.87966366822265,Open,Open,Open,Closed,Closed
612,20.401329856584095,65.04046028745404,Open,Open,Open,Closed,Closed
613,20.434665362885703,68.31837736615417,Open,Open,Open,Open,Closed
614,20.46800086918731,67.73154912302122,Open,Open,Open,Closed,Closed
615,20.50133637548892,68.38372900593495,Open,Open,Open,Open,Closed
616,20.534671881790526,65.54158303027324,Open,Open,Open,Closed,Closed
617,20.568007388092138,67.86235680962882,Open,Open,Open,Closed,Closed
618,20.601342894393746,64.88384676353611,Open,Open,Open,Closed,Closed
619,20.63467840069535,66.42676288260698,Open,Open,Open,Closed,Closed
620,20.66801390699696,68.85812279645027,Open,Open,Open,Open,Closed
621,20.70134941329857,69.37310061464544,Open,Open,Open,Open,Closed
622,20.734684919600173,68.85826144023795,Open,Open,Open,Open,Closed
623,20.76802042590178,69.89809821004532,Open,Open,Open,Open,Closed
624,20.80135593220339,66.87207342332216,Open,Open,Open,Closed,Closed
625,20.834691438504997,65.8720146616738,Open,Open,Open,Closed,Closed
626,20.868026944806605,67.82328523303127,Open,Open,Open,Closed,Closed
627,20.901362451108213,67.6741219294237,Open,Open,Open,Closed,Closed
628,20.93469795740982,67.09754157844466,Open,Open,Open,Closed,Closed
629,20.96803346371143,66.54822782974553,Open,Open,Open,Closed,Closed
630,21.001368970013036,67.1441737995121,Open,Open,Open,Closed,Closed
631,21.034704476314644,64.82341429209806,Open,Open,Open,Closed,Closed
632,21.068039982616252,62.83810559416912,Open,Open,Open,Closed,Closed
633,21.10137548891786,62.75396066246494,Open,Open,Open,Closed,Closed
634,21.134710995219468,64.36374529315043,Open,Open,Open,Closed,Closed
635,21.168046501521076,60.76320495973059,Open,Open,Closed,Closed,Closed
636,21.201382007822684,62.459503941186554,Open,Open,Closed,Closed,Closed
637,21.23471751412429,64.91795486150163,Open,Open,Open,Closed,Closed
638,21.2680530204259,65.8881339628453,Open,Open,Open,Closed,Closed
639,21.30138852672751,65.62025973517859,Open,Open,Open,Closed,Closed
640,21.33472403302912,67.59411266989858,Open,Open,Open,Closed,Closed
641,21.368059539330726,67.57438631637349,Open,Open,Open,Closed,Closed
642,21.401395045632334,65.03799984137427,Open,Open,Open,Closed,Closed
643,21.434730551933946,69.37118890886808,Open,Open,Open,Open,Closed
644,21.46806605823555,71.26768688378492,Open,Open,Open,Open,Closed
645,21.50140156453716,69.344784946585,Open,Open,Open,Open,Closed
646,21.53473707083877,69.82648356740282,Open,Open,Open,Open,Closed
647,21.568072577140377,68.10056771939327,Open,Open,Open,Closed,Closed
648,21.60140808344198,70.67916253919404,Open,Open,Open,Open,Closed
649,21.63474358974359,72.11395747679562,Open,Open,Open,Open,Closed
650,21.668079096045197,69.18775987618909,Open,Open,Open,Open,Closed
651,21.701414602346805,67.92442345077377,Open,Open,Open,Closed,Closed
652,21.734750108648413,67.47970076601837,Open,Open,Open,Closed,Closed
653,21.76808561495002,67.54668788749196,Open,Open,Open,Closed,Closed
654,21.80142112125163,67.85571913056982,Open,Open,Open,Closed,Closed
655,21.834756627553237,67.27026599590388,Open,Open,Open,Closed,Closed
656,21.868092133854844,68.40532141324807,Open,Open,Open,Open,Closed
657,21.901427640156452,66.78302010252645,Open,Open,Open,Closed,Closed
658,21.93476314645806,68.87211114765418,Open,Open,Open,Open,Closed
659,21.968098652759668,68.77382722266962,Open,Open,Open,Open,Closed
660,22.001434159061276,66.00742975228661,Open,Open,Open,Closed,Closed
661,22.034769665362884,67.50337822415678,Open,Open,Open,Closed,Closed
662,22.06810517166449,66.88857205530309,Open,Open,Open,Closed,Closed
663,22.1014406779661,66.8202453537116,Open,Open,Open,Closed,Closed
664,22.134776184267707,67.34669309039748,Open,Open,Open,Closed,Closed
665,22.168111690569315,65.73119420569455,Open,Open,Open,Closed,Closed
666,22.201447196870923,65.39452801042832,Open,Open,Open,Closed,Closed
667,22.234782703172534,69.28294062820527,Open,Open,Open,Open,Closed
668,22.268118209474142,65.29714448948931,Open,Open,Open,Closed,Closed
669,22.30145371577575,66.33912419036582,Open,Open,Open,Closed,Closed
670,22.33478922207736,66.32470474607688,Open,Open,Open,Closed,Closed
671,22.36812472837897,66.77091455447119,Open,Open,Open,Closed,Closed
672,22.401460234680577,66.77091455447119,Open,Open,Open,Closed,Closed
673,22.43479574098218,67.61501458908344,Open,Open,Open,Closed,Closed
674,22.46813124728379,67.37378599694011,Open,Open,Open,Closed,Closed
675,22.501466753585397,67.87699417703456,Open,Open,Open,Closed,Closed
676,22.534802259887005,67.43792783626684,Open,Open,Open,Closed,Closed
677,22.568137766188613,69.0697157138047,Open,Open,Open,Open,Closed
678,22.60147327249022,67.53832018583773,Open,Open,Open,Closed,Closed
679,22.63480877879183,64.80914772605624,Open,Open,Open,Closed,Closed
680,22.668144285093437,69.80337847077784,Open,Open,Open,Open,Closed
681,22.701479791395045,67.86533473431376,Open,Open,Open,Closed,Closed
682,22.734815297696652,67.81671639324689,Open,Open,Open,Closed,Closed
683,22.76815080399826,67.29519147844331,Open,Open,Open,Closed,Closed
684,22.801486310299868,70.8998512127329,Open,Open,Open,Open,Closed
685,22.834821816601476,67.92062996769468,Open,Open,Open,Closed,Closed
686,22.868157322903084,69.97254937530678,Open,Open,Open,Open,Closed
687,22.90149282920469,66.9138126514911,Open,Open,Open,Closed,Closed
688,22.9348283355063,68.72975660563034,Open,Open,Open,Open,Closed
689,22.968163841807907,67.7915697531151,Open,Open,Open,Closed,Closed
690,23.001499348109515,67.9138126514911,Open,Open,Open,Closed,Closed
691,23.034834854411123,68.41045210624954,Open,Open,Open,Open,Closed
692,23.06817036071273,67.85104160178759,Open,Open,Open,Closed,Closed
693,23.10150586701434,66.87704919124879,Open,Open,Open,Closed,Closed
694,23.13484137331595,66.30076020842405,Open,Open,Open,Closed,Closed
695,23.16817687961756,67.20428720380315,Open,Open,Open,Closed,Closed
696,23.20151238591917,66.83562262423503,Open,Open,Open,Closed,Closed
697,23.234847892220778,67.83355824309277,Open,Open,Open,Closed,Closed
698,23.268183398522385,66.76091618232371,Open,Open,Open,Closed,Closed
699,23.30151890482399,65.19574887531851,Open,Open,Open,Closed,Closed
700,23.3348544111256,66.24070070774647,Open,Open,Open,Closed,Closed
701,23.368189917427205,66.20690345923396,Open,Open,Open,Closed,Closed
702,23.401525423728813,64.70924629228168,Open,Open,Open,Closed,Closed
703,23.43486093003042,65.66125544081481,Open,Open,Open,Closed,Closed
704,23.46819643633203,67.77069527669511,Open,Open,Open,Closed,Closed
705,23.501531942633637,64.73422273821681,Open,Open,Open,Closed,Closed
706,23.534867448935245,66.86141646732892,Open,Open,Open,Closed,Closed
707,23.568202955236853,64.28884513663209,Open,Open,Open,Closed,Closed
708,23.60153846153846,64.6961401533722,Open,Open,Open,Closed,Closed
709,23.63487396784007,61.900631318077046,Open,Open,Closed,Closed,Closed
710,23.668209474141676,67.69957645766335,Open,Open,Open,Closed,Closed
711,23.701544980443284,65.76519679082554,Open,Open,Open,Closed,Closed
712,23.734880486744892,66.32470474607688,Open,Open,Open,Closed,Closed
713,23.7682159930465,63.78779219961537,Open,Open,Open,Closed,Closed
714,23.801551499348108,62.71623249366701,Open,Open,Open,Closed,Closed
715,23.834887005649716,66.74076619433414,Open,Open,Open,Closed,Closed
716,23.868222511951323,65.27347224536186,Open,Open,Open,Closed,Closed
717,23.90155801825293,64.77587953393395,Open,Open,Open,Closed,Closed
718,23.93489352455454,64.71267564940698,Open,Open,Open,Closed,Closed
719,23.968229030856147,66.25663491095818,Open,Open,Open,Closed,Closed
720,24.001564537157755,63.25753254412302,Open,Open,Open,Closed,Closed
721,24.034900043459366,62.791352883191664,Open,Open,Open,Closed,Closed
722,24.068235549760978,60.10765737450535,Open,Open,Closed,Closed,Closed
723,24.101571056062586,64.13784265883514,Open,Open,Open,Closed,Closed
724,24.13490656236419,73.18373574748678,Open,Open,Open,Open,Closed
725,24.1682420686658,71.51108980930945,Open,Open,Open,Open,Closed
726,24.20157757496741,64.6239236493748,Open,Open,Open,Closed,Closed
727,24.234913081269013,65.74738549287267,Open,Open,Open,Closed,Closed
728,24.26824858757062,64.69465482439955,Open,Open,Open,Closed,Closed
729,24.30158409387223,61.11861886206263,Open,Open,Closed,Closed,Closed
730,24.334919600173837,60.1483281468942,Open,Open,Closed,Closed,Closed
731,24.368255106475445,62.57362727647228,Open,Open,Closed,Closed,Closed
732,24.401590612777053,66.2689639556325,Open,Open,Open,Closed,Closed
733,24.43492611907866,68.62418568093561,Open,Open,Open,Open,Closed
734,24.46826162538027,63.30567969961971,Open,Open,Open,Closed,Closed
735,24.501597131681876,62.33551064834563,Open,Open,Closed,Closed,Closed
736,24.534932637983484,63.365749586185544,Open,Open,Open,Closed,Closed
737,24.568268144285092,66.54087870784082,Open,Open,Open,Closed,Closed
738,24.6016036505867,64.24346377305271,Open,Open,Open,Closed,Closed
739,24.634939156888308,61.42364285072139,Open,Open,Closed,Closed,Closed
740,24.668274663189916,60.67643604026513,Open,Open,Closed,Closed,Closed
741,24.701610169491524,58.63952079706858,Open,Open,Closed,Closed,Closed
742,24.73494567579313,62.57583957027224,Open,Open,Closed,Closed,Closed
743,24.76828118209474,61.91382324778133,Open,Open,Closed,Closed,Closed
744,24.801616688396347,57.85715485828919,Open,Open,Closed,Closed,Closed
745,24.834952194697955,56.26985529212283,Open,Closed,Closed,Closed,Closed
746,24.868287700999563,60.5900844471623,Open,Open,Closed,Closed,Closed
747,24.90162320730117,59.82426908327553,Open,Open,Closed,Closed,Closed
748,24.934958713602786,63.309778977428,Open,Open,Open,Closed,Closed
749,24.96829421990439,61.25364506278697,Open,Open,Closed,Closed,Closed
750,25.001629726206,62.07322193610318,Open,Open,Closed,Closed,Closed
751,25.03496523250761,62.96395113710362,Open,Open,Open,Closed,Closed
752,25.068300738809217,63.492284640832665,Open,Open,Open,Closed,Closed
753,25.10163624511082,66.86748942049266,Open,Open,Open,Closed,Closed
754,25.13497175141243,65.87575579084961,Open,Open,Open,Closed,Closed
755,25.168307257714037,65.4769667035165,Open,Open,Open,Closed,Closed
756,25.201642764015645,66.5132372213966,Open,Open,Open,Closed,Closed
757,25.234978270317253,64.35698368468505,Open,Open,Open,Closed,Closed
758,25.26831377661886,63.61631166025594,Open,Open,Open,Closed,Closed
759,25.30164928292047,62.77009172705673,Open,Open,Open,Closed,Closed
760,25.334984789222077,59.05845947095643,Open,Open,Closed,Closed,Closed
761,25.368320295523684,54.88625817905424,Open,Closed,Closed,Closed,Closed
762,25.401655801825292,52.53812380470967,Open,Closed,Closed,Closed,Closed
763,25.4349913081269,52.51388704610112,Open,Closed,Closed,Closed,Closed
764,25.468326814428508,51.41322695635479,Open,Closed,Closed,Closed,Closed
765,25.501662320730116,49.65112793578932,Closed,Closed,Closed,Closed,Closed
766,25.534997827031724,50.50792157872418,Closed,Closed,Closed,Closed,Closed
767,25.56833333333333,50.3851393966563,Closed,Closed,Closed,Closed,Closed
768,25.60166883963494,54.39202075439477,Open,Closed,Closed,Closed,Closed
769,25.635004345936547,58.857276144087045,Open,Open,Closed,Closed,Closed
770,25.668339852238155,62.45206884639714,Open,Open,Closed,Closed,Closed
771,25.701675358539763,64.9658117660806,Open,Open,Open,Closed,Closed
772,25.73501086484137,71.07431250640849,Open,Open,Open,Open,Closed
773,25.76834637114298,67.38183279644949,Open,Open,Open,Closed,Closed
774,25.801681877444587,65.74153090281754,Open,Open,Open,Closed,Closed
775,25.8350173837462,63.800904450813015,Open,Open,Open,Closed,Closed
776,25.86835289004781,65.3609473923966,Open,Open,Open,Closed,Closed
