frame,timestamp,anchor_to_top_lip_bottom,thresh_1,thresh_2,thresh_3,thresh_4,thresh_5
765,25.501662320730116,60.10815282433573,Open,Closed,Closed,Closed,Closed
766,25.534997827031724,56.687474834271704,Closed,Closed,Closed,Closed,Closed
767,25.56833333333333,57.11252450419611,Closed,Closed,Closed,Closed,Closed
768,25.60166883963494,58.223350489348455,Open,Closed,Closed,Closed,Closed
769,25.635004345936547,62.37822834519491,Open,Open,Closed,Closed,Closed
770,25.668339852238155,64.6736790258386,Open,Open,Closed,Closed,Closed
771,25.701675358539763,65.45765255365379,Open,Open,Closed,Closed,Closed
772,25.73501086484137,72.25234715645146,Open,Open,Open,Open,Closed
773,25.76834637114298,67.92667041628923,Open,Open,Open,Closed,Closed
774,25.801681877444587,66.21017267050118,Open,Open,Open,Closed,Closed
775,25.8350173837462,64.48460685660595,Open,Open,Closed,Closed,Closed
776,25.86835289004781,66.68588351280869,Open,Open,Open,Closed,Closed
777,25.901688396349417,66.06499756509596,Open,Open,Closed,Closed,Closed
778,25.93502390265102,65.21155405348324,Open,Open,Closed,Closed,Closed
779,25.96835940895263,64.33100582878205,Open,Open,Closed,Closed,Closed
780,26.001694915254237,65.50812644971093,Open,Open,Closed,Closed,Closed
781,26.035030421555845,62.66343920665584,Open,Open,Closed,Closed,Closed
782,26.068365927857453,63.81510104700613,Open,Open,Closed,Closed,Closed
783,26.10170143415906,60.21899958037733,Open,Closed,Closed,Closed,Closed
784,26.13503694046067,59.16682547692526,Open,Closed,Closed,Closed,Closed
785,26.168372446762277,58.26049450176233,Open,Closed,Closed,Closed,Closed
786,26.201707953063885,56.6079069349836,Closed,Closed,Closed,Closed,Closed
787,26.235043459365492,58.30146844947266,Open,Closed,Closed,Closed,Closed
788,26.2683789656671,59.004153962003016,Open,Closed,Closed,Closed,Closed
789,26.301714471968708,64.02943106065416,Open,Open,Closed,Closed,Closed
790,26.335049978270316,63.801233259234074,Open,Open,Closed,Closed,Closed
791,26.368385484571924,68.93165516016568,Open,Open,Open,Closed,Closed
792,26.40172099087353,71.13185264934748,Open,Open,Open,Open,Closed
793,26.43505649717514,72.53892763474275,Open,Open,Open,Open,Closed
794,26.468392003476747,69.99193443462347,Open,Open,Open,Closed,Closed
795,26.501727509778355,67.36669371242664,Open,Open,Open,Closed,Closed
796,26.535063016079963,64.62825271057486,Open,Open,Closed,Closed,Closed
797,26.56839852238157,60.52624615116606,Open,Closed,Closed,Closed,Closed
798,26.60173402868318,62.69877971509217,Open,Open,Closed,Closed,Closed
799,26.635069534984787,63.79870501882502,Open,Open,Closed,Closed,Closed
800,26.668405041286395,60.64722179731918,Open,Closed,Closed,Closed,Closed
801,26.701740547588003,55.1426596803719,Closed,Closed,Closed,Closed,Closed
802,26.735076053889617,62.27518857505841,Open,Open,Closed,Closed,Closed
803,26.768411560191225,63.94172989861692,Open,Open,Closed,Closed,Closed
804,26.80174706649283,56.28117693460209,Closed,Closed,Closed,Closed,Closed
805,26.83508257279444,56.885839748619205,Closed,Closed,Closed,Closed,Closed
806,26.868418079096045,59.2602916254693,Open,Closed,Closed,Closed,Closed
807,26.901753585397653,64.70009076645438,Open,Open,Closed,Closed,Closed
808,26.93508909169926,69.63857380560374,Open,Open,Open,Closed,Closed
809,26.96842459800087,69.87283257913413,Open,Open,Open,Closed,Closed
810,27.001760104302477,70.21437760761773,Open,Open,Open,Closed,Closed
811,27.035095610604085,69.45642380253926,Open,Open,Open,Closed,Closed
812,27.068431116905693,72.65660861245061,Open,Open,Open,Open,Closed
813,27.1017666232073,72.24850541627137,Open,Open,Open,Open,Closed
814,27.13510212950891,70.57919374891189,Open,Open,Open,Open,Closed
815,27.168437635810516,67.86794408168643,Open,Open,Open,Closed,Closed
816,27.201773142112124,65.7144456660407,Open,Open,Closed,Closed,Closed
817,27.235108648413732,61.60241953082178,Open,Closed,Closed,Closed,Closed
818,27.26844415471534,57.89393006215309,Open,Closed,Closed,Closed,Closed
819,27.301779661016948,57.01421033133953,Closed,Closed,Closed,Closed,Closed
820,27.335115167318556,56.16958505933698,Closed,Closed,Closed,Closed,Closed
821,27.368450673620163,59.68896493046944,Open,Closed,Closed,Closed,Closed
822,27.40178617992177,57.72614753150694,Open,Closed,Closed,Closed,Closed
823,27.43512168622338,58.238470773002405,Open,Closed,Closed,Closed,Closed
824,27.468457192524987,64.43944267159459,Open,Open,Closed,Closed,Closed
825,27.501792698826595,69.89953357463932,Open,Open,Open,Closed,Closed
826,27.535128205128203,72.12359545093486,Open,Open,Open,Open,Closed
827,27.56846371142981,76.21124865607317,Open,Open,Open,Open,Open
828,27.60179921773142,73.9850437293407,Open,Open,Open,Open,Closed
829,27.635134724033023,70.45086376044276,Open,Open,Open,Closed,Closed
830,27.66847023033464,70.57299494980467,Open,Open,Open,Open,Closed
831,27.70180573663625,69.13010069903886,Open,Open,Open,Closed,Closed
832,27.735141242937853,66.91394873516347,Open,Open,Open,Closed,Closed
833,27.76847674923946,64.37348713333543,Open,Open,Closed,Closed,Closed
834,27.80181225554107,60.185971766896685,Open,Closed,Closed,Closed,Closed
835,27.835147761842677,58.462284764015536,Open,Closed,Closed,Closed,Closed
836,27.868483268144285,57.57209587047764,Open,Closed,Closed,Closed,Closed
837,27.901818774445893,58.83883500070566,Open,Closed,Closed,Closed,Closed
838,27.9351542807475,57.180096673536994,Closed,Closed,Closed,Closed,Closed
839,27.96848978704911,57.960242674115825,Open,Closed,Closed,Closed,Closed
840,28.001825293350716,58.89181436389771,Open,Closed,Closed,Closed,Closed
841,28.035160799652324,58.5399056669645,Open,Closed,Closed,Closed,Closed
842,28.068496305953932,59.33126608486735,Open,Closed,Closed,Closed,Closed
843,28.10183181225554,64.70595857329671,Open,Open,Closed,Closed,Closed
844,28.135167318557148,71.27128958153656,Open,Open,Open,Open,Closed
845,28.168502824858756,70.39298268304061,Open,Open,Open,Closed,Closed
846,28.201838331160364,70.47765585651277,Open,Open,Open,Closed,Closed
847,28.23517383746197,71.25897251004122,Open,Open,Open,Open,Closed
848,28.26850934376358,67.713673912661,Open,Open,Open,Closed,Closed
849,28.301844850065187,68.82091952673164,Open,Open,Open,Closed,Closed
850,28.335180356366795,67.81912781715178,Open,Open,Open,Closed,Closed
851,28.368515862668403,67.58087450144146,Open,Open,Open,Closed,Closed
852,28.40185136897001,64.78289637202931,Open,Open,Closed,Closed,Closed
853,28.43518687527162,65.29062397887346,Open,Open,Closed,Closed,Closed
854,28.468522381573223,62.977391721566896,Open,Open,Closed,Closed,Closed
855,28.50185788787483,61.057859607890094,Open,Closed,Closed,Closed,Closed
856,28.53519339417644,65.98415300791801,Open,Open,Closed,Closed,Closed
857,28.568528900478057,65.71747654548128,Open,Open,Closed,Closed,Closed
858,28.60186440677966,62.85692286089924,Open,Open,Closed,Closed,Closed
859,28.63519991308127,65.41810242443174,Open,Open,Closed,Closed,Closed
860,28.668535419382877,64.40731832647876,Open,Open,Closed,Closed,Closed
861,28.701870925684485,65.97067716708287,Open,Open,Closed,Closed,Closed
862,28.735206431986093,63.17921228897488,Open,Open,Closed,Closed,Closed
863,28.7685419382877,63.62002605521644,Open,Open,Closed,Closed,Closed
864,28.80187744458931,64.49997790036295,Open,Open,Closed,Closed,Closed
865,28.835212950890917,61.476488846744786,Open,Closed,Closed,Closed,Closed
866,28.868548457192524,63.74863459648327,Open,Open,Closed,Closed,Closed
867,28.901883963494132,61.28169006280923,Open,Closed,Closed,Closed,Closed
868,28.93521946979574,54.217631650105304,Closed,Closed,Closed,Closed,Closed
869,28.968554976097348,61.087568385429314,Open,Closed,Closed,Closed,Closed
870,29.001890482398956,57.670023872868754,Open,Closed,Closed,Closed,Closed
871,29.035225988700564,58.49117087277292,Open,Closed,Closed,Closed,Closed
872,29.06856149500217,56.280904329638346,Closed,Closed,Closed,Closed,Closed
873,29.10189700130378,61.1767406563818,Open,Closed,Closed,Closed,Closed
874,29.135232507605387,65.6712363411956,Open,Open,Closed,Closed,Closed
875,29.168568013906995,70.61581325184515,Open,Open,Open,Open,Closed
876,29.201903520208603,71.25613323501462,Open,Open,Open,Open,Closed
877,29.23523902651021,70.71457645102282,Open,Open,Open,Open,Closed
878,29.26857453281182,69.57036126479471,Open,Open,Open,Closed,Closed
879,29.301910039113427,70.80255506921866,Open,Open,Open,Open,Closed
880,29.33524554541503,68.43523241436891,Open,Open,Open,Closed,Closed
881,29.36858105171664,68.13665042010217,Open,Open,Open,Closed,Closed
882,29.40191655801825,64.10241371705263,Open,Open,Closed,Closed,Closed
883,29.435252064319855,66.97811566101117,Open,Open,Open,Closed,Closed
884,29.46858757062147,61.06202681967786,Open,Closed,Closed,Closed,Closed
885,29.501923076923077,62.67316862557526,Open,Open,Closed,Closed,Closed
886,29.535258583224685,60.12306000054116,Open,Closed,Closed,Closed,Closed
887,29.568594089526293,57.85140215484056,Open,Closed,Closed,Closed,Closed
888,29.6019295958279,61.07738057728311,Open,Closed,Closed,Closed,Closed
889,29.63526510212951,57.88035430336592,Open,Closed,Closed,Closed,Closed
890,29.668600608431117,58.13902948174881,Open,Closed,Closed,Closed,Closed
891,29.701936114732725,60.91031171277004,Open,Closed,Closed,Closed,Closed
892,29.735271621034332,67.9595299645379,Open,Open,Open,Closed,Closed
893,29.76860712733594,66.21550978621471,Open,Open,Open,Closed,Closed
894,29.801942633637548,66.27165387030593,Open,Open,Open,Closed,Closed
895,29.835278139939156,69.65706912472194,Open,Open,Open,Closed,Closed
896,29.868613646240764,66.02914147331393,Open,Open,Closed,Closed,Closed
897,29.90194915254237,63.17232318532665,Open,Open,Closed,Closed,Closed
898,29.93528465884398,68.6882654442237,Open,Open,Open,Closed,Closed
899,29.968620165145587,66.8735774749752,Open,Open,Open,Closed,Closed
900,30.001955671447195,64.93458659470242,Open,Open,Closed,Closed,Closed
901,30.035291177748803,64.52437800886662,Open,Open,Closed,Closed,Closed
902,30.06862668405041,63.23725962138119,Open,Open,Closed,Closed,Closed
903,30.10196219035202,60.712287557940385,Open,Closed,Closed,Closed,Closed
904,30.135297696653627,60.20774233762517,Open,Closed,Closed,Closed,Closed
905,30.168633202955235,60.51520394308299,Open,Closed,Closed,Closed,Closed
906,30.201968709256843,59.38179901047755,Open,Closed,Closed,Closed,Closed
907,30.23530421555845,58.977666696525745,Open,Closed,Closed,Closed,Closed
908,30.26863972186006,58.48736192071785,Open,Closed,Closed,Closed,Closed
909,30.301975228161663,58.16071914776323,Open,Closed,Closed,Closed,Closed
910,30.33531073446327,57.14031023996647,Closed,Closed,Closed,Closed,Closed
911,30.368646240764885,62.211077757694014,Open,Open,Closed,Closed,Closed
912,30.401981747066493,67.99329910866668,Open,Open,Open,Closed,Closed
913,30.4353172533681,65.32040564350325,Open,Open,Closed,Closed,Closed
914,30.46865275966971,66.53948788999712,Open,Open,Open,Closed,Closed
915,30.501988265971317,67.63280752995841,Open,Open,Open,Closed,Closed
916,30.535323772272925,63.22006921830805,Open,Open,Closed,Closed,Closed
917,30.568659278574533,68.18905426416131,Open,Open,Open,Closed,Closed
918,30.60199478487614,63.523897465993514,Open,Open,Closed,Closed,Closed
919,30.63533029117775,66.95108619637253,Open,Open,Open,Closed,Closed
920,30.668665797479356,61.92263515522876,Open,Open,Closed,Closed,Closed
921,30.702001303780964,63.44877704083649,Open,Open,Closed,Closed,Closed
922,30.735336810082572,60.26059805289506,Open,Closed,Closed,Closed,Closed
923,30.76867231638418,60.45590300995752,Open,Closed,Closed,Closed,Closed
924,30.802007822685788,61.76475370120064,Open,Open,Closed,Closed,Closed
925,30.835343328987395,59.840943008932854,Open,Closed,Closed,Closed,Closed
926,30.868678835289003,61.512634658778424,Open,Closed,Closed,Closed,Closed
927,30.90201434159061,59.04163456597992,Open,Closed,Closed,Closed,Closed
928,30.93534984789222,60.39288039845416,Open,Closed,Closed,Closed,Closed
929,30.968685354193827,59.14413793208641,Open,Closed,Closed,Closed,Closed
930,31.002020860495435,64.45018945131503,Open,Open,Closed,Closed,Closed
931,31.035356366797043,65.49410549160508,Open,Open,Closed,Closed,Closed
932,31.06869187309865,68.30420713094588,Open,Open,Open,Closed,Closed
933,31.10202737940026,71.31965398005838,Open,Open,Open,Open,Closed
934,31.135362885701863,71.64687345471,Open,Open,Open,Open,Closed
935,31.16869839200347,73.35419871829612,Open,Open,Open,Open,Closed
936,31.20203389830508,67.06223560325826,Open,Open,Open,Closed,Closed
937,31.23536940460669,68.71091166492815,Open,Open,Open,Closed,Closed
938,31.2687049109083,68.15809253162908,Open,Open,Open,Closed,Closed
939,31.30204041720991,67.47326783609694,Open,Open,Open,Closed,Closed
940,31.335375923511517,66.11498162102909,Open,Open,Closed,Closed,Closed
941,31.368711429813125,62.370305335372194,Open,Open,Closed,Closed,Closed
942,31.402046936114733,61.53758875784182,Open,Closed,Closed,Closed,Closed
943,31.43538244241634,62.102267535866105,Open,Open,Closed,Closed,Closed
944,31.46871794871795,61.36728506375856,Open,Closed,Closed,Closed,Closed
945,31.502053455019556,60.00555581613717,Open,Closed,Closed,Closed,Closed
946,31.535388961321164,57.711459819271695,Open,Closed,Closed,Closed,Closed
947,31.568724467622772,60.57394427254986,Open,Closed,Closed,Closed,Closed
948,31.60205997392438,59.963435519233215,Open,Closed,Closed,Closed,Closed
949,31.635395480225988,61.34626288988777,Open,Closed,Closed,Closed,Closed
950,31.668730986527596,60.79319012426389,Open,Closed,Closed,Closed,Closed
951,31.702066492829204,64.66556194522342,Open,Open,Closed,Closed,Closed
952,31.73540199913081,70.68491615308236,Open,Open,Open,Open,Closed
953,31.76873750543242,71.52846863645094,Open,Open,Open,Open,Closed
954,31.802073011734027,75.98187929913334,Open,Open,Open,Open,Open
955,31.835408518035635,76.32969606502958,Open,Open,Open,Open,Open
956,31.868744024337243,71.4585663380804,Open,Open,Open,Open,Closed
957,31.90207953063885,67.87567297960013,Open,Open,Open,Closed,Closed
958,31.93541503694046,68.57348571619815,Open,Open,Open,Closed,Closed
959,31.968750543242063,66.84310662698313,Open,Open,Open,Closed,Closed
960,32.00208604954368,70.40452135300357,Open,Open,Open,Closed,Closed
961,32.03542155584528,74.3174675110448,Open,Open,Open,Open,Closed
962,32.068757062146894,66.60655390457143,Open,Open,Open,Closed,Closed
963,32.1020925684485,64.3026938858139,Open,Open,Closed,Closed,Closed
964,32.13542807475011,63.81236165932685,Open,Open,Closed,Closed,Closed
965,32.168763581051714,62.432649178664576,Open,Open,Closed,Closed,Closed
966,32.202099087353325,60.402816774328954,Open,Closed,Closed,Closed,Closed
967,32.23543459365493,57.21341388090751,Closed,Closed,Closed,Closed,Closed
968,32.26877009995654,57.887758114508344,Open,Closed,Closed,Closed,Closed
969,32.302105606258145,60.717468286692906,Open,Closed,Closed,Closed,Closed
970,32.33544111255976,65.96411158070015,Open,Open,Closed,Closed,Closed
971,32.36877661886136,72.85191104938886,Open,Open,Open,Open,Closed
972,32.40211212516297,74.30022458838147,Open,Open,Open,Open,Closed
973,32.43544763146458,76.51623909042044,Open,Open,Open,Open,Open
974,32.46878313776619,74.35892713989873,Open,Open,Open,Open,Closed
975,32.50211864406779,72.05525003237058,Open,Open,Open,Open,Closed
976,32.535454150369404,68.94744901773615,Open,Open,Open,Closed,Closed
977,32.56878965667101,63.02013823175476,Open,Open,Closed,Closed,Closed
978,32.60212516297262,61.60171954534523,Open,Closed,Closed,Closed,Closed
979,32.63546066927423,62.681316294576234,Open,Open,Closed,Closed,Closed
980,32.668796175575835,59.3645247191067,Open,Closed,Closed,Closed,Closed
981,32.70213168187745,60.315753368635626,Open,Closed,Closed,Closed,Closed
982,32.73546718817905,60.70084926555254,Open,Closed,Closed,Closed,Closed
983,32.76880269448066,60.016271773179554,Open,Closed,Closed,Closed,Closed
984,32.80213820078227,60.725413581021655,Open,Closed,Closed,Closed,Closed
985,32.83547370708388,59.61617322157,Open,Closed,Closed,Closed,Closed
986,32.86880921338548,59.30707769335735,Open,Closed,Closed,Closed,Closed
987,32.902144719687094,55.809319094166824,Closed,Closed,Closed,Closed,Closed
988,32.9354802259887,57.324729434773914,Closed,Closed,Closed,Closed,Closed
989,32.96881573229031,59.35429315781909,Open,Closed,Closed,Closed,Closed
990,33.002151238591914,55.05995943749115,Closed,Closed,Closed,Closed,Closed
991,33.035486744893525,56.57949999261403,Closed,Closed,Closed,Closed,Closed
992,33.06882225119513,57.01239938876327,Closed,Closed,Closed,Closed,Closed
993,33.10215775749674,62.579553042714906,Open,Open,Closed,Closed,Closed
994,33.135493263798345,59.89532817741086,Open,Closed,Closed,Closed,Closed
995,33.16882877009996,67.31389163494165,Open,Open,Open,Closed,Closed
996,33.20216427640156,68.17895295390593,Open,Open,Open,Closed,Closed
997,33.23549978270317,73.15963505128818,Open,Open,Open,Open,Closed
998,33.26883528900478,73.49718880285059,Open,Open,Open,Open,Closed
999,33.30217079530639,72.55764119219941,Open,Open,Open,Open,Closed
1000,33.33550630160799,67.98971029392233,Open,Open,Open,Closed,Closed
1001,33.368841807909604,67.90528090051829,Open,Open,Open,Closed,Closed
1002,33.40217731421121,66.37228082949144,Open,Open,Open,Closed,Closed
1003,33.43551282051282,62.59617349494002,Open,Open,Closed,Closed,Closed
1004,33.468848326814424,61.97703914686707,Open,Open,Closed,Closed,Closed
1005,33.502183833116035,59.66484720299759,Open,Closed,Closed,Closed,Closed
1006,33.53551933941765,58.459940233646456,Open,Closed,Closed,Closed,Closed
1007,33.56885484571925,59.762663977589405,Open,Closed,Closed,Closed,Closed
1008,33.60219035202086,59.29867297577543,Open,Closed,Closed,Closed,Closed
1009,33.63552585832247,61.045310837818526,Open,Closed,Closed,Closed,Closed
1010,33.66886136462408,59.05609960248664,Open,Closed,Closed,Closed,Closed
1011,33.70219687092568,60.23881699688683,Open,Closed,Closed,Closed,Closed
1012,33.735532377227294,56.29626643391397,Closed,Closed,Closed,Closed,Closed
1013,33.7688678835289,66.8226365335309,Open,Open,Open,Closed,Closed
1014,33.80220338983051,62.32115753123635,Open,Open,Closed,Closed,Closed
1015,33.835538896132114,64.73719479495239,Open,Open,Closed,Closed,Closed
1016,33.868874402433725,67.56953946717178,Open,Open,Open,Closed,Closed
1017,33.90220990873533,72.13292594801062,Open,Open,Open,Open,Closed
1018,33.93554541503694,74.22798088397862,Open,Open,Open,Open,Closed
1019,33.968880921338545,73.1877151169901,Open,Open,Open,Open,Closed
1020,34.00221642764016,70.33431435360347,Open,Open,Open,Closed,Closed
1021,34.03555193394176,69.6116886650874,Open,Open,Open,Closed,Closed
1022,34.06888744024337,69.2938281279468,Open,Open,Open,Closed,Closed
1023,34.10222294654498,66.94130289505472,Open,Open,Open,Closed,Closed
1024,34.13555845284659,65.96801781223853,Open,Open,Closed,Closed,Closed
1025,34.16889395914819,65.2884357139085,Open,Open,Closed,Closed,Closed
1026,34.202229465449804,61.60241953082178,Open,Closed,Closed,Closed,Closed
1027,34.23556497175141,61.05242737683725,Open,Closed,Closed,Closed,Closed
1028,34.26890047805302,58.280906471551646,Open,Closed,Closed,Closed,Closed
1029,34.302235984354624,59.86565761713567,Open,Closed,Closed,Closed,Closed
1030,34.335571490656235,61.14712237797476,Open,Closed,Closed,Closed,Closed
1031,34.36890699695784,56.789958635129935,Closed,Closed,Closed,Closed,Closed
1032,34.40224250325945,59.427291626223834,Open,Closed,Closed,Closed,Closed
1033,34.43557800956106,60.48660393831306,Open,Closed,Closed,Closed,Closed
1034,34.46891351586267,56.9102173432252,Closed,Closed,Closed,Closed,Closed
1035,34.50224902216428,59.04450801707803,Open,Closed,Closed,Closed,Closed
1036,34.53558452846588,60.44858645817577,Open,Closed,Closed,Closed,Closed
1037,34.568920034767494,62.63569271444915,Open,Open,Closed,Closed,Closed
1038,34.6022555410691,68.11486461831208,Open,Open,Open,Closed,Closed
1039,34.63559104737071,71.53728604716547,Open,Open,Open,Open,Closed
1040,34.668926553672314,72.05760793018973,Open,Open,Open,Open,Closed
1041,34.702262059973926,69.28124631373835,Open,Open,Open,Closed,Closed
1042,34.73559756627553,70.53537136239561,Open,Open,Open,Open,Closed
1043,34.76893307257714,71.02843959342655,Open,Open,Open,Open,Closed
1044,34.802268578878746,69.55159600887696,Open,Open,Open,Closed,Closed
1045,34.83560408518036,69.58780870109601,Open,Open,Open,Closed,Closed
1046,34.86893959148196,67.00871065429808,Open,Open,Open,Closed,Closed
1047,34.90227509778357,69.19933677061354,Open,Open,Open,Closed,Closed
1048,34.93561060408518,68.04834939252005,Open,Open,Open,Closed,Closed
1049,34.96894611038679,65.76489541940143,Open,Open,Closed,Closed,Closed
1050,35.00228161668839,69.70074930674751,Open,Open,Open,Closed,Closed
1051,35.035617122990004,66.63968430074459,Open,Open,Open,Closed,Closed
1052,35.06895262929161,65.02566794801564,Open,Open,Closed,Closed,Closed
1053,35.10228813559322,63.1317994312171,Open,Open,Closed,Closed,Closed
1054,35.135623641894824,64.46130316658198,Open,Open,Closed,Closed,Closed
1055,35.168959148196436,65.708493624706,Open,Open,Closed,Closed,Closed
1056,35.20229465449804,66.32718981074896,Open,Open,Open,Closed,Closed
1057,35.23563016079965,67.42320306584323,Open,Open,Open,Closed,Closed
1058,35.268965667101256,67.84989686678013,Open,Open,Open,Closed,Closed
1059,35.30230117340287,68.84568125640257,Open,Open,Open,Closed,Closed
1060,35.33563667970447,68.33765718876334,Open,Open,Open,Closed,Closed
1061,35.36897218600608,69.4582650996891,Open,Open,Open,Closed,Closed
1062,35.402307692307694,64.70757402021812,Open,Open,Closed,Closed,Closed
1063,35.4356431986093,62.717231554419314,Open,Open,Closed,Closed,Closed
1064,35.46897870491091,64.51134829432968,Open,Open,Closed,Closed,Closed
1065,35.502314211212514,59.86077812284309,Open,Closed,Closed,Closed,Closed
1066,35.535649717514126,60.71183449348369,Open,Closed,Closed,Closed,Closed
1067,35.56898522381573,58.09998592629067,Open,Closed,Closed,Closed,Closed
1068,35.60232073011734,59.43338155708136,Open,Closed,Closed,Closed,Closed
1069,35.635656236418946,53.65090804152963,Closed,Closed,Closed,Closed,Closed
1070,35.66899174272056,56.43570520563399,Closed,Closed,Closed,Closed,Closed
1071,35.70232724902216,58.82595794184184,Open,Closed,Closed,Closed,Closed
1072,35.73566275532377,60.36147094280202,Open,Closed,Closed,Closed,Closed
1073,35.76899826162538,62.804597166202605,Open,Open,Closed,Closed,Closed
1074,35.80233376792699,65.419082914725,Open,Open,Closed,Closed,Closed
1075,35.83566927422859,70.09354472502648,Open,Open,Open,Closed,Closed
1076,35.869004780530204,71.85905963746455,Open,Open,Open,Open,Closed
1077,35.90234028683181,71.18493225902535,Open,Open,Open,Open,Closed
1078,35.93567579313342,71.26877797607074,Open,Open,Open,Open,Closed
1079,35.969011299435024,67.35035051297811,Open,Open,Open,Closed,Closed
1080,36.002346805736636,68.55507097284843,Open,Open,Open,Closed,Closed
1081,36.03568231203824,66.77285155757384,Open,Open,Open,Closed,Closed
1082,36.06901781833985,65.01448971084463,Open,Open,Closed,Closed,Closed
1083,36.102353324641456,66.6496298361966,Open,Open,Open,Closed,Closed
1084,36.13568883094307,63.53882114812303,Open,Open,Closed,Closed,Closed
1085,36.16902433724467,60.48544668874225,Open,Closed,Closed,Closed,Closed
1086,36.20235984354628,59.43523557547495,Open,Closed,Closed,Closed,Closed
1087,36.23569534984789,60.37358055831649,Open,Closed,Closed,Closed,Closed
1088,36.2690308561495,60.04144023316981,Open,Closed,Closed,Closed,Closed
1089,36.30236636245111,58.13305440313643,Open,Closed,Closed,Closed,Closed
1090,36.335701868752714,61.58848832160865,Open,Closed,Closed,Closed,Closed
1091,36.369037375054326,57.44724316999136,Open,Closed,Closed,Closed,Closed
1092,36.40237288135593,55.74162436820883,Closed,Closed,Closed,Closed,Closed
1093,36.43570838765754,57.38202436681223,Open,Closed,Closed,Closed,Closed
1094,36.469043893959146,64.88492907376859,Open,Open,Closed,Closed,Closed
1095,36.50237940026076,69.744154333941,Open,Open,Open,Closed,Closed
1096,36.53571490656236,73.72438708348253,Open,Open,Open,Open,Closed
1097,36.56905041286397,75.84562855435942,Open,Open,Open,Open,Open
1098,36.60238591916558,73.41688348570386,Open,Open,Open,Open,Closed
1099,36.63572142546719,72.95306306259315,Open,Open,Open,Open,Closed
1100,36.66905693176879,72.50911135773609,Open,Open,Open,Open,Closed
1101,36.702392438070405,70.02017108962616,Open,Open,Open,Closed,Closed
1102,36.73572794437201,69.5244907730866,Open,Open,Open,Closed,Closed
1103,36.76906345067362,70.12788375995777,Open,Open,Open,Closed,Closed
1104,36.802398956975225,68.06902812644756,Open,Open,Open,Closed,Closed
1105,36.83573446327683,68.9173121550361,Open,Open,Open,Closed,Closed
1106,36.86906996957844,63.97485969221863,Open,Open,Closed,Closed,Closed
1107,36.90240547588005,61.98642437808347,Open,Open,Closed,Closed,Closed
1108,36.935740982181656,64.58168570625344,Open,Open,Closed,Closed,Closed
1109,36.96907648848327,60.04952828758189,Open,Closed,Closed,Closed,Closed
1110,37.00241199478487,60.525805674962655,Open,Closed,Closed,Closed,Closed
1111,37.03574750108648,56.06193634331386,Closed,Closed,Closed,Closed,Closed
1112,37.06908300738809,57.23924960798574,Closed,Closed,Closed,Closed,Closed
1113,37.1024185136897,56.43527259246058,Closed,Closed,Closed,Closed,Closed
1114,37.1357540199913,57.02721586689139,Closed,Closed,Closed,Closed,Closed
1115,37.169089526292915,60.23535649671733,Open,Closed,Closed,Closed,Closed
1116,37.202425032594526,62.58156642066104,Open,Open,Closed,Closed,Closed
1117,37.23576053889613,67.79899485417711,Open,Open,Open,Closed,Closed
1118,37.26909604519774,70.85144078681466,Open,Open,Open,Open,Closed
1119,37.302431551499346,72.4085069995933,Open,Open,Open,Open,Closed
1120,37.33576705780096,70.82899272608876,Open,Open,Open,Open,Closed
1121,37.36910256410256,68.38087027870752,Open,Open,Open,Closed,Closed
1122,37.40243807040417,69.33505330011569,Open,Open,Open,Closed,Closed
1123,37.43577357670578,71.66630214077371,Open,Open,Open,Open,Closed
1124,37.46910908300739,67.90406143310312,Open,Open,Open,Closed,Closed
1125,37.50244458930899,70.47544031535497,Open,Open,Open,Closed,Closed
1126,37.535780095610605,69.17745511462206,Open,Open,Open,Closed,Closed
1127,37.56911560191221,65.71752555868937,Open,Open,Closed,Closed,Closed
1128,37.60245110821382,67.5333812854557,Open,Open,Open,Closed,Closed
1129,37.635786614515425,65.65440216575696,Open,Open,Closed,Closed,Closed
1130,37.66912212081704,64.37971919226769,Open,Open,Closed,Closed,Closed
1131,37.70245762711864,59.8448651434836,Open,Closed,Closed,Closed,Closed
1132,37.73579313342025,60.9876032512291,Open,Closed,Closed,Closed,Closed
1133,37.769128639721856,61.27606176625397,Open,Closed,Closed,Closed,Closed
1134,37.80246414602347,60.08161568857458,Open,Closed,Closed,Closed,Closed
1135,37.83579965232507,56.9218776171249,Closed,Closed,Closed,Closed,Closed
1136,37.86913515862668,58.27371433338415,Open,Closed,Closed,Closed,Closed
1137,37.90247066492829,60.47376906405123,Open,Closed,Closed,Closed,Closed
1138,37.9358061712299,58.994639159447175,Open,Closed,Closed,Closed,Closed
1139,37.9691416775315,60.91611918740253,Open,Closed,Closed,Closed,Closed
1140,38.002477183833115,60.86588788048075,Open,Closed,Closed,Closed,Closed
1141,38.03581269013472,67.19395640685487,Open,Open,Open,Closed,Closed
1142,38.06914819643633,69.71981917446965,Open,Open,Open,Closed,Closed
1143,38.10248370273794,71.96094212068539,Open,Open,Open,Open,Closed
1144,38.135819209039546,73.37561997622362,Open,Open,Open,Open,Closed
1145,38.16915471534116,72.26437935883366,Open,Open,Open,Open,Closed
1146,38.20249022164276,74.1584177658342,Open,Open,Open,Open,Closed
1147,38.23582572794437,72.89630039498603,Open,Open,Open,Open,Closed
1148,38.26916123424598,69.59309163776757,Open,Open,Open,Closed,Closed
