frame,timestamp,anchor_to_top_lip_bottom,thresh_1,thresh_2,thresh_3,thresh_4,thresh_5
374,12.467479356801393,72.54316621769996,Open,Open,Open,Open,Closed
375,12.500814863103,72.0605427013398,Open,Open,Open,Open,Closed
376,12.534150369404609,64.86729525157158,Open,Open,Closed,Closed,Closed
377,12.567485875706216,68.8748726878809,Open,Open,Open,Closed,Closed
378,12.600821382007824,66.49670815428118,Open,Open,Open,Closed,Closed
379,12.63415688830943,69.71743441255441,Open,Open,Open,Closed,Closed
380,12.667492394611038,68.53252939535669,Open,Open,Open,Closed,Closed
381,12.700827900912646,68.78794846998005,Open,Open,Open,Closed,Closed
382,12.734163407214254,67.3586408128738,Open,Open,Open,Closed,Closed
383,12.767498913515862,63.64536787695286,Open,Open,Closed,Closed,Closed
384,12.80083441981747,61.41627543907644,Open,Closed,Closed,Closed,Closed
385,12.834169926119078,60.998558493732915,Open,Closed,Closed,Closed,Closed
386,12.867505432420684,58.251290409990936,Open,Closed,Closed,Closed,Closed
387,12.900840938722292,57.08073490485051,Closed,Closed,Closed,Closed,Closed
388,12.934176445023905,54.97531913374384,Closed,Closed,Closed,Closed,Closed
389,12.96751195132551,58.97575735504675,Open,Closed,Closed,Closed,Closed
390,13.00084745762712,54.16640707056724,Closed,Closed,Closed,Closed,Closed
391,13.034182963928728,58.70818017103206,Open,Closed,Closed,Closed,Closed
392,13.067518470230334,57.6966204559508,Open,Closed,Closed,Closed,Closed
393,13.100853976531942,62.5454710677258,Open,Open,Closed,Closed,Closed
394,13.13418948283355,64.01205932926003,Open,Open,Closed,Closed,Closed
395,13.167524989135158,67.98906140856568,Open,Open,Open,Closed,Closed
396,13.200860495436766,70.48843129945043,Open,Open,Open,Closed,Closed
397,13.234196001738374,69.15685220281549,Open,Open,Open,Closed,Closed
398,13.267531508039982,70.64386768102678,Open,Open,Open,Open,Closed
399,13.30086701434159,70.0785534240508,Open,Open,Open,Closed,Closed
400,13.334202520643196,68.33583161108913,Open,Open,Open,Closed,Closed
401,13.367538026944809,65.87525042596712,Open,Open,Closed,Closed,Closed
402,13.400873533246417,68.2534583272683,Open,Open,Open,Closed,Closed
403,13.434209039548024,68.26812998948718,Open,Open,Open,Closed,Closed
404,13.46754454584963,66.60309019086651,Open,Open,Open,Closed,Closed
405,13.500880052151238,64.3043012257928,Open,Open,Closed,Closed,Closed
406,13.534215558452846,65.49281927068446,Open,Open,Closed,Closed,Closed
407,13.567551064754454,64.58880320620548,Open,Open,Closed,Closed,Closed
408,13.600886571056062,62.18672521367703,Open,Open,Closed,Closed,Closed
409,13.63422207735767,62.97543639673593,Open,Open,Closed,Closed,Closed
410,13.667557583659278,60.64143506785918,Open,Closed,Closed,Closed,Closed
411,13.700893089960886,64.10362641114904,Open,Open,Closed,Closed,Closed
412,13.734228596262492,64.36755949323043,Open,Open,Closed,Closed,Closed
413,13.7675641025641,64.43736252520543,Open,Open,Closed,Closed,Closed
414,13.80089960886571,60.25553644088973,Open,Closed,Closed,Closed,Closed
415,13.83423511516732,58.269449006884855,Open,Closed,Closed,Closed,Closed
416,13.867570621468928,57.88604337219143,Open,Closed,Closed,Closed,Closed
417,13.900906127770536,60.43788343511311,Open,Closed,Closed,Closed,Closed
418,13.934241634072142,64.47662595828669,Open,Open,Closed,Closed,Closed
419,13.96757714037375,66.64085547986116,Open,Open,Open,Closed,Closed
420,14.000912646675358,69.99476324679426,Open,Open,Open,Closed,Closed
421,14.034248152976966,69.09618963604979,Open,Open,Open,Closed,Closed
422,14.067583659278574,72.00412774344322,Open,Open,Open,Open,Closed
423,14.100919165580182,70.56862830909508,Open,Open,Open,Open,Closed
424,14.13425467188179,68.58646452933957,Open,Open,Open,Closed,Closed
425,14.167590178183396,71.41172242701805,Open,Open,Open,Open,Closed
426,14.200925684485004,69.54834939252005,Open,Open,Open,Closed,Closed
427,14.234261190786611,67.41727627734733,Open,Open,Open,Closed,Closed
428,14.26759669708822,65.02197374399283,Open,Open,Closed,Closed,Closed
429,14.30093220338983,65.500323164999,Open,Open,Closed,Closed,Closed
430,14.33426770969144,63.17921228897488,Open,Open,Closed,Closed,Closed
431,14.367603215993046,61.61023661675863,Open,Closed,Closed,Closed,Closed
432,14.400938722294654,62.401667490996275,Open,Open,Closed,Closed,Closed
433,14.434274228596262,58.824350879062266,Open,Closed,Closed,Closed,Closed
434,14.46760973489787,61.03069476668048,Open,Closed,Closed,Closed,Closed
435,14.500945241199478,58.3507699986753,Open,Closed,Closed,Closed,Closed
436,14.534280747501086,57.646982185005825,Open,Closed,Closed,Closed,Closed
437,14.567616253802694,58.035482623478345,Open,Closed,Closed,Closed,Closed
438,14.600951760104302,57.271816077640565,Closed,Closed,Closed,Closed,Closed
439,14.63428726640591,56.74854394431284,Closed,Closed,Closed,Closed,Closed
440,14.667622772707515,54.684497669067014,Closed,Closed,Closed,Closed,Closed
441,14.700958279009123,66.31645879352358,Open,Open,Open,Closed,Closed
442,14.734293785310737,66.2069486758673,Open,Open,Open,Closed,Closed
443,14.767629291612344,64.53295409712031,Open,Open,Closed,Closed,Closed
444,14.80096479791395,64.55792543303347,Open,Open,Closed,Closed,Closed
445,14.834300304215558,67.29651078665948,Open,Open,Open,Closed,Closed
446,14.867635810517166,67.01853946830016,Open,Open,Open,Closed,Closed
447,14.900971316818774,66.37215133626162,Open,Open,Open,Closed,Closed
448,14.934306823120382,62.130753816852895,Open,Open,Closed,Closed,Closed
449,14.96764232942199,62.58961458635936,Open,Open,Closed,Closed,Closed
450,15.000977835723598,59.785535828829794,Open,Closed,Closed,Closed,Closed
451,15.034313342025206,62.40063584024156,Open,Open,Closed,Closed,Closed
452,15.067648848326812,63.70024526753852,Open,Open,Closed,Closed,Closed
453,15.10098435462842,65.51616770810152,Open,Open,Closed,Closed,Closed
454,15.13431986093003,68.11139390214629,Open,Open,Open,Closed,Closed
455,15.167655367231635,67.8517284419473,Open,Open,Open,Closed,Closed
456,15.200990873533248,65.43527259246058,Open,Open,Closed,Closed,Closed
457,15.234326379834854,66.28901211638068,Open,Open,Open,Closed,Closed
458,15.267661886136462,65.40694026768803,Open,Open,Closed,Closed,Closed
459,15.30099739243807,60.86782779979778,Open,Closed,Closed,Closed,Closed
460,15.334332898739678,60.975879917293625,Open,Closed,Closed,Closed,Closed
461,15.367668405041286,57.6998168909263,Open,Closed,Closed,Closed,Closed
462,15.401003911342894,60.37014217221049,Open,Closed,Closed,Closed,Closed
463,15.434339417644502,58.69546228349272,Open,Closed,Closed,Closed,Closed
464,15.46767492394611,59.50649980466967,Open,Closed,Closed,Closed,Closed
465,15.501010430247716,59.76282949382717,Open,Closed,Closed,Closed,Closed
466,15.534345936549323,59.36506000097408,Open,Closed,Closed,Closed,Closed
467,15.567681442850931,54.663366011976166,Closed,Closed,Closed,Closed,Closed
468,15.60101694915254,60.07264591033393,Open,Closed,Closed,Closed,Closed
469,15.63435245545415,54.8679803631061,Closed,Closed,Closed,Closed,Closed
470,15.66768796175576,57.65821239625939,Open,Closed,Closed,Closed,Closed
471,15.701023468057366,60.1572155491232,Open,Closed,Closed,Closed,Closed
472,15.734358974358974,63.929644527979875,Open,Open,Closed,Closed,Closed
473,15.767694480660582,66.43575990431013,Open,Open,Open,Closed,Closed
474,15.80102998696219,68.81729830016917,Open,Open,Open,Closed,Closed
475,15.834365493263798,69.06668807646774,Open,Open,Open,Closed,Closed
476,15.867700999565406,69.21657452900432,Open,Open,Open,Closed,Closed
477,15.901036505867014,68.38567349216913,Open,Open,Open,Closed,Closed
478,15.93437201216862,66.71657579041597,Open,Open,Open,Closed,Closed
479,15.96770751847023,66.07958514531538,Open,Open,Closed,Closed,Closed
480,16.00104302477184,66.65868765678545,Open,Open,Open,Closed,Closed
481,16.034378531073447,64.88056791583132,Open,Open,Closed,Closed,Closed
482,16.067714037375055,61.21025354853852,Open,Closed,Closed,Closed,Closed
483,16.101049543676663,59.81949854233642,Open,Closed,Closed,Closed,Closed
484,16.13438504997827,59.67658170776288,Open,Closed,Closed,Closed,Closed
485,16.16772055627988,60.93530090909775,Open,Closed,Closed,Closed,Closed
486,16.201056062581486,60.17205917024953,Open,Closed,Closed,Closed,Closed
487,16.234391568883094,60.58669033844127,Open,Closed,Closed,Closed,Closed
488,16.267727075184702,61.11397551750861,Open,Closed,Closed,Closed,Closed
489,16.30106258148631,59.61435896078339,Open,Closed,Closed,Closed,Closed
490,16.334398087787918,58.35642282875138,Open,Closed,Closed,Closed,Closed
491,16.367733594089525,54.12167636182821,Closed,Closed,Closed,Closed,Closed
492,16.401069100391133,55.843164085263055,Closed,Closed,Closed,Closed,Closed
493,16.43440460669274,57.345035037645786,Closed,Closed,Closed,Closed,Closed
494,16.46774011299435,62.96626582505401,Open,Open,Closed,Closed,Closed
495,16.501075619295957,65.4809450132419,Open,Open,Closed,Closed,Closed
496,16.534411125597565,69.00508512142764,Open,Open,Open,Closed,Closed
497,16.567746631899173,72.16864307100602,Open,Open,Open,Open,Closed
498,16.60108213820078,71.25915208840708,Open,Open,Open,Open,Closed
499,16.63441764450239,73.16154797958464,Open,Open,Open,Open,Closed
500,16.667753150803996,71.01960485781603,Open,Open,Open,Open,Closed
501,16.701088657105604,69.61229234227136,Open,Open,Open,Closed,Closed
502,16.734424163407212,69.50630679497286,Open,Open,Open,Closed,Closed
503,16.767759669708823,68.63340982341539,Open,Open,Open,Closed,Closed
504,16.80109517601043,66.78330701580182,Open,Open,Open,Closed,Closed
505,16.83443068231204,66.02188831892349,Open,Open,Closed,Closed,Closed
506,16.867766188613647,64.25791185092973,Open,Open,Closed,Closed,Closed
507,16.901101694915255,62.307212403587016,Open,Open,Closed,Closed,Closed
508,16.934437201216863,61.51078076999326,Open,Closed,Closed,Closed,Closed
509,16.96777270751847,60.98473328321184,Open,Closed,Closed,Closed,Closed
510,17.00110821382008,60.62109017469888,Open,Closed,Closed,Closed,Closed
511,17.034443720121686,59.28891018002042,Open,Closed,Closed,Closed,Closed
512,17.067779226423294,60.23087450188532,Open,Closed,Closed,Closed,Closed
513,17.101114732724902,59.04636582939672,Open,Closed,Closed,Closed,Closed
514,17.13445023902651,60.47468435162355,Open,Closed,Closed,Closed,Closed
515,17.167785745328118,55.14532226849779,Closed,Closed,Closed,Closed,Closed
516,17.201121251629726,61.27598313271187,Open,Closed,Closed,Closed,Closed
517,17.234456757931333,59.64732339082243,Open,Closed,Closed,Closed,Closed
518,17.26779226423294,65.06587094387747,Open,Open,Closed,Closed,Closed
519,17.30112777053455,68.79641454882953,Open,Open,Open,Closed,Closed
520,17.334463276836157,71.45328080512667,Open,Open,Open,Open,Closed
521,17.367798783137765,70.35415266997646,Open,Open,Open,Closed,Closed
522,17.401134289439373,71.48245120044506,Open,Open,Open,Open,Closed
523,17.43446979574098,71.08009996818694,Open,Open,Open,Open,Closed
524,17.46780530204259,71.81511342380283,Open,Open,Open,Open,Closed
525,17.501140808344196,69.38531029935677,Open,Open,Open,Closed,Closed
526,17.534476314645804,69.6633324611148,Open,Open,Open,Closed,Closed
527,17.567811820947412,69.00318483276664,Open,Open,Open,Closed,Closed
528,17.60114732724902,66.65284496431835,Open,Open,Open,Closed,Closed
529,17.634482833550628,65.14031419889886,Open,Open,Closed,Closed,Closed
530,17.667818339852236,64.45451200977053,Open,Open,Closed,Closed,Closed
531,17.701153846153847,61.032706922442706,Open,Closed,Closed,Closed,Closed
532,17.734489352455455,57.39577153397599,Open,Closed,Closed,Closed,Closed
533,17.767824858757063,59.25430224946754,Open,Closed,Closed,Closed,Closed
534,17.80116036505867,58.90609173375199,Open,Closed,Closed,Closed,Closed
535,17.83449587136028,57.31557577797135,Closed,Closed,Closed,Closed,Closed
536,17.867831377661886,60.284787250991535,Open,Closed,Closed,Closed,Closed
537,17.901166883963494,56.28651450602724,Closed,Closed,Closed,Closed,Closed
538,17.934502390265102,56.40123548233298,Closed,Closed,Closed,Closed,Closed
539,17.96783789656671,57.08664911297907,Closed,Closed,Closed,Closed,Closed
540,18.001173402868318,56.45761823522294,Closed,Closed,Closed,Closed,Closed
541,18.03450890916993,59.1720250902128,Open,Closed,Closed,Closed,Closed
542,18.067844415471537,66.02925767412742,Open,Open,Closed,Closed,Closed
543,18.10117992177314,70.99500947905722,Open,Open,Open,Open,Closed
544,18.13451542807475,74.74034171433655,Open,Open,Open,Open,Closed
545,18.167850934376357,72.77361430324713,Open,Open,Open,Open,Closed
546,18.201186440677965,75.00052283869135,Open,Open,Open,Open,Open
547,18.234521946979573,72.12984063235827,Open,Open,Open,Open,Closed
548,18.26785745328118,71.35075773344589,Open,Open,Open,Open,Closed
549,18.30119295958279,69.54488566835155,Open,Open,Open,Closed,Closed
550,18.334528465884397,68.59355082400208,Open,Open,Open,Closed,Closed
551,18.367863972186004,68.99928031722439,Open,Open,Open,Closed,Closed
552,18.401199478487612,66.71937668389134,Open,Open,Open,Closed,Closed
553,18.43453498478922,66.11445436137558,Open,Open,Closed,Closed,Closed
554,18.467870491090828,65.86532845230299,Open,Open,Closed,Closed,Closed
555,18.501205997392436,65.8569212310139,Open,Open,Closed,Closed,Closed
556,18.534541503694044,63.32644847238009,Open,Open,Closed,Closed,Closed
557,18.56787700999565,60.59909747336239,Open,Closed,Closed,Closed,Closed
558,18.601212516297263,56.66488684138702,Closed,Closed,Closed,Closed,Closed
559,18.63454802259887,57.4600043349946,Open,Closed,Closed,Closed,Closed
560,18.66788352890048,56.86501329184505,Closed,Closed,Closed,Closed,Closed
561,18.701219035202087,59.12751043228284,Open,Closed,Closed,Closed,Closed
562,18.734554541503694,59.042518330989424,Open,Closed,Closed,Closed,Closed
563,18.767890047805302,56.08015304589466,Closed,Closed,Closed,Closed,Closed
564,18.80122555410691,57.267733189456045,Closed,Closed,Closed,Closed,Closed
565,18.83456106040852,60.46528113197378,Open,Closed,Closed,Closed,Closed
566,18.86789656671013,67.50437025250122,Open,Open,Open,Closed,Closed
567,18.901232073011737,72.02129124934328,Open,Open,Open,Open,Closed
568,18.93456757931334,73.08227728817053,Open,Open,Open,Open,Closed
569,18.96790308561495,73.86848754356302,Open,Open,Open,Open,Closed
570,19.001238591916557,74.11810679304381,Open,Open,Open,Open,Closed
571,19.034574098218165,73.30603135419919,Open,Open,Open,Open,Closed
572,19.067909604519773,71.12590730882408,Open,Open,Open,Open,Closed
573,19.10124511082138,71.43057745134118,Open,Open,Open,Open,Closed
574,19.13458061712299,68.58646452933957,Open,Open,Open,Closed,Closed
575,19.167916123424597,69.45859665373196,Open,Open,Open,Closed,Closed
576,19.201251629726205,69.2819166471686,Open,Open,Open,Closed,Closed
577,19.234587136027812,66.7188794735939,Open,Open,Open,Closed,Closed
578,19.26792264232942,65.22622250957966,Open,Open,Closed,Closed,Closed
579,19.301258148631028,65.64631398038723,Open,Open,Closed,Closed,Closed
580,19.334593654932636,63.25339420618774,Open,Open,Closed,Closed,Closed
581,19.367929161234244,59.50958173850296,Open,Closed,Closed,Closed,Closed
582,19.40126466753585,57.4751143076879,Open,Closed,Closed,Closed,Closed
583,19.43460017383746,56.68896578434416,Closed,Closed,Closed,Closed,Closed
584,19.467935680139068,66.71018502753107,Open,Open,Open,Closed,Closed
585,19.50127118644068,61.97013295912588,Open,Open,Closed,Closed,Closed
586,19.534606692742287,60.34262322532746,Open,Closed,Closed,Closed,Closed
587,19.567942199043895,65.51431501239969,Open,Open,Closed,Closed,Closed
588,19.601277705345503,63.35700601600702,Open,Open,Closed,Closed,Closed
589,19.63461321164711,68.35535405441138,Open,Open,Open,Closed,Closed
590,19.66794871794872,63.52502441492602,Open,Open,Closed,Closed,Closed
591,19.70128422425033,62.11207753785758,Open,Open,Closed,Closed,Closed
592,19.734619730551938,66.15328081235026,Open,Open,Open,Closed,Closed
593,19.767955236853545,65.76477665091866,Open,Open,Closed,Closed,Closed
594,19.80129074315515,67.91620656734406,Open,Open,Open,Closed,Closed
595,19.83462624945676,67.5090698181252,Open,Open,Open,Closed,Closed
596,19.867961755758365,63.79710823664654,Open,Open,Closed,Closed,Closed
597,19.901297262059973,66.30943833131427,Open,Open,Open,Closed,Closed
598,19.93463276836158,65.16787351865204,Open,Open,Closed,Closed,Closed
599,19.96796827466319,63.23894969593515,Open,Open,Closed,Closed,Closed
600,20.001303780964797,62.888904665574955,Open,Open,Closed,Closed,Closed
601,20.034639287266405,64.588270625155,Open,Open,Closed,Closed,Closed
602,20.067974793568013,67.8643792142112,Open,Open,Open,Closed,Closed
603,20.10131029986962,68.59509717076868,Open,Open,Open,Closed,Closed
604,20.13464580617123,67.80015723231568,Open,Open,Open,Closed,Closed
605,20.167981312472836,68.43846251044884,Open,Open,Open,Closed,Closed
606,20.201316818774444,65.12401227906709,Open,Open,Closed,Closed,Closed
607,20.234652325076052,65.47032405658275,Open,Open,Closed,Closed,Closed
608,20.26798783137766,65.00438562747846,Open,Open,Closed,Closed,Closed
609,20.301323337679268,69.6116886650874,Open,Open,Open,Closed,Closed
610,20.334658843980876,67.30438975410047,Open,Open,Open,Closed,Closed
611,20.367994350282483,69.06171806044554,Open,Open,Open,Closed,Closed
612,20.401329856584095,65.94169125492114,Open,Open,Closed,Closed,Closed
613,20.434665362885703,69.0941170815567,Open,Open,Open,Closed,Closed
614,20.46800086918731,69.38339817824796,Open,Open,Open,Closed,Closed
615,20.50133637548892,69.71298127227982,Open,Open,Open,Closed,Closed
616,20.534671881790526,67.42785728643571,Open,Open,Open,Closed,Closed
617,20.568007388092138,69.20340948237441,Open,Open,Open,Closed,Closed
618,20.601342894393746,66.89066649191369,Open,Open,Open,Closed,Closed
619,20.63467840069535,68.0942329524805,Open,Open,Open,Closed,Closed
620,20.66801390699696,70.8121037467655,Open,Open,Open,Open,Closed
621,20.70134941329857,70.31314205561912,Open,Open,Open,Closed,Closed
622,20.734684919600173,70.87348846187788,Open,Open,Open,Open,Closed
623,20.76802042590178,71.33127316267121,Open,Open,Open,Open,Closed
624,20.80135593220339,69.72335930446546,Open,Open,Open,Closed,Closed
625,20.834691438504997,69.03171662195923,Open,Open,Open,Closed,Closed
626,20.868026944806605,69.9590498662416,Open,Open,Open,Closed,Closed
627,20.901362451108213,69.64496678904669,Open,Open,Open,Closed,Closed
628,20.93469795740982,68.02225021370319,Open,Open,Open,Closed,Closed
629,20.96803346371143,68.6055453694035,Open,Open,Open,Closed,Closed
630,21.001368970013036,69.55436917818405,Open,Open,Open,Closed,Closed
631,21.034704476314644,67.38818170773982,Open,Open,Open,Closed,Closed
632,21.068039982616252,66.50808721374744,Open,Open,Open,Closed,Closed
633,21.10137548891786,65.76477665091866,Open,Open,Closed,Closed,Closed
634,21.134710995219468,66.86514446837462,Open,Open,Open,Closed,Closed
635,21.168046501521076,64.19735577866163,Open,Open,Closed,Closed,Closed
636,21.201382007822684,65.53904005347441,Open,Open,Closed,Closed,Closed
637,21.23471751412429,67.26674814512842,Open,Open,Open,Closed,Closed
638,21.2680530204259,68.17040571053559,Open,Open,Open,Closed,Closed
639,21.30138852672751,68.46870106534188,Open,Open,Open,Closed,Closed
640,21.33472403302912,68.8722367346837,Open,Open,Open,Closed,Closed
641,21.368059539330726,68.20808327463965,Open,Open,Open,Closed,Closed
642,21.401395045632334,70.78711053980305,Open,Open,Open,Open,Closed
643,21.434730551933946,70.8026581423786,Open,Open,Open,Open,Closed
644,21.46806605823555,72.65227773084631,Open,Open,Open,Open,Closed
645,21.50140156453716,70.31667340093965,Open,Open,Open,Closed,Closed
646,21.53473707083877,72.13394277456881,Open,Open,Open,Open,Closed
647,21.568072577140377,69.47700030104477,Open,Open,Open,Closed,Closed
648,21.60140808344198,70.82091952673164,Open,Open,Open,Open,Closed
649,21.63474358974359,73.40136775272421,Open,Open,Open,Open,Closed
650,21.668079096045197,69.36445290137794,Open,Open,Open,Closed,Closed
651,21.701414602346805,68.10476684758828,Open,Open,Open,Closed,Closed
652,21.734750108648413,68.93274523565572,Open,Open,Open,Closed,Closed
653,21.76808561495002,68.37760851887438,Open,Open,Open,Closed,Closed
654,21.80142112125163,68.93644780962887,Open,Open,Open,Closed,Closed
655,21.834756627553237,68.9244890752415,Open,Open,Open,Closed,Closed
656,21.868092133854844,69.23098430300426,Open,Open,Open,Closed,Closed
657,21.901427640156452,68.0229914079876,Open,Open,Open,Closed,Closed
658,21.93476314645806,69.53173005085512,Open,Open,Open,Closed,Closed
659,21.968098652759668,70.22863361812225,Open,Open,Open,Closed,Closed
660,22.001434159061276,67.75677208232871,Open,Open,Open,Closed,Closed
661,22.034769665362884,68.09637353047907,Open,Open,Open,Closed,Closed
662,22.06810517166449,68.59853708799349,Open,Open,Open,Closed,Closed
663,22.1014406779661,67.73507858084385,Open,Open,Open,Closed,Closed
664,22.134776184267707,68.39404664099078,Open,Open,Open,Closed,Closed
665,22.168111690569315,68.52050676170626,Open,Open,Open,Closed,Closed
666,22.201447196870923,67.26123956020936,Open,Open,Open,Closed,Closed
667,22.234782703172534,70.7135287775084,Open,Open,Open,Open,Closed
668,22.268118209474142,66.78330701580182,Open,Open,Open,Closed,Closed
669,22.30145371577575,68.84531279961126,Open,Open,Open,Closed,Closed
670,22.33478922207736,67.27053272551652,Open,Open,Open,Closed,Closed
671,22.36812472837897,68.15987487669145,Open,Open,Open,Closed,Closed
672,22.401460234680577,68.16953283590632,Open,Open,Open,Closed,Closed
673,22.43479574098218,69.17842999395788,Open,Open,Open,Closed,Closed
674,22.46813124728379,70.47013831453637,Open,Open,Open,Closed,Closed
675,22.501466753585397,69.90266725571747,Open,Open,Open,Closed,Closed
676,22.534802259887005,70.16303696642652,Open,Open,Open,Closed,Closed
677,22.568137766188613,69.57301788234432,Open,Open,Open,Closed,Closed
678,22.60147327249022,69.40242441565765,Open,Open,Open,Closed,Closed
679,22.63480877879183,67.23533160103692,Open,Open,Open,Closed,Closed
680,22.668144285093437,71.7995227536187,Open,Open,Open,Open,Closed
681,22.701479791395045,69.26707335943688,Open,Open,Open,Closed,Closed
682,22.734815297696652,70.27488182344885,Open,Open,Open,Closed,Closed
683,22.76815080399826,70.11862990787458,Open,Open,Open,Closed,Closed
684,22.801486310299868,72.90730076750599,Open,Open,Open,Open,Closed
685,22.834821816601476,69.15277824080783,Open,Open,Open,Closed,Closed
686,22.868157322903084,70.44086858932232,Open,Open,Open,Closed,Closed
687,22.90149282920469,69.19098037916181,Open,Open,Open,Closed,Closed
688,22.9348283355063,70.9208254270164,Open,Open,Open,Open,Closed
689,22.968163841807907,69.08804656707248,Open,Open,Open,Closed,Closed
690,23.001499348109515,69.77514602424145,Open,Open,Open,Closed,Closed
691,23.034834854411123,69.45904725588153,Open,Open,Open,Closed,Closed
692,23.06817036071273,69.39181153772631,Open,Open,Open,Closed,Closed
693,23.10150586701434,68.39090105479242,Open,Open,Open,Closed,Closed
694,23.13484137331595,68.58263144606047,Open,Open,Open,Closed,Closed
695,23.16817687961756,70.45872796323198,Open,Open,Open,Closed,Closed
696,23.20151238591917,68.84345322031757,Open,Open,Open,Closed,Closed
697,23.234847892220778,69.79577374859272,Open,Open,Open,Closed,Closed
698,23.268183398522385,69.38531029935677,Open,Open,Open,Closed,Closed
699,23.30151890482399,67.76390785254365,Open,Open,Open,Closed,Closed
700,23.3348544111256,68.29997643810734,Open,Open,Open,Closed,Closed
701,23.368189917427205,67.88300564305612,Open,Open,Open,Closed,Closed
702,23.401525423728813,66.05702700057056,Open,Open,Closed,Closed,Closed
703,23.43486093003042,67.22132884318472,Open,Open,Open,Closed,Closed
704,23.46819643633203,68.50653313806473,Open,Open,Open,Closed,Closed
705,23.501531942633637,66.12347811204837,Open,Open,Open,Closed,Closed
706,23.534867448935245,67.49247713774666,Open,Open,Open,Closed,Closed
707,23.568202955236853,65.24522329349895,Open,Open,Closed,Closed,Closed
708,23.60153846153846,66.7043075285031,Open,Open,Open,Closed,Closed
709,23.63487396784007,65.04254201201141,Open,Open,Closed,Closed,Closed
710,23.668209474141676,68.47658765338325,Open,Open,Open,Closed,Closed
711,23.701544980443284,67.99765722193197,Open,Open,Open,Closed,Closed
712,23.734880486744892,68.3387024708889,Open,Open,Open,Closed,Closed
713,23.7682159930465,65.56871119464252,Open,Open,Closed,Closed,Closed
714,23.801551499348108,64.41021098389564,Open,Open,Closed,Closed,Closed
715,23.834887005649716,67.65935866922167,Open,Open,Open,Closed,Closed
716,23.868222511951323,66.42692164509532,Open,Open,Open,Closed,Closed
717,23.90155801825293,66.16744813510039,Open,Open,Open,Closed,Closed
718,23.93489352455454,66.43098245714125,Open,Open,Open,Closed,Closed
719,23.968229030856147,67.3438978254583,Open,Open,Open,Closed,Closed
720,24.001564537157755,65.63773865552238,Open,Open,Closed,Closed,Closed
721,24.034900043459366,65.97487033083155,Open,Open,Closed,Closed,Closed
722,24.068235549760978,62.45159526112674,Open,Open,Closed,Closed,Closed
723,24.101571056062586,66.49584101990598,Open,Open,Open,Closed,Closed
724,24.13490656236419,70.22043094525259,Open,Open,Open,Closed,Closed
725,24.1682420686658,71.21064857379615,Open,Open,Open,Open,Closed
726,24.20157757496741,69.48006673840962,Open,Open,Open,Closed,Closed
727,24.234913081269013,74.63031557556644,Open,Open,Open,Open,Closed
728,24.26824858757062,71.59711974130266,Open,Open,Open,Open,Closed
729,24.30158409387223,67.59255013076819,Open,Open,Open,Closed,Closed
730,24.334919600173837,68.85716437652471,Open,Open,Open,Closed,Closed
731,24.368255106475445,72.54671815909714,Open,Open,Open,Open,Closed
732,24.401590612777053,73.61085766890713,Open,Open,Open,Open,Closed
733,24.43492611907866,72.79657654895647,Open,Open,Open,Open,Closed
734,24.46826162538027,67.44931251604342,Open,Open,Open,Closed,Closed
735,24.501597131681876,67.52903247148132,Open,Open,Open,Closed,Closed
736,24.534932637983484,66.12094058182367,Open,Open,Open,Closed,Closed
737,24.568268144285092,70.87970850524124,Open,Open,Open,Open,Closed
738,24.6016036505867,69.18105427435256,Open,Open,Open,Closed,Closed
739,24.634939156888308,63.53671731474291,Open,Open,Closed,Closed,Closed
740,24.668274663189916,64.1997982689879,Open,Open,Closed,Closed,Closed
741,24.701610169491524,62.292388565295006,Open,Open,Closed,Closed,Closed
742,24.73494567579313,71.34883615865272,Open,Open,Open,Open,Closed
743,24.76828118209474,65.84253336389025,Open,Open,Closed,Closed,Closed
744,24.801616688396347,60.4073969843636,Open,Closed,Closed,Closed,Closed
745,24.834952194697955,60.89455424118621,Open,Closed,Closed,Closed,Closed
746,24.868287700999563,66.45585369269929,Open,Open,Open,Closed,Closed
747,24.90162320730117,63.19245993892771,Open,Open,Closed,Closed,Closed
748,24.934958713602786,65.18527967017118,Open,Open,Closed,Closed,Closed
749,24.96829421990439,63.32824976280769,Open,Open,Closed,Closed,Closed
750,25.001629726206,64.7964068915846,Open,Open,Closed,Closed,Closed
751,25.03496523250761,63.71663707799043,Open,Open,Closed,Closed,Closed
752,25.068300738809217,64.30635970943632,Open,Open,Closed,Closed,Closed
753,25.10163624511082,67.3602167991548,Open,Open,Open,Closed,Closed
754,25.13497175141243,67.39511666516998,Open,Open,Open,Closed,Closed
755,25.168307257714037,67.1491020053362,Open,Open,Open,Closed,Closed
756,25.201642764015645,67.37796394802145,Open,Open,Open,Closed,Closed
757,25.234978270317253,66.01690570050539,Open,Open,Closed,Closed,Closed
758,25.26831377661886,64.12043955712207,Open,Open,Closed,Closed,Closed
759,25.30164928292047,64.55235741840008,Open,Open,Closed,Closed,Closed
760,25.334984789222077,60.10964501040845,Open,Closed,Closed,Closed,Closed
761,25.368320295523684,58.589107163689235,Open,Closed,Closed,Closed,Closed
762,25.401655801825292,58.03125818289037,Open,Closed,Closed,Closed,Closed
763,25.4349913081269,57.607133033443574,Open,Closed,Closed,Closed,Closed
764,25.468326814428508,58.093594900358774,Open,Closed,Closed,Closed,Closed
