frame,timestamp,anchor_to_bottom_lip_bottom_center,thresh_1,thresh_2,thresh_3,thresh_4,thresh_5
377,12.567485875706216,94.78244820186542,Open,Open,Open,Closed,Closed
378,12.600821382007824,94.85277758564362,Open,Open,Open,Closed,Closed
379,12.63415688830943,95.13384621141172,Open,Open,Open,Closed,Closed
380,12.667492394611038,94.30859748081429,Open,Open,Open,Closed,Closed
381,12.700827900912646,93.68401096817746,Open,Open,Closed,Closed,Closed
382,12.734163407214254,92.65018289333788,Open,Open,Closed,Closed,Closed
383,12.767498913515862,88.6807488655617,Open,Open,Closed,Closed,Closed
384,12.80083441981747,85.18723485139066,Open,Open,Closed,Closed,Closed
385,12.834169926119078,82.86605454066748,Open,Closed,Closed,Closed,Closed
386,12.867505432420684,79.50000903924584,Open,Closed,Closed,Closed,Closed
387,12.900840938722292,75.56685837401051,Closed,Closed,Closed,Closed,Closed
388,12.934176445023905,70.30222614064024,Closed,Closed,Closed,Closed,Closed
389,12.96751195132551,75.39815413927019,Closed,Closed,Closed,Closed,Closed
390,13.00084745762712,69.39148260629092,Closed,Closed,Closed,Closed,Closed
391,13.034182963928728,78.34769243224426,Open,Closed,Closed,Closed,Closed
392,13.067518470230334,77.62990484755682,Open,Closed,Closed,Closed,Closed
393,13.100853976531942,84.62070097561207,Open,Closed,Closed,Closed,Closed
394,13.13418948283355,88.55284658506685,Open,Open,Closed,Closed,Closed
395,13.167524989135158,95.54142378853,Open,Open,Open,Closed,Closed
396,13.200860495436766,98.97803850299825,Open,Open,Open,Closed,Closed
397,13.234196001738374,97.16578061208878,Open,Open,Open,Closed,Closed
398,13.267531508039982,97.9763704129344,Open,Open,Open,Closed,Closed
399,13.30086701434159,98.02464227469926,Open,Open,Open,Closed,Closed
400,13.334202520643196,95.6186393741526,Open,Open,Open,Closed,Closed
401,13.367538026944809,93.68145812938324,Open,Open,Closed,Closed,Closed
402,13.400873533246417,94.89239158658204,Open,Open,Open,Closed,Closed
403,13.434209039548024,92.5456794962314,Open,Open,Closed,Closed,Closed
404,13.46754454584963,91.60785661940535,Open,Open,Closed,Closed,Closed
405,13.500880052151238,87.8700392991633,Open,Open,Closed,Closed,Closed
406,13.534215558452846,88.4934257344731,Open,Open,Closed,Closed,Closed
407,13.567551064754454,87.41140547710947,Open,Open,Closed,Closed,Closed
408,13.600886571056062,85.36372511063931,Open,Open,Closed,Closed,Closed
409,13.63422207735767,85.86635641099717,Open,Open,Closed,Closed,Closed
410,13.667557583659278,85.01387928173015,Open,Open,Closed,Closed,Closed
411,13.700893089960886,90.21090842017114,Open,Open,Closed,Closed,Closed
412,13.734228596262492,88.75567580686669,Open,Open,Closed,Closed,Closed
413,13.7675641025641,87.00746236467593,Open,Open,Closed,Closed,Closed
414,13.80089960886571,79.05373239601741,Open,Closed,Closed,Closed,Closed
415,13.83423511516732,77.09826867159103,Open,Closed,Closed,Closed,Closed
416,13.867570621468928,76.73618408728356,Open,Closed,Closed,Closed,Closed
417,13.900906127770536,80.20673383058997,Open,Closed,Closed,Closed,Closed
418,13.934241634072142,86.16431481393425,Open,Open,Closed,Closed,Closed
419,13.96757714037375,89.6338000845518,Open,Open,Closed,Closed,Closed
420,14.000912646675358,95.17264105946252,Open,Open,Open,Closed,Closed
421,14.034248152976966,96.98716465225132,Open,Open,Open,Closed,Closed
422,14.067583659278574,100.63532142042732,Open,Open,Open,Closed,Closed
423,14.100919165580182,100.189523359024,Open,Open,Open,Closed,Closed
424,14.13425467188179,97.55481338465584,Open,Open,Open,Closed,Closed
425,14.167590178183396,99.64673457727514,Open,Open,Open,Closed,Closed
426,14.200925684485004,96.66087701093468,Open,Open,Open,Closed,Closed
427,14.234261190786611,92.7328000451875,Open,Open,Closed,Closed,Closed
428,14.26759669708822,92.16431332933472,Open,Open,Closed,Closed,Closed
429,14.30093220338983,91.30009717074616,Open,Open,Closed,Closed,Closed
430,14.33426770969144,88.8953787617445,Open,Open,Closed,Closed,Closed
431,14.367603215993046,85.59894050739172,Open,Open,Closed,Closed,Closed
432,14.400938722294654,82.38156721182006,Open,Closed,Closed,Closed,Closed
433,14.434274228596262,81.9085388270814,Open,Closed,Closed,Closed,Closed
434,14.46760973489787,81.40923220568408,Open,Closed,Closed,Closed,Closed
435,14.500945241199478,79.06141211397292,Open,Closed,Closed,Closed,Closed
436,14.534280747501086,76.8691727513443,Open,Closed,Closed,Closed,Closed
437,14.567616253802694,76.1148609071764,Open,Closed,Closed,Closed,Closed
438,14.600951760104302,77.03695636513126,Open,Closed,Closed,Closed,Closed
439,14.63428726640591,74.96041164822776,Closed,Closed,Closed,Closed,Closed
440,14.667622772707515,72.93319501464244,Closed,Closed,Closed,Closed,Closed
441,14.700958279009123,87.7297062151663,Open,Open,Closed,Closed,Closed
442,14.734293785310737,90.05073509107403,Open,Open,Closed,Closed,Closed
443,14.767629291612344,88.97356711233873,Open,Open,Closed,Closed,Closed
444,14.80096479791395,87.78730000319555,Open,Open,Closed,Closed,Closed
445,14.834300304215558,90.48830111623812,Open,Open,Closed,Closed,Closed
446,14.867635810517166,89.57903792143208,Open,Open,Closed,Closed,Closed
447,14.900971316818774,91.58014238853023,Open,Open,Closed,Closed,Closed
448,14.934306823120382,84.26934137542361,Open,Closed,Closed,Closed,Closed
449,14.96764232942199,82.09618609792781,Open,Closed,Closed,Closed,Closed
450,15.000977835723598,79.12950245985496,Open,Closed,Closed,Closed,Closed
451,15.034313342025206,87.45046410786864,Open,Open,Closed,Closed,Closed
452,15.067648848326812,90.56480798729513,Open,Open,Closed,Closed,Closed
453,15.10098435462842,91.9513507644113,Open,Open,Closed,Closed,Closed
454,15.13431986093003,93.3460706405814,Open,Open,Closed,Closed,Closed
455,15.167655367231635,95.1853426085854,Open,Open,Open,Closed,Closed
456,15.200990873533248,93.54166829535625,Open,Open,Closed,Closed,Closed
457,15.234326379834854,93.23534678118943,Open,Open,Closed,Closed,Closed
458,15.267661886136462,91.10064967364583,Open,Open,Closed,Closed,Closed
459,15.30099739243807,87.60367013161587,Open,Open,Closed,Closed,Closed
460,15.334332898739678,85.59270181245387,Open,Open,Closed,Closed,Closed
461,15.367668405041286,82.29560330209665,Open,Closed,Closed,Closed,Closed
462,15.401003911342894,84.46602010698683,Open,Closed,Closed,Closed,Closed
463,15.434339417644502,81.47871330534923,Open,Closed,Closed,Closed,Closed
464,15.46767492394611,83.46068124922496,Open,Closed,Closed,Closed,Closed
465,15.501010430247716,80.73421107902496,Open,Closed,Closed,Closed,Closed
466,15.534345936549323,76.96788363270025,Open,Closed,Closed,Closed,Closed
467,15.567681442850931,73.16119557136722,Closed,Closed,Closed,Closed,Closed
468,15.60101694915254,74.77945181353262,Closed,Closed,Closed,Closed,Closed
469,15.63435245545415,71.15696207836473,Closed,Closed,Closed,Closed,Closed
470,15.66768796175576,73.92202974129107,Closed,Closed,Closed,Closed,Closed
471,15.701023468057366,79.52014712138664,Open,Closed,Closed,Closed,Closed
472,15.734358974358974,85.35352840377664,Open,Open,Closed,Closed,Closed
473,15.767694480660582,91.43213313269705,Open,Open,Closed,Closed,Closed
474,15.80102998696219,94.80726609765908,Open,Open,Open,Closed,Closed
475,15.834365493263798,96.55690122420155,Open,Open,Open,Closed,Closed
476,15.867700999565406,95.24731526826264,Open,Open,Open,Closed,Closed
477,15.901036505867014,95.63264659589191,Open,Open,Open,Closed,Closed
478,15.93437201216862,94.40909063885157,Open,Open,Open,Closed,Closed
479,15.96770751847023,93.36292991606676,Open,Open,Closed,Closed,Closed
480,16.00104302477184,91.00882975240324,Open,Open,Closed,Closed,Closed
481,16.034378531073447,90.34339725985136,Open,Open,Closed,Closed,Closed
482,16.067714037375055,84.5291173781355,Open,Closed,Closed,Closed,Closed
483,16.101049543676663,83.7911167907688,Open,Closed,Closed,Closed,Closed
484,16.13438504997827,81.70053531225639,Open,Closed,Closed,Closed,Closed
485,16.16772055627988,83.33373117473907,Open,Closed,Closed,Closed,Closed
486,16.201056062581486,85.18757738810939,Open,Open,Closed,Closed,Closed
487,16.234391568883094,85.09041042353981,Open,Open,Closed,Closed,Closed
488,16.267727075184702,84.79588729891489,Open,Open,Closed,Closed,Closed
489,16.30106258148631,79.91444484636425,Open,Closed,Closed,Closed,Closed
490,16.334398087787918,76.39670132602818,Open,Closed,Closed,Closed,Closed
491,16.367733594089525,70.5018058474902,Closed,Closed,Closed,Closed,Closed
492,16.401069100391133,71.48418662913521,Closed,Closed,Closed,Closed,Closed
493,16.43440460669274,74.58325851094267,Closed,Closed,Closed,Closed,Closed
494,16.46774011299435,84.15565786244782,Open,Closed,Closed,Closed,Closed
495,16.501075619295957,88.51911314294438,Open,Open,Closed,Closed,Closed
496,16.534411125597565,93.50465867836962,Open,Open,Closed,Closed,Closed
497,16.567746631899173,98.5915544671129,Open,Open,Open,Closed,Closed
498,16.60108213820078,99.16309529258008,Open,Open,Open,Closed,Closed
499,16.63441764450239,100.90746599006788,Open,Open,Open,Closed,Closed
500,16.667753150803996,98.55443811759048,Open,Open,Open,Closed,Closed
501,16.701088657105604,96.2741337206622,Open,Open,Open,Closed,Closed
502,16.734424163407212,97.22562385844004,Open,Open,Open,Closed,Closed
503,16.767759669708823,95.7851885659345,Open,Open,Open,Closed,Closed
504,16.80109517601043,94.07337969370715,Open,Open,Open,Closed,Closed
505,16.83443068231204,91.86104735608698,Open,Open,Closed,Closed,Closed
506,16.867766188613647,88.30812073560224,Open,Open,Closed,Closed,Closed
507,16.901101694915255,85.36141561534541,Open,Open,Closed,Closed,Closed
508,16.934437201216863,87.19799528698752,Open,Open,Closed,Closed,Closed
509,16.96777270751847,83.99456945673137,Open,Closed,Closed,Closed,Closed
510,17.00110821382008,84.55901940485272,Open,Closed,Closed,Closed,Closed
511,17.034443720121686,84.62754294320496,Open,Closed,Closed,Closed,Closed
512,17.067779226423294,81.92096527205399,Open,Closed,Closed,Closed,Closed
513,17.101114732724902,81.02907222925997,Open,Closed,Closed,Closed,Closed
514,17.13445023902651,80.64032696313922,Open,Closed,Closed,Closed,Closed
515,17.167785745328118,74.2452893384052,Closed,Closed,Closed,Closed,Closed
516,17.201121251629726,81.70850333925515,Open,Closed,Closed,Closed,Closed
517,17.234456757931333,81.11458321297239,Open,Closed,Closed,Closed,Closed
518,17.26779226423294,88.46201184437622,Open,Open,Closed,Closed,Closed
519,17.30112777053455,92.52383987675464,Open,Open,Closed,Closed,Closed
520,17.334463276836157,97.7454889073776,Open,Open,Open,Closed,Closed
521,17.367798783137765,97.18283394705595,Open,Open,Open,Closed,Closed
522,17.401134289439373,99.1066824790535,Open,Open,Open,Closed,Closed
523,17.43446979574098,98.62823917018872,Open,Open,Open,Closed,Closed
524,17.46780530204259,99.56244786696824,Open,Open,Open,Closed,Closed
525,17.501140808344196,97.82998572942486,Open,Open,Open,Closed,Closed
526,17.534476314645804,95.96988829398175,Open,Open,Open,Closed,Closed
527,17.567811820947412,95.00279424244324,Open,Open,Open,Closed,Closed
528,17.60114732724902,93.9126212722828,Open,Open,Closed,Closed,Closed
529,17.634482833550628,92.01243600381656,Open,Open,Closed,Closed,Closed
530,17.667818339852236,89.54428209340612,Open,Open,Closed,Closed,Closed
531,17.701153846153847,85.65137351918864,Open,Open,Closed,Closed,Closed
532,17.734489352455455,81.92306397444457,Open,Closed,Closed,Closed,Closed
533,17.767824858757063,82.6344064634799,Open,Closed,Closed,Closed,Closed
534,17.80116036505867,81.13754515117992,Open,Closed,Closed,Closed,Closed
535,17.83449587136028,78.7643859940921,Open,Closed,Closed,Closed,Closed
536,17.867831377661886,79.4887738180199,Open,Closed,Closed,Closed,Closed
537,17.901166883963494,74.77214070736106,Closed,Closed,Closed,Closed,Closed
538,17.934502390265102,74.69890945614114,Closed,Closed,Closed,Closed,Closed
539,17.96783789656671,76.35602674500214,Open,Closed,Closed,Closed,Closed
540,18.001173402868318,74.36408911617877,Closed,Closed,Closed,Closed,Closed
541,18.03450890916993,80.27748653388981,Open,Closed,Closed,Closed,Closed
542,18.067844415471537,89.79821726956428,Open,Open,Closed,Closed,Closed
543,18.10117992177314,97.5135929750043,Open,Open,Open,Closed,Closed
544,18.13451542807475,101.89354654108472,Open,Open,Open,Closed,Closed
545,18.167850934376357,99.70711251545346,Open,Open,Open,Closed,Closed
546,18.201186440677965,101.07389083158095,Open,Open,Open,Closed,Closed
547,18.234521946979573,101.52792181336687,Open,Open,Open,Closed,Closed
548,18.26785745328118,100.11523653150638,Open,Open,Open,Closed,Closed
549,18.30119295958279,99.2050269927374,Open,Open,Open,Closed,Closed
550,18.334528465884397,96.42080026402874,Open,Open,Open,Closed,Closed
551,18.367863972186004,96.604155685836,Open,Open,Open,Closed,Closed
552,18.401199478487612,94.66186919008432,Open,Open,Open,Closed,Closed
553,18.43453498478922,92.1051402613008,Open,Open,Closed,Closed,Closed
554,18.467870491090828,90.69590517459984,Open,Open,Closed,Closed,Closed
555,18.501205997392436,92.09576926305948,Open,Open,Closed,Closed,Closed
556,18.534541503694044,88.37512411048417,Open,Open,Closed,Closed,Closed
557,18.56787700999565,85.17869858983646,Open,Open,Closed,Closed,Closed
558,18.601212516297263,79.50120916284457,Open,Closed,Closed,Closed,Closed
559,18.63454802259887,78.68186480237375,Open,Closed,Closed,Closed,Closed
560,18.66788352890048,79.00450599073332,Open,Closed,Closed,Closed,Closed
561,18.701219035202087,76.85301911069881,Open,Closed,Closed,Closed,Closed
562,18.734554541503694,76.10677343570865,Open,Closed,Closed,Closed,Closed
563,18.767890047805302,75.16318986782338,Closed,Closed,Closed,Closed,Closed
564,18.80122555410691,77.33036742791822,Open,Closed,Closed,Closed,Closed
565,18.83456106040852,80.88202392696772,Open,Closed,Closed,Closed,Closed
566,18.86789656671013,89.17263126215822,Open,Open,Closed,Closed,Closed
567,18.901232073011737,97.269987494554,Open,Open,Open,Closed,Closed
568,18.93456757931334,101.07081269287733,Open,Open,Open,Closed,Closed
569,18.96790308561495,101.64357262654812,Open,Open,Open,Closed,Closed
570,19.001238591916557,101.40121660139276,Open,Open,Open,Closed,Closed
571,19.034574098218165,100.76009567714382,Open,Open,Open,Closed,Closed
572,19.067909604519773,98.60094974187392,Open,Open,Open,Closed,Closed
573,19.10124511082138,98.00520761208848,Open,Open,Open,Closed,Closed
574,19.13458061712299,95.78898673324512,Open,Open,Open,Closed,Closed
575,19.167916123424597,95.69345673547214,Open,Open,Open,Closed,Closed
576,19.201251629726205,95.40435400510373,Open,Open,Open,Closed,Closed
577,19.234587136027812,90.55005587198852,Open,Open,Closed,Closed,Closed
578,19.26792264232942,89.57173461120519,Open,Open,Closed,Closed,Closed
579,19.301258148631028,90.35302375312835,Open,Open,Closed,Closed,Closed
580,19.334593654932636,86.83678849795483,Open,Open,Closed,Closed,Closed
581,19.367929161234244,82.38794307321646,Open,Closed,Closed,Closed,Closed
582,19.40126466753585,76.80032738313525,Open,Closed,Closed,Closed,Closed
583,19.43460017383746,77.76152897079754,Open,Closed,Closed,Closed,Closed
584,19.467935680139068,88.69043727671034,Open,Open,Closed,Closed,Closed
585,19.50127118644068,78.62940065421711,Open,Closed,Closed,Closed,Closed
586,19.534606692742287,81.85255559671727,Open,Closed,Closed,Closed,Closed
587,19.567942199043895,86.0425960906593,Open,Open,Closed,Closed,Closed
588,19.601277705345503,85.21460688462118,Open,Open,Closed,Closed,Closed
589,19.63461321164711,88.956066163834,Open,Open,Closed,Closed,Closed
590,19.66794871794872,85.33916458998567,Open,Open,Closed,Closed,Closed
591,19.70128422425033,84.77528371379364,Open,Open,Closed,Closed,Closed
592,19.734619730551938,88.62566716269839,Open,Open,Closed,Closed,Closed
593,19.767955236853545,87.58439604380808,Open,Open,Closed,Closed,Closed
594,19.80129074315515,92.50903612822174,Open,Open,Closed,Closed,Closed
595,19.83462624945676,92.97552806176282,Open,Open,Closed,Closed,Closed
596,19.867961755758365,90.1254714242325,Open,Open,Closed,Closed,Closed
597,19.901297262059973,88.06626939135225,Open,Open,Closed,Closed,Closed
598,19.93463276836158,93.87441820340872,Open,Open,Closed,Closed,Closed
599,19.96796827466319,87.9604761946374,Open,Open,Closed,Closed,Closed
600,20.001303780964797,89.38032750000538,Open,Open,Closed,Closed,Closed
601,20.034639287266405,90.1114430825005,Open,Open,Closed,Closed,Closed
602,20.067974793568013,94.11274025868812,Open,Open,Open,Closed,Closed
603,20.10131029986962,95.58960569340069,Open,Open,Open,Closed,Closed
604,20.13464580617123,96.01966362267704,Open,Open,Open,Closed,Closed
605,20.167981312472836,97.0452430302458,Open,Open,Open,Closed,Closed
606,20.201316818774444,92.85176584523978,Open,Open,Closed,Closed,Closed
607,20.234652325076052,93.51250750219398,Open,Open,Closed,Closed,Closed
608,20.26798783137766,93.2686333373623,Open,Open,Closed,Closed,Closed
609,20.301323337679268,97.07457630708484,Open,Open,Open,Closed,Closed
610,20.334658843980876,94.39359687010278,Open,Open,Open,Closed,Closed
611,20.367994350282483,95.63502857449458,Open,Open,Open,Closed,Closed
612,20.401329856584095,93.77140884913808,Open,Open,Closed,Closed,Closed
613,20.434665362885703,95.70513063570598,Open,Open,Open,Closed,Closed
614,20.46800086918731,95.61587951189225,Open,Open,Open,Closed,Closed
615,20.50133637548892,95.04232956259628,Open,Open,Open,Closed,Closed
616,20.534671881790526,92.83799705153277,Open,Open,Closed,Closed,Closed
617,20.568007388092138,96.57004534205656,Open,Open,Open,Closed,Closed
618,20.601342894393746,92.46343436154972,Open,Open,Closed,Closed,Closed
619,20.63467840069535,94.3250257114954,Open,Open,Open,Closed,Closed
620,20.66801390699696,95.39676298861428,Open,Open,Open,Closed,Closed
621,20.70134941329857,96.81959661875352,Open,Open,Open,Closed,Closed
622,20.734684919600173,98.18387688908226,Open,Open,Open,Closed,Closed
623,20.76802042590178,97.21541929075586,Open,Open,Open,Closed,Closed
624,20.80135593220339,94.30126021968228,Open,Open,Open,Closed,Closed
625,20.834691438504997,93.48493702538308,Open,Open,Closed,Closed,Closed
626,20.868026944806605,95.86671465246228,Open,Open,Open,Closed,Closed
627,20.901362451108213,95.43464425780483,Open,Open,Open,Closed,Closed
628,20.93469795740982,94.42600925578498,Open,Open,Open,Closed,Closed
629,20.96803346371143,94.32159405449316,Open,Open,Open,Closed,Closed
630,21.001368970013036,93.22638313073662,Open,Open,Closed,Closed,Closed
631,21.034704476314644,92.10250749411586,Open,Open,Closed,Closed,Closed
632,21.068039982616252,89.53144482023329,Open,Open,Closed,Closed,Closed
633,21.10137548891786,88.56099350494642,Open,Open,Closed,Closed,Closed
634,21.134710995219468,88.50670623544983,Open,Open,Closed,Closed,Closed
635,21.168046501521076,88.01257934001123,Open,Open,Closed,Closed,Closed
636,21.201382007822684,91.35140508189522,Open,Open,Closed,Closed,Closed
637,21.23471751412429,95.84715811080989,Open,Open,Open,Closed,Closed
638,21.2680530204259,97.87773798760864,Open,Open,Open,Closed,Closed
639,21.30138852672751,98.50766803665567,Open,Open,Open,Closed,Closed
640,21.33472403302912,103.28628491513864,Open,Open,Open,Open,Closed
641,21.368059539330726,105.27761647137952,Open,Open,Open,Open,Closed
642,21.401395045632334,102.21787691468066,Open,Open,Open,Closed,Closed
643,21.434730551933946,105.34865878764684,Open,Open,Open,Open,Closed
644,21.46806605823555,108.08411222159586,Open,Open,Open,Open,Closed
645,21.50140156453716,101.92362280551752,Open,Open,Open,Closed,Closed
646,21.53473707083877,99.8644637144898,Open,Open,Open,Closed,Closed
647,21.568072577140377,94.96638650433565,Open,Open,Open,Closed,Closed
648,21.60140808344198,95.9292052329966,Open,Open,Open,Closed,Closed
649,21.63474358974359,98.13615112459686,Open,Open,Open,Closed,Closed
650,21.668079096045197,93.87828138161098,Open,Open,Closed,Closed,Closed
651,21.701414602346805,95.05027767864227,Open,Open,Open,Closed,Closed
652,21.734750108648413,94.0396146985196,Open,Open,Open,Closed,Closed
653,21.76808561495002,94.5706777483509,Open,Open,Open,Closed,Closed
654,21.80142112125163,95.8143716060135,Open,Open,Open,Closed,Closed
655,21.834756627553237,94.83307760392672,Open,Open,Open,Closed,Closed
656,21.868092133854844,95.4132862144665,Open,Open,Open,Closed,Closed
657,21.901427640156452,93.53903949327184,Open,Open,Closed,Closed,Closed
658,21.93476314645806,94.73208375418788,Open,Open,Open,Closed,Closed
659,21.968098652759668,95.50674779669038,Open,Open,Open,Closed,Closed
660,22.001434159061276,91.73413865387266,Open,Open,Closed,Closed,Closed
661,22.034769665362884,94.81284564773853,Open,Open,Open,Closed,Closed
662,22.06810517166449,93.87774130447984,Open,Open,Closed,Closed,Closed
663,22.1014406779661,94.57565235996262,Open,Open,Open,Closed,Closed
664,22.134776184267707,95.10235718649707,Open,Open,Open,Closed,Closed
665,22.168111690569315,92.18699003753082,Open,Open,Closed,Closed,Closed
666,22.201447196870923,93.93759309563288,Open,Open,Open,Closed,Closed
667,22.234782703172534,97.4981008330506,Open,Open,Open,Closed,Closed
668,22.268118209474142,92.95987057328136,Open,Open,Closed,Closed,Closed
669,22.30145371577575,94.7022744514511,Open,Open,Open,Closed,Closed
670,22.33478922207736,93.5028770085543,Open,Open,Closed,Closed,Closed
671,22.36812472837897,93.9467995041802,Open,Open,Open,Closed,Closed
672,22.401460234680577,93.42545485731398,Open,Open,Closed,Closed,Closed
673,22.43479574098218,94.44533079473996,Open,Open,Open,Closed,Closed
674,22.46813124728379,94.66252180719252,Open,Open,Open,Closed,Closed
675,22.501466753585397,95.0321536367857,Open,Open,Open,Closed,Closed
676,22.534802259887005,95.4132862144665,Open,Open,Open,Closed,Closed
677,22.568137766188613,97.0872860223823,Open,Open,Open,Closed,Closed
678,22.60147327249022,93.98499074991786,Open,Open,Open,Closed,Closed
679,22.63480877879183,92.32166204628248,Open,Open,Closed,Closed,Closed
680,22.668144285093437,97.44302825456148,Open,Open,Open,Closed,Closed
681,22.701479791395045,95.19578774488278,Open,Open,Open,Closed,Closed
682,22.734815297696652,95.74948936419968,Open,Open,Open,Closed,Closed
683,22.76815080399826,94.70427659041196,Open,Open,Open,Closed,Closed
684,22.801486310299868,97.66659474413208,Open,Open,Open,Closed,Closed
685,22.834821816601476,93.81206188628542,Open,Open,Closed,Closed,Closed
686,22.868157322903084,97.12104971938902,Open,Open,Open,Closed,Closed
687,22.90149282920469,93.40747846190912,Open,Open,Closed,Closed,Closed
688,22.9348283355063,97.07439975135124,Open,Open,Open,Closed,Closed
689,22.968163841807907,94.95842455753764,Open,Open,Open,Closed,Closed
690,23.001499348109515,94.619852145299,Open,Open,Open,Closed,Closed
691,23.034834854411123,95.63524678051246,Open,Open,Open,Closed,Closed
692,23.06817036071273,95.7620258720477,Open,Open,Open,Closed,Closed
693,23.10150586701434,93.31418266589615,Open,Open,Closed,Closed,Closed
694,23.13484137331595,93.71023613689496,Open,Open,Closed,Closed,Closed
695,23.16817687961756,95.64305819925482,Open,Open,Open,Closed,Closed
696,23.20151238591917,92.91025729969348,Open,Open,Closed,Closed,Closed
697,23.234847892220778,94.96583279878314,Open,Open,Open,Closed,Closed
698,23.268183398522385,93.16990847751008,Open,Open,Closed,Closed,Closed
699,23.30151890482399,91.68152701711202,Open,Open,Closed,Closed,Closed
700,23.3348544111256,93.99781384034274,Open,Open,Open,Closed,Closed
701,23.368189917427205,94.22831904063048,Open,Open,Open,Closed,Closed
702,23.401525423728813,94.53829994520174,Open,Open,Open,Closed,Closed
703,23.43486093003042,94.17560004431743,Open,Open,Open,Closed,Closed
704,23.46819643633203,93.94481533853096,Open,Open,Open,Closed,Closed
705,23.501531942633637,92.76341040777172,Open,Open,Closed,Closed,Closed
706,23.534867448935245,94.85830128258314,Open,Open,Open,Closed,Closed
707,23.568202955236853,91.07162047127204,Open,Open,Closed,Closed,Closed
708,23.60153846153846,93.67287909719929,Open,Open,Closed,Closed,Closed
709,23.63487396784007,91.38311907860964,Open,Open,Closed,Closed,Closed
710,23.668209474141676,96.61818435369943,Open,Open,Open,Closed,Closed
711,23.701544980443284,93.2581803469434,Open,Open,Closed,Closed,Closed
712,23.734880486744892,93.13662771465448,Open,Open,Closed,Closed,Closed
713,23.7682159930465,91.0432033691048,Open,Open,Closed,Closed,Closed
714,23.801551499348108,91.00804847644352,Open,Open,Closed,Closed,Closed
715,23.834887005649716,94.44999673606104,Open,Open,Open,Closed,Closed
716,23.868222511951323,90.25570985170046,Open,Open,Closed,Closed,Closed
717,23.90155801825293,90.56467233382526,Open,Open,Closed,Closed,Closed
718,23.93489352455454,93.27884169447434,Open,Open,Closed,Closed,Closed
719,23.968229030856147,98.26780444621288,Open,Open,Open,Closed,Closed
720,24.001564537157755,95.5575696052896,Open,Open,Open,Closed,Closed
721,24.034900043459366,96.58656946955556,Open,Open,Open,Closed,Closed
722,24.068235549760978,99.60781342472922,Open,Open,Open,Closed,Closed
723,24.101571056062586,104.78001396647876,Open,Open,Open,Open,Closed
724,24.13490656236419,115.31340653294342,Open,Open,Open,Open,Open
725,24.1682420686658,121.28415240433074,Open,Open,Open,Open,Open
726,24.20157757496741,104.3743518960204,Open,Open,Open,Open,Closed
727,24.234913081269013,111.35899775561384,Open,Open,Open,Open,Closed
728,24.26824858757062,105.97531173025274,Open,Open,Open,Open,Closed
729,24.30158409387223,96.68502878906868,Open,Open,Open,Closed,Closed
730,24.334919600173837,91.69829970730189,Open,Open,Closed,Closed,Closed
731,24.368255106475445,88.07917604430743,Open,Open,Closed,Closed,Closed
732,24.401590612777053,92.7953978892001,Open,Open,Closed,Closed,Closed
733,24.43492611907866,94.3745056601837,Open,Open,Open,Closed,Closed
734,24.46826162538027,88.85506754721904,Open,Open,Closed,Closed,Closed
735,24.501597131681876,87.0151951322924,Open,Open,Closed,Closed,Closed
736,24.534932637983484,92.40383727562184,Open,Open,Closed,Closed,Closed
737,24.568268144285092,95.77897738884631,Open,Open,Open,Closed,Closed
738,24.6016036505867,89.02719282980613,Open,Open,Closed,Closed,Closed
739,24.634939156888308,82.79740204026697,Open,Closed,Closed,Closed,Closed
740,24.668274663189916,86.20222767267191,Open,Open,Closed,Closed,Closed
741,24.701610169491524,83.99751110291594,Open,Closed,Closed,Closed,Closed
742,24.73494567579313,90.096263181539,Open,Open,Closed,Closed,Closed
743,24.76828118209474,96.32084557857864,Open,Open,Open,Closed,Closed
744,24.801616688396347,90.93132925416168,Open,Open,Closed,Closed,Closed
745,24.834952194697955,80.98841247147604,Open,Closed,Closed,Closed,Closed
746,24.868287700999563,90.6577348233389,Open,Open,Closed,Closed,Closed
747,24.90162320730117,86.65131035009219,Open,Open,Closed,Closed,Closed
748,24.934958713602786,91.63929357564388,Open,Open,Closed,Closed,Closed
749,24.96829421990439,89.28642665382874,Open,Open,Closed,Closed,Closed
750,25.001629726206,91.63582870786809,Open,Open,Closed,Closed,Closed
751,25.03496523250761,91.41791339911444,Open,Open,Closed,Closed,Closed
752,25.068300738809217,91.32754267314056,Open,Open,Closed,Closed,Closed
753,25.10163624511082,95.46224405361106,Open,Open,Open,Closed,Closed
754,25.13497175141243,95.39446409364018,Open,Open,Open,Closed,Closed
755,25.168307257714037,93.84269213391484,Open,Open,Closed,Closed,Closed
756,25.201642764015645,97.988339784589,Open,Open,Open,Closed,Closed
757,25.234978270317253,94.08629167422644,Open,Open,Open,Closed,Closed
758,25.26831377661886,92.88790015708794,Open,Open,Closed,Closed,Closed
759,25.30164928292047,91.41343853978708,Open,Open,Closed,Closed,Closed
760,25.334984789222077,84.6035744937488,Open,Closed,Closed,Closed,Closed
761,25.368320295523684,80.28505537874071,Open,Closed,Closed,Closed,Closed
762,25.401655801825292,76.88478746294398,Open,Closed,Closed,Closed,Closed
763,25.4349913081269,77.61409973215888,Open,Closed,Closed,Closed,Closed
764,25.468326814428508,75.66695708692191,Open,Closed,Closed,Closed,Closed
765,25.501662320730116,72.40727297553238,Closed,Closed,Closed,Closed,Closed
