frame,timestamp,anchor_to_top_lip_top_center,thresh_1,thresh_2,thresh_3,thresh_4,thresh_5
375,12.500814863103,97.38349409728475,Open,Open,Open,Closed,Closed
376,12.534150369404609,91.80988081421972,Open,Open,Closed,Closed,Closed
377,12.567485875706216,95.11202477088725,Open,Open,Open,Closed,Closed
378,12.600821382007824,93.76903671494622,Open,Open,Closed,Closed,Closed
379,12.63415688830943,96.66655460542307,Open,Open,Open,Closed,Closed
380,12.667492394611038,96.49204642347058,Open,Open,Open,Closed,Closed
381,12.700827900912646,95.80187946568893,Open,Open,Open,Closed,Closed
382,12.734163407214254,94.485208399831,Open,Open,Open,Closed,Closed
383,12.767498913515862,92.88098110837656,Open,Open,Closed,Closed,Closed
384,12.80083441981747,89.11753243419693,Open,Open,Closed,Closed,Closed
385,12.834169926119078,87.59990160774032,Open,Open,Closed,Closed,Closed
386,12.867505432420684,82.73794645931312,Open,Closed,Closed,Closed,Closed
387,12.900840938722292,79.3104768477258,Closed,Closed,Closed,Closed,Closed
388,12.934176445023905,74.66166648872246,Closed,Closed,Closed,Closed,Closed
389,12.96751195132551,85.6033912723754,Open,Closed,Closed,Closed,Closed
390,13.00084745762712,77.68643873682332,Closed,Closed,Closed,Closed,Closed
391,13.034182963928728,79.92217829624788,Closed,Closed,Closed,Closed,Closed
392,13.067518470230334,80.10342515448801,Closed,Closed,Closed,Closed,Closed
393,13.100853976531942,86.85648330895853,Open,Closed,Closed,Closed,Closed
394,13.13418948283355,90.73983858846242,Open,Open,Closed,Closed,Closed
395,13.167524989135158,95.83316785124758,Open,Open,Open,Closed,Closed
396,13.200860495436766,97.5313914808647,Open,Open,Open,Closed,Closed
397,13.234196001738374,93.78970253057278,Open,Open,Closed,Closed,Closed
398,13.267531508039982,96.10873496388234,Open,Open,Open,Closed,Closed
399,13.30086701434159,95.74410884741366,Open,Open,Open,Closed,Closed
400,13.334202520643196,94.00068781878171,Open,Open,Closed,Closed,Closed
401,13.367538026944809,91.90589585136252,Open,Open,Closed,Closed,Closed
402,13.400873533246417,93.0226839827805,Open,Open,Closed,Closed,Closed
403,13.434209039548024,92.77341465693164,Open,Open,Closed,Closed,Closed
404,13.46754454584963,92.96423206409986,Open,Open,Closed,Closed,Closed
405,13.500880052151238,91.34484932006036,Open,Open,Closed,Closed,Closed
406,13.534215558452846,92.43625648659238,Open,Open,Closed,Closed,Closed
407,13.567551064754454,92.2547576097488,Open,Open,Closed,Closed,Closed
408,13.600886571056062,89.4342943843522,Open,Open,Closed,Closed,Closed
409,13.63422207735767,92.53967922852364,Open,Open,Closed,Closed,Closed
410,13.667557583659278,90.7530986020664,Open,Open,Closed,Closed,Closed
411,13.700893089960886,96.37463583707064,Open,Open,Open,Closed,Closed
412,13.734228596262492,96.51711918212662,Open,Open,Open,Closed,Closed
413,13.7675641025641,91.38305170754768,Open,Open,Closed,Closed,Closed
414,13.80089960886571,85.38995491972327,Open,Closed,Closed,Closed,Closed
415,13.83423511516732,80.07625522428198,Closed,Closed,Closed,Closed,Closed
416,13.867570621468928,78.43337521207094,Closed,Closed,Closed,Closed,Closed
417,13.900906127770536,81.70646951722365,Open,Closed,Closed,Closed,Closed
418,13.934241634072142,86.95745813088902,Open,Closed,Closed,Closed,Closed
419,13.96757714037375,90.39615063110358,Open,Open,Closed,Closed,Closed
420,14.000912646675358,96.4416162431322,Open,Open,Open,Closed,Closed
421,14.034248152976966,96.72368299854725,Open,Open,Open,Closed,Closed
422,14.067583659278574,100.06587936105971,Open,Open,Open,Closed,Closed
423,14.100919165580182,97.29802490145762,Open,Open,Open,Closed,Closed
424,14.13425467188179,95.6341739572843,Open,Open,Open,Closed,Closed
425,14.167590178183396,98.0865773761976,Open,Open,Open,Closed,Closed
426,14.200925684485004,97.14027246502246,Open,Open,Open,Closed,Closed
427,14.234261190786611,93.86418576919104,Open,Open,Closed,Closed,Closed
428,14.26759669708822,92.55667057661414,Open,Open,Closed,Closed,Closed
429,14.30093220338983,93.64502027755336,Open,Open,Closed,Closed,Closed
430,14.33426770969144,91.28296337495767,Open,Open,Closed,Closed,Closed
431,14.367603215993046,87.52177086244839,Open,Open,Closed,Closed,Closed
432,14.400938722294654,86.52444950639122,Open,Closed,Closed,Closed,Closed
433,14.434274228596262,85.33535221902014,Open,Closed,Closed,Closed,Closed
434,14.46760973489787,86.0851394345451,Open,Closed,Closed,Closed,Closed
435,14.500945241199478,83.385557007491,Open,Closed,Closed,Closed,Closed
436,14.534280747501086,82.35029517818066,Open,Closed,Closed,Closed,Closed
437,14.567616253802694,81.42889996336132,Open,Closed,Closed,Closed,Closed
438,14.600951760104302,81.34439927681586,Open,Closed,Closed,Closed,Closed
439,14.63428726640591,80.10451878072107,Closed,Closed,Closed,Closed,Closed
440,14.667622772707515,77.28603495972541,Closed,Closed,Closed,Closed,Closed
441,14.700958279009123,92.3074146465248,Open,Open,Closed,Closed,Closed
442,14.734293785310737,91.01634859410134,Open,Open,Closed,Closed,Closed
443,14.767629291612344,90.15970342748024,Open,Open,Closed,Closed,Closed
444,14.80096479791395,90.13873732801434,Open,Open,Closed,Closed,Closed
445,14.834300304215558,96.81991181802738,Open,Open,Open,Closed,Closed
446,14.867635810517166,93.44766862809055,Open,Open,Closed,Closed,Closed
447,14.900971316818774,92.78162959642432,Open,Open,Closed,Closed,Closed
448,14.934306823120382,89.75791253800182,Open,Open,Closed,Closed,Closed
449,14.96764232942199,86.93812407732906,Open,Closed,Closed,Closed,Closed
450,15.000977835723598,83.79078315914006,Open,Closed,Closed,Closed,Closed
451,15.034313342025206,87.89413484398099,Open,Open,Closed,Closed,Closed
452,15.067648848326812,91.22775006912728,Open,Open,Closed,Closed,Closed
453,15.10098435462842,93.81151368808564,Open,Open,Closed,Closed,Closed
454,15.13431986093003,93.33646178829912,Open,Open,Closed,Closed,Closed
455,15.167655367231635,94.04360612044913,Open,Open,Open,Closed,Closed
456,15.200990873533248,92.18097018589438,Open,Open,Closed,Closed,Closed
457,15.234326379834854,92.30564014881269,Open,Open,Closed,Closed,Closed
458,15.267661886136462,91.60749937290902,Open,Open,Closed,Closed,Closed
459,15.30099739243807,87.49174770283332,Open,Open,Closed,Closed,Closed
460,15.334332898739678,86.63419428951663,Open,Closed,Closed,Closed,Closed
461,15.367668405041286,85.91131117888911,Open,Closed,Closed,Closed,Closed
462,15.401003911342894,89.06898644840993,Open,Open,Closed,Closed,Closed
463,15.434339417644502,86.80928160025869,Open,Closed,Closed,Closed,Closed
464,15.46767492394611,85.76520935092674,Open,Closed,Closed,Closed,Closed
465,15.501010430247716,84.38601864127851,Open,Closed,Closed,Closed,Closed
466,15.534345936549323,82.3881102055829,Open,Closed,Closed,Closed,Closed
467,15.567681442850931,77.95555214136184,Closed,Closed,Closed,Closed,Closed
468,15.60101694915254,85.67035868826385,Open,Closed,Closed,Closed,Closed
469,15.63435245545415,77.06636703370586,Closed,Closed,Closed,Closed,Closed
470,15.66768796175576,79.75782198539858,Closed,Closed,Closed,Closed,Closed
471,15.701023468057366,83.0557832027966,Open,Closed,Closed,Closed,Closed
472,15.734358974358974,85.14222661119214,Open,Closed,Closed,Closed,Closed
473,15.767694480660582,92.27068647163848,Open,Open,Closed,Closed,Closed
474,15.80102998696219,95.3147120010248,Open,Open,Open,Closed,Closed
475,15.834365493263798,97.4877252207796,Open,Open,Open,Closed,Closed
476,15.867700999565406,97.16448457607402,Open,Open,Open,Closed,Closed
477,15.901036505867014,95.61587951189225,Open,Open,Open,Closed,Closed
478,15.93437201216862,95.613041525113,Open,Open,Open,Closed,Closed
479,15.96770751847023,92.73593252508388,Open,Open,Closed,Closed,Closed
480,16.00104302477184,92.58626477379264,Open,Open,Closed,Closed,Closed
481,16.034378531073447,91.68315377335432,Open,Open,Closed,Closed,Closed
482,16.067714037375055,87.6664986935917,Open,Open,Closed,Closed,Closed
483,16.101049543676663,88.5463963599566,Open,Open,Closed,Closed,Closed
484,16.13438504997827,88.00784152626004,Open,Open,Closed,Closed,Closed
485,16.16772055627988,89.29154778336516,Open,Open,Closed,Closed,Closed
486,16.201056062581486,87.34659936673515,Open,Open,Closed,Closed,Closed
487,16.234391568883094,89.27615788789589,Open,Open,Closed,Closed,Closed
488,16.267727075184702,88.18728900839884,Open,Open,Closed,Closed,Closed
489,16.30106258148631,84.19852361053184,Open,Closed,Closed,Closed,Closed
490,16.334398087787918,80.41848367637913,Closed,Closed,Closed,Closed,Closed
491,16.367733594089525,75.64015426326458,Closed,Closed,Closed,Closed,Closed
492,16.401069100391133,75.08121213016707,Closed,Closed,Closed,Closed,Closed
493,16.43440460669274,78.21431382424461,Closed,Closed,Closed,Closed,Closed
494,16.46774011299435,85.58506076296797,Open,Closed,Closed,Closed,Closed
495,16.501075619295957,88.870886972833,Open,Open,Closed,Closed,Closed
496,16.534411125597565,94.73533279187716,Open,Open,Open,Closed,Closed
497,16.567746631899173,99.54003556467524,Open,Open,Open,Closed,Closed
498,16.60108213820078,99.75530847189717,Open,Open,Open,Closed,Closed
499,16.63441764450239,100.9933180210606,Open,Open,Open,Open,Closed
500,16.667753150803996,98.52470458228947,Open,Open,Open,Closed,Closed
501,16.701088657105604,96.18442780138209,Open,Open,Open,Closed,Closed
502,16.734424163407212,96.4939519101214,Open,Open,Open,Closed,Closed
503,16.767759669708823,94.74479183974525,Open,Open,Open,Closed,Closed
504,16.80109517601043,94.4708374455347,Open,Open,Open,Closed,Closed
505,16.83443068231204,93.9952652384532,Open,Open,Closed,Closed,Closed
506,16.867766188613647,90.49670733597532,Open,Open,Closed,Closed,Closed
507,16.901101694915255,88.93469577283783,Open,Open,Closed,Closed,Closed
508,16.934437201216863,90.05073195778331,Open,Open,Closed,Closed,Closed
509,16.96777270751847,87.99169214446061,Open,Open,Closed,Closed,Closed
510,17.00110821382008,86.117279571665,Open,Closed,Closed,Closed,Closed
511,17.034443720121686,86.22840849530328,Open,Closed,Closed,Closed,Closed
512,17.067779226423294,84.46793553679743,Open,Closed,Closed,Closed,Closed
513,17.101114732724902,82.96424388434534,Open,Closed,Closed,Closed,Closed
514,17.13445023902651,83.54127682087402,Open,Closed,Closed,Closed,Closed
515,17.167785745328118,74.90134582822685,Closed,Closed,Closed,Closed,Closed
516,17.201121251629726,83.17548718047473,Open,Closed,Closed,Closed,Closed
517,17.234456757931333,83.20656841582692,Open,Closed,Closed,Closed,Closed
518,17.26779226423294,88.67614300603938,Open,Open,Closed,Closed,Closed
519,17.30112777053455,94.31613688695516,Open,Open,Open,Closed,Closed
520,17.334463276836157,99.25785772647248,Open,Open,Open,Closed,Closed
521,17.367798783137765,97.16997394419516,Open,Open,Open,Closed,Closed
522,17.401134289439373,100.10261671523564,Open,Open,Open,Closed,Closed
523,17.43446979574098,99.70355924522204,Open,Open,Open,Closed,Closed
524,17.46780530204259,99.32206402955322,Open,Open,Open,Closed,Closed
525,17.501140808344196,98.85800145126744,Open,Open,Open,Closed,Closed
526,17.534476314645804,96.64437949298448,Open,Open,Open,Closed,Closed
527,17.567811820947412,97.83679986634826,Open,Open,Open,Closed,Closed
528,17.60114732724902,95.73618377109852,Open,Open,Open,Closed,Closed
529,17.634482833550628,93.26474136094645,Open,Open,Closed,Closed,Closed
530,17.667818339852236,92.32083962267244,Open,Open,Closed,Closed,Closed
531,17.701153846153847,88.07306664016008,Open,Open,Closed,Closed,Closed
532,17.734489352455455,85.39305537391388,Open,Closed,Closed,Closed,Closed
533,17.767824858757063,84.23332788799384,Open,Closed,Closed,Closed,Closed
534,17.80116036505867,84.0339238370646,Open,Closed,Closed,Closed,Closed
535,17.83449587136028,80.87533549937811,Open,Closed,Closed,Closed,Closed
536,17.867831377661886,83.07469627454981,Open,Closed,Closed,Closed,Closed
537,17.901166883963494,79.32471467504945,Closed,Closed,Closed,Closed,Closed
538,17.934502390265102,78.4196867660752,Closed,Closed,Closed,Closed,Closed
539,17.96783789656671,79.05352732145911,Closed,Closed,Closed,Closed,Closed
540,18.001173402868318,77.2460631126591,Closed,Closed,Closed,Closed,Closed
541,18.03450890916993,79.95942556252783,Closed,Closed,Closed,Closed,Closed
542,18.067844415471537,89.31873219688453,Open,Open,Closed,Closed,Closed
543,18.10117992177314,97.56876273040017,Open,Open,Open,Closed,Closed
544,18.13451542807475,102.0355531094874,Open,Open,Open,Open,Closed
545,18.167850934376357,100.1456274597904,Open,Open,Open,Closed,Closed
546,18.201186440677965,102.43125993402212,Open,Open,Open,Open,Closed
547,18.234521946979573,100.55878755916672,Open,Open,Open,Closed,Closed
548,18.26785745328118,97.38499955060568,Open,Open,Open,Closed,Closed
549,18.30119295958279,97.8444250150639,Open,Open,Open,Closed,Closed
550,18.334528465884397,97.04722137732576,Open,Open,Open,Closed,Closed
551,18.367863972186004,95.82098504349436,Open,Open,Open,Closed,Closed
552,18.401199478487612,94.00023747397606,Open,Open,Closed,Closed,Closed
553,18.43453498478922,93.11380451041356,Open,Open,Closed,Closed,Closed
554,18.467870491090828,93.2416191266448,Open,Open,Closed,Closed,Closed
555,18.501205997392436,96.08512048393744,Open,Open,Open,Closed,Closed
556,18.534541503694044,92.45585859231647,Open,Open,Closed,Closed,Closed
557,18.56787700999565,89.97166694492964,Open,Open,Closed,Closed,Closed
558,18.601212516297263,85.11318814022442,Open,Closed,Closed,Closed,Closed
559,18.63454802259887,85.50710043891848,Open,Closed,Closed,Closed,Closed
560,18.66788352890048,81.96587424055838,Open,Closed,Closed,Closed,Closed
561,18.701219035202087,85.56701839676214,Open,Closed,Closed,Closed,Closed
562,18.734554541503694,82.32036578626868,Open,Closed,Closed,Closed,Closed
563,18.767890047805302,78.77346431102936,Closed,Closed,Closed,Closed,Closed
564,18.80122555410691,78.8358956751703,Closed,Closed,Closed,Closed,Closed
565,18.83456106040852,83.35180706057717,Open,Closed,Closed,Closed,Closed
566,18.86789656671013,90.4343827405198,Open,Open,Closed,Closed,Closed
567,18.901232073011737,97.69862630642508,Open,Open,Open,Closed,Closed
568,18.93456757931334,100.66292897695692,Open,Open,Open,Closed,Closed
569,18.96790308561495,102.21814907226415,Open,Open,Open,Open,Closed
570,19.001238591916557,101.03616505949802,Open,Open,Open,Open,Closed
571,19.034574098218165,100.67013205610012,Open,Open,Open,Closed,Closed
572,19.067909604519773,96.7032736264714,Open,Open,Open,Closed,Closed
573,19.10124511082138,97.2835940026886,Open,Open,Open,Closed,Closed
574,19.13458061712299,95.47194536786868,Open,Open,Open,Closed,Closed
575,19.167916123424597,94.91731749239788,Open,Open,Open,Closed,Closed
576,19.201251629726205,95.34340498440908,Open,Open,Open,Closed,Closed
577,19.234587136027812,93.81736022843909,Open,Open,Closed,Closed,Closed
578,19.26792264232942,91.78256119294016,Open,Open,Closed,Closed,Closed
579,19.301258148631028,92.73055654228722,Open,Open,Closed,Closed,Closed
580,19.334593654932636,92.84736962049612,Open,Open,Closed,Closed,Closed
581,19.367929161234244,86.82773012894977,Open,Closed,Closed,Closed,Closed
582,19.40126466753585,82.19174514317669,Open,Closed,Closed,Closed,Closed
583,19.43460017383746,81.08519455454119,Open,Closed,Closed,Closed,Closed
584,19.467935680139068,90.12908354363654,Open,Open,Closed,Closed,Closed
585,19.50127118644068,85.16022032756237,Open,Closed,Closed,Closed,Closed
586,19.534606692742287,86.86126847170578,Open,Closed,Closed,Closed,Closed
587,19.567942199043895,89.2830459824022,Open,Open,Closed,Closed,Closed
588,19.601277705345503,90.23139011210972,Open,Open,Closed,Closed,Closed
589,19.63461321164711,92.40209656596345,Open,Open,Closed,Closed,Closed
590,19.66794871794872,89.5954085671342,Open,Open,Closed,Closed,Closed
591,19.70128422425033,90.24070411714791,Open,Open,Closed,Closed,Closed
592,19.734619730551938,92.06360510430449,Open,Open,Closed,Closed,Closed
593,19.767955236853545,92.00219333238616,Open,Open,Closed,Closed,Closed
594,19.80129074315515,92.37007440066034,Open,Open,Closed,Closed,Closed
595,19.83462624945676,95.39459588809628,Open,Open,Open,Closed,Closed
596,19.867961755758365,91.35492319731232,Open,Open,Closed,Closed,Closed
597,19.901297262059973,91.66989333183906,Open,Open,Closed,Closed,Closed
598,19.93463276836158,93.31265209726637,Open,Open,Closed,Closed,Closed
599,19.96796827466319,89.09976070417096,Open,Open,Closed,Closed,Closed
600,20.001303780964797,89.0023668038456,Open,Open,Closed,Closed,Closed
601,20.034639287266405,92.094752182132,Open,Open,Closed,Closed,Closed
602,20.067974793568013,94.32515149023963,Open,Open,Open,Closed,Closed
603,20.10131029986962,95.09823583745316,Open,Open,Open,Closed,Closed
604,20.13464580617123,96.11834521053628,Open,Open,Open,Closed,Closed
605,20.167981312472836,96.28206380890464,Open,Open,Open,Closed,Closed
606,20.201316818774444,93.81132148388744,Open,Open,Closed,Closed,Closed
607,20.234652325076052,93.38230047767166,Open,Open,Closed,Closed,Closed
608,20.26798783137766,94.14688639000802,Open,Open,Open,Closed,Closed
609,20.301323337679268,97.64774118753768,Open,Open,Open,Closed,Closed
610,20.334658843980876,94.43596076421642,Open,Open,Open,Closed,Closed
611,20.367994350282483,96.5273750414512,Open,Open,Open,Closed,Closed
612,20.401329856584095,95.80826669945463,Open,Open,Open,Closed,Closed
613,20.434665362885703,95.25065712909768,Open,Open,Open,Closed,Closed
614,20.46800086918731,96.59493859491572,Open,Open,Open,Closed,Closed
615,20.50133637548892,95.62009539278245,Open,Open,Open,Closed,Closed
616,20.534671881790526,92.3547426460224,Open,Open,Closed,Closed,Closed
617,20.568007388092138,96.80576721601422,Open,Open,Open,Closed,Closed
618,20.601342894393746,93.02569576209235,Open,Open,Closed,Closed,Closed
619,20.63467840069535,95.45168880009707,Open,Open,Open,Closed,Closed
620,20.66801390699696,97.37062902446549,Open,Open,Open,Closed,Closed
621,20.70134941329857,98.45993708711478,Open,Open,Open,Closed,Closed
622,20.734684919600173,99.66190439278816,Open,Open,Open,Closed,Closed
623,20.76802042590178,98.83624642519445,Open,Open,Open,Closed,Closed
624,20.80135593220339,95.87890720937408,Open,Open,Open,Closed,Closed
625,20.834691438504997,94.88581168276048,Open,Open,Open,Closed,Closed
626,20.868026944806605,98.45340551395246,Open,Open,Open,Closed,Closed
627,20.901362451108213,99.84536123999584,Open,Open,Open,Closed,Closed
628,20.93469795740982,98.74882389824812,Open,Open,Open,Closed,Closed
629,20.96803346371143,97.88496072011426,Open,Open,Open,Closed,Closed
630,21.001368970013036,98.12665421159886,Open,Open,Open,Closed,Closed
631,21.034704476314644,96.31377436244682,Open,Open,Open,Closed,Closed
632,21.068039982616252,93.73213921133976,Open,Open,Closed,Closed,Closed
633,21.10137548891786,92.0360864979818,Open,Open,Closed,Closed,Closed
634,21.134710995219468,91.14278285726476,Open,Open,Closed,Closed,Closed
635,21.168046501521076,91.01291750252544,Open,Open,Closed,Closed,Closed
636,21.201382007822684,92.71450635540712,Open,Open,Closed,Closed,Closed
637,21.23471751412429,93.94171459039832,Open,Open,Closed,Closed,Closed
638,21.2680530204259,95.96905826770148,Open,Open,Open,Closed,Closed
639,21.30138852672751,96.17617107043291,Open,Open,Open,Closed,Closed
640,21.33472403302912,98.41169797285696,Open,Open,Open,Closed,Closed
641,21.368059539330726,98.43707328278924,Open,Open,Open,Closed,Closed
642,21.401395045632334,101.52140010877926,Open,Open,Open,Open,Closed
643,21.434730551933946,98.72714346670524,Open,Open,Open,Closed,Closed
644,21.46806605823555,102.47616239809544,Open,Open,Open,Open,Closed
645,21.50140156453716,98.2295263833079,Open,Open,Open,Closed,Closed
646,21.53473707083877,99.25571992464975,Open,Open,Open,Closed,Closed
647,21.568072577140377,95.82444971546867,Open,Open,Open,Closed,Closed
648,21.60140808344198,96.97181615362688,Open,Open,Open,Closed,Closed
649,21.63474358974359,99.64030767102795,Open,Open,Open,Closed,Closed
650,21.668079096045197,95.35813855376963,Open,Open,Open,Closed,Closed
651,21.701414602346805,95.01313326174493,Open,Open,Open,Closed,Closed
652,21.734750108648413,95.03158657743752,Open,Open,Open,Closed,Closed
653,21.76808561495002,96.20094977899087,Open,Open,Open,Closed,Closed
654,21.80142112125163,96.48804072801622,Open,Open,Open,Closed,Closed
655,21.834756627553237,95.94151403103932,Open,Open,Open,Closed,Closed
656,21.868092133854844,97.34191646725968,Open,Open,Open,Closed,Closed
657,21.901427640156452,95.1417124731394,Open,Open,Open,Closed,Closed
658,21.93476314645806,95.2178615905899,Open,Open,Open,Closed,Closed
659,21.968098652759668,95.81834713385668,Open,Open,Open,Closed,Closed
660,22.001434159061276,93.54320448746677,Open,Open,Closed,Closed,Closed
661,22.034769665362884,96.8955564898322,Open,Open,Open,Closed,Closed
662,22.06810517166449,95.32948109706248,Open,Open,Open,Closed,Closed
663,22.1014406779661,95.10587731639843,Open,Open,Open,Closed,Closed
664,22.134776184267707,96.38601870827338,Open,Open,Open,Closed,Closed
665,22.168111690569315,94.49988772319014,Open,Open,Open,Closed,Closed
666,22.201447196870923,94.8133599198096,Open,Open,Open,Closed,Closed
667,22.234782703172534,99.24669990861275,Open,Open,Open,Closed,Closed
668,22.268118209474142,94.83932686172352,Open,Open,Open,Closed,Closed
669,22.30145371577575,96.84600390829044,Open,Open,Open,Closed,Closed
670,22.33478922207736,94.73467775748202,Open,Open,Open,Closed,Closed
671,22.36812472837897,95.5697090390845,Open,Open,Open,Closed,Closed
672,22.401460234680577,95.68990684692533,Open,Open,Open,Closed,Closed
673,22.43479574098218,97.44370549236754,Open,Open,Open,Closed,Closed
674,22.46813124728379,97.02443711655276,Open,Open,Open,Closed,Closed
675,22.501466753585397,97.23741588239146,Open,Open,Open,Closed,Closed
676,22.534802259887005,99.08685181964842,Open,Open,Open,Closed,Closed
677,22.568137766188613,100.7493572557974,Open,Open,Open,Open,Closed
678,22.60147327249022,97.74620332482633,Open,Open,Open,Closed,Closed
679,22.63480877879183,95.67977821026864,Open,Open,Open,Closed,Closed
680,22.668144285093437,99.94123474772998,Open,Open,Open,Closed,Closed
681,22.701479791395045,97.92152576448105,Open,Open,Open,Closed,Closed
682,22.734815297696652,99.12857376203212,Open,Open,Open,Closed,Closed
683,22.76815080399826,98.27956275205796,Open,Open,Open,Closed,Closed
684,22.801486310299868,102.29707896692824,Open,Open,Open,Open,Closed
685,22.834821816601476,97.53374253968316,Open,Open,Open,Closed,Closed
686,22.868157322903084,100.91541476210054,Open,Open,Open,Open,Closed
687,22.90149282920469,97.6135353631909,Open,Open,Open,Closed,Closed
688,22.9348283355063,100.41548464722209,Open,Open,Open,Closed,Closed
689,22.968163841807907,98.29867410734757,Open,Open,Open,Closed,Closed
690,23.001499348109515,98.61221737209836,Open,Open,Open,Closed,Closed
691,23.034834854411123,98.90125883114332,Open,Open,Open,Closed,Closed
692,23.06817036071273,98.73969736115092,Open,Open,Open,Closed,Closed
693,23.10150586701434,97.04830622221247,Open,Open,Open,Closed,Closed
694,23.13484137331595,97.05098536590712,Open,Open,Open,Closed,Closed
695,23.16817687961756,99.01316151244956,Open,Open,Open,Closed,Closed
696,23.20151238591917,97.693830548319,Open,Open,Open,Closed,Closed
697,23.234847892220778,98.745812830936,Open,Open,Open,Closed,Closed
698,23.268183398522385,97.17374618809046,Open,Open,Open,Closed,Closed
699,23.30151890482399,95.33356752098678,Open,Open,Open,Closed,Closed
700,23.3348544111256,98.03603150589272,Open,Open,Open,Closed,Closed
701,23.368189917427205,96.94628998882982,Open,Open,Open,Closed,Closed
702,23.401525423728813,96.25508536539942,Open,Open,Open,Closed,Closed
703,23.43486093003042,95.30311970320793,Open,Open,Open,Closed,Closed
704,23.46819643633203,95.82199997118984,Open,Open,Open,Closed,Closed
705,23.501531942633637,94.69027115738923,Open,Open,Open,Closed,Closed
706,23.534867448935245,96.298743522404,Open,Open,Open,Closed,Closed
707,23.568202955236853,94.1377306743292,Open,Open,Open,Closed,Closed
708,23.60153846153846,96.1981836155888,Open,Open,Open,Closed,Closed
709,23.63487396784007,94.9026662886719,Open,Open,Open,Closed,Closed
710,23.668209474141676,98.24876837959124,Open,Open,Open,Closed,Closed
711,23.701544980443284,96.77712672651056,Open,Open,Open,Closed,Closed
712,23.734880486744892,95.60236331016142,Open,Open,Open,Closed,Closed
713,23.7682159930465,94.60415623986648,Open,Open,Open,Closed,Closed
714,23.801551499348108,93.05505763107192,Open,Open,Closed,Closed,Closed
715,23.834887005649716,95.43378053904894,Open,Open,Open,Closed,Closed
716,23.868222511951323,92.6766521952903,Open,Open,Closed,Closed,Closed
717,23.90155801825293,93.69152441740624,Open,Open,Closed,Closed,Closed
718,23.93489352455454,95.43490919873102,Open,Open,Open,Closed,Closed
719,23.968229030856147,97.6634676723339,Open,Open,Open,Closed,Closed
720,24.001564537157755,93.82428060302432,Open,Open,Closed,Closed,Closed
721,24.034900043459366,94.52196693907932,Open,Open,Open,Closed,Closed
722,24.068235549760978,92.94311492580782,Open,Open,Closed,Closed,Closed
723,24.101571056062586,96.23254711771068,Open,Open,Open,Closed,Closed
724,24.13490656236419,98.40417031107609,Open,Open,Open,Closed,Closed
725,24.1682420686658,105.22073201290785,Open,Open,Open,Open,Closed
726,24.20157757496741,101.82571421461928,Open,Open,Open,Open,Closed
727,24.234913081269013,110.9590031142815,Open,Open,Open,Open,Open
728,24.26824858757062,105.10040982166944,Open,Open,Open,Open,Closed
729,24.30158409387223,97.69242375286504,Open,Open,Open,Closed,Closed
730,24.334919600173837,102.00637273665274,Open,Open,Open,Open,Closed
731,24.368255106475445,105.23700808122952,Open,Open,Open,Open,Closed
732,24.401590612777053,105.55360546266168,Open,Open,Open,Open,Closed
733,24.43492611907866,104.6213451415613,Open,Open,Open,Open,Closed
734,24.46826162538027,98.00727226844263,Open,Open,Open,Closed,Closed
735,24.501597131681876,96.43780885840803,Open,Open,Open,Closed,Closed
736,24.534932637983484,94.10907313824328,Open,Open,Open,Closed,Closed
737,24.568268144285092,97.71965703433024,Open,Open,Open,Closed,Closed
738,24.6016036505867,96.16477199844807,Open,Open,Open,Closed,Closed
739,24.634939156888308,89.53792836874447,Open,Open,Closed,Closed,Closed
740,24.668274663189916,91.892061783119,Open,Open,Closed,Closed,Closed
741,24.701610169491524,88.7799332522031,Open,Open,Closed,Closed,Closed
742,24.73494567579313,100.1199596178832,Open,Open,Open,Closed,Closed
743,24.76828118209474,94.58591640725842,Open,Open,Open,Closed,Closed
744,24.801616688396347,89.80880212695438,Open,Open,Closed,Closed,Closed
745,24.834952194697955,84.34689541910411,Open,Closed,Closed,Closed,Closed
746,24.868287700999563,92.9730870027177,Open,Open,Closed,Closed,Closed
747,24.90162320730117,88.50142126370052,Open,Open,Closed,Closed,Closed
748,24.934958713602786,91.28549998069474,Open,Open,Closed,Closed,Closed
749,24.96829421990439,89.49543264319303,Open,Open,Closed,Closed,Closed
750,25.001629726206,91.05182611490493,Open,Open,Closed,Closed,Closed
751,25.03496523250761,91.78573629612828,Open,Open,Closed,Closed,Closed
752,25.068300738809217,91.95736656828475,Open,Open,Closed,Closed,Closed
753,25.10163624511082,94.57710118639028,Open,Open,Open,Closed,Closed
754,25.13497175141243,94.0786904124772,Open,Open,Open,Closed,Closed
755,25.168307257714037,92.805264190038,Open,Open,Closed,Closed,Closed
756,25.201642764015645,95.56690590645748,Open,Open,Open,Closed,Closed
757,25.234978270317253,94.12358310319804,Open,Open,Open,Closed,Closed
758,25.26831377661886,93.69636578713204,Open,Open,Closed,Closed,Closed
759,25.30164928292047,93.58102719404457,Open,Open,Closed,Closed,Closed
760,25.334984789222077,87.8630162529579,Open,Open,Closed,Closed,Closed
761,25.368320295523684,84.46217143209248,Open,Closed,Closed,Closed,Closed
762,25.401655801825292,83.727094256909,Open,Closed,Closed,Closed,Closed
763,25.4349913081269,81.2212863964155,Open,Closed,Closed,Closed,Closed
764,25.468326814428508,82.34884544063901,Open,Closed,Closed,Closed,Closed
