frame,timestamp,anchor_to_top_lip_top_center,thresh_1,thresh_2,thresh_3,thresh_4,thresh_5
765,25.501662320730116,82.6145624755735,Open,Closed,Closed,Closed,Closed
766,25.534997827031724,79.41409211342899,Closed,Closed,Closed,Closed,Closed
767,25.56833333333333,78.99583255514406,Closed,Closed,Closed,Closed,Closed
768,25.60166883963494,82.3799584742364,Open,Closed,Closed,Closed,Closed
769,25.635004345936547,87.65681697843857,Open,Open,Closed,Closed,Closed
770,25.668339852238155,91.08733243839694,Open,Open,Closed,Closed,Closed
771,25.701675358539763,94.5410343783204,Open,Open,Open,Closed,Closed
772,25.73501086484137,99.5509916934218,Open,Open,Open,Closed,Closed
773,25.76834637114298,96.88579570270367,Open,Open,Open,Closed,Closed
774,25.801681877444587,95.3200420370367,Open,Open,Open,Closed,Closed
775,25.8350173837462,93.54081200951782,Open,Open,Closed,Closed,Closed
776,25.86835289004781,95.54756123025608,Open,Open,Open,Closed,Closed
777,25.901688396349417,93.50538199375887,Open,Open,Closed,Closed,Closed
778,25.93502390265102,93.61720676097124,Open,Open,Closed,Closed,Closed
779,25.96835940895263,91.435453190782,Open,Open,Closed,Closed,Closed
780,26.001694915254237,92.45497396523724,Open,Open,Closed,Closed,Closed
781,26.035030421555845,90.4148556880223,Open,Open,Closed,Closed,Closed
782,26.068365927857453,91.1926491116769,Open,Open,Closed,Closed,Closed
783,26.10170143415906,89.72751831115325,Open,Open,Closed,Closed,Closed
784,26.13503694046067,85.90120628399937,Open,Closed,Closed,Closed,Closed
785,26.168372446762277,84.77391364618342,Open,Closed,Closed,Closed,Closed
786,26.201707953063885,80.41779312886969,Closed,Closed,Closed,Closed,Closed
787,26.235043459365492,81.93168413829059,Open,Closed,Closed,Closed,Closed
788,26.2683789656671,80.62379593099132,Closed,Closed,Closed,Closed,Closed
789,26.301714471968708,87.596131398323,Open,Open,Closed,Closed,Closed
790,26.335049978270316,92.24180171384047,Open,Open,Closed,Closed,Closed
791,26.368385484571924,97.18452881525832,Open,Open,Open,Closed,Closed
792,26.40172099087353,99.62979799637188,Open,Open,Open,Closed,Closed
793,26.43505649717514,99.5166699227054,Open,Open,Open,Closed,Closed
794,26.468392003476747,96.9129352494144,Open,Open,Open,Closed,Closed
795,26.501727509778355,95.35199889739862,Open,Open,Open,Closed,Closed
796,26.535063016079963,91.24158695596532,Open,Open,Closed,Closed,Closed
797,26.56839852238157,87.48308554375488,Open,Open,Closed,Closed,Closed
798,26.60173402868318,89.23975084607945,Open,Open,Closed,Closed,Closed
799,26.635069534984787,90.98403756727888,Open,Open,Closed,Closed,Closed
800,26.668405041286395,90.438514675871,Open,Open,Closed,Closed,Closed
801,26.701740547588003,83.48243230310754,Open,Closed,Closed,Closed,Closed
802,26.735076053889617,86.33709680606253,Open,Closed,Closed,Closed,Closed
803,26.768411560191225,88.57340792760336,Open,Open,Closed,Closed,Closed
804,26.80174706649283,82.14727803301065,Open,Closed,Closed,Closed,Closed
805,26.83508257279444,81.66655234149226,Open,Closed,Closed,Closed,Closed
806,26.868418079096045,87.3058458140273,Open,Closed,Closed,Closed,Closed
807,26.901753585397653,90.65086553076472,Open,Open,Closed,Closed,Closed
808,26.93508909169926,97.3444958828024,Open,Open,Open,Closed,Closed
809,26.96842459800087,97.8154234216881,Open,Open,Open,Closed,Closed
810,27.001760104302477,99.21538827579391,Open,Open,Open,Closed,Closed
811,27.035095610604085,99.48342422492748,Open,Open,Open,Closed,Closed
812,27.068431116905693,100.70961055300724,Open,Open,Open,Open,Closed
813,27.1017666232073,100.20111317579536,Open,Open,Open,Closed,Closed
814,27.13510212950891,98.50293647421196,Open,Open,Open,Closed,Closed
815,27.168437635810516,95.00101685854996,Open,Open,Open,Closed,Closed
816,27.201773142112124,92.77007354458868,Open,Open,Closed,Closed,Closed
817,27.235108648413732,90.279783112003,Open,Open,Closed,Closed,Closed
818,27.26844415471534,84.40966187310866,Open,Closed,Closed,Closed,Closed
819,27.301779661016948,85.57503282654729,Open,Closed,Closed,Closed,Closed
820,27.335115167318556,83.49526930634488,Open,Closed,Closed,Closed,Closed
821,27.368450673620163,86.20678271476739,Open,Closed,Closed,Closed,Closed
822,27.40178617992177,82.14992045305974,Open,Closed,Closed,Closed,Closed
823,27.43512168622338,81.38107194245538,Open,Closed,Closed,Closed,Closed
824,27.468457192524987,87.94934058784506,Open,Open,Closed,Closed,Closed
825,27.501792698826595,95.34740808790627,Open,Open,Open,Closed,Closed
826,27.535128205128203,99.79536460888204,Open,Open,Open,Closed,Closed
827,27.56846371142981,106.05195485460108,Open,Open,Open,Open,Closed
828,27.60179921773142,103.14106967692962,Open,Open,Open,Open,Closed
829,27.635134724033023,98.76167248099624,Open,Open,Open,Closed,Closed
830,27.66847023033464,98.404802601986,Open,Open,Open,Closed,Closed
831,27.70180573663625,96.330426273555,Open,Open,Open,Closed,Closed
832,27.735141242937853,95.32235500451164,Open,Open,Open,Closed,Closed
833,27.76847674923946,91.84944977946716,Open,Open,Closed,Closed,Closed
834,27.80181225554107,86.05177507079267,Open,Closed,Closed,Closed,Closed
835,27.835147761842677,84.31663065051049,Open,Closed,Closed,Closed,Closed
836,27.868483268144285,84.87826490049736,Open,Closed,Closed,Closed,Closed
837,27.901818774445893,88.59393627350471,Open,Open,Closed,Closed,Closed
838,27.9351542807475,81.46500065053363,Open,Closed,Closed,Closed,Closed
839,27.96848978704911,85.79436961251713,Open,Closed,Closed,Closed,Closed
840,28.001825293350716,86.03093606540381,Open,Closed,Closed,Closed,Closed
841,28.035160799652324,81.64197311443348,Open,Closed,Closed,Closed,Closed
842,28.068496305953932,84.29496225644556,Open,Closed,Closed,Closed,Closed
843,28.10183181225554,89.70661292486143,Open,Open,Closed,Closed,Closed
844,28.135167318557148,98.61761949584177,Open,Open,Open,Closed,Closed
845,28.168502824858756,99.29099667609964,Open,Open,Open,Closed,Closed
846,28.201838331160364,100.0840044281406,Open,Open,Open,Closed,Closed
847,28.23517383746197,99.862536727568,Open,Open,Open,Closed,Closed
848,28.26850934376358,96.66664481571502,Open,Open,Open,Closed,Closed
849,28.301844850065187,95.58592779600374,Open,Open,Open,Closed,Closed
850,28.335180356366795,95.20290275452744,Open,Open,Open,Closed,Closed
851,28.368515862668403,95.82602014224096,Open,Open,Open,Closed,Closed
852,28.40185136897001,92.28336530634904,Open,Open,Closed,Closed,Closed
853,28.43518687527162,92.43757173267318,Open,Open,Closed,Closed,Closed
854,28.468522381573223,90.69501729219522,Open,Open,Closed,Closed,Closed
855,28.50185788787483,90.592753119377,Open,Open,Closed,Closed,Closed
856,28.53519339417644,95.12839644694228,Open,Open,Open,Closed,Closed
857,28.568528900478057,96.89571431389597,Open,Open,Open,Closed,Closed
858,28.60186440677966,90.83129627367605,Open,Open,Closed,Closed,Closed
859,28.63519991308127,92.16553330852076,Open,Open,Closed,Closed,Closed
860,28.668535419382877,92.41220695516826,Open,Open,Closed,Closed,Closed
861,28.701870925684485,93.04345302406928,Open,Open,Closed,Closed,Closed
862,28.735206431986093,91.83936866678816,Open,Open,Closed,Closed,Closed
863,28.7685419382877,92.005489471939,Open,Open,Closed,Closed,Closed
864,28.80187744458931,93.10041804107732,Open,Open,Closed,Closed,Closed
865,28.835212950890917,87.14532978380313,Open,Closed,Closed,Closed,Closed
866,28.868548457192524,89.72989772198139,Open,Open,Closed,Closed,Closed
867,28.901883963494132,86.28510881638621,Open,Closed,Closed,Closed,Closed
868,28.93521946979574,73.99464108943776,Closed,Closed,Closed,Closed,Closed
869,28.968554976097348,86.61492979079834,Open,Closed,Closed,Closed,Closed
870,29.001890482398956,82.60148627236099,Open,Closed,Closed,Closed,Closed
871,29.035225988700564,81.83430865332485,Open,Closed,Closed,Closed,Closed
872,29.06856149500217,78.61629694706795,Closed,Closed,Closed,Closed,Closed
873,29.10189700130378,84.65717468643979,Open,Closed,Closed,Closed,Closed
874,29.135232507605387,93.37683600140312,Open,Open,Closed,Closed,Closed
875,29.168568013906995,97.99544698641571,Open,Open,Open,Closed,Closed
876,29.201903520208603,98.3081769599169,Open,Open,Open,Closed,Closed
877,29.23523902651021,98.4681997152359,Open,Open,Open,Closed,Closed
878,29.26857453281182,95.3200420370367,Open,Open,Open,Closed,Closed
879,29.301910039113427,97.48508176902814,Open,Open,Open,Closed,Closed
880,29.33524554541503,96.2228189487,Open,Open,Open,Closed,Closed
881,29.36858105171664,94.19340419720812,Open,Open,Open,Closed,Closed
882,29.40191655801825,90.56782687658382,Open,Open,Closed,Closed,Closed
883,29.435252064319855,96.58441197900348,Open,Open,Open,Closed,Closed
884,29.46858757062147,88.20630138501494,Open,Open,Closed,Closed,Closed
885,29.501923076923077,91.72121250138532,Open,Open,Closed,Closed,Closed
886,29.535258583224685,88.29107055359938,Open,Open,Closed,Closed,Closed
887,29.568594089526293,86.29501007642898,Open,Closed,Closed,Closed,Closed
888,29.6019295958279,87.13429134383082,Open,Closed,Closed,Closed,Closed
889,29.63526510212951,82.87150728617146,Open,Closed,Closed,Closed,Closed
890,29.668600608431117,80.56272166482587,Closed,Closed,Closed,Closed,Closed
891,29.701936114732725,83.81982782573283,Open,Closed,Closed,Closed,Closed
892,29.735271621034332,93.38448739986929,Open,Open,Closed,Closed,Closed
893,29.76860712733594,91.13348562620077,Open,Open,Closed,Closed,Closed
894,29.801942633637548,91.63370246780218,Open,Open,Closed,Closed,Closed
895,29.835278139939156,96.79788312717926,Open,Open,Open,Closed,Closed
896,29.868613646240764,92.78455277931766,Open,Open,Closed,Closed,Closed
897,29.90194915254237,89.85138490300159,Open,Open,Closed,Closed,Closed
898,29.93528465884398,95.05753377753608,Open,Open,Open,Closed,Closed
899,29.968620165145587,94.55110668303352,Open,Open,Open,Closed,Closed
900,30.001955671447195,92.14903759511594,Open,Open,Closed,Closed,Closed
901,30.035291177748803,91.26474136094645,Open,Open,Closed,Closed,Closed
902,30.06862668405041,90.34576838323378,Open,Open,Closed,Closed,Closed
903,30.10196219035202,89.15193298066868,Open,Open,Closed,Closed,Closed
904,30.135297696653627,87.1494825896759,Open,Closed,Closed,Closed,Closed
905,30.168633202955235,86.69898222561568,Open,Closed,Closed,Closed,Closed
906,30.201968709256843,89.12456418399739,Open,Open,Closed,Closed,Closed
907,30.23530421555845,86.94089551664848,Open,Closed,Closed,Closed,Closed
908,30.26863972186006,85.39587947445435,Open,Closed,Closed,Closed,Closed
909,30.301975228161663,81.56749026294844,Open,Closed,Closed,Closed,Closed
910,30.33531073446327,81.14520611175217,Open,Closed,Closed,Closed,Closed
911,30.368646240764885,85.26683891667179,Open,Closed,Closed,Closed,Closed
912,30.401981747066493,92.4054005730172,Open,Open,Closed,Closed,Closed
913,30.4353172533681,87.63598670757831,Open,Open,Closed,Closed,Closed
914,30.46865275966971,93.31040330709148,Open,Open,Closed,Closed,Closed
915,30.501988265971317,92.49453519793568,Open,Open,Closed,Closed,Closed
916,30.535323772272925,88.80449531685193,Open,Open,Closed,Closed,Closed
917,30.568659278574533,94.28415426273956,Open,Open,Open,Closed,Closed
918,30.60199478487614,88.14222597360983,Open,Open,Closed,Closed,Closed
919,30.63533029117775,93.550144640526,Open,Open,Closed,Closed,Closed
920,30.668665797479356,86.83671956739994,Open,Closed,Closed,Closed,Closed
921,30.702001303780964,90.16331108577812,Open,Open,Closed,Closed,Closed
922,30.735336810082572,85.36900176717526,Open,Closed,Closed,Closed,Closed
923,30.76867231638418,86.74675614106079,Open,Closed,Closed,Closed,Closed
924,30.802007822685788,87.72986244426954,Open,Open,Closed,Closed,Closed
925,30.835343328987395,86.58972067968634,Open,Closed,Closed,Closed,Closed
926,30.868678835289003,90.71652797893536,Open,Open,Closed,Closed,Closed
927,30.90201434159061,86.48854165691637,Open,Closed,Closed,Closed,Closed
928,30.93534984789222,86.56685770381804,Open,Closed,Closed,Closed,Closed
929,30.968685354193827,84.15583593092194,Open,Closed,Closed,Closed,Closed
930,31.002020860495435,91.99445236694952,Open,Open,Closed,Closed,Closed
931,31.035356366797043,90.37754571741264,Open,Open,Closed,Closed,Closed
932,31.06869187309865,97.2660086087303,Open,Open,Open,Closed,Closed
933,31.10202737940026,99.03446501629936,Open,Open,Open,Closed,Closed
934,31.135362885701863,98.65337819565288,Open,Open,Open,Closed,Closed
935,31.16869839200347,101.4492755903034,Open,Open,Open,Open,Closed
936,31.20203389830508,95.8750500731713,Open,Open,Open,Closed,Closed
937,31.23536940460669,96.7685290080152,Open,Open,Open,Closed,Closed
938,31.2687049109083,97.60941918855792,Open,Open,Open,Closed,Closed
939,31.30204041720991,93.55595173980596,Open,Open,Closed,Closed,Closed
940,31.335375923511517,92.24925117632918,Open,Open,Closed,Closed,Closed
941,31.368711429813125,88.58382815562854,Open,Open,Closed,Closed,Closed
942,31.402046936114733,89.42026237006631,Open,Open,Closed,Closed,Closed
943,31.43538244241634,90.11199714217058,Open,Open,Closed,Closed,Closed
944,31.46871794871795,91.16246191053304,Open,Open,Closed,Closed,Closed
945,31.502053455019556,86.93118507566342,Open,Closed,Closed,Closed,Closed
946,31.535388961321164,83.81276906693407,Open,Closed,Closed,Closed,Closed
947,31.568724467622772,87.41583072711663,Open,Open,Closed,Closed,Closed
948,31.60205997392438,86.02623971273704,Open,Closed,Closed,Closed,Closed
949,31.635395480225988,85.8148292283649,Open,Closed,Closed,Closed,Closed
950,31.668730986527596,84.70462916431512,Open,Closed,Closed,Closed,Closed
951,31.702066492829204,89.08098015463472,Open,Open,Closed,Closed,Closed
952,31.73540199913081,95.84223827106295,Open,Open,Open,Closed,Closed
953,31.76873750543242,99.04441384325452,Open,Open,Open,Closed,Closed
954,31.802073011734027,103.86672754270754,Open,Open,Open,Open,Closed
955,31.835408518035635,103.58137702238898,Open,Open,Open,Open,Closed
956,31.868744024337243,98.91155342980105,Open,Open,Open,Closed,Closed
957,31.90207953063885,95.77051000457634,Open,Open,Open,Closed,Closed
958,31.93541503694046,95.91264369437626,Open,Open,Open,Closed,Closed
959,31.968750543242063,95.3675128295816,Open,Open,Open,Closed,Closed
960,32.00208604954368,98.3292620642854,Open,Open,Open,Closed,Closed
961,32.03542155584528,101.5654706790392,Open,Open,Open,Open,Closed
962,32.068757062146894,95.28949279717438,Open,Open,Open,Closed,Closed
963,32.1020925684485,92.86120122640192,Open,Open,Closed,Closed,Closed
964,32.13542807475011,92.0669419773938,Open,Open,Closed,Closed,Closed
965,32.168763581051714,88.0891040960999,Open,Open,Closed,Closed,Closed
966,32.202099087353325,84.57635544815841,Open,Closed,Closed,Closed,Closed
967,32.23543459365493,82.10179901744729,Open,Closed,Closed,Closed,Closed
968,32.26877009995654,81.79137625816347,Open,Closed,Closed,Closed,Closed
969,32.302105606258145,85.75255514613738,Open,Closed,Closed,Closed,Closed
970,32.33544111255976,93.50504506183032,Open,Open,Closed,Closed,Closed
971,32.36877661886136,102.16263648685208,Open,Open,Open,Open,Closed
972,32.40211212516297,101.83406991894589,Open,Open,Open,Open,Closed
973,32.43544763146458,104.99382712179845,Open,Open,Open,Open,Closed
974,32.46878313776619,100.90698461219156,Open,Open,Open,Open,Closed
975,32.50211864406779,99.03467000205087,Open,Open,Open,Closed,Closed
976,32.535454150369404,94.65126183702304,Open,Open,Open,Closed,Closed
977,32.56878965667101,91.6203096349736,Open,Open,Closed,Closed,Closed
978,32.60212516297262,89.6456753378413,Open,Open,Closed,Closed,Closed
979,32.63546066927423,91.19729127007574,Open,Open,Closed,Closed,Closed
980,32.668796175575835,89.17742783200929,Open,Open,Closed,Closed,Closed
981,32.70213168187745,89.27041989240166,Open,Open,Closed,Closed,Closed
982,32.73546718817905,89.50860599338733,Open,Open,Closed,Closed,Closed
983,32.76880269448066,87.64539906770105,Open,Open,Closed,Closed,Closed
984,32.80213820078227,84.98906202603416,Open,Closed,Closed,Closed,Closed
985,32.83547370708388,85.8545119302857,Open,Closed,Closed,Closed,Closed
986,32.86880921338548,86.30402499984862,Open,Closed,Closed,Closed,Closed
987,32.902144719687094,81.85034456791395,Open,Closed,Closed,Closed,Closed
988,32.9354802259887,81.41236892448477,Open,Closed,Closed,Closed,Closed
989,32.96881573229031,82.76338699141249,Open,Closed,Closed,Closed,Closed
990,33.002151238591914,78.4575759446488,Closed,Closed,Closed,Closed,Closed
991,33.035486744893525,81.0888544195237,Open,Closed,Closed,Closed,Closed
992,33.06882225119513,77.98808023666871,Closed,Closed,Closed,Closed,Closed
993,33.10215775749674,82.64756687859645,Open,Closed,Closed,Closed,Closed
994,33.135493263798345,83.5773966537255,Open,Closed,Closed,Closed,Closed
995,33.16882877009996,93.62676140162276,Open,Open,Closed,Closed,Closed
996,33.20216427640156,97.44370297794006,Open,Open,Open,Closed,Closed
997,33.23549978270317,100.28706097995436,Open,Open,Open,Closed,Closed
998,33.26883528900478,100.24486277268396,Open,Open,Open,Closed,Closed
999,33.30217079530639,98.07789554604176,Open,Open,Open,Closed,Closed
1000,33.33550630160799,94.5709189140335,Open,Open,Open,Closed,Closed
1001,33.368841807909604,95.93066233528047,Open,Open,Open,Closed,Closed
1002,33.40217731421121,93.580142902072,Open,Open,Closed,Closed,Closed
1003,33.43551282051282,89.94853153124724,Open,Open,Closed,Closed,Closed
1004,33.468848326814424,90.61112635189124,Open,Open,Closed,Closed,Closed
1005,33.502183833116035,89.42701385591145,Open,Open,Closed,Closed,Closed
1006,33.53551933941765,88.88572641776274,Open,Open,Closed,Closed,Closed
1007,33.56885484571925,89.27732014548953,Open,Open,Closed,Closed,Closed
1008,33.60219035202086,88.42644993405256,Open,Open,Closed,Closed,Closed
1009,33.63552585832247,86.3074082336532,Open,Closed,Closed,Closed,Closed
1010,33.66886136462408,82.8772488027742,Open,Closed,Closed,Closed,Closed
1011,33.70219687092568,83.39106251677119,Open,Closed,Closed,Closed,Closed
1012,33.735532377227294,78.22995829738147,Closed,Closed,Closed,Closed,Closed
1013,33.7688678835289,88.87038546066242,Open,Open,Closed,Closed,Closed
1014,33.80220338983051,83.5228864221107,Open,Closed,Closed,Closed,Closed
1015,33.835538896132114,89.03543112999677,Open,Open,Closed,Closed,Closed
1016,33.868874402433725,93.24010188361248,Open,Open,Closed,Closed,Closed
1017,33.90220990873533,98.99302352301714,Open,Open,Open,Closed,Closed
1018,33.93554541503694,102.14579713057044,Open,Open,Open,Open,Closed
1019,33.968880921338545,101.42992519543095,Open,Open,Open,Open,Closed
1020,34.00221642764016,99.2655791251431,Open,Open,Open,Closed,Closed
1021,34.03555193394176,97.04795230943694,Open,Open,Open,Closed,Closed
1022,34.06888744024337,97.64588272275574,Open,Open,Open,Closed,Closed
1023,34.10222294654498,94.5514375141777,Open,Open,Open,Closed,Closed
1024,34.13555845284659,94.01359260997674,Open,Open,Closed,Closed,Closed
1025,34.16889395914819,94.03692041701308,Open,Open,Open,Closed,Closed
1026,34.202229465449804,90.00657593779603,Open,Open,Closed,Closed,Closed
1027,34.23556497175141,87.67514784991579,Open,Open,Closed,Closed,Closed
1028,34.26890047805302,85.66395583933623,Open,Closed,Closed,Closed,Closed
1029,34.302235984354624,86.62549054478333,Open,Closed,Closed,Closed,Closed
1030,34.335571490656235,86.33416224055027,Open,Closed,Closed,Closed,Closed
1031,34.36890699695784,80.12733571829756,Closed,Closed,Closed,Closed,Closed
1032,34.40224250325945,82.06034904796607,Open,Closed,Closed,Closed,Closed
1033,34.43557800956106,84.90028873788415,Open,Closed,Closed,Closed,Closed
1034,34.46891351586267,80.78674112431119,Open,Closed,Closed,Closed,Closed
1035,34.50224902216428,81.77558040800615,Open,Closed,Closed,Closed,Closed
1036,34.53558452846588,82.79846261829633,Open,Closed,Closed,Closed,Closed
1037,34.568920034767494,90.83052865171548,Open,Open,Closed,Closed,Closed
1038,34.6022555410691,96.70858470193406,Open,Open,Open,Closed,Closed
1039,34.63559104737071,100.99443095862792,Open,Open,Open,Open,Closed
1040,34.668926553672314,102.54142614086577,Open,Open,Open,Open,Closed
1041,34.702262059973926,96.92172881969196,Open,Open,Open,Closed,Closed
1042,34.73559756627553,99.56231391015515,Open,Open,Open,Closed,Closed
1043,34.76893307257714,97.50678623025831,Open,Open,Open,Closed,Closed
1044,34.802268578878746,97.68814197137206,Open,Open,Open,Closed,Closed
1045,34.83560408518036,96.63652360675766,Open,Open,Open,Closed,Closed
1046,34.86893959148196,94.84951647752678,Open,Open,Open,Closed,Closed
1047,34.90227509778357,96.8383365233866,Open,Open,Open,Closed,Closed
1048,34.93561060408518,96.88157004093192,Open,Open,Open,Closed,Closed
1049,34.96894611038679,93.18759728146642,Open,Open,Closed,Closed,Closed
1050,35.00228161668839,97.78483797335836,Open,Open,Open,Closed,Closed
1051,35.035617122990004,94.5392743131779,Open,Open,Open,Closed,Closed
1052,35.06895262929161,91.17860881266704,Open,Open,Closed,Closed,Closed
1053,35.10228813559322,87.59286447227333,Open,Open,Closed,Closed,Closed
1054,35.135623641894824,89.56362227427547,Open,Open,Closed,Closed,Closed
1055,35.168959148196436,91.9187904042118,Open,Open,Closed,Closed,Closed
1056,35.20229465449804,93.8014537302262,Open,Open,Closed,Closed,Closed
1057,35.23563016079965,94.67371605629324,Open,Open,Open,Closed,Closed
1058,35.268965667101256,95.60409764268589,Open,Open,Open,Closed,Closed
1059,35.30230117340287,97.10574671430815,Open,Open,Open,Closed,Closed
1060,35.33563667970447,95.80680637924684,Open,Open,Open,Closed,Closed
1061,35.36897218600608,96.98859421916018,Open,Open,Open,Closed,Closed
1062,35.402307692307694,93.551265213769,Open,Open,Closed,Closed,Closed
1063,35.4356431986093,91.69974240322966,Open,Open,Closed,Closed,Closed
1064,35.46897870491091,93.34008880820926,Open,Open,Closed,Closed,Closed
1065,35.502314211212514,86.05928038268449,Open,Closed,Closed,Closed,Closed
1066,35.535649717514126,87.6706858004704,Open,Open,Closed,Closed,Closed
1067,35.56898522381573,82.54275921861927,Open,Closed,Closed,Closed,Closed
1068,35.60232073011734,83.8188135274128,Open,Closed,Closed,Closed,Closed
1069,35.635656236418946,77.32965855566044,Closed,Closed,Closed,Closed,Closed
1070,35.66899174272056,79.37568997357164,Closed,Closed,Closed,Closed,Closed
1071,35.70232724902216,81.14600105548696,Open,Closed,Closed,Closed,Closed
1072,35.73566275532377,83.15213076285747,Open,Closed,Closed,Closed,Closed
1073,35.76899826162538,86.8683489504775,Open,Closed,Closed,Closed,Closed
1074,35.80233376792699,91.4144223860481,Open,Open,Closed,Closed,Closed
1075,35.83566927422859,99.35536247002324,Open,Open,Open,Closed,Closed
1076,35.869004780530204,99.6727177911147,Open,Open,Open,Closed,Closed
1077,35.90234028683181,100.35489012232924,Open,Open,Open,Closed,Closed
1078,35.93567579313342,100.47259146493984,Open,Open,Open,Closed,Closed
1079,35.969011299435024,97.2698859005848,Open,Open,Open,Closed,Closed
1080,36.002346805736636,94.79576352880328,Open,Open,Open,Closed,Closed
1081,36.03568231203824,94.04034701742133,Open,Open,Open,Closed,Closed
1082,36.06901781833985,92.60442174448936,Open,Open,Closed,Closed,Closed
1083,36.102353324641456,92.32021591542716,Open,Open,Closed,Closed,Closed
1084,36.13568883094307,91.08281660049283,Open,Open,Closed,Closed,Closed
1085,36.16902433724467,89.23178272888478,Open,Open,Closed,Closed,Closed
1086,36.20235984354628,86.53260139208801,Open,Closed,Closed,Closed,Closed
1087,36.23569534984789,89.66112589906255,Open,Open,Closed,Closed,Closed
1088,36.2690308561495,88.98420470586129,Open,Open,Closed,Closed,Closed
1089,36.30236636245111,84.60558274643286,Open,Closed,Closed,Closed,Closed
1090,36.335701868752714,85.46080028676974,Open,Closed,Closed,Closed,Closed
1091,36.369037375054326,81.29070925596716,Open,Closed,Closed,Closed,Closed
1092,36.40237288135593,78.00083969331061,Closed,Closed,Closed,Closed,Closed
1093,36.43570838765754,79.05651454873541,Closed,Closed,Closed,Closed,Closed
1094,36.469043893959146,89.0771631062245,Open,Open,Closed,Closed,Closed
1095,36.50237940026076,94.488315674393,Open,Open,Open,Closed,Closed
1096,36.53571490656236,102.41252285031204,Open,Open,Open,Open,Closed
1097,36.56905041286397,104.86260974920113,Open,Open,Open,Open,Closed
1098,36.60238591916558,100.90588181078704,Open,Open,Open,Open,Closed
1099,36.63572142546719,100.33653201328934,Open,Open,Open,Closed,Closed
1100,36.66905693176879,101.83100713221674,Open,Open,Open,Open,Closed
1101,36.702392438070405,97.38238907998988,Open,Open,Open,Closed,Closed
1102,36.73572794437201,98.0427922864012,Open,Open,Open,Closed,Closed
1103,36.76906345067362,99.70255165905374,Open,Open,Open,Closed,Closed
1104,36.802398956975225,95.65031174510324,Open,Open,Open,Closed,Closed
1105,36.83573446327683,97.13640291750188,Open,Open,Open,Closed,Closed
1106,36.86906996957844,90.9701910583598,Open,Open,Closed,Closed,Closed
1107,36.90240547588005,88.63402412793802,Open,Open,Closed,Closed,Closed
1108,36.935740982181656,88.93476301419409,Open,Open,Closed,Closed,Closed
1109,36.96907648848327,87.66941075707147,Open,Open,Closed,Closed,Closed
1110,37.00241199478487,85.0925300256464,Open,Closed,Closed,Closed,Closed
1111,37.03574750108648,79.8463931975518,Closed,Closed,Closed,Closed,Closed
1112,37.06908300738809,80.72500361501143,Open,Closed,Closed,Closed,Closed
1113,37.1024185136897,80.44048716629524,Closed,Closed,Closed,Closed,Closed
1114,37.1357540199913,78.11141815180852,Closed,Closed,Closed,Closed,Closed
1115,37.169089526292915,83.6371246939031,Open,Closed,Closed,Closed,Closed
1116,37.202425032594526,86.55822852192718,Open,Closed,Closed,Closed,Closed
1117,37.23576053889613,94.67102885774425,Open,Open,Open,Closed,Closed
1118,37.26909604519774,100.82580667817676,Open,Open,Open,Open,Closed
1119,37.302431551499346,102.16104184963932,Open,Open,Open,Open,Closed
1120,37.33576705780096,99.94605084986004,Open,Open,Open,Closed,Closed
1121,37.36910256410256,97.5763151159029,Open,Open,Open,Closed,Closed
1122,37.40243807040417,97.43888223425272,Open,Open,Open,Closed,Closed
1123,37.43577357670578,99.7661771468999,Open,Open,Open,Closed,Closed
1124,37.46910908300739,95.0015573052586,Open,Open,Open,Closed,Closed
1125,37.50244458930899,100.15410552904696,Open,Open,Open,Closed,Closed
1126,37.535780095610605,97.31373990544432,Open,Open,Open,Closed,Closed
1127,37.56911560191221,93.91115463270378,Open,Open,Closed,Closed,Closed
1128,37.60245110821382,95.85302607244152,Open,Open,Open,Closed,Closed
1129,37.635786614515425,95.13253153778426,Open,Open,Open,Closed,Closed
1130,37.66912212081704,93.81969697056874,Open,Open,Closed,Closed,Closed
1131,37.70245762711864,86.76780284618255,Open,Closed,Closed,Closed,Closed
1132,37.73579313342025,89.8160984540304,Open,Open,Closed,Closed,Closed
1133,37.769128639721856,87.65744299646268,Open,Open,Closed,Closed,Closed
1134,37.80246414602347,85.16304700375136,Open,Closed,Closed,Closed,Closed
1135,37.83579965232507,80.26062345084992,Closed,Closed,Closed,Closed,Closed
1136,37.86913515862668,81.68526613130265,Open,Closed,Closed,Closed,Closed
1137,37.90247066492829,82.24114320589115,Open,Closed,Closed,Closed,Closed
1138,37.9358061712299,80.1455904746688,Closed,Closed,Closed,Closed,Closed
1139,37.9691416775315,81.93603721686922,Open,Closed,Closed,Closed,Closed
1140,38.002477183833115,83.61030633528524,Open,Closed,Closed,Closed,Closed
1141,38.03581269013472,90.61271887612271,Open,Open,Closed,Closed,Closed
1142,38.06914819643633,95.37322397188451,Open,Open,Open,Closed,Closed
1143,38.10248370273794,99.75695918087048,Open,Open,Open,Closed,Closed
1144,38.135819209039546,102.12668026332489,Open,Open,Open,Open,Closed
1145,38.16915471534116,101.60794753311934,Open,Open,Open,Open,Closed
1146,38.20249022164276,102.12628571290443,Open,Open,Open,Open,Closed
1147,38.23582572794437,102.2976910471433,Open,Open,Open,Open,Closed
1148,38.26916123424598,98.69879471101834,Open,Open,Open,Closed,Closed
