frame,timestamp,anchor_to_chin,thresh_1,thresh_2,thresh_3,thresh_4,thresh_5
385,12.834169926119078,193.43557304057884,Open,Open,Open,Closed,Closed
386,12.867505432420684,186.862577325006,Open,Open,Open,Closed,Closed
387,12.900840938722292,177.12756338569412,Open,Open,Closed,Closed,Closed
388,12.934176445023905,171.67637050510564,Open,Closed,Closed,Closed,Closed
389,12.96751195132551,169.0428124731892,Open,Closed,Closed,Closed,Closed
390,13.00084745762712,172.79594756937365,Open,Closed,Closed,Closed,Closed
391,13.034182963928728,179.89398171732563,Open,Open,Closed,Closed,Closed
392,13.067518470230334,174.81766111174724,Open,Open,Closed,Closed,Closed
393,13.100853976531942,190.19463016284405,Open,Open,Open,Closed,Closed
394,13.13418948283355,193.23986148952048,Open,Open,Open,Closed,Closed
395,13.167524989135158,196.84906422142228,Open,Open,Open,Closed,Closed
396,13.200860495436766,192.592993027088,Open,Open,Open,Closed,Closed
397,13.234196001738374,190.11836871779613,Open,Open,Open,Closed,Closed
398,13.267531508039982,190.2808542803673,Open,Open,Open,Closed,Closed
399,13.30086701434159,188.9364960821044,Open,Open,Open,Closed,Closed
400,13.334202520643196,192.46349482377184,Open,Open,Open,Closed,Closed
401,13.367538026944809,185.45938890221012,Open,Open,Closed,Closed,Closed
402,13.400873533246417,191.23017168078823,Open,Open,Open,Closed,Closed
403,13.434209039548024,188.74538497661672,Open,Open,Open,Closed,Closed
404,13.46754454584963,188.4604950769057,Open,Open,Open,Closed,Closed
405,13.500880052151238,190.01732905390844,Open,Open,Open,Closed,Closed
406,13.534215558452846,190.26819970333585,Open,Open,Open,Closed,Closed
407,13.567551064754454,193.31757932256767,Open,Open,Open,Closed,Closed
408,13.600886571056062,193.1029555987124,Open,Open,Open,Closed,Closed
409,13.63422207735767,185.4460338966604,Open,Open,Closed,Closed,Closed
410,13.667557583659278,187.47983687149528,Open,Open,Open,Closed,Closed
411,13.700893089960886,184.32116766036455,Open,Open,Closed,Closed,Closed
412,13.734228596262492,179.9150426644046,Open,Open,Closed,Closed,Closed
413,13.7675641025641,181.95333758524544,Open,Open,Closed,Closed,Closed
414,13.80089960886571,163.68984486346756,Open,Closed,Closed,Closed,Closed
415,13.83423511516732,169.25911923488508,Open,Closed,Closed,Closed,Closed
416,13.867570621468928,171.91255460715234,Open,Closed,Closed,Closed,Closed
417,13.900906127770536,176.29905378835846,Open,Open,Closed,Closed,Closed
418,13.934241634072142,190.20285366451787,Open,Open,Open,Closed,Closed
419,13.96757714037375,196.44936532374328,Open,Open,Open,Closed,Closed
420,14.000912646675358,192.66942871818793,Open,Open,Open,Closed,Closed
421,14.034248152976966,193.20322953481332,Open,Open,Open,Closed,Closed
422,14.067583659278574,190.26838106765192,Open,Open,Open,Closed,Closed
423,14.100919165580182,195.1103910631317,Open,Open,Open,Closed,Closed
424,14.13425467188179,189.94293336637264,Open,Open,Open,Closed,Closed
425,14.167590178183396,190.8274281203308,Open,Open,Open,Closed,Closed
426,14.200925684485004,188.10472805647916,Open,Open,Open,Closed,Closed
427,14.234261190786611,184.8092628071528,Open,Open,Closed,Closed,Closed
428,14.26759669708822,182.20238874947563,Open,Open,Closed,Closed,Closed
429,14.30093220338983,188.1664814420746,Open,Open,Open,Closed,Closed
430,14.33426770969144,182.50733256129155,Open,Open,Closed,Closed,Closed
431,14.367603215993046,194.62612968314383,Open,Open,Open,Closed,Closed
432,14.400938722294654,187.71484669751385,Open,Open,Open,Closed,Closed
433,14.434274228596262,190.4382652264616,Open,Open,Open,Closed,Closed
434,14.46760973489787,187.70727719479777,Open,Open,Open,Closed,Closed
435,14.500945241199478,175.77020516863723,Open,Open,Closed,Closed,Closed
436,14.534280747501086,180.12284820059227,Open,Open,Closed,Closed,Closed
437,14.567616253802694,169.89005983667715,Open,Closed,Closed,Closed,Closed
438,14.600951760104302,165.31544736225507,Open,Closed,Closed,Closed,Closed
439,14.63428726640591,175.75513809398507,Open,Open,Closed,Closed,Closed
440,14.667622772707515,174.97805767585186,Open,Open,Closed,Closed,Closed
441,14.700958279009123,188.75536410485444,Open,Open,Open,Closed,Closed
442,14.734293785310737,200.04059270434345,Open,Open,Open,Open,Closed
443,14.767629291612344,196.60479927610103,Open,Open,Open,Closed,Closed
444,14.80096479791395,192.78036989006125,Open,Open,Open,Closed,Closed
445,14.834300304215558,194.14222320506616,Open,Open,Open,Closed,Closed
446,14.867635810517166,194.14383772009032,Open,Open,Open,Closed,Closed
447,14.900971316818774,198.80057652883005,Open,Open,Open,Open,Closed
448,14.934306823120382,186.9164544752677,Open,Open,Open,Closed,Closed
449,14.96764232942199,193.91228398295735,Open,Open,Open,Closed,Closed
450,15.000977835723598,191.3381408070961,Open,Open,Open,Closed,Closed
451,15.034313342025206,198.84031507918175,Open,Open,Open,Open,Closed
452,15.067648848326812,194.2323992433362,Open,Open,Open,Closed,Closed
453,15.10098435462842,190.132117593901,Open,Open,Open,Closed,Closed
454,15.13431986093003,186.84216654729772,Open,Open,Open,Closed,Closed
455,15.167655367231635,188.10157422985387,Open,Open,Open,Closed,Closed
456,15.200990873533248,187.19518248456555,Open,Open,Open,Closed,Closed
457,15.234326379834854,189.3790548901056,Open,Open,Open,Closed,Closed
458,15.267661886136462,186.82197742249616,Open,Open,Open,Closed,Closed
459,15.30099739243807,196.10620604651547,Open,Open,Open,Closed,Closed
460,15.334332898739678,195.45998877929833,Open,Open,Open,Closed,Closed
461,15.367668405041286,187.68708423019052,Open,Open,Open,Closed,Closed
462,15.401003911342894,192.217627364748,Open,Open,Open,Closed,Closed
463,15.434339417644502,202.05644938918135,Open,Open,Open,Open,Closed
464,15.46767492394611,195.17290386969432,Open,Open,Open,Closed,Closed
465,15.501010430247716,190.9866881605601,Open,Open,Open,Closed,Closed
466,15.534345936549323,164.40674055735764,Open,Closed,Closed,Closed,Closed
467,15.567681442850931,163.65838797134785,Open,Closed,Closed,Closed,Closed
468,15.60101694915254,177.35796397410022,Open,Open,Closed,Closed,Closed
469,15.63435245545415,166.91932179972025,Open,Closed,Closed,Closed,Closed
470,15.66768796175576,165.39131951639445,Open,Closed,Closed,Closed,Closed
471,15.701023468057366,178.42378141815306,Open,Open,Closed,Closed,Closed
472,15.734358974358974,186.4386017777721,Open,Open,Open,Closed,Closed
473,15.767694480660582,195.57682162876657,Open,Open,Open,Closed,Closed
474,15.80102998696219,192.964231913314,Open,Open,Open,Closed,Closed
475,15.834365493263798,189.55869270632857,Open,Open,Open,Closed,Closed
476,15.867700999565406,188.07880466500907,Open,Open,Open,Closed,Closed
477,15.901036505867014,188.91664383288725,Open,Open,Open,Closed,Closed
478,15.93437201216862,191.5272190395387,Open,Open,Open,Closed,Closed
479,15.96770751847023,190.53792818533157,Open,Open,Open,Closed,Closed
480,16.00104302477184,187.73499392537116,Open,Open,Open,Closed,Closed
481,16.034378531073447,189.11552915069507,Open,Open,Open,Closed,Closed
482,16.067714037375055,187.0535884004507,Open,Open,Open,Closed,Closed
483,16.101049543676663,187.94803745481133,Open,Open,Open,Closed,Closed
484,16.13438504997827,192.56074532375808,Open,Open,Open,Closed,Closed
485,16.16772055627988,191.04128119997063,Open,Open,Open,Closed,Closed
486,16.201056062581486,193.55674939392668,Open,Open,Open,Closed,Closed
487,16.234391568883094,184.37443872423455,Open,Open,Closed,Closed,Closed
488,16.267727075184702,181.2154400787861,Open,Open,Closed,Closed,Closed
489,16.30106258148631,179.27043164124598,Open,Open,Closed,Closed,Closed
490,16.334398087787918,170.17657973344586,Open,Closed,Closed,Closed,Closed
491,16.367733594089525,172.3144328683693,Open,Closed,Closed,Closed,Closed
492,16.401069100391133,169.66260595860882,Open,Closed,Closed,Closed,Closed
493,16.43440460669274,174.66652689755114,Open,Open,Closed,Closed,Closed
494,16.46774011299435,182.6150140197562,Open,Open,Closed,Closed,Closed
495,16.501075619295957,192.54723285966844,Open,Open,Open,Closed,Closed
496,16.534411125597565,196.15655090500192,Open,Open,Open,Closed,Closed
497,16.567746631899173,197.13484280559356,Open,Open,Open,Closed,Closed
498,16.60108213820078,191.4062503285056,Open,Open,Open,Closed,Closed
499,16.63441764450239,192.15217753645692,Open,Open,Open,Closed,Closed
500,16.667753150803996,186.389113126796,Open,Open,Open,Closed,Closed
501,16.701088657105604,188.99552453751352,Open,Open,Open,Closed,Closed
502,16.734424163407212,191.43774777830197,Open,Open,Open,Closed,Closed
503,16.767759669708823,189.59042652808563,Open,Open,Open,Closed,Closed
504,16.80109517601043,189.5685404991777,Open,Open,Open,Closed,Closed
505,16.83443068231204,184.75284295304655,Open,Open,Closed,Closed,Closed
506,16.867766188613647,192.07420419459908,Open,Open,Open,Closed,Closed
507,16.901101694915255,190.46013138204995,Open,Open,Open,Closed,Closed
508,16.934437201216863,194.64176507801324,Open,Open,Open,Closed,Closed
509,16.96777270751847,197.12829166195596,Open,Open,Open,Closed,Closed
510,17.00110821382008,191.0444790772968,Open,Open,Open,Closed,Closed
511,17.034443720121686,185.1787169658731,Open,Open,Closed,Closed,Closed
512,17.067779226423294,177.4949976469759,Open,Open,Closed,Closed,Closed
513,17.101114732724902,179.83688511017914,Open,Open,Closed,Closed,Closed
514,17.13445023902651,175.38746234509426,Open,Open,Closed,Closed,Closed
515,17.167785745328118,174.57014216201907,Open,Open,Closed,Closed,Closed
516,17.201121251629726,181.49057183522405,Open,Open,Closed,Closed,Closed
517,17.234456757931333,188.8228456435876,Open,Open,Open,Closed,Closed
518,17.26779226423294,199.611802990165,Open,Open,Open,Open,Closed
519,17.30112777053455,198.16218068430504,Open,Open,Open,Open,Closed
520,17.334463276836157,195.77901007094644,Open,Open,Open,Closed,Closed
521,17.367798783137765,194.70294721146644,Open,Open,Open,Closed,Closed
522,17.401134289439373,190.4111328229005,Open,Open,Open,Closed,Closed
523,17.43446979574098,186.6062542611647,Open,Open,Open,Closed,Closed
524,17.46780530204259,188.9184576898328,Open,Open,Open,Closed,Closed
525,17.501140808344196,187.2829986729511,Open,Open,Open,Closed,Closed
526,17.534476314645804,184.4327749006315,Open,Open,Closed,Closed,Closed
527,17.567811820947412,183.0776168845724,Open,Open,Closed,Closed,Closed
528,17.60114732724902,188.53640493568247,Open,Open,Open,Closed,Closed
529,17.634482833550628,190.1906008916598,Open,Open,Open,Closed,Closed
530,17.667818339852236,191.42863394047257,Open,Open,Open,Closed,Closed
531,17.701153846153847,193.94185817749943,Open,Open,Open,Closed,Closed
532,17.734489352455455,193.48038529837143,Open,Open,Open,Closed,Closed
533,17.767824858757063,192.54224813685204,Open,Open,Open,Closed,Closed
534,17.80116036505867,189.86304515879243,Open,Open,Open,Closed,Closed
535,17.83449587136028,175.7915746795764,Open,Open,Closed,Closed,Closed
536,17.867831377661886,167.9716727660208,Open,Closed,Closed,Closed,Closed
537,17.901166883963494,170.67157995382064,Open,Closed,Closed,Closed,Closed
538,17.934502390265102,176.89485186188583,Open,Open,Closed,Closed,Closed
539,17.96783789656671,182.0146121816017,Open,Open,Closed,Closed,Closed
540,18.001173402868318,172.6633126888727,Open,Closed,Closed,Closed,Closed
541,18.03450890916993,182.9724705105516,Open,Open,Closed,Closed,Closed
542,18.067844415471537,195.0345542333714,Open,Open,Open,Closed,Closed
543,18.10117992177314,198.79502317474055,Open,Open,Open,Open,Closed
544,18.13451542807475,196.27023393188009,Open,Open,Open,Closed,Closed
545,18.167850934376357,187.99802588826032,Open,Open,Open,Closed,Closed
546,18.201186440677965,190.3026571536008,Open,Open,Open,Closed,Closed
547,18.234521946979573,191.51563484075848,Open,Open,Open,Closed,Closed
548,18.26785745328118,193.95636704749683,Open,Open,Open,Closed,Closed
549,18.30119295958279,190.98820103270376,Open,Open,Open,Closed,Closed
550,18.334528465884397,190.69268023117212,Open,Open,Open,Closed,Closed
551,18.367863972186004,189.78178202308865,Open,Open,Open,Closed,Closed
552,18.401199478487612,189.2408507033548,Open,Open,Open,Closed,Closed
553,18.43453498478922,186.4701855454967,Open,Open,Open,Closed,Closed
554,18.467870491090828,191.93270237427697,Open,Open,Open,Closed,Closed
555,18.501205997392436,201.3502328113601,Open,Open,Open,Open,Closed
556,18.534541503694044,193.56508210583073,Open,Open,Open,Closed,Closed
557,18.56787700999565,196.4603869615956,Open,Open,Open,Closed,Closed
558,18.601212516297263,191.31163231726404,Open,Open,Open,Closed,Closed
559,18.63454802259887,185.40231325133885,Open,Open,Closed,Closed,Closed
560,18.66788352890048,190.39093977541523,Open,Open,Open,Closed,Closed
561,18.701219035202087,177.7432990109536,Open,Open,Closed,Closed,Closed
562,18.734554541503694,172.34870222846658,Open,Closed,Closed,Closed,Closed
563,18.767890047805302,176.141701261099,Open,Open,Closed,Closed,Closed
564,18.80122555410691,182.0899555790676,Open,Open,Closed,Closed,Closed
565,18.83456106040852,191.54159088147975,Open,Open,Open,Closed,Closed
566,18.86789656671013,199.16011643681207,Open,Open,Open,Open,Closed
567,18.901232073011737,201.06590180683443,Open,Open,Open,Open,Closed
568,18.93456757931334,199.5388504796893,Open,Open,Open,Open,Closed
569,18.96790308561495,197.9031414161181,Open,Open,Open,Open,Closed
570,19.001238591916557,196.0238578782246,Open,Open,Open,Closed,Closed
571,19.034574098218165,204.63883795388972,Open,Open,Open,Open,Closed
572,19.067909604519773,194.8817867472381,Open,Open,Open,Closed,Closed
573,19.10124511082138,195.60230084719535,Open,Open,Open,Closed,Closed
574,19.13458061712299,197.3679710124394,Open,Open,Open,Open,Closed
575,19.167916123424597,193.04710879979572,Open,Open,Open,Closed,Closed
576,19.201251629726205,193.1313172064462,Open,Open,Open,Closed,Closed
577,19.234587136027812,188.07252507732957,Open,Open,Open,Closed,Closed
578,19.26792264232942,187.80016764350353,Open,Open,Open,Closed,Closed
579,19.301258148631028,200.33653011926015,Open,Open,Open,Open,Closed
580,19.334593654932636,189.7281049296443,Open,Open,Open,Closed,Closed
581,19.367929161234244,195.82297827994532,Open,Open,Open,Closed,Closed
582,19.40126466753585,191.3680557255954,Open,Open,Open,Closed,Closed
583,19.43460017383746,194.27093985176893,Open,Open,Open,Closed,Closed
584,19.467935680139068,200.8274325805372,Open,Open,Open,Open,Closed
585,19.50127118644068,177.98634296527104,Open,Open,Closed,Closed,Closed
586,19.534606692742287,195.28735349400085,Open,Open,Open,Closed,Closed
587,19.567942199043895,199.13291899095185,Open,Open,Open,Open,Closed
588,19.601277705345503,195.83056085472583,Open,Open,Open,Closed,Closed
589,19.63461321164711,192.1032780925571,Open,Open,Open,Closed,Closed
590,19.66794871794872,193.2499851447215,Open,Open,Open,Closed,Closed
591,19.70128422425033,192.55265195293424,Open,Open,Open,Closed,Closed
592,19.734619730551938,198.13413196638447,Open,Open,Open,Open,Closed
593,19.767955236853545,198.87490606190732,Open,Open,Open,Open,Closed
594,19.80129074315515,200.74895153269577,Open,Open,Open,Open,Closed
595,19.83462624945676,206.00048440424365,Open,Open,Open,Open,Closed
596,19.867961755758365,197.7386683936482,Open,Open,Open,Open,Closed
597,19.901297262059973,191.60457193954855,Open,Open,Open,Closed,Closed
598,19.93463276836158,198.9444253718759,Open,Open,Open,Open,Closed
599,19.96796827466319,195.1864101740647,Open,Open,Open,Closed,Closed
600,20.001303780964797,193.9643811682726,Open,Open,Open,Closed,Closed
601,20.034639287266405,191.00258480674384,Open,Open,Open,Closed,Closed
602,20.067974793568013,193.04255163064815,Open,Open,Open,Closed,Closed
603,20.10131029986962,186.33272975821308,Open,Open,Open,Closed,Closed
604,20.13464580617123,187.3526097243046,Open,Open,Open,Closed,Closed
605,20.167981312472836,193.68237675680933,Open,Open,Open,Closed,Closed
606,20.201316818774444,189.2912797568306,Open,Open,Open,Closed,Closed
607,20.234652325076052,192.10656778157585,Open,Open,Open,Closed,Closed
608,20.26798783137766,191.91225221428925,Open,Open,Open,Closed,Closed
609,20.301323337679268,192.22575214945908,Open,Open,Open,Closed,Closed
610,20.334658843980876,192.45511320444297,Open,Open,Open,Closed,Closed
611,20.367994350282483,190.19532641753415,Open,Open,Open,Closed,Closed
612,20.401329856584095,189.52438290586468,Open,Open,Open,Closed,Closed
613,20.434665362885703,191.7416666261746,Open,Open,Open,Closed,Closed
614,20.46800086918731,190.1251189290007,Open,Open,Open,Closed,Closed
615,20.50133637548892,189.5222172483255,Open,Open,Open,Closed,Closed
616,20.534671881790526,188.61012850186688,Open,Open,Open,Closed,Closed
617,20.568007388092138,194.39328232613764,Open,Open,Open,Closed,Closed
618,20.601342894393746,188.92526502754197,Open,Open,Open,Closed,Closed
619,20.63467840069535,190.13280373256393,Open,Open,Open,Closed,Closed
620,20.66801390699696,194.62851966199312,Open,Open,Open,Closed,Closed
621,20.70134941329857,190.1626924096676,Open,Open,Open,Closed,Closed
622,20.734684919600173,189.5056404324428,Open,Open,Open,Closed,Closed
623,20.76802042590178,189.75378706800603,Open,Open,Open,Closed,Closed
624,20.80135593220339,192.66655011522855,Open,Open,Open,Closed,Closed
625,20.834691438504997,187.34092057105505,Open,Open,Open,Closed,Closed
626,20.868026944806605,189.50225826925117,Open,Open,Open,Closed,Closed
627,20.901362451108213,186.91563544695492,Open,Open,Open,Closed,Closed
628,20.93469795740982,187.3007323644235,Open,Open,Open,Closed,Closed
629,20.96803346371143,188.2359988599347,Open,Open,Open,Closed,Closed
630,21.001368970013036,184.99143634608097,Open,Open,Closed,Closed,Closed
631,21.034704476314644,185.2234065759185,Open,Open,Closed,Closed,Closed
632,21.068039982616252,188.1776148154206,Open,Open,Open,Closed,Closed
633,21.10137548891786,190.9791102165522,Open,Open,Open,Closed,Closed
634,21.134710995219468,187.95015500109972,Open,Open,Open,Closed,Closed
635,21.168046501521076,188.8250023246436,Open,Open,Open,Closed,Closed
636,21.201382007822684,194.44515679985744,Open,Open,Open,Closed,Closed
637,21.23471751412429,191.64495417117752,Open,Open,Open,Closed,Closed
638,21.2680530204259,193.2117669184961,Open,Open,Open,Closed,Closed
639,21.30138852672751,196.92261656652715,Open,Open,Open,Closed,Closed
640,21.33472403302912,195.68783383389425,Open,Open,Open,Closed,Closed
641,21.368059539330726,201.5915971488106,Open,Open,Open,Open,Closed
642,21.401395045632334,191.68586590388833,Open,Open,Open,Closed,Closed
643,21.434730551933946,197.57580271603496,Open,Open,Open,Open,Closed
644,21.46806605823555,199.5711135305199,Open,Open,Open,Open,Closed
645,21.50140156453716,200.44228199419803,Open,Open,Open,Open,Closed
646,21.53473707083877,196.00183487176923,Open,Open,Open,Closed,Closed
647,21.568072577140377,191.44628949355837,Open,Open,Open,Closed,Closed
648,21.60140808344198,188.60621049437884,Open,Open,Open,Closed,Closed
649,21.63474358974359,189.99570617464855,Open,Open,Open,Closed,Closed
650,21.668079096045197,190.0672313040709,Open,Open,Open,Closed,Closed
651,21.701414602346805,190.87296869571617,Open,Open,Open,Closed,Closed
652,21.734750108648413,190.9205147049778,Open,Open,Open,Closed,Closed
653,21.76808561495002,192.02798065561143,Open,Open,Open,Closed,Closed
654,21.80142112125163,193.16826599912196,Open,Open,Open,Closed,Closed
655,21.834756627553237,192.43704055198765,Open,Open,Open,Closed,Closed
656,21.868092133854844,191.98286896809176,Open,Open,Open,Closed,Closed
657,21.901427640156452,192.43477338092063,Open,Open,Open,Closed,Closed
658,21.93476314645806,189.79931382952492,Open,Open,Open,Closed,Closed
659,21.968098652759668,191.00914313806027,Open,Open,Open,Closed,Closed
660,22.001434159061276,188.0842394457008,Open,Open,Open,Closed,Closed
661,22.034769665362884,187.88276616646831,Open,Open,Open,Closed,Closed
662,22.06810517166449,188.10368571688952,Open,Open,Open,Closed,Closed
663,22.1014406779661,189.86035469719707,Open,Open,Open,Closed,Closed
664,22.134776184267707,188.8437004953543,Open,Open,Open,Closed,Closed
665,22.168111690569315,188.24689304981433,Open,Open,Open,Closed,Closed
666,22.201447196870923,193.60708334660563,Open,Open,Open,Closed,Closed
667,22.234782703172534,192.3602808845132,Open,Open,Open,Closed,Closed
668,22.268118209474142,195.3412433667611,Open,Open,Open,Closed,Closed
669,22.30145371577575,192.63951608683703,Open,Open,Open,Closed,Closed
670,22.33478922207736,190.18531553143268,Open,Open,Open,Closed,Closed
671,22.36812472837897,190.38022030372088,Open,Open,Open,Closed,Closed
672,22.401460234680577,188.2404995492113,Open,Open,Open,Closed,Closed
673,22.43479574098218,192.964064983761,Open,Open,Open,Closed,Closed
674,22.46813124728379,199.14355557938103,Open,Open,Open,Open,Closed
675,22.501466753585397,195.8208924483824,Open,Open,Open,Closed,Closed
676,22.534802259887005,188.57060629446863,Open,Open,Open,Closed,Closed
677,22.568137766188613,186.8383899682499,Open,Open,Open,Closed,Closed
678,22.60147327249022,193.041254752316,Open,Open,Open,Closed,Closed
679,22.63480877879183,193.3415596294493,Open,Open,Open,Closed,Closed
680,22.668144285093437,192.28722220813427,Open,Open,Open,Closed,Closed
681,22.701479791395045,194.49215825719895,Open,Open,Open,Closed,Closed
682,22.734815297696652,193.5361731875196,Open,Open,Open,Closed,Closed
683,22.76815080399826,188.38523281405105,Open,Open,Open,Closed,Closed
684,22.801486310299868,194.16239983472295,Open,Open,Open,Closed,Closed
685,22.834821816601476,188.30144540615885,Open,Open,Open,Closed,Closed
686,22.868157322903084,186.13470107524864,Open,Open,Open,Closed,Closed
687,22.90149282920469,184.45437554718603,Open,Open,Closed,Closed,Closed
688,22.9348283355063,192.82833190558856,Open,Open,Open,Closed,Closed
689,22.968163841807907,186.0521062718716,Open,Open,Open,Closed,Closed
690,23.001499348109515,185.70125464594412,Open,Open,Open,Closed,Closed
691,23.034834854411123,187.4853601871144,Open,Open,Open,Closed,Closed
692,23.06817036071273,185.77534593099972,Open,Open,Open,Closed,Closed
693,23.10150586701434,189.94927934772264,Open,Open,Open,Closed,Closed
694,23.13484137331595,186.85980970751203,Open,Open,Open,Closed,Closed
695,23.16817687961756,195.7727937975331,Open,Open,Open,Closed,Closed
696,23.20151238591917,191.51630128903267,Open,Open,Open,Closed,Closed
697,23.234847892220778,184.77080595234415,Open,Open,Closed,Closed,Closed
698,23.268183398522385,191.1918892426445,Open,Open,Open,Closed,Closed
699,23.30151890482399,183.3206683384012,Open,Open,Closed,Closed,Closed
700,23.3348544111256,185.78716609991875,Open,Open,Open,Closed,Closed
701,23.368189917427205,193.7253773048337,Open,Open,Open,Closed,Closed
702,23.401525423728813,188.89941239247992,Open,Open,Open,Closed,Closed
703,23.43486093003042,187.5299974819223,Open,Open,Open,Closed,Closed
704,23.46819643633203,191.58117800093908,Open,Open,Open,Closed,Closed
705,23.501531942633637,186.5718875074441,Open,Open,Open,Closed,Closed
706,23.534867448935245,185.4238360234468,Open,Open,Closed,Closed,Closed
707,23.568202955236853,186.1724819686191,Open,Open,Open,Closed,Closed
708,23.60153846153846,193.5992567959817,Open,Open,Open,Closed,Closed
709,23.63487396784007,182.99559549585655,Open,Open,Closed,Closed,Closed
710,23.668209474141676,188.8440000825216,Open,Open,Open,Closed,Closed
711,23.701544980443284,184.09812119622015,Open,Open,Closed,Closed,Closed
712,23.734880486744892,183.86059607555828,Open,Open,Closed,Closed,Closed
713,23.7682159930465,181.19800730541957,Open,Open,Closed,Closed,Closed
714,23.801551499348108,187.46883848585617,Open,Open,Open,Closed,Closed
715,23.834887005649716,188.05938893369137,Open,Open,Open,Closed,Closed
716,23.868222511951323,184.8282868157956,Open,Open,Closed,Closed,Closed
717,23.90155801825293,185.53227877421804,Open,Open,Closed,Closed,Closed
718,23.93489352455454,189.639380321564,Open,Open,Open,Closed,Closed
719,23.968229030856147,187.79556396537515,Open,Open,Open,Closed,Closed
720,24.001564537157755,188.3801990003426,Open,Open,Open,Closed,Closed
721,24.034900043459366,186.41141531111825,Open,Open,Open,Closed,Closed
722,24.068235549760978,187.40190580042653,Open,Open,Open,Closed,Closed
723,24.101571056062586,194.84430612119712,Open,Open,Open,Closed,Closed
724,24.13490656236419,203.13481908944564,Open,Open,Open,Open,Closed
725,24.1682420686658,203.74258710550825,Open,Open,Open,Open,Closed
726,24.20157757496741,204.04972289821205,Open,Open,Open,Open,Closed
727,24.234913081269013,192.79708226390815,Open,Open,Open,Closed,Closed
728,24.26824858757062,192.32085852358324,Open,Open,Open,Closed,Closed
729,24.30158409387223,196.22107446676983,Open,Open,Open,Closed,Closed
730,24.334919600173837,195.6858317348987,Open,Open,Open,Closed,Closed
731,24.368255106475445,187.8859029328379,Open,Open,Open,Closed,Closed
732,24.401590612777053,193.47836404571012,Open,Open,Open,Closed,Closed
733,24.43492611907866,184.51134699122508,Open,Open,Closed,Closed,Closed
734,24.46826162538027,182.26211282159352,Open,Open,Closed,Closed,Closed
735,24.501597131681876,188.6550332174963,Open,Open,Open,Closed,Closed
736,24.534932637983484,196.6220889951802,Open,Open,Open,Closed,Closed
737,24.568268144285092,204.16150765982613,Open,Open,Open,Open,Closed
738,24.6016036505867,210.43219340836097,Open,Open,Open,Open,Open
739,24.634939156888308,207.10264669888448,Open,Open,Open,Open,Closed
740,24.668274663189916,195.63116112631224,Open,Open,Open,Closed,Closed
741,24.701610169491524,193.42750651158897,Open,Open,Open,Closed,Closed
742,24.73494567579313,184.84746006938624,Open,Open,Closed,Closed,Closed
743,24.76828118209474,190.8963060950585,Open,Open,Open,Closed,Closed
744,24.801616688396347,194.5313214962954,Open,Open,Open,Closed,Closed
745,24.834952194697955,177.18841129585854,Open,Open,Closed,Closed,Closed
746,24.868287700999563,197.38609631682016,Open,Open,Open,Open,Closed
747,24.90162320730117,196.18918833208917,Open,Open,Open,Closed,Closed
748,24.934958713602786,196.4802510995252,Open,Open,Open,Closed,Closed
749,24.96829421990439,193.7444043803019,Open,Open,Open,Closed,Closed
750,25.001629726206,196.69299370419265,Open,Open,Open,Closed,Closed
751,25.03496523250761,192.327803909338,Open,Open,Open,Closed,Closed
752,25.068300738809217,190.6782182455249,Open,Open,Open,Closed,Closed
753,25.10163624511082,193.84126745218515,Open,Open,Open,Closed,Closed
754,25.13497175141243,187.6258391085674,Open,Open,Open,Closed,Closed
755,25.168307257714037,188.4977487377884,Open,Open,Open,Closed,Closed
756,25.201642764015645,191.4447788314989,Open,Open,Open,Closed,Closed
757,25.234978270317253,187.21428877017783,Open,Open,Open,Closed,Closed
758,25.26831377661886,191.25287705155228,Open,Open,Open,Closed,Closed
759,25.30164928292047,191.9570949635308,Open,Open,Open,Closed,Closed
760,25.334984789222077,193.41391219627263,Open,Open,Open,Closed,Closed
761,25.368320295523684,183.17721667804383,Open,Open,Closed,Closed,Closed
762,25.401655801825292,184.24707291931935,Open,Open,Closed,Closed,Closed
763,25.4349913081269,179.11090499997482,Open,Open,Closed,Closed,Closed
764,25.468326814428508,177.08482530696662,Open,Open,Closed,Closed,Closed
765,25.501662320730116,173.31621160444092,Open,Closed,Closed,Closed,Closed
766,25.534997827031724,180.94631058739415,Open,Open,Closed,Closed,Closed
767,25.56833333333333,178.97011542559432,Open,Open,Closed,Closed,Closed
768,25.60166883963494,181.45783210283656,Open,Open,Closed,Closed,Closed
769,25.635004345936547,189.55003153629667,Open,Open,Open,Closed,Closed
770,25.668339852238155,191.57360648826307,Open,Open,Open,Closed,Closed
771,25.701675358539763,197.86604606298363,Open,Open,Open,Open,Closed
772,25.73501086484137,201.1480259024594,Open,Open,Open,Open,Closed
773,25.76834637114298,201.02096248376392,Open,Open,Open,Open,Closed
774,25.801681877444587,196.91360645586,Open,Open,Open,Closed,Closed
775,25.8350173837462,194.68466317446956,Open,Open,Open,Closed,Closed
776,25.86835289004781,189.74950065758276,Open,Open,Open,Closed,Closed
777,25.901688396349417,190.52667241309337,Open,Open,Open,Closed,Closed
778,25.93502390265102,188.19502777927335,Open,Open,Open,Closed,Closed
779,25.96835940895263,187.4302879871343,Open,Open,Open,Closed,Closed
780,26.001694915254237,188.83987821870704,Open,Open,Open,Closed,Closed
781,26.035030421555845,188.24601237273447,Open,Open,Open,Closed,Closed
