frame,timestamp,aspect_ratio_nose_to_lips_lips_to_chin,thresh_1,thresh_2,thresh_3,thresh_4,thresh_5
374,12.467479356801393,0.4733849007400898,Open,Open,Open,Closed,Closed
375,12.500814863103,0.484337380093156,Open,Open,Open,Closed,Closed
376,12.534150369404609,0.4648073205880113,Open,Open,Open,Closed,Closed
377,12.567485875706216,0.4604364542710914,Open,Open,Open,Closed,Closed
378,12.600821382007824,0.4582092323704504,Open,Open,Open,Closed,Closed
379,12.63415688830943,0.4614738060976217,Open,Open,Open,Closed,Closed
380,12.667492394611038,0.4576562674712509,Open,Open,Open,Closed,Closed
381,12.700827900912646,0.4556044702814784,Open,Open,Open,Closed,Closed
382,12.734163407214254,0.4271838317219438,Open,Open,Closed,Closed,Closed
383,12.767498913515862,0.4126892618079131,Open,Open,Closed,Closed,Closed
384,12.80083441981747,0.4071395933357629,Open,Open,Closed,Closed,Closed
385,12.834169926119078,0.4390143652895513,Open,Open,Closed,Closed,Closed
386,12.867505432420684,0.4939301338630988,Open,Open,Open,Closed,Closed
387,12.900840938722292,0.5875547717744362,Open,Open,Open,Open,Closed
388,12.934176445023905,0.6316807581470569,Open,Open,Open,Open,Open
389,12.96751195132551,0.6103174551480596,Open,Open,Open,Open,Closed
390,13.00084745762712,0.6071482342977383,Open,Open,Open,Open,Closed
391,13.034182963928728,0.637803161681741,Open,Open,Open,Open,Open
392,13.067518470230334,0.6196792691745444,Open,Open,Open,Open,Open
393,13.100853976531942,0.5245743749795831,Open,Open,Open,Closed,Closed
394,13.13418948283355,0.4926323548277851,Open,Open,Open,Closed,Closed
395,13.167524989135158,0.4620766466924841,Open,Open,Open,Closed,Closed
396,13.200860495436766,0.4911217218802199,Open,Open,Open,Closed,Closed
397,13.234196001738374,0.4871059925055867,Open,Open,Open,Closed,Closed
398,13.267531508039982,0.4687273061057622,Open,Open,Open,Closed,Closed
399,13.30086701434159,0.4713574371754852,Open,Open,Open,Closed,Closed
400,13.334202520643196,0.462961279200236,Open,Open,Open,Closed,Closed
401,13.367538026944809,0.4915347750327022,Open,Open,Open,Closed,Closed
402,13.400873533246417,0.4585474800453434,Open,Open,Open,Closed,Closed
403,13.434209039548024,0.4263675128093274,Open,Open,Closed,Closed,Closed
404,13.46754454584963,0.404618785282972,Open,Open,Closed,Closed,Closed
405,13.500880052151238,0.3524668097644934,Open,Closed,Closed,Closed,Closed
406,13.534215558452846,0.3176635010337388,Open,Closed,Closed,Closed,Closed
407,13.567551064754454,0.3283443750714278,Open,Closed,Closed,Closed,Closed
408,13.600886571056062,0.3501749714482404,Open,Closed,Closed,Closed,Closed
409,13.63422207735767,0.4392213479063567,Open,Open,Closed,Closed,Closed
410,13.667557583659278,0.4481417464717473,Open,Open,Open,Closed,Closed
411,13.700893089960886,0.5269503832633583,Open,Open,Open,Closed,Closed
412,13.734228596262492,0.5756057319578938,Open,Open,Open,Open,Closed
413,13.7675641025641,0.5823161130223842,Open,Open,Open,Open,Closed
414,13.80089960886571,0.595940435117601,Open,Open,Open,Open,Closed
415,13.83423511516732,0.6404925386577338,Open,Open,Open,Open,Open
416,13.867570621468928,0.65075309498795,Open,Open,Open,Open,Open
417,13.900906127770536,0.605171927910262,Open,Open,Open,Open,Closed
418,13.934241634072142,0.531267407085581,Open,Open,Open,Open,Closed
419,13.96757714037375,0.4755772655846145,Open,Open,Open,Closed,Closed
420,14.000912646675358,0.4849076203917316,Open,Open,Open,Closed,Closed
421,14.034248152976966,0.4838446486910285,Open,Open,Open,Closed,Closed
422,14.067583659278574,0.4990412263469519,Open,Open,Open,Closed,Closed
423,14.100919165580182,0.4927219040121909,Open,Open,Open,Closed,Closed
424,14.13425467188179,0.4740698978433846,Open,Open,Open,Closed,Closed
425,14.167590178183396,0.4731874687768174,Open,Open,Open,Closed,Closed
426,14.200925684485004,0.4614089895678152,Open,Open,Open,Closed,Closed
427,14.234261190786611,0.4633864174421052,Open,Open,Open,Closed,Closed
428,14.26759669708822,0.4913571364000338,Open,Open,Open,Closed,Closed
429,14.30093220338983,0.4331271495490063,Open,Open,Closed,Closed,Closed
430,14.33426770969144,0.4312900693703184,Open,Open,Closed,Closed,Closed
431,14.367603215993046,0.384843961255882,Open,Open,Closed,Closed,Closed
432,14.400938722294654,0.4213077747956814,Open,Open,Closed,Closed,Closed
433,14.434274228596262,0.4102643436653596,Open,Open,Closed,Closed,Closed
434,14.46760973489787,0.4525371614503357,Open,Open,Open,Closed,Closed
435,14.500945241199478,0.5353567657994875,Open,Open,Open,Open,Closed
436,14.534280747501086,0.5313565380241214,Open,Open,Open,Open,Closed
437,14.567616253802694,0.6109935795439383,Open,Open,Open,Open,Closed
438,14.600951760104302,0.6062725926210438,Open,Open,Open,Open,Closed
439,14.63428726640591,0.6155681423945154,Open,Open,Open,Open,Open
440,14.667622772707515,0.567530190599037,Open,Open,Open,Open,Closed
441,14.700958279009123,0.4825561719819514,Open,Open,Open,Closed,Closed
442,14.734293785310737,0.4446479182197053,Open,Open,Open,Closed,Closed
443,14.767629291612344,0.4470084516380171,Open,Open,Open,Closed,Closed
444,14.80096479791395,0.4531244975999662,Open,Open,Open,Closed,Closed
445,14.834300304215558,0.3840283294395839,Open,Open,Closed,Closed,Closed
446,14.867635810517166,0.4125861168112175,Open,Open,Closed,Closed,Closed
447,14.900971316818774,0.4226371880719922,Open,Open,Closed,Closed,Closed
448,14.934306823120382,0.4463614887960239,Open,Open,Open,Closed,Closed
449,14.96764232942199,0.4500951023940601,Open,Open,Open,Closed,Closed
450,15.000977835723598,0.4437165586096425,Open,Open,Closed,Closed,Closed
451,15.034313342025206,0.4576486192882085,Open,Open,Open,Closed,Closed
452,15.067648848326812,0.4788735733409524,Open,Open,Open,Closed,Closed
453,15.10098435462842,0.4711897509113212,Open,Open,Open,Closed,Closed
454,15.13431986093003,0.4498966572316178,Open,Open,Open,Closed,Closed
455,15.167655367231635,0.4647325374459451,Open,Open,Open,Closed,Closed
456,15.200990873533248,0.4550760498243376,Open,Open,Open,Closed,Closed
457,15.234326379834854,0.4517235071447034,Open,Open,Open,Closed,Closed
458,15.267661886136462,0.4430493479739806,Open,Open,Closed,Closed,Closed
459,15.30099739243807,0.3959693725420053,Open,Open,Closed,Closed,Closed
460,15.334332898739678,0.352540899456652,Open,Closed,Closed,Closed,Closed
461,15.367668405041286,0.3194848795096477,Open,Closed,Closed,Closed,Closed
462,15.401003911342894,0.3240186094933081,Open,Closed,Closed,Closed,Closed
463,15.434339417644502,0.3089795659940254,Open,Closed,Closed,Closed,Closed
464,15.46767492394611,0.3982948551944169,Open,Open,Closed,Closed,Closed
465,15.501010430247716,0.4169626698162613,Open,Open,Closed,Closed,Closed
466,15.534345936549323,0.4821062855722121,Open,Open,Open,Closed,Closed
467,15.567681442850931,0.4721935801917433,Open,Open,Open,Closed,Closed
468,15.60101694915254,0.5583019627518662,Open,Open,Open,Open,Closed
469,15.63435245545415,0.6190716326272058,Open,Open,Open,Open,Open
470,15.66768796175576,0.6476985726646791,Open,Open,Open,Open,Open
471,15.701023468057366,0.5476252797213415,Open,Open,Open,Open,Closed
472,15.734358974358974,0.5577931990653824,Open,Open,Open,Open,Closed
473,15.767694480660582,0.4823950660636926,Open,Open,Open,Closed,Closed
474,15.80102998696219,0.4824234083128162,Open,Open,Open,Closed,Closed
475,15.834365493263798,0.4781607077204032,Open,Open,Open,Closed,Closed
476,15.867700999565406,0.4378001260819474,Open,Open,Closed,Closed,Closed
477,15.901036505867014,0.4496309838970362,Open,Open,Open,Closed,Closed
478,15.93437201216862,0.3943765857425463,Open,Open,Closed,Closed,Closed
479,15.96770751847023,0.4333864720972393,Open,Open,Closed,Closed,Closed
480,16.00104302477184,0.4187366170785692,Open,Open,Closed,Closed,Closed
481,16.034378531073447,0.3888633117951442,Open,Open,Closed,Closed,Closed
482,16.067714037375055,0.3800364037930885,Open,Open,Closed,Closed,Closed
483,16.101049543676663,0.3187592394510465,Open,Closed,Closed,Closed,Closed
484,16.13438504997827,0.3186964456426659,Open,Closed,Closed,Closed,Closed
485,16.16772055627988,0.3490743195456485,Open,Closed,Closed,Closed,Closed
486,16.201056062581486,0.3889429734427869,Open,Open,Closed,Closed,Closed
487,16.234391568883094,0.4685112191089336,Open,Open,Open,Closed,Closed
488,16.267727075184702,0.5202178927970448,Open,Open,Open,Closed,Closed
489,16.30106258148631,0.5829189872331305,Open,Open,Open,Open,Closed
490,16.334398087787918,0.6294970412521361,Open,Open,Open,Open,Open
491,16.367733594089525,0.6009252125773316,Open,Open,Open,Open,Closed
492,16.401069100391133,0.6120380278189341,Open,Open,Open,Open,Closed
493,16.43440460669274,0.572032261085064,Open,Open,Open,Open,Closed
494,16.46774011299435,0.5724657801952325,Open,Open,Open,Open,Closed
495,16.501075619295957,0.5294691389631374,Open,Open,Open,Open,Closed
496,16.534411125597565,0.5029098208801884,Open,Open,Open,Closed,Closed
497,16.567746631899173,0.4661617028103899,Open,Open,Open,Closed,Closed
498,16.60108213820078,0.4855467443290308,Open,Open,Open,Closed,Closed
499,16.63441764450239,0.4664921003081302,Open,Open,Open,Closed,Closed
500,16.667753150803996,0.4743355048227603,Open,Open,Open,Closed,Closed
501,16.701088657105604,0.4420121674790169,Open,Open,Closed,Closed,Closed
502,16.734424163407212,0.4705819772584242,Open,Open,Open,Closed,Closed
503,16.767759669708823,0.451692063110469,Open,Open,Open,Closed,Closed
504,16.80109517601043,0.4375089577104478,Open,Open,Closed,Closed,Closed
505,16.83443068231204,0.4272757256727356,Open,Open,Closed,Closed,Closed
506,16.867766188613647,0.3930340645889715,Open,Open,Closed,Closed,Closed
507,16.901101694915255,0.4124524884619606,Open,Open,Closed,Closed,Closed
508,16.934437201216863,0.4106927135104757,Open,Open,Closed,Closed,Closed
509,16.96777270751847,0.3997358907986825,Open,Open,Closed,Closed,Closed
510,17.00110821382008,0.4550346070815488,Open,Open,Open,Closed,Closed
511,17.034443720121686,0.4990579360449163,Open,Open,Open,Closed,Closed
512,17.067779226423294,0.5972931386140603,Open,Open,Open,Open,Closed
513,17.101114732724902,0.5825841272462814,Open,Open,Open,Open,Closed
514,17.13445023902651,0.6063315443909352,Open,Open,Open,Open,Closed
515,17.167785745328118,0.6241847704468009,Open,Open,Open,Open,Open
516,17.201121251629726,0.5628113214176113,Open,Open,Open,Open,Closed
517,17.234456757931333,0.5334463553458824,Open,Open,Open,Open,Closed
518,17.26779226423294,0.5029453729184152,Open,Open,Open,Closed,Closed
519,17.30112777053455,0.4761738894917567,Open,Open,Open,Closed,Closed
520,17.334463276836157,0.455591758801257,Open,Open,Open,Closed,Closed
521,17.367798783137765,0.4684741696876554,Open,Open,Open,Closed,Closed
522,17.401134289439373,0.4590568577724377,Open,Open,Open,Closed,Closed
523,17.43446979574098,0.4748881646701777,Open,Open,Open,Closed,Closed
524,17.46780530204259,0.4570004984144705,Open,Open,Open,Closed,Closed
525,17.501140808344196,0.4656089461229798,Open,Open,Open,Closed,Closed
526,17.534476314645804,0.4690170680299966,Open,Open,Open,Closed,Closed
527,17.567811820947412,0.4700982067095091,Open,Open,Open,Closed,Closed
528,17.60114732724902,0.4366042902137613,Open,Open,Closed,Closed,Closed
529,17.634482833550628,0.4004900711419847,Open,Open,Closed,Closed,Closed
530,17.667818339852236,0.3719496340514236,Open,Open,Closed,Closed,Closed
531,17.701153846153847,0.4065503559566228,Open,Open,Closed,Closed,Closed
532,17.734489352455455,0.3818711637707125,Open,Open,Closed,Closed,Closed
533,17.767824858757063,0.4532000016094126,Open,Open,Open,Closed,Closed
534,17.80116036505867,0.4707147932653708,Open,Open,Open,Closed,Closed
535,17.83449587136028,0.5632722636889892,Open,Open,Open,Open,Closed
536,17.867831377661886,0.6263854715554539,Open,Open,Open,Open,Open
537,17.901166883963494,0.6122405242633578,Open,Open,Open,Open,Open
538,17.934502390265102,0.5874843665893906,Open,Open,Open,Open,Closed
539,17.96783789656671,0.5910149611926873,Open,Open,Open,Open,Closed
540,18.001173402868318,0.6372822692828238,Open,Open,Open,Open,Open
541,18.03450890916993,0.5913942328721801,Open,Open,Open,Open,Closed
542,18.067844415471537,0.4993462517710856,Open,Open,Open,Closed,Closed
543,18.10117992177314,0.4828788641111962,Open,Open,Open,Closed,Closed
544,18.13451542807475,0.4908670550230764,Open,Open,Open,Closed,Closed
545,18.167850934376357,0.4925982999552866,Open,Open,Open,Closed,Closed
546,18.201186440677965,0.4546815001782051,Open,Open,Open,Closed,Closed
547,18.234521946979573,0.4637905773490683,Open,Open,Open,Closed,Closed
548,18.26785745328118,0.4559223273095165,Open,Open,Open,Closed,Closed
549,18.30119295958279,0.4532775778741099,Open,Open,Open,Closed,Closed
550,18.334528465884397,0.449196296868922,Open,Open,Open,Closed,Closed
551,18.367863972186004,0.4370357169756256,Open,Open,Closed,Closed,Closed
552,18.401199478487612,0.4613703076278783,Open,Open,Open,Closed,Closed
553,18.43453498478922,0.4318411452652784,Open,Open,Closed,Closed,Closed
554,18.467870491090828,0.3960026213981014,Open,Open,Closed,Closed,Closed
555,18.501205997392436,0.3327342777225033,Open,Closed,Closed,Closed,Closed
556,18.534541503694044,0.3461372378956738,Open,Closed,Closed,Closed,Closed
557,18.56787700999565,0.3627122544839036,Open,Open,Closed,Closed,Closed
558,18.601212516297263,0.383147750562385,Open,Open,Closed,Closed,Closed
559,18.63454802259887,0.414255052322871,Open,Open,Closed,Closed,Closed
560,18.66788352890048,0.4868202257091979,Open,Open,Open,Closed,Closed
561,18.701219035202087,0.5437021328244679,Open,Open,Open,Open,Closed
562,18.734554541503694,0.5738044424191016,Open,Open,Open,Open,Closed
563,18.767890047805302,0.5639433187556735,Open,Open,Open,Open,Closed
564,18.80122555410691,0.5724784028097551,Open,Open,Open,Open,Closed
565,18.83456106040852,0.4915391523114242,Open,Open,Open,Closed,Closed
566,18.86789656671013,0.4650211106099257,Open,Open,Open,Closed,Closed
567,18.901232073011737,0.471188319843689,Open,Open,Open,Closed,Closed
568,18.93456757931334,0.4774423729752054,Open,Open,Open,Closed,Closed
569,18.96790308561495,0.4709851804408332,Open,Open,Open,Closed,Closed
570,19.001238591916557,0.4252761101844447,Open,Open,Closed,Closed,Closed
571,19.034574098218165,0.4025544574659958,Open,Open,Closed,Closed,Closed
572,19.067909604519773,0.4366033461500955,Open,Open,Closed,Closed,Closed
573,19.10124511082138,0.439808524560153,Open,Open,Closed,Closed,Closed
574,19.13458061712299,0.3992995280132788,Open,Open,Closed,Closed,Closed
575,19.167916123424597,0.4202038950996166,Open,Open,Closed,Closed,Closed
576,19.201251629726205,0.4135711271090636,Open,Open,Closed,Closed,Closed
577,19.234587136027812,0.3719205198647242,Open,Open,Closed,Closed,Closed
578,19.26792264232942,0.4090505691344406,Open,Open,Closed,Closed,Closed
579,19.301258148631028,0.3722957387835351,Open,Open,Closed,Closed,Closed
580,19.334593654932636,0.3599408853602347,Open,Closed,Closed,Closed,Closed
581,19.367929161234244,0.3715126263841039,Open,Open,Closed,Closed,Closed
582,19.40126466753585,0.4119060500031533,Open,Open,Closed,Closed,Closed
583,19.43460017383746,0.4212715833932992,Open,Open,Closed,Closed,Closed
584,19.467935680139068,0.4124039375427568,Open,Open,Closed,Closed,Closed
585,19.50127118644068,0.4729807116930703,Open,Open,Open,Closed,Closed
586,19.534606692742287,0.3804202678488966,Open,Open,Closed,Closed,Closed
587,19.567942199043895,0.4107244528893776,Open,Open,Closed,Closed,Closed
588,19.601277705345503,0.375730592365968,Open,Open,Closed,Closed,Closed
589,19.63461321164711,0.4426900460476417,Open,Open,Closed,Closed,Closed
590,19.66794871794872,0.4228592959602479,Open,Open,Closed,Closed,Closed
591,19.70128422425033,0.3860560857052297,Open,Open,Closed,Closed,Closed
592,19.734619730551938,0.3681682387630361,Open,Open,Closed,Closed,Closed
593,19.767955236853545,0.3896006744400302,Open,Open,Closed,Closed,Closed
594,19.80129074315515,0.4267304811679649,Open,Open,Closed,Closed,Closed
595,19.83462624945676,0.4066386565959579,Open,Open,Closed,Closed,Closed
596,19.867961755758365,0.4478300602187172,Open,Open,Open,Closed,Closed
597,19.901297262059973,0.4899297116421267,Open,Open,Open,Closed,Closed
598,19.93463276836158,0.4750412144563845,Open,Open,Open,Closed,Closed
599,19.96796827466319,0.4692726037452268,Open,Open,Open,Closed,Closed
600,20.001303780964797,0.4876072848387746,Open,Open,Open,Closed,Closed
601,20.034639287266405,0.4280186911806539,Open,Open,Closed,Closed,Closed
602,20.067974793568013,0.4326622798954,Open,Open,Closed,Closed,Closed
603,20.10131029986962,0.4652474475593898,Open,Open,Open,Closed,Closed
604,20.13464580617123,0.4327899996319249,Open,Open,Closed,Closed,Closed
605,20.167981312472836,0.4225664393559767,Open,Open,Closed,Closed,Closed
606,20.201316818774444,0.4182378612518265,Open,Open,Closed,Closed,Closed
607,20.234652325076052,0.4068464035508638,Open,Open,Closed,Closed,Closed
608,20.26798783137766,0.380133570563325,Open,Open,Closed,Closed,Closed
609,20.301323337679268,0.4234993410871255,Open,Open,Closed,Closed,Closed
610,20.334658843980876,0.4014888152121283,Open,Open,Closed,Closed,Closed
611,20.367994350282483,0.4171856363490126,Open,Open,Closed,Closed,Closed
612,20.401329856584095,0.3864939758404984,Open,Open,Closed,Closed,Closed
613,20.434665362885703,0.4220572279059797,Open,Open,Closed,Closed,Closed
614,20.46800086918731,0.4234941225095124,Open,Open,Closed,Closed,Closed
615,20.50133637548892,0.4419692156301916,Open,Open,Closed,Closed,Closed
616,20.534671881790526,0.4226204103134898,Open,Open,Closed,Closed,Closed
617,20.568007388092138,0.4151971102287995,Open,Open,Closed,Closed,Closed
618,20.601342894393746,0.414955161185069,Open,Open,Closed,Closed,Closed
619,20.63467840069535,0.4230782471736253,Open,Open,Closed,Closed,Closed
620,20.66801390699696,0.4033173627944148,Open,Open,Closed,Closed,Closed
621,20.70134941329857,0.4205227440202752,Open,Open,Closed,Closed,Closed
622,20.734684919600173,0.4533698815440071,Open,Open,Open,Closed,Closed
623,20.76802042590178,0.4506532144374665,Open,Open,Open,Closed,Closed
624,20.80135593220339,0.4199119912757031,Open,Open,Closed,Closed,Closed
625,20.834691438504997,0.4697060405730861,Open,Open,Open,Closed,Closed
626,20.868026944806605,0.4335825739559257,Open,Open,Closed,Closed,Closed
627,20.901362451108213,0.4457050819753316,Open,Open,Open,Closed,Closed
628,20.93469795740982,0.4491371037122567,Open,Open,Open,Closed,Closed
629,20.96803346371143,0.4243517278719715,Open,Open,Closed,Closed,Closed
630,21.001368970013036,0.4457050819753316,Open,Open,Open,Closed,Closed
631,21.034704476314644,0.4569267094109636,Open,Open,Open,Closed,Closed
632,21.068039982616252,0.444382121210336,Open,Open,Closed,Closed,Closed
633,21.10137548891786,0.4449462223502347,Open,Open,Open,Closed,Closed
634,21.134710995219468,0.4947891260871136,Open,Open,Open,Closed,Closed
635,21.168046501521076,0.4836204889724431,Open,Open,Open,Closed,Closed
636,21.201382007822684,0.4836361336223605,Open,Open,Open,Closed,Closed
637,21.23471751412429,0.5217071551959286,Open,Open,Open,Closed,Closed
638,21.2680530204259,0.5038310202606585,Open,Open,Open,Closed,Closed
639,21.30138852672751,0.5064258615875294,Open,Open,Open,Closed,Closed
640,21.33472403302912,0.5366432565232844,Open,Open,Open,Open,Closed
641,21.368059539330726,0.5161837108454461,Open,Open,Open,Closed,Closed
642,21.401395045632334,0.5406090629415884,Open,Open,Open,Open,Closed
643,21.434730551933946,0.5548654946558446,Open,Open,Open,Open,Closed
644,21.46806605823555,0.5476001664395524,Open,Open,Open,Open,Closed
645,21.50140156453716,0.4871654576290388,Open,Open,Open,Closed,Closed
646,21.53473707083877,0.5008985215181418,Open,Open,Open,Closed,Closed
647,21.568072577140377,0.4787824590752553,Open,Open,Open,Closed,Closed
648,21.60140808344198,0.4547812734560353,Open,Open,Open,Closed,Closed
649,21.63474358974359,0.452887183395456,Open,Open,Open,Closed,Closed
650,21.668079096045197,0.4313486744318665,Open,Open,Closed,Closed,Closed
651,21.701414602346805,0.4529839050508192,Open,Open,Open,Closed,Closed
652,21.734750108648413,0.4458817046124789,Open,Open,Open,Closed,Closed
653,21.76808561495002,0.4230519377962601,Open,Open,Closed,Closed,Closed
654,21.80142112125163,0.4038283865962158,Open,Open,Closed,Closed,Closed
655,21.834756627553237,0.4064783112176412,Open,Open,Closed,Closed,Closed
656,21.868092133854844,0.4143204802650287,Open,Open,Closed,Closed,Closed
657,21.901427640156452,0.4087258253004331,Open,Open,Closed,Closed,Closed
658,21.93476314645806,0.4265563067611574,Open,Open,Closed,Closed,Closed
659,21.968098652759668,0.4230288874265154,Open,Open,Closed,Closed,Closed
660,22.001434159061276,0.4367724407091871,Open,Open,Closed,Closed,Closed
661,22.034769665362884,0.4371692479804171,Open,Open,Closed,Closed,Closed
662,22.06810517166449,0.4363019991973742,Open,Open,Closed,Closed,Closed
663,22.1014406779661,0.4230885202497788,Open,Open,Closed,Closed,Closed
664,22.134776184267707,0.4190273780513357,Open,Open,Closed,Closed,Closed
665,22.168111690569315,0.4451600528342008,Open,Open,Open,Closed,Closed
666,22.201447196870923,0.4249272202084172,Open,Open,Closed,Closed,Closed
667,22.234782703172534,0.4145446530933006,Open,Open,Closed,Closed,Closed
668,22.268118209474142,0.4283211423015528,Open,Open,Closed,Closed,Closed
669,22.30145371577575,0.3947491664451428,Open,Open,Closed,Closed,Closed
670,22.33478922207736,0.4246324208789893,Open,Open,Closed,Closed,Closed
671,22.36812472837897,0.4248503487523593,Open,Open,Closed,Closed,Closed
672,22.401460234680577,0.4480192156425678,Open,Open,Open,Closed,Closed
673,22.43479574098218,0.4288500957296035,Open,Open,Closed,Closed,Closed
674,22.46813124728379,0.4044813731271713,Open,Open,Closed,Closed,Closed
675,22.501466753585397,0.4089951725015927,Open,Open,Closed,Closed,Closed
676,22.534802259887005,0.4336407712319264,Open,Open,Closed,Closed,Closed
677,22.568137766188613,0.4410257605158788,Open,Open,Closed,Closed,Closed
678,22.60147327249022,0.410100280365011,Open,Open,Closed,Closed,Closed
679,22.63480877879183,0.4196837923088652,Open,Open,Closed,Closed,Closed
680,22.668144285093437,0.4262135979624334,Open,Open,Closed,Closed,Closed
681,22.701479791395045,0.4200906502511849,Open,Open,Closed,Closed,Closed
682,22.734815297696652,0.4428816708223282,Open,Open,Closed,Closed,Closed
683,22.76815080399826,0.4417447452845315,Open,Open,Closed,Closed,Closed
684,22.801486310299868,0.4285772286597835,Open,Open,Closed,Closed,Closed
685,22.834821816601476,0.428627071646338,Open,Open,Closed,Closed,Closed
686,22.868157322903084,0.421311682440695,Open,Open,Closed,Closed,Closed
687,22.90149282920469,0.4323964888265029,Open,Open,Closed,Closed,Closed
688,22.9348283355063,0.4304360128176912,Open,Open,Closed,Closed,Closed
689,22.968163841807907,0.4630428648801893,Open,Open,Open,Closed,Closed
690,23.001499348109515,0.4400372924647201,Open,Open,Closed,Closed,Closed
691,23.034834854411123,0.4403514757281392,Open,Open,Closed,Closed,Closed
692,23.06817036071273,0.441275070522324,Open,Open,Closed,Closed,Closed
693,23.10150586701434,0.4349854351206754,Open,Open,Closed,Closed,Closed
694,23.13484137331595,0.4417730781908406,Open,Open,Closed,Closed,Closed
695,23.16817687961756,0.4327494045445225,Open,Open,Closed,Closed,Closed
696,23.20151238591917,0.4237783127058691,Open,Open,Closed,Closed,Closed
697,23.234847892220778,0.4655201956311315,Open,Open,Open,Closed,Closed
698,23.268183398522385,0.42817629627128,Open,Open,Closed,Closed,Closed
699,23.30151890482399,0.4529278154237083,Open,Open,Open,Closed,Closed
700,23.3348544111256,0.4519679570736547,Open,Open,Open,Closed,Closed
701,23.368189917427205,0.4163225133505385,Open,Open,Closed,Closed,Closed
702,23.401525423728813,0.4566970483218476,Open,Open,Open,Closed,Closed
703,23.43486093003042,0.4607101359007234,Open,Open,Open,Closed,Closed
704,23.46819643633203,0.4421315201839602,Open,Open,Closed,Closed,Closed
705,23.501531942633637,0.4420727598225067,Open,Open,Closed,Closed,Closed
706,23.534867448935245,0.4600932772327686,Open,Open,Open,Closed,Closed
707,23.568202955236853,0.4483939165099661,Open,Open,Open,Closed,Closed
708,23.60153846153846,0.4042326683293273,Open,Open,Closed,Closed,Closed
709,23.63487396784007,0.4594748487778585,Open,Open,Open,Closed,Closed
710,23.668209474141676,0.4192674980240286,Open,Open,Closed,Closed,Closed
711,23.701544980443284,0.4340111184860695,Open,Open,Closed,Closed,Closed
712,23.734880486744892,0.451938453788867,Open,Open,Open,Closed,Closed
713,23.7682159930465,0.4748516691741702,Open,Open,Open,Closed,Closed
714,23.801551499348108,0.4347197821370555,Open,Open,Closed,Closed,Closed
715,23.834887005649716,0.4410960720569674,Open,Open,Closed,Closed,Closed
716,23.868222511951323,0.4717949926009656,Open,Open,Open,Closed,Closed
717,23.90155801825293,0.4681502910286688,Open,Open,Open,Closed,Closed
718,23.93489352455454,0.4507368663055878,Open,Open,Open,Closed,Closed
719,23.968229030856147,0.5127315355744433,Open,Open,Open,Closed,Closed
720,24.001564537157755,0.5089111280740504,Open,Open,Open,Closed,Closed
721,24.034900043459366,0.5243652988840917,Open,Open,Open,Closed,Closed
722,24.068235549760978,0.5577519076860687,Open,Open,Open,Open,Closed
723,24.101571056062586,0.5034451155294072,Open,Open,Open,Closed,Closed
724,24.13490656236419,0.613075907996324,Open,Open,Open,Open,Open
725,24.1682420686658,0.6073657977515906,Open,Open,Open,Open,Closed
726,24.20157757496741,0.2641601647222811,Closed,Closed,Closed,Closed,Closed
727,24.234913081269013,0.4758453167893642,Open,Open,Open,Closed,Closed
728,24.26824858757062,0.5988494716163423,Open,Open,Open,Open,Closed
729,24.30158409387223,0.5005938334791737,Open,Open,Open,Closed,Closed
730,24.334919600173837,0.4684730379390301,Open,Open,Open,Closed,Closed
731,24.368255106475445,0.4646230708058597,Open,Open,Open,Closed,Closed
732,24.401590612777053,0.4685596855089844,Open,Open,Open,Closed,Closed
733,24.43492611907866,0.5156143517862878,Open,Open,Open,Closed,Closed
734,24.46826162538027,0.5168496060431691,Open,Open,Open,Closed,Closed
735,24.501597131681876,0.5015270797920148,Open,Open,Open,Closed,Closed
736,24.534932637983484,0.4793390443730038,Open,Open,Open,Closed,Closed
737,24.568268144285092,0.4700018447879181,Open,Open,Open,Closed,Closed
738,24.6016036505867,0.3851744237852034,Open,Open,Closed,Closed,Closed
739,24.634939156888308,0.3998291619583118,Open,Open,Closed,Closed,Closed
740,24.668274663189916,0.4628730613339847,Open,Open,Open,Closed,Closed
741,24.701610169491524,0.4785999255774801,Open,Open,Open,Closed,Closed
742,24.73494567579313,0.468296916418407,Open,Open,Open,Closed,Closed
743,24.76828118209474,0.2835435768800809,Open,Closed,Closed,Closed,Closed
744,24.801616688396347,0.1929396928954163,Closed,Closed,Closed,Closed,Closed
745,24.834952194697955,0.5849015400931918,Open,Open,Open,Open,Closed
746,24.868287700999563,0.3827797246571376,Open,Open,Closed,Closed,Closed
747,24.90162320730117,0.4860062324684006,Open,Open,Open,Closed,Closed
748,24.934958713602786,0.468074789715978,Open,Open,Open,Closed,Closed
749,24.96829421990439,0.462815736661789,Open,Open,Open,Closed,Closed
750,25.001629726206,0.4448100078557446,Open,Open,Open,Closed,Closed
751,25.03496523250761,0.444653528223269,Open,Open,Open,Closed,Closed
752,25.068300738809217,0.4355199981365736,Open,Open,Closed,Closed,Closed
753,25.10163624511082,0.4275587358733442,Open,Open,Closed,Closed,Closed
754,25.13497175141243,0.4763664957213017,Open,Open,Open,Closed,Closed
755,25.168307257714037,0.4564710071825642,Open,Open,Open,Closed,Closed
756,25.201642764015645,0.4281217792075852,Open,Open,Closed,Closed,Closed
757,25.234978270317253,0.4257440314878493,Open,Open,Closed,Closed,Closed
