frame,timestamp,aspect_ratio_nose_to_lips_lips_to_chin,thresh_1,thresh_2,thresh_3,thresh_4,thresh_5
758,25.26831377661886,0.3859858825007088,Open,Open,Closed,Closed,Closed
759,25.30164928292047,0.3463547491865372,Open,Closed,Closed,Closed,Closed
760,25.334984789222077,0.3696891799122097,Open,Open,Closed,Closed,Closed
761,25.368320295523684,0.4542779820511897,Open,Open,Open,Closed,Closed
762,25.401655801825292,0.5149832906031824,Open,Open,Open,Closed,Closed
763,25.4349913081269,0.5526530500943432,Open,Open,Open,Open,Closed
764,25.468326814428508,0.5717026502886714,Open,Open,Open,Open,Closed
765,25.501662320730116,0.5643091048573443,Open,Open,Open,Open,Closed
766,25.534997827031724,0.586406017494346,Open,Open,Open,Open,Closed
767,25.56833333333333,0.5850646600231885,Open,Open,Open,Open,Closed
768,25.60166883963494,0.5336665625650533,Open,Open,Open,Open,Closed
769,25.635004345936547,0.5071260064834768,Open,Open,Open,Closed,Closed
770,25.668339852238155,0.4839074957575839,Open,Open,Open,Closed,Closed
771,25.701675358539763,0.4221494009607469,Open,Open,Closed,Closed,Closed
772,25.73501086484137,0.4512220871712947,Open,Open,Open,Closed,Closed
773,25.76834637114298,0.4230371654362536,Open,Open,Closed,Closed,Closed
774,25.801681877444587,0.4365429470249742,Open,Open,Closed,Closed,Closed
775,25.8350173837462,0.4152254303352096,Open,Open,Closed,Closed,Closed
776,25.86835289004781,0.4086313099550081,Open,Open,Closed,Closed,Closed
777,25.901688396349417,0.3864391707223351,Open,Open,Closed,Closed,Closed
778,25.93502390265102,0.3673701478485814,Open,Open,Closed,Closed,Closed
779,25.96835940895263,0.3892843745217265,Open,Open,Closed,Closed,Closed
780,26.001694915254237,0.4123922720903322,Open,Open,Closed,Closed,Closed
781,26.035030421555845,0.390264986056046,Open,Open,Closed,Closed,Closed
782,26.068365927857453,0.35922350014893,Open,Closed,Closed,Closed,Closed
783,26.10170143415906,0.4052976443211231,Open,Open,Closed,Closed,Closed
784,26.13503694046067,0.4798910628953318,Open,Open,Open,Closed,Closed
785,26.168372446762277,0.536395095707378,Open,Open,Open,Open,Closed
786,26.201707953063885,0.577736962261936,Open,Open,Open,Open,Closed
787,26.235043459365492,0.5311294393668762,Open,Open,Open,Open,Closed
788,26.2683789656671,0.5508406433485468,Open,Open,Open,Open,Closed
789,26.301714471968708,0.5057608045472771,Open,Open,Open,Closed,Closed
790,26.335049978270316,0.466635974154173,Open,Open,Open,Closed,Closed
791,26.368385484571924,0.407799320471594,Open,Open,Closed,Closed,Closed
792,26.40172099087353,0.3642268295139106,Open,Open,Closed,Closed,Closed
793,26.43505649717514,0.3699720412784545,Open,Open,Closed,Closed,Closed
794,26.468392003476747,0.3633277232927316,Open,Open,Closed,Closed,Closed
795,26.501727509778355,0.375746365375922,Open,Open,Closed,Closed,Closed
796,26.535063016079963,0.4636210138080935,Open,Open,Open,Closed,Closed
797,26.56839852238157,0.3668031648556173,Open,Open,Closed,Closed,Closed
798,26.60173402868318,0.3781134441007408,Open,Open,Closed,Closed,Closed
799,26.635069534984787,0.3296399579005182,Open,Closed,Closed,Closed,Closed
800,26.668405041286395,0.2847714513843832,Open,Closed,Closed,Closed,Closed
801,26.701740547588003,0.3058402166840324,Open,Closed,Closed,Closed,Closed
802,26.735076053889617,0.5071783045165659,Open,Open,Open,Closed,Closed
803,26.768411560191225,0.5568274411324652,Open,Open,Open,Open,Closed
804,26.80174706649283,0.6233758367073042,Open,Open,Open,Open,Open
805,26.83508257279444,0.6183582230164117,Open,Open,Open,Open,Open
806,26.868418079096045,0.3559434725522001,Open,Closed,Closed,Closed,Closed
807,26.901753585397653,0.5198867895834811,Open,Open,Open,Closed,Closed
808,26.93508909169926,0.479335988605751,Open,Open,Open,Closed,Closed
809,26.96842459800087,0.4715461475092011,Open,Open,Open,Closed,Closed
810,27.001760104302477,0.33352391844515,Open,Closed,Closed,Closed,Closed
811,27.035095610604085,0.3522606864821505,Open,Closed,Closed,Closed,Closed
812,27.068431116905693,0.4503261460837642,Open,Open,Open,Closed,Closed
813,27.1017666232073,0.4316375549579035,Open,Open,Closed,Closed,Closed
814,27.13510212950891,0.4689195721523689,Open,Open,Open,Closed,Closed
815,27.168437635810516,0.4314317865690019,Open,Open,Closed,Closed,Closed
816,27.201773142112124,0.3860814987454177,Open,Open,Closed,Closed,Closed
817,27.235108648413732,0.365019441702804,Open,Open,Closed,Closed,Closed
818,27.26844415471534,0.4105712555045537,Open,Open,Closed,Closed,Closed
819,27.301779661016948,0.5163909624969094,Open,Open,Open,Closed,Closed
820,27.335115167318556,0.593419039074318,Open,Open,Open,Open,Closed
821,27.368450673620163,0.571585769148567,Open,Open,Open,Open,Closed
822,27.40178617992177,0.60670168258849,Open,Open,Open,Open,Closed
823,27.43512168622338,0.6282683845399136,Open,Open,Open,Open,Open
824,27.468457192524987,0.5575565810151552,Open,Open,Open,Open,Closed
825,27.501792698826595,0.504057014974201,Open,Open,Open,Closed,Closed
826,27.535128205128203,0.4794999468032824,Open,Open,Open,Closed,Closed
827,27.56846371142981,0.3950631154375618,Open,Open,Closed,Closed,Closed
828,27.60179921773142,0.4568294709960041,Open,Open,Open,Closed,Closed
829,27.635134724033023,0.3836933630391038,Open,Open,Closed,Closed,Closed
830,27.66847023033464,0.413655196291703,Open,Open,Closed,Closed,Closed
831,27.70180573663625,0.3912754102937055,Open,Open,Closed,Closed,Closed
832,27.735141242937853,0.3902307136291326,Open,Open,Closed,Closed,Closed
833,27.76847674923946,0.3621541861430781,Open,Open,Closed,Closed,Closed
834,27.80181225554107,0.3725386208667421,Open,Open,Closed,Closed,Closed
835,27.835147761842677,0.3826967887860047,Open,Open,Closed,Closed,Closed
836,27.868483268144285,0.3578653714294681,Open,Closed,Closed,Closed,Closed
837,27.901818774445893,0.3828207467443882,Open,Open,Closed,Closed,Closed
838,27.9351542807475,0.5236308776912522,Open,Open,Open,Closed,Closed
839,27.96848978704911,0.603544396335962,Open,Open,Open,Open,Closed
840,28.001825293350716,0.589396295002629,Open,Open,Open,Open,Closed
841,28.035160799652324,0.6243429546720652,Open,Open,Open,Open,Open
842,28.068496305953932,0.526433167312551,Open,Open,Open,Closed,Closed
843,28.10183181225554,0.4946312762887909,Open,Open,Open,Closed,Closed
844,28.135167318557148,0.4639423393335943,Open,Open,Open,Closed,Closed
845,28.168502824858756,0.4378468277372642,Open,Open,Closed,Closed,Closed
846,28.201838331160364,0.4454609232154304,Open,Open,Open,Closed,Closed
847,28.23517383746197,0.4439060537667028,Open,Open,Closed,Closed,Closed
848,28.26850934376358,0.4448643485900277,Open,Open,Open,Closed,Closed
849,28.301844850065187,0.4392072654305135,Open,Open,Closed,Closed,Closed
850,28.335180356366795,0.4438162956881757,Open,Open,Closed,Closed,Closed
851,28.368515862668403,0.4280137926938903,Open,Open,Closed,Closed,Closed
852,28.40185136897001,0.4226197033889072,Open,Open,Closed,Closed,Closed
853,28.43518687527162,0.4059599490051536,Open,Open,Closed,Closed,Closed
854,28.468522381573223,0.4178122653745544,Open,Open,Closed,Closed,Closed
855,28.50185788787483,0.4406567982681018,Open,Open,Closed,Closed,Closed
856,28.53519339417644,0.3961769004678758,Open,Open,Closed,Closed,Closed
857,28.568528900478057,0.3622554043872388,Open,Open,Closed,Closed,Closed
858,28.60186440677966,0.4616758138278425,Open,Open,Open,Closed,Closed
859,28.63519991308127,0.4738895102472796,Open,Open,Open,Closed,Closed
860,28.668535419382877,0.4313295510212754,Open,Open,Closed,Closed,Closed
861,28.701870925684485,0.4304140269378052,Open,Open,Closed,Closed,Closed
862,28.735206431986093,0.4437328220287495,Open,Open,Closed,Closed,Closed
863,28.7685419382877,0.4335983911425687,Open,Open,Closed,Closed,Closed
864,28.80187744458931,0.4085743488230154,Open,Open,Closed,Closed,Closed
865,28.835212950890917,0.4371692479804171,Open,Open,Closed,Closed,Closed
866,28.868548457192524,0.3732469448955149,Open,Open,Closed,Closed,Closed
867,28.901883963494132,0.365947711019919,Open,Open,Closed,Closed,Closed
868,28.93521946979574,0.4452990083473942,Open,Open,Open,Closed,Closed
869,28.968554976097348,0.5317097213531787,Open,Open,Open,Open,Closed
870,29.001890482398956,0.5782532713576245,Open,Open,Open,Open,Closed
871,29.035225988700564,0.6026129361841379,Open,Open,Open,Open,Closed
872,29.06856149500217,0.6485175238048194,Open,Open,Open,Open,Open
873,29.10189700130378,0.5989949115315423,Open,Open,Open,Open,Closed
874,29.135232507605387,0.4899478541186819,Open,Open,Open,Closed,Closed
875,29.168568013906995,0.503848205016779,Open,Open,Open,Closed,Closed
876,29.201903520208603,0.4846121616383684,Open,Open,Open,Closed,Closed
877,29.23523902651021,0.450319114293556,Open,Open,Open,Closed,Closed
878,29.26857453281182,0.4509073101040983,Open,Open,Open,Closed,Closed
879,29.301910039113427,0.4398118720073626,Open,Open,Closed,Closed,Closed
880,29.33524554541503,0.4321005581578993,Open,Open,Closed,Closed,Closed
881,29.36858105171664,0.4111476145761914,Open,Open,Closed,Closed,Closed
882,29.40191655801825,0.4138280716308834,Open,Open,Closed,Closed,Closed
883,29.435252064319855,0.3556713181864991,Open,Closed,Closed,Closed,Closed
884,29.46858757062147,0.3899073034454013,Open,Open,Closed,Closed,Closed
885,29.501923076923077,0.3407215085024034,Open,Closed,Closed,Closed,Closed
886,29.535258583224685,0.3660132202622432,Open,Open,Closed,Closed,Closed
887,29.568594089526293,0.4237878883152255,Open,Open,Closed,Closed,Closed
888,29.6019295958279,0.5353287489799518,Open,Open,Open,Open,Closed
889,29.63526510212951,0.6091344927832142,Open,Open,Open,Open,Closed
890,29.668600608431117,0.6112623683166121,Open,Open,Open,Open,Closed
891,29.701936114732725,0.6026702192426041,Open,Open,Open,Open,Closed
892,29.735271621034332,0.4120211555323507,Open,Open,Closed,Closed,Closed
893,29.76860712733594,0.3705750595216813,Open,Open,Closed,Closed,Closed
894,29.801942633637548,0.4461406469216745,Open,Open,Open,Closed,Closed
895,29.835278139939156,0.4603667174896133,Open,Open,Open,Closed,Closed
896,29.868613646240764,0.4290630287454242,Open,Open,Closed,Closed,Closed
897,29.90194915254237,0.42305741296254,Open,Open,Closed,Closed,Closed
898,29.93528465884398,0.4447767143320703,Open,Open,Open,Closed,Closed
899,29.968620165145587,0.4197276314882792,Open,Open,Closed,Closed,Closed
900,30.001955671447195,0.412707027581377,Open,Open,Closed,Closed,Closed
901,30.035291177748803,0.3888216955137684,Open,Open,Closed,Closed,Closed
902,30.06862668405041,0.3875059370828233,Open,Open,Closed,Closed,Closed
903,30.10196219035202,0.3496860736015866,Open,Closed,Closed,Closed,Closed
904,30.135297696653627,0.3596724890570199,Open,Closed,Closed,Closed,Closed
905,30.168633202955235,0.4341907813569798,Open,Open,Closed,Closed,Closed
906,30.201968709256843,0.4785366129910017,Open,Open,Open,Closed,Closed
907,30.23530421555845,0.5560677624776291,Open,Open,Open,Open,Closed
908,30.26863972186006,0.4575108892640291,Open,Open,Open,Closed,Closed
909,30.301975228161663,0.6461353497227762,Open,Open,Open,Open,Open
910,30.33531073446327,0.6480290761763546,Open,Open,Open,Open,Open
911,30.368646240764885,0.6058238748497988,Open,Open,Open,Open,Closed
912,30.401981747066493,0.5541035252762335,Open,Open,Open,Open,Closed
913,30.4353172533681,0.4523223743908399,Open,Open,Open,Closed,Closed
914,30.46865275966971,0.3612154029914079,Open,Open,Closed,Closed,Closed
915,30.501988265971317,0.3847369576194887,Open,Open,Closed,Closed,Closed
916,30.535323772272925,0.4554177699778318,Open,Open,Open,Closed,Closed
917,30.568659278574533,0.455971129916244,Open,Open,Open,Closed,Closed
918,30.60199478487614,0.446919161235506,Open,Open,Open,Closed,Closed
919,30.63533029117775,0.4695582864404155,Open,Open,Open,Closed,Closed
920,30.668665797479356,0.4324094445701884,Open,Open,Closed,Closed,Closed
921,30.702001303780964,0.4256613317737113,Open,Open,Closed,Closed,Closed
922,30.735336810082572,0.3508353753533615,Open,Closed,Closed,Closed,Closed
923,30.76867231638418,0.3427172867865238,Open,Closed,Closed,Closed,Closed
924,30.802007822685788,0.4031128874149274,Open,Open,Closed,Closed,Closed
925,30.835343328987395,0.5119435690875231,Open,Open,Open,Closed,Closed
926,30.868678835289003,0.4922789754858974,Open,Open,Open,Closed,Closed
927,30.90201434159061,0.4612317412210548,Open,Open,Open,Closed,Closed
928,30.93534984789222,0.4749700298799544,Open,Open,Open,Closed,Closed
929,30.968685354193827,0.4148860894977002,Open,Open,Closed,Closed,Closed
930,31.002020860495435,0.3588378783175721,Open,Closed,Closed,Closed,Closed
931,31.035356366797043,0.2938638796903027,Open,Closed,Closed,Closed,Closed
932,31.06869187309865,0.2481391418294686,Closed,Closed,Closed,Closed,Closed
933,31.10202737940026,0.4747360915020442,Open,Open,Open,Closed,Closed
934,31.135362885701863,0.4954060061399183,Open,Open,Open,Closed,Closed
935,31.16869839200347,0.3803391422733901,Open,Open,Closed,Closed,Closed
936,31.20203389830508,0.451681218553534,Open,Open,Open,Closed,Closed
937,31.23536940460669,0.4566625429814118,Open,Open,Open,Closed,Closed
938,31.2687049109083,0.3719442719500652,Open,Open,Closed,Closed,Closed
939,31.30204041720991,0.4274258326830549,Open,Open,Closed,Closed,Closed
940,31.335375923511517,0.4061872295337942,Open,Open,Closed,Closed,Closed
941,31.368711429813125,0.3892797721214473,Open,Open,Closed,Closed,Closed
942,31.402046936114733,0.3918153713770435,Open,Open,Closed,Closed,Closed
943,31.43538244241634,0.3702241758678168,Open,Open,Closed,Closed,Closed
944,31.46871794871795,0.3276846390855595,Open,Closed,Closed,Closed,Closed
945,31.502053455019556,0.3691418672412996,Open,Open,Closed,Closed,Closed
946,31.535388961321164,0.4266087346372879,Open,Open,Closed,Closed,Closed
947,31.568724467622772,0.5236246990782277,Open,Open,Open,Closed,Closed
948,31.60205997392438,0.5953140866383554,Open,Open,Open,Open,Closed
949,31.635395480225988,0.6283400350041417,Open,Open,Open,Open,Open
950,31.668730986527596,0.545350993649004,Open,Open,Open,Open,Closed
951,31.702066492829204,0.5700232339300618,Open,Open,Open,Open,Closed
952,31.73540199913081,0.514330893416225,Open,Open,Open,Closed,Closed
953,31.76873750543242,0.4865042554105199,Open,Open,Open,Closed,Closed
954,31.802073011734027,0.4718607063694151,Open,Open,Open,Closed,Closed
955,31.835408518035635,0.4787630264744321,Open,Open,Open,Closed,Closed
956,31.868744024337243,0.3832704930866787,Open,Open,Closed,Closed,Closed
957,31.90207953063885,0.3317120526448477,Open,Closed,Closed,Closed,Closed
958,31.93541503694046,0.3259663836486685,Open,Closed,Closed,Closed,Closed
959,31.968750543242063,0.4522242560624734,Open,Open,Open,Closed,Closed
960,32.00208604954368,0.4693212494167555,Open,Open,Open,Closed,Closed
961,32.03542155584528,0.3845773431291707,Open,Open,Closed,Closed,Closed
962,32.068757062146894,0.4036318217238898,Open,Open,Closed,Closed,Closed
963,32.1020925684485,0.4448570671788614,Open,Open,Open,Closed,Closed
964,32.13542807475011,0.4992616568925885,Open,Open,Open,Closed,Closed
965,32.168763581051714,0.5799484513175004,Open,Open,Open,Open,Closed
966,32.202099087353325,0.6239749964095734,Open,Open,Open,Open,Open
967,32.23543459365493,0.5720860129168863,Open,Open,Open,Open,Closed
968,32.26877009995654,0.5419471384008454,Open,Open,Open,Open,Closed
969,32.302105606258145,0.5313976097886771,Open,Open,Open,Open,Closed
970,32.33544111255976,0.4754712713773268,Open,Open,Open,Closed,Closed
971,32.36877661886136,0.4951651441463647,Open,Open,Open,Closed,Closed
972,32.40211212516297,0.4898266615323054,Open,Open,Open,Closed,Closed
973,32.43544763146458,0.3680238633743641,Open,Open,Closed,Closed,Closed
974,32.46878313776619,0.4022970077656266,Open,Open,Closed,Closed,Closed
975,32.50211864406779,0.4580676783543204,Open,Open,Open,Closed,Closed
976,32.535454150369404,0.4339627857569877,Open,Open,Closed,Closed,Closed
977,32.56878965667101,0.4177821776077956,Open,Open,Closed,Closed,Closed
978,32.60212516297262,0.4202206156933029,Open,Open,Closed,Closed,Closed
979,32.63546066927423,0.339055132504327,Open,Closed,Closed,Closed,Closed
980,32.668796175575835,0.3277231073214862,Open,Closed,Closed,Closed,Closed
981,32.70213168187745,0.336713225428322,Open,Closed,Closed,Closed,Closed
982,32.73546718817905,0.3707054251490126,Open,Open,Closed,Closed,Closed
983,32.76880269448066,0.4000395608743921,Open,Open,Closed,Closed,Closed
984,32.80213820078227,0.503294181720341,Open,Open,Open,Closed,Closed
985,32.83547370708388,0.5709538053671661,Open,Open,Open,Open,Closed
986,32.86880921338548,0.5561320269673505,Open,Open,Open,Open,Closed
987,32.902144719687094,0.6674391100184377,Open,Open,Open,Open,Open
988,32.9354802259887,0.6871897334286432,Open,Open,Open,Open,Open
989,32.96881573229031,0.6566418140869674,Open,Open,Open,Open,Open
990,33.002151238591914,0.6866087774820188,Open,Open,Open,Open,Open
991,33.035486744893525,0.6635281613684464,Open,Open,Open,Open,Open
992,33.06882225119513,0.6579050068848505,Open,Open,Open,Open,Open
993,33.10215775749674,0.6526650154982068,Open,Open,Open,Open,Open
994,33.135493263798345,0.517176674324676,Open,Open,Open,Closed,Closed
995,33.16882877009996,0.5402074657187648,Open,Open,Open,Open,Closed
996,33.20216427640156,0.3069632606504445,Open,Closed,Closed,Closed,Closed
997,33.23549978270317,0.4838604275679055,Open,Open,Open,Closed,Closed
998,33.26883528900478,0.4605476135321439,Open,Open,Open,Closed,Closed
999,33.30217079530639,0.458467224226724,Open,Open,Open,Closed,Closed
1000,33.33550630160799,0.3544205917432484,Open,Closed,Closed,Closed,Closed
1001,33.368841807909604,0.3894414919278195,Open,Open,Closed,Closed,Closed
1002,33.40217731421121,0.3579693605081584,Open,Closed,Closed,Closed,Closed
1003,33.43551282051282,0.3652777833290586,Open,Open,Closed,Closed,Closed
1004,33.468848326814424,0.3225523619280362,Open,Closed,Closed,Closed,Closed
1005,33.502183833116035,0.2958049868799057,Open,Closed,Closed,Closed,Closed
1006,33.53551933941765,0.2690508170681266,Closed,Closed,Closed,Closed,Closed
1007,33.56885484571925,0.3508906672384285,Open,Closed,Closed,Closed,Closed
1008,33.60219035202086,0.4201940677970538,Open,Open,Closed,Closed,Closed
1009,33.63552585832247,0.5724490911086557,Open,Open,Open,Open,Closed
1010,33.66886136462408,0.6067560187110123,Open,Open,Open,Open,Closed
1011,33.70219687092568,0.6069482709222535,Open,Open,Open,Open,Closed
1012,33.735532377227294,0.6959199753451369,Open,Open,Open,Open,Open
1013,33.7688678835289,0.564503582929536,Open,Open,Open,Open,Closed
1014,33.80220338983051,0.5681890947433541,Open,Open,Open,Open,Closed
1015,33.835538896132114,0.5230088026917912,Open,Open,Open,Closed,Closed
1016,33.868874402433725,0.4780133313204796,Open,Open,Open,Closed,Closed
1017,33.90220990873533,0.4749562141489321,Open,Open,Open,Closed,Closed
1018,33.93554541503694,0.4900374724524892,Open,Open,Open,Closed,Closed
1019,33.968880921338545,0.4412279240085054,Open,Open,Closed,Closed,Closed
1020,34.00221642764016,0.4429506567687278,Open,Open,Closed,Closed,Closed
1021,34.03555193394176,0.4814049143729772,Open,Open,Open,Closed,Closed
1022,34.06888744024337,0.4644111961175265,Open,Open,Open,Closed,Closed
1023,34.10222294654498,0.4630472549772418,Open,Open,Open,Closed,Closed
1024,34.13555845284659,0.4195219344693405,Open,Open,Closed,Closed,Closed
1025,34.16889395914819,0.4089673678794759,Open,Open,Closed,Closed,Closed
1026,34.202229465449804,0.3902106304573034,Open,Open,Closed,Closed,Closed
1027,34.23556497175141,0.3886056416702434,Open,Open,Closed,Closed,Closed
1028,34.26890047805302,0.4054918830088934,Open,Open,Closed,Closed,Closed
1029,34.302235984354624,0.4375925680696538,Open,Open,Closed,Closed,Closed
1030,34.335571490656235,0.5442924365877907,Open,Open,Open,Open,Closed
1031,34.36890699695784,0.6020228882601135,Open,Open,Open,Open,Closed
1032,34.40224250325945,0.6352326552151385,Open,Open,Open,Open,Open
1033,34.43557800956106,0.6471201194608661,Open,Open,Open,Open,Open
1034,34.46891351586267,0.627573049282691,Open,Open,Open,Open,Open
1035,34.50224902216428,0.6342234593080264,Open,Open,Open,Open,Open
1036,34.53558452846588,0.5908925327963301,Open,Open,Open,Open,Closed
1037,34.568920034767494,0.4861340808625916,Open,Open,Open,Closed,Closed
1038,34.6022555410691,0.4883678490609236,Open,Open,Open,Closed,Closed
1039,34.63559104737071,0.4911114568194333,Open,Open,Open,Closed,Closed
1040,34.668926553672314,0.4494509203919616,Open,Open,Open,Closed,Closed
1041,34.702262059973926,0.4526236341136143,Open,Open,Open,Closed,Closed
1042,34.73559756627553,0.4637641894351298,Open,Open,Open,Closed,Closed
1043,34.76893307257714,0.4576666170688115,Open,Open,Open,Closed,Closed
1044,34.802268578878746,0.439107032381149,Open,Open,Closed,Closed,Closed
1045,34.83560408518036,0.4338916509170422,Open,Open,Closed,Closed,Closed
1046,34.86893959148196,0.4376822943284606,Open,Open,Closed,Closed,Closed
1047,34.90227509778357,0.4350993197099484,Open,Open,Closed,Closed,Closed
1048,34.93561060408518,0.4411264861599322,Open,Open,Closed,Closed,Closed
1049,34.96894611038679,0.4243517278719715,Open,Open,Closed,Closed,Closed
1050,35.00228161668839,0.425631211621694,Open,Open,Closed,Closed,Closed
1051,35.035617122990004,0.438694045979869,Open,Open,Closed,Closed,Closed
1052,35.06895262929161,0.480223844223335,Open,Open,Open,Closed,Closed
1053,35.10228813559322,0.4801354082111993,Open,Open,Open,Closed,Closed
1054,35.135623641894824,0.5226688095286773,Open,Open,Open,Closed,Closed
1055,35.168959148196436,0.5050459703858244,Open,Open,Open,Closed,Closed
1056,35.20229465449804,0.4699613371525827,Open,Open,Open,Closed,Closed
1057,35.23563016079965,0.4617557987989794,Open,Open,Open,Closed,Closed
1058,35.268965667101256,0.5034642145858345,Open,Open,Open,Closed,Closed
1059,35.30230117340287,0.4992695595543149,Open,Open,Open,Closed,Closed
1060,35.33563667970447,0.4951764568504516,Open,Open,Open,Closed,Closed
1061,35.36897218600608,0.4583840218482473,Open,Open,Open,Closed,Closed
1062,35.402307692307694,0.4267326682580925,Open,Open,Closed,Closed,Closed
1063,35.4356431986093,0.3859701710922399,Open,Open,Closed,Closed,Closed
1064,35.46897870491091,0.3739209221593372,Open,Open,Closed,Closed,Closed
1065,35.502314211212514,0.4111301217917222,Open,Open,Closed,Closed,Closed
1066,35.535649717514126,0.4929172925077508,Open,Open,Open,Closed,Closed
1067,35.56898522381573,0.5794044693099669,Open,Open,Open,Open,Closed
1068,35.60232073011734,0.6288692494311636,Open,Open,Open,Open,Open
1069,35.635656236418946,0.6695884893322428,Open,Open,Open,Open,Open
1070,35.66899174272056,0.6258581656079502,Open,Open,Open,Open,Open
1071,35.70232724902216,0.6638905034795646,Open,Open,Open,Open,Open
1072,35.73566275532377,0.6115551340787885,Open,Open,Open,Open,Closed
1073,35.76899826162538,0.5205479452054794,Open,Open,Open,Closed,Closed
1074,35.80233376792699,0.4926323548277851,Open,Open,Open,Closed,Closed
1075,35.83566927422859,0.4698938633397873,Open,Open,Open,Closed,Closed
1076,35.869004780530204,0.4422388735049623,Open,Open,Closed,Closed,Closed
1077,35.90234028683181,0.4469511811840022,Open,Open,Open,Closed,Closed
1078,35.93567579313342,0.4207472284417923,Open,Open,Closed,Closed,Closed
1079,35.969011299435024,0.4271252327523365,Open,Open,Closed,Closed,Closed
1080,36.002346805736636,0.4217434702880154,Open,Open,Closed,Closed,Closed
1081,36.03568231203824,0.3746388080228517,Open,Open,Closed,Closed,Closed
1082,36.06901781833985,0.3723166741350019,Open,Open,Closed,Closed,Closed
1083,36.102353324641456,0.3849171457184131,Open,Open,Closed,Closed,Closed
1084,36.13568883094307,0.3418808445632058,Open,Closed,Closed,Closed,Closed
1085,36.16902433724467,0.3372688428991018,Open,Closed,Closed,Closed,Closed
1086,36.20235984354628,0.3375997635723889,Open,Closed,Closed,Closed,Closed
1087,36.23569534984789,0.3842589905562456,Open,Open,Closed,Closed,Closed
1088,36.2690308561495,0.4297923747708195,Open,Open,Closed,Closed,Closed
1089,36.30236636245111,0.5837857624328183,Open,Open,Open,Open,Closed
1090,36.335701868752714,0.5879511776596136,Open,Open,Open,Open,Closed
1091,36.369037375054326,0.6384458149311949,Open,Open,Open,Open,Open
1092,36.40237288135593,0.5989460503758525,Open,Open,Open,Open,Closed
1093,36.43570838765754,0.6003838400761562,Open,Open,Open,Open,Closed
1094,36.469043893959146,0.5252009323480324,Open,Open,Open,Closed,Closed
1095,36.50237940026076,0.4424605508697462,Open,Open,Closed,Closed,Closed
1096,36.53571490656236,0.4657688825932861,Open,Open,Open,Closed,Closed
1097,36.56905041286397,0.4766740536674811,Open,Open,Open,Closed,Closed
1098,36.60238591916558,0.456240700164104,Open,Open,Open,Closed,Closed
1099,36.63572142546719,0.4449941594899848,Open,Open,Open,Closed,Closed
1100,36.66905693176879,0.4618588449082796,Open,Open,Open,Closed,Closed
1101,36.702392438070405,0.4691971711353979,Open,Open,Open,Closed,Closed
1102,36.73572794437201,0.4794322800353204,Open,Open,Open,Closed,Closed
1103,36.76906345067362,0.474622336445161,Open,Open,Open,Closed,Closed
1104,36.802398956975225,0.4633254656351377,Open,Open,Open,Closed,Closed
1105,36.83573446327683,0.4607796117858544,Open,Open,Open,Closed,Closed
1106,36.86906996957844,0.4238582221073263,Open,Open,Closed,Closed,Closed
1107,36.90240547588005,0.4315013550132778,Open,Open,Closed,Closed,Closed
1108,36.935740982181656,0.4809363104902879,Open,Open,Open,Closed,Closed
1109,36.96907648848327,0.4947432973752778,Open,Open,Open,Closed,Closed
1110,37.00241199478487,0.5745901549398895,Open,Open,Open,Open,Closed
1111,37.03574750108648,0.5763161828740992,Open,Open,Open,Open,Closed
1112,37.06908300738809,0.5933000381132381,Open,Open,Open,Open,Closed
1113,37.1024185136897,0.6324968730496388,Open,Open,Open,Open,Open
1114,37.1357540199913,0.6241436026499333,Open,Open,Open,Open,Open
1115,37.169089526292915,0.589653723856011,Open,Open,Open,Open,Closed
1116,37.202425032594526,0.5569613580159772,Open,Open,Open,Open,Closed
1117,37.23576053889613,0.5207097213048612,Open,Open,Open,Closed,Closed
1118,37.26909604519774,0.4863623995541964,Open,Open,Open,Closed,Closed
1119,37.302431551499346,0.4392429406800495,Open,Open,Closed,Closed,Closed
1120,37.33576705780096,0.4578788194550005,Open,Open,Open,Closed,Closed
1121,37.36910256410256,0.4440384540147584,Open,Open,Closed,Closed,Closed
1122,37.40243807040417,0.3997213579363127,Open,Open,Closed,Closed,Closed
1123,37.43577357670578,0.4511123500040641,Open,Open,Open,Closed,Closed
1124,37.46910908300739,0.422772137970525,Open,Open,Closed,Closed,Closed
1125,37.50244458930899,0.4066863449140666,Open,Open,Closed,Closed,Closed
1126,37.535780095610605,0.425298036767363,Open,Open,Closed,Closed,Closed
1127,37.56911560191221,0.4468310594030111,Open,Open,Open,Closed,Closed
1128,37.60245110821382,0.4114975016668536,Open,Open,Closed,Closed,Closed
1129,37.635786614515425,0.4192341706003933,Open,Open,Closed,Closed,Closed
1130,37.66912212081704,0.4031989451542663,Open,Open,Closed,Closed,Closed
1131,37.70245762711864,0.4035401330099297,Open,Open,Closed,Closed,Closed
1132,37.73579313342025,0.4412966197979049,Open,Open,Closed,Closed,Closed
1133,37.769128639721856,0.4949077174600974,Open,Open,Open,Closed,Closed
1134,37.80246414602347,0.5616559563017304,Open,Open,Open,Open,Closed
1135,37.83579965232507,0.6592844134717859,Open,Open,Open,Open,Open
1136,37.86913515862668,0.6325034725705675,Open,Open,Open,Open,Open
1137,37.90247066492829,0.6570254401993797,Open,Open,Open,Open,Open
1138,37.9358061712299,0.6018819135602689,Open,Open,Open,Open,Closed
1139,37.9691416775315,0.594270916376498,Open,Open,Open,Open,Closed
