frame,timestamp,anchor_to_top_lip_bottom_center,thresh_1,thresh_2,thresh_3,thresh_4,thresh_5
373,12.43414385049978,95.20924447701776,Open,Open,Open,Open,Closed
374,12.467479356801393,94.71866220532446,Open,Open,Open,Open,Closed
375,12.500814863103,94.47430571095649,Open,Open,Open,Open,Closed
376,12.534150369404609,87.76247293223545,Open,Open,Open,Closed,Closed
377,12.567485875706216,90.73014734935484,Open,Open,Open,Closed,Closed
378,12.600821382007824,88.66297911748953,Open,Open,Open,Closed,Closed
379,12.63415688830943,92.2038496677295,Open,Open,Open,Open,Closed
380,12.667492394611038,91.3864012053121,Open,Open,Open,Closed,Closed
381,12.700827900912646,90.84935818386523,Open,Open,Open,Closed,Closed
382,12.734163407214254,89.22143850604313,Open,Open,Open,Closed,Closed
383,12.767498913515862,86.21253925646215,Open,Open,Open,Closed,Closed
384,12.80083441981747,81.37331036080951,Open,Open,Closed,Closed,Closed
385,12.834169926119078,79.46169731762194,Open,Closed,Closed,Closed,Closed
386,12.867505432420684,75.09776522032752,Open,Closed,Closed,Closed,Closed
387,12.900840938722292,72.68778672346926,Closed,Closed,Closed,Closed,Closed
388,12.934176445023905,68.56915766191356,Closed,Closed,Closed,Closed,Closed
389,12.96751195132551,76.0949278639074,Open,Closed,Closed,Closed,Closed
390,13.00084745762712,69.91531436198167,Closed,Closed,Closed,Closed,Closed
391,13.034182963928728,75.21386556002174,Open,Closed,Closed,Closed,Closed
392,13.067518470230334,75.0982391209916,Open,Closed,Closed,Closed,Closed
393,13.100853976531942,81.64374997344801,Open,Open,Closed,Closed,Closed
394,13.13418948283355,85.40720662234904,Open,Open,Closed,Closed,Closed
395,13.167524989135158,90.99666920475238,Open,Open,Open,Closed,Closed
396,13.200860495436766,93.76647804528068,Open,Open,Open,Open,Closed
397,13.234196001738374,90.6363451317437,Open,Open,Open,Closed,Closed
398,13.267531508039982,92.14278246344674,Open,Open,Open,Open,Closed
399,13.30086701434159,92.61300067265108,Open,Open,Open,Open,Closed
400,13.334202520643196,91.17226576791909,Open,Open,Open,Closed,Closed
401,13.367538026944809,88.20832508197721,Open,Open,Open,Closed,Closed
402,13.400873533246417,89.49055415384595,Open,Open,Open,Closed,Closed
403,13.434209039548024,88.7440505727892,Open,Open,Open,Closed,Closed
404,13.46754454584963,88.23371575540068,Open,Open,Open,Closed,Closed
405,13.500880052151238,85.96179300915786,Open,Open,Closed,Closed,Closed
406,13.534215558452846,87.09289697739052,Open,Open,Open,Closed,Closed
407,13.567551064754454,86.04121959736901,Open,Open,Closed,Closed,Closed
408,13.600886571056062,82.81693303095936,Open,Open,Closed,Closed,Closed
409,13.63422207735767,84.07014561562117,Open,Open,Closed,Closed,Closed
410,13.667557583659278,80.27977262848339,Open,Open,Closed,Closed,Closed
411,13.700893089960886,83.71661186483175,Open,Open,Closed,Closed,Closed
412,13.734228596262492,83.29392711547843,Open,Open,Closed,Closed,Closed
413,13.7675641025641,83.06317030320702,Open,Open,Closed,Closed,Closed
414,13.80089960886571,77.75177816300803,Open,Closed,Closed,Closed,Closed
415,13.83423511516732,74.87097550260196,Open,Closed,Closed,Closed,Closed
416,13.867570621468928,74.0910284272762,Open,Closed,Closed,Closed,Closed
417,13.900906127770536,78.46209944769902,Open,Closed,Closed,Closed,Closed
418,13.934241634072142,83.67987626600298,Open,Open,Closed,Closed,Closed
419,13.96757714037375,86.32165957430732,Open,Open,Open,Closed,Closed
420,14.000912646675358,92.61074336423296,Open,Open,Open,Open,Closed
421,14.034248152976966,93.21873089450466,Open,Open,Open,Open,Closed
422,14.067583659278574,96.18349941264007,Open,Open,Open,Open,Closed
423,14.100919165580182,94.42160062745144,Open,Open,Open,Open,Closed
424,14.13425467188179,92.41141668120918,Open,Open,Open,Open,Closed
425,14.167590178183396,94.39030804235242,Open,Open,Open,Open,Closed
426,14.200925684485004,92.47469021537304,Open,Open,Open,Open,Closed
427,14.234261190786611,89.13665431444443,Open,Open,Open,Closed,Closed
428,14.26759669708822,88.13687128124086,Open,Open,Open,Closed,Closed
429,14.30093220338983,89.32484598659182,Open,Open,Open,Closed,Closed
430,14.33426770969144,86.53679382178248,Open,Open,Open,Closed,Closed
431,14.367603215993046,81.28641341786286,Open,Open,Closed,Closed,Closed
432,14.400938722294654,80.52506923906543,Open,Open,Closed,Closed,Closed
433,14.434274228596262,78.17270605663015,Open,Closed,Closed,Closed,Closed
434,14.46760973489787,78.67554479197656,Open,Closed,Closed,Closed,Closed
435,14.500945241199478,76.35249259827242,Open,Closed,Closed,Closed,Closed
436,14.534280747501086,74.50862608912789,Open,Closed,Closed,Closed,Closed
437,14.567616253802694,74.80406328118116,Open,Closed,Closed,Closed,Closed
438,14.600951760104302,75.36588975208922,Open,Closed,Closed,Closed,Closed
439,14.63428726640591,74.00714522141304,Closed,Closed,Closed,Closed,Closed
440,14.667622772707515,71.6330547144158,Closed,Closed,Closed,Closed,Closed
441,14.700958279009123,85.36049753726388,Open,Open,Closed,Closed,Closed
442,14.734293785310737,86.21994812563273,Open,Open,Open,Closed,Closed
443,14.767629291612344,85.06662095176972,Open,Open,Closed,Closed,Closed
444,14.80096479791395,85.45140517277076,Open,Open,Closed,Closed,Closed
445,14.834300304215558,89.72407059915614,Open,Open,Open,Closed,Closed
446,14.867635810517166,87.60732236293472,Open,Open,Open,Closed,Closed
447,14.900971316818774,87.05716414024342,Open,Open,Open,Closed,Closed
448,14.934306823120382,82.20739897399369,Open,Open,Closed,Closed,Closed
449,14.96764232942199,79.75503927062067,Open,Closed,Closed,Closed,Closed
450,15.000977835723598,76.99136630027064,Open,Closed,Closed,Closed,Closed
451,15.034313342025206,82.84424890699736,Open,Open,Closed,Closed,Closed
452,15.067648848326812,85.65780317616941,Open,Open,Closed,Closed,Closed
453,15.10098435462842,88.22723133090744,Open,Open,Open,Closed,Closed
454,15.13431986093003,89.32316150761898,Open,Open,Open,Closed,Closed
455,15.167655367231635,90.17987964868212,Open,Open,Open,Closed,Closed
456,15.200990873533248,88.1779504498431,Open,Open,Open,Closed,Closed
457,15.234326379834854,88.77186312981485,Open,Open,Open,Closed,Closed
458,15.267661886136462,87.38791659709466,Open,Open,Open,Closed,Closed
459,15.30099739243807,83.21879150110604,Open,Open,Closed,Closed,Closed
460,15.334332898739678,81.8133436191391,Open,Open,Closed,Closed,Closed
461,15.367668405041286,79.5267771783657,Open,Closed,Closed,Closed,Closed
462,15.401003911342894,82.04948606442045,Open,Open,Closed,Closed,Closed
463,15.434339417644502,79.03418037663397,Open,Closed,Closed,Closed,Closed
464,15.46767492394611,78.38276977846203,Open,Closed,Closed,Closed,Closed
465,15.501010430247716,77.72664085966905,Open,Closed,Closed,Closed,Closed
466,15.534345936549323,75.21590015169744,Open,Closed,Closed,Closed,Closed
467,15.567681442850931,70.22950310302714,Closed,Closed,Closed,Closed,Closed
468,15.60101694915254,76.53217108206834,Open,Closed,Closed,Closed,Closed
469,15.63435245545415,69.65622974807293,Closed,Closed,Closed,Closed,Closed
470,15.66768796175576,73.22500985404227,Closed,Closed,Closed,Closed,Closed
471,15.701023468057366,77.74225899884323,Open,Closed,Closed,Closed,Closed
472,15.734358974358974,81.28681633832353,Open,Open,Closed,Closed,Closed
473,15.767694480660582,88.26139219156025,Open,Open,Open,Closed,Closed
474,15.80102998696219,90.7608868177131,Open,Open,Open,Closed,Closed
475,15.834365493263798,92.70142233238936,Open,Open,Open,Open,Closed
476,15.867700999565406,91.88357633967324,Open,Open,Open,Closed,Closed
477,15.901036505867014,91.47489423454448,Open,Open,Open,Closed,Closed
478,15.93437201216862,90.81525528031554,Open,Open,Open,Closed,Closed
479,15.96770751847023,88.8849948991716,Open,Open,Open,Closed,Closed
480,16.00104302477184,88.02792790478402,Open,Open,Open,Closed,Closed
481,16.034378531073447,87.08899871508711,Open,Open,Open,Closed,Closed
482,16.067714037375055,82.19565827969959,Open,Open,Closed,Closed,Closed
483,16.101049543676663,81.9537319617271,Open,Open,Closed,Closed,Closed
484,16.13438504997827,80.26709726004682,Open,Open,Closed,Closed,Closed
485,16.16772055627988,81.57860837925666,Open,Open,Closed,Closed,Closed
486,16.201056062581486,79.79423184995832,Open,Closed,Closed,Closed,Closed
487,16.234391568883094,80.58530188295303,Open,Open,Closed,Closed,Closed
488,16.267727075184702,79.76399210752456,Open,Closed,Closed,Closed,Closed
489,16.30106258148631,76.03766765900892,Open,Closed,Closed,Closed,Closed
490,16.334398087787918,73.10316920253146,Closed,Closed,Closed,Closed,Closed
491,16.367733594089525,69.29477568653414,Closed,Closed,Closed,Closed,Closed
492,16.401069100391133,70.14174783678035,Closed,Closed,Closed,Closed,Closed
493,16.43440460669274,72.8831346682014,Closed,Closed,Closed,Closed,Closed
494,16.46774011299435,81.15957019959245,Open,Open,Closed,Closed,Closed
495,16.501075619295957,84.97894075289771,Open,Open,Closed,Closed,Closed
496,16.534411125597565,90.32741827168852,Open,Open,Open,Closed,Closed
497,16.567746631899173,94.69907760705676,Open,Open,Open,Open,Closed
498,16.60108213820078,95.2236582444512,Open,Open,Open,Open,Closed
499,16.63441764450239,96.67307513797437,Open,Open,Open,Open,Closed
500,16.667753150803996,94.57650477476209,Open,Open,Open,Open,Closed
501,16.701088657105604,92.00928161642216,Open,Open,Open,Closed,Closed
502,16.734424163407212,92.55667057661414,Open,Open,Open,Open,Closed
503,16.767759669708823,90.62744062040692,Open,Open,Open,Closed,Closed
504,16.80109517601043,90.33699122820828,Open,Open,Open,Closed,Closed
505,16.83443068231204,88.91192638555518,Open,Open,Open,Closed,Closed
506,16.867766188613647,85.19719183226476,Open,Open,Closed,Closed,Closed
507,16.901101694915255,82.53909105937157,Open,Open,Closed,Closed,Closed
508,16.934437201216863,82.91971291861853,Open,Open,Closed,Closed,Closed
509,16.96777270751847,80.50821992991419,Open,Open,Closed,Closed,Closed
510,17.00110821382008,79.00155148576712,Open,Closed,Closed,Closed,Closed
511,17.034443720121686,78.10740795420513,Open,Closed,Closed,Closed,Closed
512,17.067779226423294,77.60735476647704,Open,Closed,Closed,Closed,Closed
513,17.101114732724902,76.9033757415436,Open,Closed,Closed,Closed,Closed
514,17.13445023902651,77.71714145661937,Open,Closed,Closed,Closed,Closed
515,17.167785745328118,70.27745889198924,Closed,Closed,Closed,Closed,Closed
516,17.201121251629726,78.69232543286594,Open,Closed,Closed,Closed,Closed
517,17.234456757931333,78.86287137786896,Open,Closed,Closed,Closed,Closed
518,17.26779226423294,84.80881240472377,Open,Open,Closed,Closed,Closed
519,17.30112777053455,90.02398953765562,Open,Open,Open,Closed,Closed
520,17.334463276836157,94.50619335734493,Open,Open,Open,Open,Closed
521,17.367798783137765,93.04338233530184,Open,Open,Open,Open,Closed
522,17.401134289439373,95.04671931106895,Open,Open,Open,Open,Closed
523,17.43446979574098,95.07169292574125,Open,Open,Open,Open,Closed
524,17.46780530204259,94.8899350471624,Open,Open,Open,Open,Closed
525,17.501140808344196,94.13123197104416,Open,Open,Open,Open,Closed
526,17.534476314645804,91.52936030411207,Open,Open,Open,Closed,Closed
527,17.567811820947412,92.64806434386634,Open,Open,Open,Open,Closed
528,17.60114732724902,90.16604288026925,Open,Open,Open,Closed,Closed
529,17.634482833550628,87.8067501627485,Open,Open,Open,Closed,Closed
530,17.667818339852236,85.58163569397992,Open,Open,Closed,Closed,Closed
531,17.701153846153847,81.58292906531587,Open,Open,Closed,Closed,Closed
532,17.734489352455455,77.03525083396721,Open,Closed,Closed,Closed,Closed
533,17.767824858757063,76.78839738061416,Open,Closed,Closed,Closed,Closed
534,17.80116036505867,76.79836683708878,Open,Closed,Closed,Closed,Closed
535,17.83449587136028,74.75742274191626,Open,Closed,Closed,Closed,Closed
536,17.867831377661886,77.33441549657454,Open,Closed,Closed,Closed,Closed
537,17.901166883963494,72.14209405397469,Closed,Closed,Closed,Closed,Closed
538,17.934502390265102,71.91863960147606,Closed,Closed,Closed,Closed,Closed
539,17.96783789656671,73.18556811535443,Closed,Closed,Closed,Closed,Closed
540,18.001173402868318,71.92731974391305,Closed,Closed,Closed,Closed,Closed
541,18.03450890916993,76.11597298709894,Open,Closed,Closed,Closed,Closed
542,18.067844415471537,84.4898835989261,Open,Open,Closed,Closed,Closed
543,18.10117992177314,92.35837166515284,Open,Open,Open,Open,Closed
544,18.13451542807475,97.37212601626756,Open,Open,Open,Open,Closed
545,18.167850934376357,95.8267389432625,Open,Open,Open,Open,Closed
546,18.201186440677965,97.97515433952432,Open,Open,Open,Open,Closed
547,18.234521946979573,96.93080163072544,Open,Open,Open,Open,Closed
548,18.26785745328118,94.08317373771092,Open,Open,Open,Open,Closed
549,18.30119295958279,94.24883805383726,Open,Open,Open,Open,Closed
550,18.334528465884397,92.71875468873216,Open,Open,Open,Open,Closed
551,18.367863972186004,92.073465914816,Open,Open,Open,Closed,Closed
552,18.401199478487612,90.35411922818614,Open,Open,Open,Closed,Closed
553,18.43453498478922,88.39578496723915,Open,Open,Open,Closed,Closed
554,18.467870491090828,88.05443041597856,Open,Open,Open,Closed,Closed
555,18.501205997392436,89.89638856087343,Open,Open,Open,Closed,Closed
556,18.534541503694044,86.51839064697427,Open,Open,Open,Closed,Closed
557,18.56787700999565,82.94448176162342,Open,Open,Closed,Closed,Closed
558,18.601212516297263,77.13389633697753,Open,Closed,Closed,Closed,Closed
559,18.63454802259887,76.9339672176619,Open,Closed,Closed,Closed,Closed
560,18.66788352890048,74.80464587137308,Open,Closed,Closed,Closed,Closed
561,18.701219035202087,76.54180414573827,Open,Closed,Closed,Closed,Closed
562,18.734554541503694,76.1750841663071,Open,Closed,Closed,Closed,Closed
563,18.767890047805302,73.76147407104116,Closed,Closed,Closed,Closed,Closed
564,18.80122555410691,74.85420688855235,Open,Closed,Closed,Closed,Closed
565,18.83456106040852,77.85474191116683,Open,Closed,Closed,Closed,Closed
566,18.86789656671013,85.98895078451665,Open,Open,Closed,Closed,Closed
567,18.901232073011737,93.7224696480875,Open,Open,Open,Open,Closed
568,18.93456757931334,96.91592510191704,Open,Open,Open,Open,Closed
569,18.96790308561495,98.1460490356972,Open,Open,Open,Open,Open
570,19.001238591916557,98.19792653477016,Open,Open,Open,Open,Open
571,19.034574098218165,97.87208861366904,Open,Open,Open,Open,Closed
572,19.067909604519773,94.09241853163812,Open,Open,Open,Open,Closed
573,19.10124511082138,94.66062299143246,Open,Open,Open,Open,Closed
574,19.13458061712299,92.40441744820195,Open,Open,Open,Open,Closed
575,19.167916123424597,91.5836689341874,Open,Open,Open,Closed,Closed
576,19.201251629726205,91.78760672970644,Open,Open,Open,Closed,Closed
577,19.234587136027812,88.70574883754955,Open,Open,Open,Closed,Closed
578,19.26792264232942,88.00912428319555,Open,Open,Open,Closed,Closed
579,19.301258148631028,88.14452660292712,Open,Open,Open,Closed,Closed
580,19.334593654932636,85.54679976768085,Open,Open,Closed,Closed,Closed
581,19.367929161234244,79.2205977663686,Open,Closed,Closed,Closed,Closed
582,19.40126466753585,75.37599522545932,Open,Closed,Closed,Closed,Closed
583,19.43460017383746,74.73028515647398,Open,Closed,Closed,Closed,Closed
584,19.467935680139068,84.37884335054524,Open,Open,Closed,Closed,Closed
585,19.50127118644068,78.99168953533605,Open,Closed,Closed,Closed,Closed
586,19.534606692742287,80.15852225037972,Open,Open,Closed,Closed,Closed
587,19.567942199043895,84.48223437403965,Open,Open,Closed,Closed,Closed
588,19.601277705345503,83.43403169165339,Open,Open,Closed,Closed,Closed
589,19.63461321164711,87.58875039700315,Open,Open,Open,Closed,Closed
590,19.66794871794872,83.8179456909969,Open,Open,Closed,Closed,Closed
591,19.70128422425033,83.01672286532042,Open,Open,Closed,Closed,Closed
592,19.734619730551938,85.77168367754933,Open,Open,Closed,Closed,Closed
593,19.767955236853545,85.66534532344386,Open,Open,Closed,Closed,Closed
594,19.80129074315515,88.01667239988024,Open,Open,Open,Closed,Closed
595,19.83462624945676,88.43318434264577,Open,Open,Open,Closed,Closed
596,19.867961755758365,84.8623949690348,Open,Open,Closed,Closed,Closed
597,19.901297262059973,85.79680129211977,Open,Open,Closed,Closed,Closed
598,19.93463276836158,87.46687287086426,Open,Open,Open,Closed,Closed
599,19.96796827466319,83.9031451778963,Open,Open,Closed,Closed,Closed
600,20.001303780964797,84.1215162342738,Open,Open,Closed,Closed,Closed
601,20.034639287266405,86.78506660219873,Open,Open,Open,Closed,Closed
602,20.067974793568013,89.84695315128835,Open,Open,Open,Closed,Closed
603,20.10131029986962,90.89315346118468,Open,Open,Open,Closed,Closed
604,20.13464580617123,92.083957046965,Open,Open,Open,Closed,Closed
605,20.167981312472836,92.77395093770744,Open,Open,Open,Open,Closed
606,20.201316818774444,90.1228531407148,Open,Open,Open,Closed,Closed
607,20.234652325076052,89.81510991611704,Open,Open,Open,Closed,Closed
608,20.26798783137766,89.32493887014803,Open,Open,Open,Closed,Closed
609,20.301323337679268,93.38476718371126,Open,Open,Open,Open,Closed
610,20.334658843980876,89.90555372516351,Open,Open,Open,Closed,Closed
611,20.367994350282483,92.3640390974534,Open,Open,Open,Open,Closed
612,20.401329856584095,90.61517530945883,Open,Open,Open,Closed,Closed
613,20.434665362885703,91.53454138415248,Open,Open,Open,Closed,Closed
614,20.46800086918731,92.47469021537304,Open,Open,Open,Open,Closed
615,20.50133637548892,91.61512530820926,Open,Open,Open,Closed,Closed
616,20.534671881790526,88.54503095945597,Open,Open,Open,Closed,Closed
617,20.568007388092138,92.97863464513055,Open,Open,Open,Open,Closed
618,20.601342894393746,89.01492104902039,Open,Open,Open,Closed,Closed
619,20.63467840069535,91.13624615124286,Open,Open,Open,Closed,Closed
620,20.66801390699696,92.45580953107364,Open,Open,Open,Open,Closed
621,20.70134941329857,93.56100323959024,Open,Open,Open,Open,Closed
622,20.734684919600173,94.43864074726966,Open,Open,Open,Open,Closed
623,20.76802042590178,94.07080621901764,Open,Open,Open,Open,Closed
624,20.80135593220339,90.73083062589804,Open,Open,Open,Closed,Closed
625,20.834691438504997,89.91761586730804,Open,Open,Open,Closed,Closed
626,20.868026944806605,92.70846664109273,Open,Open,Open,Open,Closed
627,20.901362451108213,93.14411662792182,Open,Open,Open,Open,Closed
628,20.93469795740982,92.36124935922058,Open,Open,Open,Open,Closed
629,20.96803346371143,91.1234929044624,Open,Open,Open,Closed,Closed
630,21.001368970013036,91.7439966428013,Open,Open,Open,Closed,Closed
631,21.034704476314644,90.43270047892683,Open,Open,Open,Closed,Closed
632,21.068039982616252,88.0634934700366,Open,Open,Open,Closed,Closed
633,21.10137548891786,87.44605039811478,Open,Open,Open,Closed,Closed
634,21.134710995219468,87.1845622262876,Open,Open,Open,Closed,Closed
635,21.168046501521076,85.28695469652624,Open,Open,Closed,Closed,Closed
636,21.201382007822684,87.68153739624381,Open,Open,Open,Closed,Closed
637,21.23471751412429,89.19651488211208,Open,Open,Open,Closed,Closed
638,21.2680530204259,90.63642966538276,Open,Open,Open,Closed,Closed
639,21.30138852672751,89.83404481370268,Open,Open,Open,Closed,Closed
640,21.33472403302912,91.54856755191548,Open,Open,Open,Closed,Closed
641,21.368059539330726,90.61354688345196,Open,Open,Open,Closed,Closed
642,21.401395045632334,92.69729787115506,Open,Open,Open,Open,Closed
643,21.434730551933946,90.28508937309012,Open,Open,Open,Closed,Closed
644,21.46806605823555,94.11648278574576,Open,Open,Open,Open,Closed
645,21.50140156453716,92.01678823249998,Open,Open,Open,Closed,Closed
646,21.53473707083877,94.64512611850049,Open,Open,Open,Open,Closed
647,21.568072577140377,92.54850369361247,Open,Open,Open,Open,Closed
648,21.60140808344198,93.74071601223916,Open,Open,Open,Open,Closed
649,21.63474358974359,96.21178871455028,Open,Open,Open,Open,Closed
650,21.668079096045197,92.23857608350885,Open,Open,Open,Open,Closed
651,21.701414602346805,91.9152075162695,Open,Open,Open,Closed,Closed
652,21.734750108648413,91.97724813568654,Open,Open,Open,Closed,Closed
653,21.76808561495002,92.00245092149984,Open,Open,Open,Closed,Closed
654,21.80142112125163,92.67474095478492,Open,Open,Open,Open,Closed
655,21.834756627553237,91.60927784010292,Open,Open,Open,Closed,Closed
656,21.868092133854844,92.71179571171749,Open,Open,Open,Open,Closed
657,21.901427640156452,90.7265067866037,Open,Open,Open,Closed,Closed
658,21.93476314645806,90.90315246138462,Open,Open,Open,Closed,Closed
659,21.968098652759668,91.02744311387885,Open,Open,Open,Closed,Closed
660,22.001434159061276,88.89904423640945,Open,Open,Open,Closed,Closed
661,22.034769665362884,91.38236339311712,Open,Open,Open,Closed,Closed
662,22.06810517166449,90.6363451317437,Open,Open,Open,Closed,Closed
663,22.1014406779661,90.20822092345236,Open,Open,Open,Closed,Closed
664,22.134776184267707,91.0123437979093,Open,Open,Open,Closed,Closed
665,22.168111690569315,89.66907649084584,Open,Open,Open,Closed,Closed
666,22.201447196870923,89.881953654743,Open,Open,Open,Closed,Closed
667,22.234782703172534,93.96711834244547,Open,Open,Open,Open,Closed
668,22.268118209474142,89.49696564291945,Open,Open,Open,Closed,Closed
669,22.30145371577575,90.80198303402037,Open,Open,Open,Closed,Closed
670,22.33478922207736,89.5275173804944,Open,Open,Open,Closed,Closed
671,22.36812472837897,90.28413921817165,Open,Open,Open,Closed,Closed
672,22.401460234680577,90.14518228190764,Open,Open,Open,Closed,Closed
673,22.43479574098218,91.96974907298971,Open,Open,Open,Closed,Closed
674,22.46813124728379,91.55301527576424,Open,Open,Open,Closed,Closed
675,22.501466753585397,91.64145643412932,Open,Open,Open,Closed,Closed
676,22.534802259887005,93.14411662792182,Open,Open,Open,Open,Closed
677,22.568137766188613,95.06340703018436,Open,Open,Open,Open,Closed
678,22.60147327249022,92.24748171762847,Open,Open,Open,Open,Closed
679,22.63480877879183,89.66418749424088,Open,Open,Open,Closed,Closed
680,22.668144285093437,93.86894733050454,Open,Open,Open,Open,Closed
681,22.701479791395045,92.3456564473958,Open,Open,Open,Open,Closed
682,22.734815297696652,92.8493851334214,Open,Open,Open,Open,Closed
683,22.76815080399826,92.46132465487568,Open,Open,Open,Open,Closed
684,22.801486310299868,95.31777109843924,Open,Open,Open,Open,Closed
685,22.834821816601476,91.53034024167164,Open,Open,Open,Closed,Closed
686,22.868157322903084,94.57650477476209,Open,Open,Open,Open,Closed
687,22.90149282920469,91.48615572074638,Open,Open,Open,Closed,Closed
688,22.9348283355063,94.44923131870009,Open,Open,Open,Open,Closed
689,22.968163841807907,92.26435667827036,Open,Open,Open,Open,Closed
690,23.001499348109515,92.51179121321908,Open,Open,Open,Open,Closed
691,23.034834854411123,93.1130543579365,Open,Open,Open,Open,Closed
692,23.06817036071273,92.89762873148076,Open,Open,Open,Open,Closed
693,23.10150586701434,90.60244771187124,Open,Open,Open,Closed,Closed
694,23.13484137331595,91.4607810668792,Open,Open,Open,Closed,Closed
695,23.16817687961756,93.71834089978034,Open,Open,Open,Open,Closed
696,23.20151238591917,91.68702861527602,Open,Open,Open,Closed,Closed
697,23.234847892220778,92.8475650929208,Open,Open,Open,Open,Closed
698,23.268183398522385,91.37219192973652,Open,Open,Open,Closed,Closed
699,23.30151890482399,89.2214340730406,Open,Open,Open,Closed,Closed
700,23.3348544111256,92.15967091685648,Open,Open,Open,Open,Closed
701,23.368189917427205,91.2025692668162,Open,Open,Open,Closed,Closed
702,23.401525423728813,90.66301290081604,Open,Open,Open,Closed,Closed
703,23.43486093003042,89.9445952657614,Open,Open,Open,Closed,Closed
704,23.46819643633203,90.80528496259356,Open,Open,Open,Closed,Closed
705,23.501531942633637,89.23196442961974,Open,Open,Open,Closed,Closed
706,23.534867448935245,90.90315246138462,Open,Open,Open,Closed,Closed
707,23.568202955236853,88.10234669329074,Open,Open,Open,Closed,Closed
708,23.60153846153846,90.27590194608815,Open,Open,Open,Closed,Closed
709,23.63487396784007,89.04756057884094,Open,Open,Open,Closed,Closed
710,23.668209474141676,92.76511565306384,Open,Open,Open,Open,Closed
711,23.701544980443284,90.53310381870725,Open,Open,Open,Closed,Closed
712,23.734880486744892,89.80989952467174,Open,Open,Open,Closed,Closed
713,23.7682159930465,88.58697168877033,Open,Open,Open,Closed,Closed
714,23.801551499348108,87.49220808229367,Open,Open,Open,Closed,Closed
715,23.834887005649716,90.62744062040692,Open,Open,Open,Closed,Closed
716,23.868222511951323,88.09005226724003,Open,Open,Open,Closed,Closed
717,23.90155801825293,88.2209886871928,Open,Open,Open,Closed,Closed
718,23.93489352455454,89.53641954413949,Open,Open,Open,Closed,Closed
719,23.968229030856147,91.42626175675868,Open,Open,Open,Closed,Closed
720,24.001564537157755,87.43178044943232,Open,Open,Open,Closed,Closed
721,24.034900043459366,86.64236442446145,Open,Open,Open,Closed,Closed
722,24.068235549760978,84.3167409837453,Open,Open,Closed,Closed,Closed
723,24.101571056062586,87.02798419198363,Open,Open,Open,Closed,Closed
724,24.13490656236419,88.86678950598446,Open,Open,Open,Closed,Closed
725,24.1682420686658,91.09804788195886,Open,Open,Open,Closed,Closed
726,24.20157757496741,95.65111331215036,Open,Open,Open,Open,Closed
727,24.234913081269013,98.80146540489932,Open,Open,Open,Open,Open
728,24.26824858757062,93.71023613689496,Open,Open,Open,Open,Closed
729,24.30158409387223,88.15388660815898,Open,Open,Open,Closed,Closed
730,24.334919600173837,91.0877343094657,Open,Open,Open,Closed,Closed
731,24.368255106475445,94.22647375557852,Open,Open,Open,Open,Closed
732,24.401590612777053,95.38344194013246,Open,Open,Open,Open,Closed
733,24.43492611907866,95.3418967372196,Open,Open,Open,Open,Closed
734,24.46826162538027,89.97785102260201,Open,Open,Open,Closed,Closed
735,24.501597131681876,87.97442693539173,Open,Open,Open,Closed,Closed
736,24.534932637983484,87.69802859343596,Open,Open,Open,Closed,Closed
737,24.568268144285092,91.23609077747368,Open,Open,Open,Closed,Closed
738,24.6016036505867,89.48955972276532,Open,Open,Open,Closed,Closed
739,24.634939156888308,82.3759963713574,Open,Open,Closed,Closed,Closed
740,24.668274663189916,84.79886814429747,Open,Open,Closed,Closed,Closed
741,24.701610169491524,81.90806923833074,Open,Open,Closed,Closed,Closed
742,24.73494567579313,91.2467633715338,Open,Open,Open,Closed,Closed
743,24.76828118209474,87.24753664810449,Open,Open,Open,Closed,Closed
744,24.801616688396347,84.99581859803871,Open,Open,Closed,Closed,Closed
745,24.834952194697955,79.16781245687164,Open,Closed,Closed,Closed,Closed
746,24.868287700999563,88.3306060326412,Open,Open,Open,Closed,Closed
747,24.90162320730117,82.52265640551607,Open,Open,Closed,Closed,Closed
748,24.934958713602786,86.62337438566215,Open,Open,Open,Closed,Closed
749,24.96829421990439,84.57693173069308,Open,Open,Closed,Closed,Closed
750,25.001629726206,85.94743997680699,Open,Open,Closed,Closed,Closed
751,25.03496523250761,87.075188579448,Open,Open,Open,Closed,Closed
752,25.068300738809217,88.16506830069738,Open,Open,Open,Closed,Closed
753,25.10163624511082,90.75951247650124,Open,Open,Open,Closed,Closed
754,25.13497175141243,90.6363451317437,Open,Open,Open,Closed,Closed
755,25.168307257714037,88.94693921942675,Open,Open,Open,Closed,Closed
756,25.201642764015645,91.97868366113384,Open,Open,Open,Closed,Closed
757,25.234978270317253,89.86240882369042,Open,Open,Open,Closed,Closed
758,25.26831377661886,88.93480205904194,Open,Open,Open,Closed,Closed
759,25.30164928292047,88.3910461996688,Open,Open,Open,Closed,Closed
760,25.334984789222077,81.37093332597325,Open,Open,Closed,Closed,Closed
761,25.368320295523684,76.83442857283816,Open,Closed,Closed,Closed,Closed
762,25.401655801825292,75.46397070298596,Open,Closed,Closed,Closed,Closed
763,25.4349913081269,75.28256290493603,Open,Closed,Closed,Closed,Closed
764,25.468326814428508,75.07943776756855,Open,Closed,Closed,Closed,Closed
765,25.501662320730116,75.01065095223693,Open,Closed,Closed,Closed,Closed
766,25.534997827031724,72.23436266115867,Closed,Closed,Closed,Closed,Closed
