frame,timestamp,anchor_to_top_lip_bottom_center,thresh_1,thresh_2,thresh_3,thresh_4,thresh_5
767,25.56833333333333,72.83199846221439,Closed,Closed,Closed,Closed,Closed
768,25.60166883963494,76.73614210696209,Open,Closed,Closed,Closed,Closed
769,25.635004345936547,82.33791305696778,Open,Open,Closed,Closed,Closed
770,25.668339852238155,86.1711647621184,Open,Open,Open,Closed,Closed
771,25.701675358539763,89.9368883129497,Open,Open,Open,Closed,Closed
772,25.73501086484137,96.00274716981384,Open,Open,Open,Open,Closed
773,25.76834637114298,93.15169471057024,Open,Open,Open,Open,Closed
774,25.801681877444587,91.57261310856354,Open,Open,Open,Closed,Closed
775,25.8350173837462,89.77319714841084,Open,Open,Open,Closed,Closed
776,25.86835289004781,91.3945502957462,Open,Open,Open,Closed,Closed
777,25.901688396349417,89.20400940155265,Open,Open,Open,Closed,Closed
778,25.93502390265102,88.39601549590114,Open,Open,Open,Closed,Closed
779,25.96835940895263,86.91495914690424,Open,Open,Open,Closed,Closed
780,26.001694915254237,88.51250237020906,Open,Open,Open,Closed,Closed
781,26.035030421555845,85.95109172885839,Open,Open,Closed,Closed,Closed
782,26.068365927857453,86.77069667847692,Open,Open,Open,Closed,Closed
783,26.10170143415906,82.82080224147236,Open,Open,Closed,Closed,Closed
784,26.13503694046067,77.68311235133862,Open,Closed,Closed,Closed,Closed
785,26.168372446762277,76.73867926988473,Open,Closed,Closed,Closed,Closed
786,26.201707953063885,73.4410406751589,Closed,Closed,Closed,Closed,Closed
787,26.235043459365492,75.4474997481449,Open,Closed,Closed,Closed,Closed
788,26.2683789656671,75.52754291533066,Open,Closed,Closed,Closed,Closed
789,26.301714471968708,82.17993121258013,Open,Open,Closed,Closed,Closed
790,26.335049978270316,86.37474034855819,Open,Open,Open,Closed,Closed
791,26.368385484571924,92.34421681954512,Open,Open,Open,Open,Closed
792,26.40172099087353,94.86350589479228,Open,Open,Open,Open,Closed
793,26.43505649717514,95.2854701003925,Open,Open,Open,Open,Closed
794,26.468392003476747,92.87817766364344,Open,Open,Open,Open,Closed
795,26.501727509778355,90.28203211884345,Open,Open,Open,Closed,Closed
796,26.535063016079963,87.6504149538502,Open,Open,Open,Closed,Closed
797,26.56839852238157,82.3759963713574,Open,Open,Closed,Closed,Closed
798,26.60173402868318,84.06235811924087,Open,Open,Closed,Closed,Closed
799,26.635069534984787,83.86007965344365,Open,Open,Closed,Closed,Closed
800,26.668405041286395,81.45056545001108,Open,Open,Closed,Closed,Closed
801,26.701740547588003,75.01487534246945,Open,Closed,Closed,Closed,Closed
802,26.735076053889617,78.75640913570774,Open,Closed,Closed,Closed,Closed
803,26.768411560191225,80.46197526419422,Open,Open,Closed,Closed,Closed
804,26.80174706649283,73.85944685494923,Closed,Closed,Closed,Closed,Closed
805,26.83508257279444,73.72574670846245,Closed,Closed,Closed,Closed,Closed
806,26.868418079096045,77.91477171504414,Open,Closed,Closed,Closed,Closed
807,26.901753585397653,84.26533968606967,Open,Open,Closed,Closed,Closed
808,26.93508909169926,92.28674765708928,Open,Open,Open,Open,Closed
809,26.96842459800087,93.45248972069156,Open,Open,Open,Open,Closed
810,27.001760104302477,95.16204070350112,Open,Open,Open,Open,Closed
811,27.035095610604085,95.90845512754404,Open,Open,Open,Open,Closed
812,27.068431116905693,96.97221364353771,Open,Open,Open,Open,Closed
813,27.1017666232073,96.04719747109692,Open,Open,Open,Open,Closed
814,27.13510212950891,94.84109938039384,Open,Open,Open,Open,Closed
815,27.168437635810516,90.47714149864686,Open,Open,Open,Closed,Closed
816,27.201773142112124,87.88236339311712,Open,Open,Open,Closed,Closed
817,27.235108648413732,83.6990659256117,Open,Open,Closed,Closed,Closed
818,27.26844415471534,76.84101010094295,Open,Closed,Closed,Closed,Closed
819,27.301779661016948,74.51587874877981,Open,Closed,Closed,Closed,Closed
820,27.335115167318556,73.08133837131237,Closed,Closed,Closed,Closed,Closed
821,27.368450673620163,76.30854559511424,Open,Closed,Closed,Closed,Closed
822,27.40178617992177,75.43012396558356,Open,Closed,Closed,Closed,Closed
823,27.43512168622338,75.40063238740915,Open,Closed,Closed,Closed,Closed
824,27.468457192524987,82.97994234263334,Open,Open,Closed,Closed,Closed
825,27.501792698826595,90.97644868771864,Open,Open,Open,Closed,Closed
826,27.535128205128203,96.16634077046857,Open,Open,Open,Open,Closed
827,27.56846371142981,101.60547196481988,Open,Open,Open,Open,Open
828,27.60179921773142,99.7170463906654,Open,Open,Open,Open,Open
829,27.635134724033023,93.76885077819176,Open,Open,Open,Open,Closed
830,27.66847023033464,94.4227278947782,Open,Open,Open,Open,Closed
831,27.70180573663625,91.6138832506944,Open,Open,Open,Closed,Closed
832,27.735141242937853,91.62205669071392,Open,Open,Open,Closed,Closed
833,27.76847674923946,85.64281376156168,Open,Open,Closed,Closed,Closed
834,27.80181225554107,80.70307196453493,Open,Open,Closed,Closed,Closed
835,27.835147761842677,78.3468350910084,Open,Closed,Closed,Closed,Closed
836,27.868483268144285,77.4486516454521,Open,Closed,Closed,Closed,Closed
837,27.901818774445893,80.10943353558577,Open,Open,Closed,Closed,Closed
838,27.9351542807475,73.06962435892744,Closed,Closed,Closed,Closed,Closed
839,27.96848978704911,74.83226625992693,Open,Closed,Closed,Closed,Closed
840,28.001825293350716,74.60481689244767,Open,Closed,Closed,Closed,Closed
841,28.035160799652324,73.19654898543533,Closed,Closed,Closed,Closed,Closed
842,28.068496305953932,77.64465636722717,Open,Closed,Closed,Closed,Closed
843,28.10183181225554,84.3556632520916,Open,Open,Closed,Closed,Closed
844,28.135167318557148,94.66521443356152,Open,Open,Open,Open,Closed
845,28.168502824858756,94.87363796820884,Open,Open,Open,Open,Closed
846,28.201838331160364,95.90045453786836,Open,Open,Open,Open,Closed
847,28.23517383746197,95.60562363933008,Open,Open,Open,Open,Closed
848,28.26850934376358,93.04338233530184,Open,Open,Open,Open,Closed
849,28.301844850065187,91.72461774967591,Open,Open,Open,Closed,Closed
850,28.335180356366795,90.7884853738677,Open,Open,Open,Closed,Closed
851,28.368515862668403,90.87425057287471,Open,Open,Open,Closed,Closed
852,28.40185136897001,87.86709633982248,Open,Open,Open,Closed,Closed
853,28.43518687527162,87.49881833912735,Open,Open,Open,Closed,Closed
854,28.468522381573223,84.76755376164044,Open,Open,Closed,Closed,Closed
855,28.50185788787483,83.53738611124766,Open,Open,Closed,Closed,Closed
856,28.53519339417644,88.57377439895387,Open,Open,Open,Closed,Closed
857,28.568528900478057,89.56209436732796,Open,Open,Open,Closed,Closed
858,28.60186440677966,85.053739473456,Open,Open,Closed,Closed,Closed
859,28.63519991308127,87.82113843296588,Open,Open,Open,Closed,Closed
860,28.668535419382877,87.78437603757669,Open,Open,Open,Closed,Closed
861,28.701870925684485,88.01213731563047,Open,Open,Open,Closed,Closed
862,28.735206431986093,88.28256290493603,Open,Open,Open,Closed,Closed
863,28.7685419382877,86.85761318004491,Open,Open,Open,Closed,Closed
864,28.80187744458931,87.36401627393397,Open,Open,Open,Closed,Closed
865,28.835212950890917,82.42307831455221,Open,Open,Closed,Closed,Closed
866,28.868548457192524,84.889120626644,Open,Open,Closed,Closed,Closed
867,28.901883963494132,80.06874890466366,Open,Closed,Closed,Closed,Closed
868,28.93521946979574,68.94350461593592,Closed,Closed,Closed,Closed,Closed
869,28.968554976097348,77.9333873741372,Open,Closed,Closed,Closed,Closed
870,29.001890482398956,74.56919685912251,Open,Closed,Closed,Closed,Closed
871,29.035225988700564,74.92649190382875,Open,Closed,Closed,Closed,Closed
872,29.06856149500217,73.18320606305878,Closed,Closed,Closed,Closed,Closed
873,29.10189700130378,80.3990665524599,Open,Open,Closed,Closed,Closed
874,29.135232507605387,88.61991871279768,Open,Open,Open,Closed,Closed
875,29.168568013906995,93.57112335359771,Open,Open,Open,Open,Closed
876,29.201903520208603,94.85348644230058,Open,Open,Open,Open,Closed
877,29.23523902651021,94.82724721795472,Open,Open,Open,Open,Closed
878,29.26857453281182,91.74827099388928,Open,Open,Open,Closed,Closed
879,29.301910039113427,93.1466152978343,Open,Open,Open,Open,Closed
880,29.33524554541503,91.3835990722196,Open,Open,Open,Closed,Closed
881,29.36858105171664,89.15969132326742,Open,Open,Open,Closed,Closed
882,29.40191655801825,85.58173474120915,Open,Open,Closed,Closed,Closed
883,29.435252064319855,90.30420526693774,Open,Open,Open,Closed,Closed
884,29.46858757062147,81.90792965213664,Open,Open,Closed,Closed,Closed
885,29.501923076923077,83.85800913840794,Open,Open,Closed,Closed,Closed
886,29.535258583224685,80.6405774480586,Open,Open,Closed,Closed,Closed
887,29.568594089526293,76.66260171908952,Open,Closed,Closed,Closed,Closed
888,29.6019295958279,77.76810992516147,Open,Closed,Closed,Closed,Closed
889,29.63526510212951,76.22948187651164,Open,Closed,Closed,Closed,Closed
890,29.668600608431117,76.13898610118721,Open,Closed,Closed,Closed,Closed
891,29.701936114732725,79.92085982807902,Open,Closed,Closed,Closed,Closed
892,29.735271621034332,90.03887980561402,Open,Open,Open,Closed,Closed
893,29.76860712733594,87.96299335253906,Open,Open,Open,Closed,Closed
894,29.801942633637548,89.49280532198154,Open,Open,Open,Closed,Closed
895,29.835278139939156,93.82370544888474,Open,Open,Open,Open,Closed
896,29.868613646240764,90.68602724166674,Open,Open,Open,Closed,Closed
897,29.90194915254237,87.20212234517065,Open,Open,Open,Closed,Closed
898,29.93528465884398,91.52204544457558,Open,Open,Open,Closed,Closed
899,29.968620165145587,90.09927883990298,Open,Open,Open,Closed,Closed
900,30.001955671447195,87.31332127125887,Open,Open,Open,Closed,Closed
901,30.035291177748803,85.87522849286205,Open,Open,Closed,Closed,Closed
902,30.06862668405041,84.65997002482368,Open,Open,Closed,Closed,Closed
903,30.10196219035202,81.80503715463917,Open,Open,Closed,Closed,Closed
904,30.135297696653627,80.18771544300672,Open,Open,Closed,Closed,Closed
905,30.168633202955235,79.26745618255748,Open,Closed,Closed,Closed,Closed
906,30.201968709256843,79.31674962585248,Open,Closed,Closed,Closed,Closed
907,30.23530421555845,77.08522707981203,Open,Closed,Closed,Closed,Closed
908,30.26863972186006,76.21803646780388,Open,Closed,Closed,Closed,Closed
909,30.301975228161663,75.14995140292322,Open,Closed,Closed,Closed,Closed
910,30.33531073446327,75.89820114843135,Open,Closed,Closed,Closed,Closed
911,30.368646240764885,80.31423865902045,Open,Open,Closed,Closed,Closed
912,30.401981747066493,89.10607273105973,Open,Open,Open,Closed,Closed
913,30.4353172533681,84.4070873362611,Open,Open,Closed,Closed,Closed
914,30.46865275966971,90.30697669707372,Open,Open,Open,Closed,Closed
915,30.501988265971317,89.95114145455256,Open,Open,Open,Closed,Closed
916,30.535323772272925,87.0055478227421,Open,Open,Open,Closed,Closed
917,30.568659278574533,91.22484949939314,Open,Open,Open,Closed,Closed
918,30.60199478487614,85.10279560752548,Open,Open,Closed,Closed,Closed
919,30.63533029117775,87.21028394472057,Open,Open,Open,Closed,Closed
920,30.668665797479356,82.4085457710888,Open,Open,Closed,Closed,Closed
921,30.702001303780964,85.95124956423415,Open,Open,Closed,Closed,Closed
922,30.735336810082572,80.65476011779671,Open,Open,Closed,Closed,Closed
923,30.76867231638418,81.47062733057285,Open,Open,Closed,Closed,Closed
924,30.802007822685788,80.57614792285354,Open,Open,Closed,Closed,Closed
925,30.835343328987395,78.05153251842466,Open,Closed,Closed,Closed,Closed
926,30.868678835289003,80.33594555758616,Open,Open,Closed,Closed,Closed
927,30.90201434159061,79.51780843612886,Open,Closed,Closed,Closed,Closed
928,30.93534984789222,76.57096549884062,Open,Closed,Closed,Closed,Closed
929,30.968685354193827,76.31307946821597,Open,Closed,Closed,Closed,Closed
930,31.002020860495435,85.50242712727237,Open,Open,Closed,Closed,Closed
931,31.035356366797043,88.64687864424374,Open,Open,Open,Closed,Closed
932,31.06869187309865,92.1745009691084,Open,Open,Open,Open,Closed
933,31.10202737940026,95.56844561217808,Open,Open,Open,Open,Closed
934,31.135362885701863,95.479973334512,Open,Open,Open,Open,Closed
935,31.16869839200347,98.8727916730068,Open,Open,Open,Open,Open
936,31.20203389830508,91.85403867613812,Open,Open,Open,Closed,Closed
937,31.23536940460669,92.36153915995028,Open,Open,Open,Open,Closed
938,31.2687049109083,92.92385593599364,Open,Open,Open,Open,Closed
939,31.30204041720991,90.19569754866544,Open,Open,Open,Closed,Closed
940,31.335375923511517,87.23883368590194,Open,Open,Open,Closed,Closed
941,31.368711429813125,82.46811934288223,Open,Open,Closed,Closed,Closed
942,31.402046936114733,82.56317336966427,Open,Open,Closed,Closed,Closed
943,31.43538244241634,83.08323780636057,Open,Open,Closed,Closed,Closed
944,31.46871794871795,82.21816133870885,Open,Open,Closed,Closed,Closed
945,31.502053455019556,78.94528782545208,Open,Closed,Closed,Closed,Closed
946,31.535388961321164,75.23688356859034,Open,Closed,Closed,Closed,Closed
947,31.568724467622772,77.46980597892889,Open,Closed,Closed,Closed,Closed
948,31.60205997392438,78.11045571219128,Open,Closed,Closed,Closed,Closed
949,31.635395480225988,80.20542408383304,Open,Open,Closed,Closed,Closed
950,31.668730986527596,79.53219476490983,Open,Closed,Closed,Closed,Closed
951,31.702066492829204,85.02996423676886,Open,Open,Closed,Closed,Closed
952,31.73540199913081,91.81888188225814,Open,Open,Open,Closed,Closed
953,31.76873750543242,94.49328096447483,Open,Open,Open,Open,Closed
954,31.802073011734027,100.729403696384,Open,Open,Open,Open,Open
955,31.835408518035635,100.48349375197084,Open,Open,Open,Open,Open
956,31.868744024337243,95.65669125408016,Open,Open,Open,Open,Closed
957,31.90207953063885,91.19039752809408,Open,Open,Open,Closed,Closed
958,31.93541503694046,91.17141018749416,Open,Open,Open,Closed,Closed
959,31.968750543242063,89.54121959736901,Open,Open,Open,Closed,Closed
960,32.00208604954368,93.10930001812056,Open,Open,Open,Open,Closed
961,32.03542155584528,95.64692962408378,Open,Open,Open,Open,Closed
962,32.068757062146894,88.93001098536435,Open,Open,Open,Closed,Closed
963,32.1020925684485,85.45776689641596,Open,Open,Closed,Closed,Closed
964,32.13542807475011,83.5216257448717,Open,Open,Closed,Closed,Closed
965,32.168763581051714,80.60305965442885,Open,Open,Closed,Closed,Closed
966,32.202099087353325,77.5559236781937,Open,Closed,Closed,Closed,Closed
967,32.23543459365493,74.79243307729088,Open,Closed,Closed,Closed,Closed
968,32.26877009995654,76.13802999728966,Open,Closed,Closed,Closed,Closed
969,32.302105606258145,80.6870755140582,Open,Open,Closed,Closed,Closed
970,32.33544111255976,87.10265036089905,Open,Open,Open,Closed,Closed
971,32.36877661886136,97.06464238739244,Open,Open,Open,Open,Closed
972,32.40211212516297,97.523409692046,Open,Open,Open,Open,Closed
973,32.43544763146458,101.78568007155144,Open,Open,Open,Open,Open
974,32.46878313776619,96.14791226747757,Open,Open,Open,Open,Closed
975,32.50211864406779,94.9090464864667,Open,Open,Open,Open,Closed
976,32.535454150369404,90.51920716593015,Open,Open,Open,Closed,Closed
977,32.56878965667101,86.81471797401284,Open,Open,Open,Closed,Closed
978,32.60212516297262,84.18580976394307,Open,Open,Closed,Closed,Closed
979,32.63546066927423,84.93496515993735,Open,Open,Closed,Closed,Closed
980,32.668796175575835,81.39552052263971,Open,Open,Closed,Closed,Closed
981,32.70213168187745,81.27744974977688,Open,Open,Closed,Closed,Closed
982,32.73546718817905,79.51219596878875,Open,Closed,Closed,Closed,Closed
983,32.76880269448066,78.27828573122893,Open,Closed,Closed,Closed,Closed
984,32.80213820078227,76.39057868953873,Open,Closed,Closed,Closed,Closed
985,32.83547370708388,75.88521078997928,Open,Closed,Closed,Closed,Closed
986,32.86880921338548,74.48654074359453,Open,Closed,Closed,Closed,Closed
987,32.902144719687094,72.17709925536155,Closed,Closed,Closed,Closed,Closed
988,32.9354802259887,73.48103347558425,Closed,Closed,Closed,Closed,Closed
989,32.96881573229031,75.66354831279025,Open,Closed,Closed,Closed,Closed
990,33.002151238591914,71.64011404492241,Closed,Closed,Closed,Closed,Closed
991,33.035486744893525,73.92482676042158,Closed,Closed,Closed,Closed,Closed
992,33.06882225119513,73.42913506580534,Closed,Closed,Closed,Closed,Closed
993,33.10215775749674,79.2268421928496,Open,Closed,Closed,Closed,Closed
994,33.135493263798345,78.87435262551418,Open,Closed,Closed,Closed,Closed
995,33.16882877009996,89.12489587354568,Open,Open,Open,Closed,Closed
996,33.20216427640156,92.12990237445165,Open,Open,Open,Open,Closed
997,33.23549978270317,96.42368247547668,Open,Open,Open,Open,Closed
998,33.26883528900478,96.83206588788624,Open,Open,Open,Open,Closed
999,33.30217079530639,95.01034425738268,Open,Open,Open,Open,Closed
1000,33.33550630160799,90.96381800960776,Open,Open,Open,Closed,Closed
1001,33.368841807909604,91.1142617064208,Open,Open,Open,Closed,Closed
1002,33.40217731421121,88.9244500111864,Open,Open,Open,Closed,Closed
1003,33.43551282051282,85.3468355059367,Open,Open,Closed,Closed,Closed
1004,33.468848326814424,84.49115931078012,Open,Open,Closed,Closed,Closed
1005,33.502183833116035,82.97310074703864,Open,Open,Closed,Closed,Closed
1006,33.53551933941765,81.09514197990154,Open,Open,Closed,Closed,Closed
1007,33.56885484571925,80.48895306077331,Open,Open,Closed,Closed,Closed
1008,33.60219035202086,78.68033109273486,Open,Closed,Closed,Closed,Closed
1009,33.63552585832247,77.82219752225514,Open,Closed,Closed,Closed,Closed
1010,33.66886136462408,76.3393847439816,Open,Closed,Closed,Closed,Closed
1011,33.70219687092568,78.3066334551628,Open,Closed,Closed,Closed,Closed
1012,33.735532377227294,72.846513492683,Closed,Closed,Closed,Closed,Closed
1013,33.7688678835289,85.94912768791654,Open,Open,Closed,Closed,Closed
1014,33.80220338983051,79.82206461288996,Open,Closed,Closed,Closed,Closed
1015,33.835538896132114,84.8160599856045,Open,Open,Closed,Closed,Closed
1016,33.868874402433725,88.56008088970496,Open,Open,Open,Closed,Closed
1017,33.90220990873533,94.74562136757577,Open,Open,Open,Open,Closed
1018,33.93554541503694,97.87161294493684,Open,Open,Open,Open,Closed
1019,33.968880921338545,97.3321135471549,Open,Open,Open,Open,Closed
1020,34.00221642764016,95.15669125408016,Open,Open,Open,Open,Closed
1021,34.03555193394176,92.79227072783092,Open,Open,Open,Open,Closed
1022,34.06888744024337,92.74638713233742,Open,Open,Open,Open,Closed
1023,34.10222294654498,89.13665431444443,Open,Open,Open,Closed,Closed
1024,34.13555845284659,88.7851944109905,Open,Open,Open,Closed,Closed
1025,34.16889395914819,87.73223885766035,Open,Open,Open,Closed,Closed
1026,34.202229465449804,83.2614901280873,Open,Open,Closed,Closed,Closed
1027,34.23556497175141,81.12972309244151,Open,Open,Closed,Closed,Closed
1028,34.26890047805302,77.52723590383275,Open,Closed,Closed,Closed,Closed
1029,34.302235984354624,78.65048962923358,Open,Closed,Closed,Closed,Closed
1030,34.335571490656235,78.29686721145208,Open,Closed,Closed,Closed,Closed
1031,34.36890699695784,73.16650156690272,Closed,Closed,Closed,Closed,Closed
1032,34.40224250325945,74.97033921909245,Open,Closed,Closed,Closed,Closed
1033,34.43557800956106,76.16682094638017,Open,Closed,Closed,Closed,Closed
1034,34.46891351586267,72.98681551734151,Closed,Closed,Closed,Closed,Closed
1035,34.50224902216428,75.40022150584494,Open,Closed,Closed,Closed,Closed
1036,34.53558452846588,78.73247534631645,Open,Closed,Closed,Closed,Closed
1037,34.568920034767494,83.6238287431851,Open,Open,Closed,Closed,Closed
1038,34.6022555410691,90.9685988332263,Open,Open,Open,Closed,Closed
1039,34.63559104737071,95.72912154849104,Open,Open,Open,Open,Closed
1040,34.668926553672314,97.66850401578688,Open,Open,Open,Open,Closed
1041,34.702262059973926,92.60908181933038,Open,Open,Open,Open,Closed
1042,34.73559756627553,96.02949886276689,Open,Open,Open,Open,Closed
1043,34.76893307257714,94.24883805383726,Open,Open,Open,Open,Closed
1044,34.802268578878746,93.27385389743571,Open,Open,Open,Open,Closed
1045,34.83560408518036,92.56779528004483,Open,Open,Open,Open,Closed
1046,34.86893959148196,90.65303768543096,Open,Open,Open,Closed,Closed
1047,34.90227509778357,93.00741245663444,Open,Open,Open,Open,Closed
1048,34.93561060408518,92.36158770183278,Open,Open,Open,Open,Closed
1049,34.96894611038679,88.25498633438254,Open,Open,Open,Closed,Closed
1050,35.00228161668839,92.95244574044808,Open,Open,Open,Open,Closed
1051,35.035617122990004,88.61754027654209,Open,Open,Open,Closed,Closed
1052,35.06895262929161,85.1671964600985,Open,Open,Closed,Closed,Closed
1053,35.10228813559322,82.27352790231436,Open,Open,Closed,Closed,Closed
1054,35.135623641894824,84.11005570685363,Open,Open,Closed,Closed,Closed
1055,35.168959148196436,86.1692833803492,Open,Open,Open,Closed,Closed
1056,35.20229465449804,88.35840747622069,Open,Open,Open,Closed,Closed
1057,35.23563016079965,89.60004093792173,Open,Open,Open,Closed,Closed
1058,35.268965667101256,90.69496720296732,Open,Open,Open,Closed,Closed
1059,35.30230117340287,91.98850374260353,Open,Open,Open,Closed,Closed
1060,35.33563667970447,91.0891146580918,Open,Open,Open,Closed,Closed
1061,35.36897218600608,92.0257291417089,Open,Open,Open,Closed,Closed
1062,35.402307692307694,87.74690764695677,Open,Open,Open,Closed,Closed
1063,35.4356431986093,85.28895841151969,Open,Open,Closed,Closed,Closed
1064,35.46897870491091,86.05077172331569,Open,Open,Closed,Closed,Closed
1065,35.502314211212514,78.82606847138905,Open,Closed,Closed,Closed,Closed
1066,35.535649717514126,78.95467685547814,Open,Closed,Closed,Closed,Closed
1067,35.56898522381573,75.77786747781408,Open,Closed,Closed,Closed,Closed
1068,35.60232073011734,76.40371527031408,Open,Closed,Closed,Closed,Closed
1069,35.635656236418946,69.88518101653936,Closed,Closed,Closed,Closed,Closed
1070,35.66899174272056,71.41902129674534,Closed,Closed,Closed,Closed,Closed
1071,35.70232724902216,76.15818461468467,Open,Closed,Closed,Closed,Closed
1072,35.73566275532377,79.06982569940703,Open,Closed,Closed,Closed,Closed
1073,35.76899826162538,82.27104634606124,Open,Open,Closed,Closed,Closed
1074,35.80233376792699,86.14231815594627,Open,Open,Open,Closed,Closed
1075,35.83566927422859,94.57647030825012,Open,Open,Open,Open,Closed
1076,35.869004780530204,95.55843767161672,Open,Open,Open,Open,Closed
1077,35.90234028683181,96.16612437687444,Open,Open,Open,Open,Closed
1078,35.93567579313342,95.88108670365176,Open,Open,Open,Open,Closed
1079,35.969011299435024,92.81884428138972,Open,Open,Open,Open,Closed
1080,36.002346805736636,90.97318915756674,Open,Open,Open,Closed,Closed
1081,36.03568231203824,90.01811573161726,Open,Open,Open,Closed,Closed
1082,36.06901781833985,88.36555947221464,Open,Open,Open,Closed,Closed
1083,36.102353324641456,87.45278363709892,Open,Open,Open,Closed,Closed
1084,36.13568883094307,86.31936467217683,Open,Open,Open,Closed,Closed
1085,36.16902433724467,84.75828045581763,Open,Open,Closed,Closed,Closed
1086,36.20235984354628,79.65510607854912,Open,Closed,Closed,Closed,Closed
1087,36.23569534984789,80.98094690990013,Open,Open,Closed,Closed,Closed
1088,36.2690308561495,79.4646912151731,Open,Closed,Closed,Closed,Closed
1089,36.30236636245111,76.36295059735895,Open,Closed,Closed,Closed,Closed
1090,36.335701868752714,78.09397000589718,Open,Closed,Closed,Closed,Closed
1091,36.369037375054326,74.80379555496694,Open,Closed,Closed,Closed,Closed
1092,36.40237288135593,72.28612890644712,Closed,Closed,Closed,Closed,Closed
1093,36.43570838765754,74.51901616262838,Open,Closed,Closed,Closed,Closed
1094,36.469043893959146,83.97932129898552,Open,Open,Closed,Closed,Closed
1095,36.50237940026076,89.05749702586402,Open,Open,Open,Closed,Closed
1096,36.53571490656236,96.25331247551192,Open,Open,Open,Open,Closed
1097,36.56905041286397,99.24751661063316,Open,Open,Open,Open,Open
1098,36.60238591916558,96.26280885203326,Open,Open,Open,Open,Closed
1099,36.63572142546719,96.03364472216596,Open,Open,Open,Open,Closed
1100,36.66905693176879,95.98692215092336,Open,Open,Open,Open,Closed
1101,36.702392438070405,92.37856548606456,Open,Open,Open,Open,Closed
1102,36.73572794437201,92.8423690306187,Open,Open,Open,Open,Closed
1103,36.76906345067362,92.96887428009708,Open,Open,Open,Open,Closed
1104,36.802398956975225,89.90868757059286,Open,Open,Open,Closed,Closed
1105,36.83573446327683,91.4033777341136,Open,Open,Open,Closed,Closed
1106,36.86906996957844,85.05299796906138,Open,Open,Closed,Closed,Closed
1107,36.90240547588005,82.81930963763497,Open,Open,Closed,Closed,Closed
1108,36.935740982181656,82.78323177211476,Open,Open,Closed,Closed,Closed
1109,36.96907648848327,79.946377817531,Open,Closed,Closed,Closed,Closed
1110,37.00241199478487,77.69607000279365,Open,Closed,Closed,Closed,Closed
1111,37.03574750108648,73.19652490462529,Closed,Closed,Closed,Closed,Closed
1112,37.06908300738809,73.56225356811156,Closed,Closed,Closed,Closed,Closed
1113,37.1024185136897,74.088399873056,Open,Closed,Closed,Closed,Closed
1114,37.1357540199913,72.82452372212721,Closed,Closed,Closed,Closed,Closed
1115,37.169089526292915,77.64602979642703,Open,Closed,Closed,Closed,Closed
1116,37.202425032594526,82.21457903407526,Open,Open,Closed,Closed,Closed
1117,37.23576053889613,89.43985211632057,Open,Open,Open,Closed,Closed
1118,37.26909604519774,94.92022498566544,Open,Open,Open,Open,Closed
1119,37.302431551499346,96.91480578778132,Open,Open,Open,Open,Closed
1120,37.33576705780096,95.43419240024996,Open,Open,Open,Open,Closed
1121,37.36910256410256,93.52592895966968,Open,Open,Open,Open,Closed
1122,37.40243807040417,93.16686314684952,Open,Open,Open,Open,Closed
1123,37.43577357670578,95.5596187001204,Open,Open,Open,Open,Closed
1124,37.46910908300739,91.35698192554334,Open,Open,Open,Closed,Closed
1125,37.50244458930899,95.27667577747884,Open,Open,Open,Open,Closed
1126,37.535780095610605,92.49418565341132,Open,Open,Open,Open,Closed
1127,37.56911560191221,89.49687374775701,Open,Open,Open,Closed,Closed
1128,37.60245110821382,90.32086062896502,Open,Open,Open,Closed,Closed
1129,37.635786614515425,89.20557312632091,Open,Open,Open,Closed,Closed
1130,37.66912212081704,87.40231705135217,Open,Open,Open,Closed,Closed
1131,37.70245762711864,79.65878525345579,Open,Closed,Closed,Closed,Closed
1132,37.73579313342025,82.72079415843767,Open,Open,Closed,Closed,Closed
1133,37.769128639721856,80.42489472419268,Open,Open,Closed,Closed,Closed
1134,37.80246414602347,78.68674653781345,Open,Closed,Closed,Closed,Closed
1135,37.83579965232507,73.83841241790175,Closed,Closed,Closed,Closed,Closed
1136,37.86913515862668,75.7624465385461,Open,Closed,Closed,Closed,Closed
1137,37.90247066492829,77.25054768361541,Open,Closed,Closed,Closed,Closed
1138,37.9358061712299,75.79796393681036,Open,Closed,Closed,Closed,Closed
1139,37.9691416775315,77.89654609884624,Open,Closed,Closed,Closed,Closed
1140,38.002477183833115,78.70311962895153,Open,Closed,Closed,Closed,Closed
1141,38.03581269013472,87.76122603564221,Open,Open,Open,Closed,Closed
1142,38.06914819643633,90.7373009725082,Open,Open,Open,Closed,Closed
1143,38.10248370273794,94.24111274904666,Open,Open,Open,Open,Closed
1144,38.135819209039546,97.61098142577174,Open,Open,Open,Open,Closed
1145,38.16915471534116,96.83138839935634,Open,Open,Open,Open,Closed
1146,38.20249022164276,98.90332757618928,Open,Open,Open,Open,Open
1147,38.23582572794437,98.06223727388542,Open,Open,Open,Open,Closed
1148,38.26916123424598,94.50703234637533,Open,Open,Open,Open,Closed
1149,38.30249674054759,91.7028260325117,Open,Open,Open,Closed,Closed
1150,38.33583224684919,92.84798995891175,Open,Open,Open,Open,Closed
1151,38.369167753150805,90.93072787747838,Open,Open,Open,Closed,Closed
1152,38.40250325945241,89.37486539350819,Open,Open,Open,Closed,Closed
1153,38.43583876575402,84.76156894698725,Open,Open,Closed,Closed,Closed
