frame,timestamp,aspect_ratio_between_lips_to_mouth_width,thresh_1,thresh_2,thresh_3,thresh_4,thresh_5
355,11.834104737070838,0.1154478392089013,Open,Closed,Closed,Closed,Closed
356,11.867440243372446,0.1134794801962392,Open,Closed,Closed,Closed,Closed
357,11.900775749674054,0.102973729208059,Closed,Closed,Closed,Closed,Closed
358,11.934111255975662,0.0620812103847538,Closed,Closed,Closed,Closed,Closed
359,11.96744676227727,0.0842254037220776,Closed,Closed,Closed,Closed,Closed
360,12.000782268578876,0.0782525982489835,Closed,Closed,Closed,Closed,Closed
361,12.034117774880489,0.1054164857985586,Open,Closed,Closed,Closed,Closed
362,12.067453281182097,0.0873399518145175,Closed,Closed,Closed,Closed,Closed
363,12.100788787483705,0.1221899118688362,Open,Closed,Closed,Closed,Closed
364,12.13412429378531,0.1996032562113603,Open,Open,Closed,Closed,Closed
365,12.16745980008692,0.1950766120481133,Open,Closed,Closed,Closed,Closed
366,12.200795306388526,0.1783041679768696,Open,Closed,Closed,Closed,Closed
367,12.234130812690134,0.2117271412226271,Open,Open,Closed,Closed,Closed
368,12.267466318991742,0.1801495326619503,Open,Closed,Closed,Closed,Closed
369,12.30080182529335,0.1619839764182168,Open,Closed,Closed,Closed,Closed
370,12.334137331594958,0.1424107131940897,Open,Closed,Closed,Closed,Closed
371,12.367472837896566,0.1177077768574478,Open,Closed,Closed,Closed,Closed
372,12.400808344198174,0.1106702410421092,Open,Closed,Closed,Closed,Closed
373,12.43414385049978,0.0667845713071586,Closed,Closed,Closed,Closed,Closed
374,12.467479356801393,0.1083886237518734,Open,Closed,Closed,Closed,Closed
375,12.500814863103,0.0852423023271019,Closed,Closed,Closed,Closed,Closed
376,12.534150369404609,0.0862829120766553,Closed,Closed,Closed,Closed,Closed
377,12.567485875706216,0.0892872098926846,Closed,Closed,Closed,Closed,Closed
378,12.600821382007824,0.1263565358556631,Open,Closed,Closed,Closed,Closed
379,12.63415688830943,0.0746455189330029,Closed,Closed,Closed,Closed,Closed
380,12.667492394611038,0.1023746292666651,Closed,Closed,Closed,Closed,Closed
381,12.700827900912646,0.0580644606970634,Closed,Closed,Closed,Closed,Closed
382,12.734163407214254,0.0974554712762992,Closed,Closed,Closed,Closed,Closed
383,12.767498913515862,0.0483659152349086,Closed,Closed,Closed,Closed,Closed
384,12.80083441981747,0.0895388612013392,Closed,Closed,Closed,Closed,Closed
385,12.834169926119078,0.1574602861600595,Open,Closed,Closed,Closed,Closed
386,12.867505432420684,0.2317230613063071,Open,Open,Closed,Closed,Closed
387,12.900840938722292,0.2356385966554907,Open,Open,Closed,Closed,Closed
388,12.934176445023905,0.3151425788821145,Open,Open,Open,Closed,Closed
389,12.96751195132551,0.2619307713063132,Open,Open,Closed,Closed,Closed
390,13.00084745762712,0.2177692075970387,Open,Open,Closed,Closed,Closed
391,13.034182963928728,0.1878461838919621,Open,Closed,Closed,Closed,Closed
392,13.067518470230334,0.2098862007818495,Open,Open,Closed,Closed,Closed
393,13.100853976531942,0.1455486850295511,Open,Closed,Closed,Closed,Closed
394,13.13418948283355,0.0959181061407772,Closed,Closed,Closed,Closed,Closed
395,13.167524989135158,0.0889252062561134,Closed,Closed,Closed,Closed,Closed
396,13.200860495436766,0.0805626234138291,Closed,Closed,Closed,Closed,Closed
397,13.234196001738374,0.127916033393527,Open,Closed,Closed,Closed,Closed
398,13.267531508039982,0.0874852637333027,Closed,Closed,Closed,Closed,Closed
399,13.30086701434159,0.0540896250363329,Closed,Closed,Closed,Closed,Closed
400,13.334202520643196,0.0608156129133411,Closed,Closed,Closed,Closed,Closed
401,13.367538026944809,0.0628541905248909,Closed,Closed,Closed,Closed,Closed
402,13.400873533246417,0.0957705102745309,Closed,Closed,Closed,Closed,Closed
403,13.434209039548024,0.1090804868636994,Open,Closed,Closed,Closed,Closed
404,13.46754454584963,0.0631039866504585,Closed,Closed,Closed,Closed,Closed
405,13.500880052151238,0.0241596975793254,Closed,Closed,Closed,Closed,Closed
406,13.534215558452846,0.0259150858046672,Closed,Closed,Closed,Closed,Closed
407,13.567551064754454,0.0358119486658345,Closed,Closed,Closed,Closed,Closed
408,13.600886571056062,0.0677642262875338,Closed,Closed,Closed,Closed,Closed
409,13.63422207735767,0.1104315260748465,Open,Closed,Closed,Closed,Closed
410,13.667557583659278,0.19639298734795,Open,Closed,Closed,Closed,Closed
411,13.700893089960886,0.2849243660761679,Open,Open,Closed,Closed,Closed
412,13.734228596262492,0.2600199898051039,Open,Open,Closed,Closed,Closed
413,13.7675641025641,0.232354798408085,Open,Open,Closed,Closed,Closed
414,13.80089960886571,0.2199153113652596,Open,Open,Closed,Closed,Closed
415,13.83423511516732,0.1464861518702307,Open,Closed,Closed,Closed,Closed
416,13.867570621468928,0.1259911604978545,Open,Closed,Closed,Closed,Closed
417,13.900906127770536,0.0945209792420607,Closed,Closed,Closed,Closed,Closed
418,13.934241634072142,0.0747121436879392,Closed,Closed,Closed,Closed,Closed
419,13.96757714037375,0.1200808508682128,Open,Closed,Closed,Closed,Closed
420,14.000912646675358,0.0957034960654999,Closed,Closed,Closed,Closed,Closed
421,14.034248152976966,0.0603708012322709,Closed,Closed,Closed,Closed,Closed
422,14.067583659278574,0.0636041222307927,Closed,Closed,Closed,Closed,Closed
423,14.100919165580182,0.0586615345945661,Closed,Closed,Closed,Closed,Closed
424,14.13425467188179,0.0566788877444202,Closed,Closed,Closed,Closed,Closed
425,14.167590178183396,0.0534069434597671,Closed,Closed,Closed,Closed,Closed
426,14.200925684485004,0.0276985667374597,Closed,Closed,Closed,Closed,Closed
427,14.234261190786611,0.0568370423605551,Closed,Closed,Closed,Closed,Closed
428,14.26759669708822,0.0707511519554723,Closed,Closed,Closed,Closed,Closed
429,14.30093220338983,0.0854011413464358,Closed,Closed,Closed,Closed,Closed
430,14.33426770969144,0.0297047623179239,Closed,Closed,Closed,Closed,Closed
431,14.367603215993046,0.1256429805846364,Open,Closed,Closed,Closed,Closed
432,14.400938722294654,0.1350066817743156,Open,Closed,Closed,Closed,Closed
433,14.434274228596262,0.1390179100969242,Open,Closed,Closed,Closed,Closed
434,14.46760973489787,0.1654794730811536,Open,Closed,Closed,Closed,Closed
435,14.500945241199478,0.2235850492893187,Open,Open,Closed,Closed,Closed
436,14.534280747501086,0.2302567164827975,Open,Open,Closed,Closed,Closed
437,14.567616253802694,0.1995829408273201,Open,Open,Closed,Closed,Closed
438,14.600951760104302,0.1812625247745617,Open,Closed,Closed,Closed,Closed
439,14.63428726640591,0.1792999474982115,Open,Closed,Closed,Closed,Closed
440,14.667622772707515,0.1543196809511795,Open,Closed,Closed,Closed,Closed
441,14.700958279009123,0.1705464073814573,Open,Closed,Closed,Closed,Closed
442,14.734293785310737,0.135857045735192,Open,Closed,Closed,Closed,Closed
443,14.767629291612344,0.1257085744562106,Open,Closed,Closed,Closed,Closed
444,14.80096479791395,0.1137019513649614,Open,Closed,Closed,Closed,Closed
445,14.834300304215558,0.0749836126701445,Closed,Closed,Closed,Closed,Closed
446,14.867635810517166,0.1114509012349444,Open,Closed,Closed,Closed,Closed
447,14.900971316818774,0.1713316881064503,Open,Closed,Closed,Closed,Closed
448,14.934306823120382,0.1458708145678782,Open,Closed,Closed,Closed,Closed
449,14.96764232942199,0.2139030375166863,Open,Open,Closed,Closed,Closed
450,15.000977835723598,0.1928965574083168,Open,Closed,Closed,Closed,Closed
451,15.034313342025206,0.1763569691759813,Open,Closed,Closed,Closed,Closed
452,15.067648848326812,0.1444404817969684,Open,Closed,Closed,Closed,Closed
453,15.10098435462842,0.1040399590178678,Closed,Closed,Closed,Closed,Closed
454,15.13431986093003,0.0742062859504392,Closed,Closed,Closed,Closed,Closed
455,15.167655367231635,0.0547928775695921,Closed,Closed,Closed,Closed,Closed
456,15.200990873533248,0.0688942953166527,Closed,Closed,Closed,Closed,Closed
457,15.234326379834854,0.1107076187669842,Open,Closed,Closed,Closed,Closed
458,15.267661886136462,0.0885882160296607,Closed,Closed,Closed,Closed,Closed
459,15.30099739243807,0.0857177844707708,Closed,Closed,Closed,Closed,Closed
460,15.334332898739678,0.0557721964374326,Closed,Closed,Closed,Closed,Closed
461,15.367668405041286,0.0445760419942174,Closed,Closed,Closed,Closed,Closed
462,15.401003911342894,0.0694390866969192,Closed,Closed,Closed,Closed,Closed
463,15.434339417644502,0.0846971141643927,Closed,Closed,Closed,Closed,Closed
464,15.46767492394611,0.1038588867265752,Closed,Closed,Closed,Closed,Closed
465,15.501010430247716,0.1967922908726729,Open,Closed,Closed,Closed,Closed
466,15.534345936549323,0.2356062122006575,Open,Open,Closed,Closed,Closed
467,15.567681442850931,0.2042510343175407,Open,Open,Closed,Closed,Closed
468,15.60101694915254,0.2531677456608481,Open,Open,Closed,Closed,Closed
469,15.63435245545415,0.190681441700191,Open,Closed,Closed,Closed,Closed
470,15.66768796175576,0.1445127999206816,Open,Closed,Closed,Closed,Closed
471,15.701023468057366,0.1194519983489513,Open,Closed,Closed,Closed,Closed
472,15.734358974358974,0.1567097852018056,Open,Closed,Closed,Closed,Closed
473,15.767694480660582,0.1569591384482146,Open,Closed,Closed,Closed,Closed
474,15.80102998696219,0.1293017635134138,Open,Closed,Closed,Closed,Closed
475,15.834365493263798,0.0832728085633097,Closed,Closed,Closed,Closed,Closed
476,15.867700999565406,0.1001696379985613,Closed,Closed,Closed,Closed,Closed
477,15.901036505867014,0.0592734477814215,Closed,Closed,Closed,Closed,Closed
478,15.93437201216862,0.0907042370307851,Closed,Closed,Closed,Closed,Closed
479,15.96770751847023,0.0590121014285712,Closed,Closed,Closed,Closed,Closed
480,16.00104302477184,0.0767053714666289,Closed,Closed,Closed,Closed,Closed
481,16.034378531073447,0.0517191415252321,Closed,Closed,Closed,Closed,Closed
482,16.067714037375055,0.0253280365200752,Closed,Closed,Closed,Closed,Closed
483,16.101049543676663,0.0360168683190267,Closed,Closed,Closed,Closed,Closed
484,16.13438504997827,0.0482882183377309,Closed,Closed,Closed,Closed,Closed
485,16.16772055627988,0.07625827276453,Closed,Closed,Closed,Closed,Closed
486,16.201056062581486,0.089770079071271,Closed,Closed,Closed,Closed,Closed
487,16.234391568883094,0.1017614230391556,Closed,Closed,Closed,Closed,Closed
488,16.267727075184702,0.1904365889754405,Open,Closed,Closed,Closed,Closed
489,16.30106258148631,0.2470464152154308,Open,Open,Closed,Closed,Closed
490,16.334398087787918,0.2248667294023631,Open,Open,Closed,Closed,Closed
491,16.367733594089525,0.1986817871742262,Open,Closed,Closed,Closed,Closed
492,16.401069100391133,0.1720052290384453,Open,Closed,Closed,Closed,Closed
493,16.43440460669274,0.1271390146886594,Open,Closed,Closed,Closed,Closed
494,16.46774011299435,0.145054922580825,Open,Closed,Closed,Closed,Closed
495,16.501075619295957,0.150142703384551,Open,Closed,Closed,Closed,Closed
496,16.534411125597565,0.1411308265770285,Open,Closed,Closed,Closed,Closed
497,16.567746631899173,0.1298096079662895,Open,Closed,Closed,Closed,Closed
498,16.60108213820078,0.0863503744600254,Closed,Closed,Closed,Closed,Closed
499,16.63441764450239,0.0900650486421171,Closed,Closed,Closed,Closed,Closed
500,16.667753150803996,0.0763207475699257,Closed,Closed,Closed,Closed,Closed
501,16.701088657105604,0.1122478058517261,Open,Closed,Closed,Closed,Closed
502,16.734424163407212,0.123542812302288,Open,Closed,Closed,Closed,Closed
503,16.767759669708823,0.0972248663770645,Closed,Closed,Closed,Closed,Closed
504,16.80109517601043,0.0923687987427541,Closed,Closed,Closed,Closed,Closed
505,16.83443068231204,0.0691524461586082,Closed,Closed,Closed,Closed,Closed
506,16.867766188613647,0.1028981355147618,Closed,Closed,Closed,Closed,Closed
507,16.901101694915255,0.1252108315525483,Open,Closed,Closed,Closed,Closed
508,16.934437201216863,0.080437505156297,Closed,Closed,Closed,Closed,Closed
509,16.96777270751847,0.1407367839753546,Open,Closed,Closed,Closed,Closed
510,17.00110821382008,0.1972050913802641,Open,Closed,Closed,Closed,Closed
511,17.034443720121686,0.1929051305189444,Open,Closed,Closed,Closed,Closed
512,17.067779226423294,0.1742456714197904,Open,Closed,Closed,Closed,Closed
513,17.101114732724902,0.1966248561826913,Open,Closed,Closed,Closed,Closed
514,17.13445023902651,0.2160064267609631,Open,Open,Closed,Closed,Closed
515,17.167785745328118,0.16872641750514,Open,Closed,Closed,Closed,Closed
516,17.201121251629726,0.1366651808102215,Open,Closed,Closed,Closed,Closed
517,17.234456757931333,0.1503523161903349,Open,Closed,Closed,Closed,Closed
518,17.26779226423294,0.1503815508889854,Open,Closed,Closed,Closed,Closed
519,17.30112777053455,0.1305785798348417,Open,Closed,Closed,Closed,Closed
520,17.334463276836157,0.1129267567704451,Open,Closed,Closed,Closed,Closed
521,17.367798783137765,0.1036112644341678,Closed,Closed,Closed,Closed,Closed
522,17.401134289439373,0.0655268847611261,Closed,Closed,Closed,Closed,Closed
523,17.43446979574098,0.0965787568647924,Closed,Closed,Closed,Closed,Closed
524,17.46780530204259,0.0811734955055894,Closed,Closed,Closed,Closed,Closed
525,17.501140808344196,0.1197242475310672,Open,Closed,Closed,Closed,Closed
526,17.534476314645804,0.1011548361916312,Closed,Closed,Closed,Closed,Closed
527,17.567811820947412,0.055564625783089,Closed,Closed,Closed,Closed,Closed
528,17.60114732724902,0.1038512936725505,Closed,Closed,Closed,Closed,Closed
529,17.634482833550628,0.047260299241347,Closed,Closed,Closed,Closed,Closed
530,17.667818339852236,0.0652646848353377,Closed,Closed,Closed,Closed,Closed
531,17.701153846153847,0.0684727742253438,Closed,Closed,Closed,Closed,Closed
532,17.734489352455455,0.1125776058210558,Open,Closed,Closed,Closed,Closed
533,17.767824858757063,0.1887890798896603,Open,Closed,Closed,Closed,Closed
534,17.80116036505867,0.2049026318445243,Open,Open,Closed,Closed,Closed
535,17.83449587136028,0.2264922378297041,Open,Open,Closed,Closed,Closed
536,17.867831377661886,0.1828499210157393,Open,Closed,Closed,Closed,Closed
537,17.901166883963494,0.2299073260729987,Open,Open,Closed,Closed,Closed
538,17.934502390265102,0.2522654627646573,Open,Open,Closed,Closed,Closed
539,17.96783789656671,0.2469259093951414,Open,Open,Closed,Closed,Closed
540,18.001173402868318,0.1889323349335436,Open,Closed,Closed,Closed,Closed
541,18.03450890916993,0.1485008763631623,Open,Closed,Closed,Closed,Closed
542,18.067844415471537,0.1524349837576074,Open,Closed,Closed,Closed,Closed
543,18.10117992177314,0.1253848833330251,Open,Closed,Closed,Closed,Closed
544,18.13451542807475,0.0970407505175126,Closed,Closed,Closed,Closed,Closed
545,18.167850934376357,0.1091120015193895,Open,Closed,Closed,Closed,Closed
546,18.201186440677965,0.0841307996692736,Closed,Closed,Closed,Closed,Closed
547,18.234521946979573,0.0590645555816911,Closed,Closed,Closed,Closed,Closed
548,18.26785745328118,0.1029867844425444,Closed,Closed,Closed,Closed,Closed
549,18.30119295958279,0.0535219404113352,Closed,Closed,Closed,Closed,Closed
550,18.334528465884397,0.0619715472903478,Closed,Closed,Closed,Closed,Closed
551,18.367863972186004,0.0712523691151698,Closed,Closed,Closed,Closed,Closed
552,18.401199478487612,0.0614608869864453,Closed,Closed,Closed,Closed,Closed
553,18.43453498478922,0.0402382722275741,Closed,Closed,Closed,Closed,Closed
554,18.467870491090828,0.0528152066059739,Closed,Closed,Closed,Closed,Closed
555,18.501205997392436,0.0428298742427386,Closed,Closed,Closed,Closed,Closed
556,18.534541503694044,0.0472869858624806,Closed,Closed,Closed,Closed,Closed
557,18.56787700999565,0.0490051113465351,Closed,Closed,Closed,Closed,Closed
558,18.601212516297263,0.0726551545721893,Closed,Closed,Closed,Closed,Closed
559,18.63454802259887,0.1495930282513744,Open,Closed,Closed,Closed,Closed
560,18.66788352890048,0.2190434885480774,Open,Open,Closed,Closed,Closed
561,18.701219035202087,0.2189103380557037,Open,Open,Closed,Closed,Closed
562,18.734554541503694,0.2118784709867811,Open,Open,Closed,Closed,Closed
563,18.767890047805302,0.1780613228187262,Open,Closed,Closed,Closed,Closed
564,18.80122555410691,0.1659135697530925,Open,Closed,Closed,Closed,Closed
565,18.83456106040852,0.178977647700515,Open,Closed,Closed,Closed,Closed
566,18.86789656671013,0.1438033936575599,Open,Closed,Closed,Closed,Closed
567,18.901232073011737,0.134233187050799,Open,Closed,Closed,Closed,Closed
568,18.93456757931334,0.1039432106796825,Closed,Closed,Closed,Closed,Closed
569,18.96790308561495,0.0747139823349932,Closed,Closed,Closed,Closed,Closed
570,19.001238591916557,0.0183734433914054,Closed,Closed,Closed,Closed,Closed
571,19.034574098218165,0.0217038294480041,Closed,Closed,Closed,Closed,Closed
572,19.067909604519773,0.0438715155686512,Closed,Closed,Closed,Closed,Closed
573,19.10124511082138,0.0657709818047121,Closed,Closed,Closed,Closed,Closed
574,19.13458061712299,0.0464121891108501,Closed,Closed,Closed,Closed,Closed
575,19.167916123424597,0.0694189225501492,Closed,Closed,Closed,Closed,Closed
576,19.201251629726205,0.0318464877649241,Closed,Closed,Closed,Closed,Closed
577,19.234587136027812,0.0745355992499929,Closed,Closed,Closed,Closed,Closed
578,19.26792264232942,0.0710715977304696,Closed,Closed,Closed,Closed,Closed
579,19.301258148631028,0.0699006510945361,Closed,Closed,Closed,Closed,Closed
580,19.334593654932636,0.0549552055187504,Closed,Closed,Closed,Closed,Closed
581,19.367929161234244,0.1117565309631103,Open,Closed,Closed,Closed,Closed
582,19.40126466753585,0.152469509146951,Open,Closed,Closed,Closed,Closed
583,19.43460017383746,0.1606779051343186,Open,Closed,Closed,Closed,Closed
584,19.467935680139068,0.145544994787419,Open,Closed,Closed,Closed,Closed
585,19.50127118644068,0.1464407513447702,Open,Closed,Closed,Closed,Closed
586,19.534606692742287,0.0826568053904875,Closed,Closed,Closed,Closed,Closed
587,19.567942199043895,0.1493891510627674,Open,Closed,Closed,Closed,Closed
588,19.601277705345503,0.0951061954351483,Closed,Closed,Closed,Closed,Closed
589,19.63461321164711,0.1547807195492787,Open,Closed,Closed,Closed,Closed
590,19.66794871794872,0.1167784773743927,Open,Closed,Closed,Closed,Closed
591,19.70128422425033,0.0892660461060552,Closed,Closed,Closed,Closed,Closed
592,19.734619730551938,0.1274258307186577,Open,Closed,Closed,Closed,Closed
593,19.767955236853545,0.0902984981296201,Closed,Closed,Closed,Closed,Closed
594,19.80129074315515,0.1153186955301163,Open,Closed,Closed,Closed,Closed
595,19.83462624945676,0.122031907108367,Open,Closed,Closed,Closed,Closed
596,19.867961755758365,0.0902519140062327,Closed,Closed,Closed,Closed,Closed
597,19.901297262059973,0.1387909243968025,Open,Closed,Closed,Closed,Closed
598,19.93463276836158,0.1482749330649321,Open,Closed,Closed,Closed,Closed
599,19.96796827466319,0.1301744281131442,Open,Closed,Closed,Closed,Closed
600,20.001303780964797,0.0780967436901469,Closed,Closed,Closed,Closed,Closed
601,20.034639287266405,0.1083509395784084,Open,Closed,Closed,Closed,Closed
602,20.067974793568013,0.1086606136233127,Open,Closed,Closed,Closed,Closed
603,20.10131029986962,0.0595700791368228,Closed,Closed,Closed,Closed,Closed
604,20.13464580617123,0.0415425032501817,Closed,Closed,Closed,Closed,Closed
605,20.167981312472836,0.0393778414134482,Closed,Closed,Closed,Closed,Closed
606,20.201316818774444,0.0637646503085227,Closed,Closed,Closed,Closed,Closed
607,20.234652325076052,0.0374736605890942,Closed,Closed,Closed,Closed,Closed
608,20.26798783137766,0.0231613218243815,Closed,Closed,Closed,Closed,Closed
609,20.301323337679268,0.0434176938574947,Closed,Closed,Closed,Closed,Closed
610,20.334658843980876,0.073665458317036,Closed,Closed,Closed,Closed,Closed
611,20.367994350282483,0.0414580890970388,Closed,Closed,Closed,Closed,Closed
612,20.401329856584095,0.0423327216623632,Closed,Closed,Closed,Closed,Closed
613,20.434665362885703,0.0279089506549901,Closed,Closed,Closed,Closed,Closed
614,20.46800086918731,0.0547086465317332,Closed,Closed,Closed,Closed,Closed
615,20.50133637548892,0.0506285691374615,Closed,Closed,Closed,Closed,Closed
616,20.534671881790526,0.0977936581233589,Closed,Closed,Closed,Closed,Closed
617,20.568007388092138,0.0551309790163218,Closed,Closed,Closed,Closed,Closed
618,20.601342894393746,0.0508409668075451,Closed,Closed,Closed,Closed,Closed
619,20.63467840069535,0.0577447401539622,Closed,Closed,Closed,Closed,Closed
620,20.66801390699696,0.0772840452640884,Closed,Closed,Closed,Closed,Closed
621,20.70134941329857,0.0391460337530632,Closed,Closed,Closed,Closed,Closed
622,20.734684919600173,0.072747619557423,Closed,Closed,Closed,Closed,Closed
623,20.76802042590178,0.0507927692045682,Closed,Closed,Closed,Closed,Closed
624,20.80135593220339,0.0901768332662906,Closed,Closed,Closed,Closed,Closed
625,20.834691438504997,0.1075429923689485,Open,Closed,Closed,Closed,Closed
626,20.868026944806605,0.0836854957763532,Closed,Closed,Closed,Closed,Closed
627,20.901362451108213,0.0486410723879248,Closed,Closed,Closed,Closed,Closed
628,20.93469795740982,0.0467171513123393,Closed,Closed,Closed,Closed,Closed
629,20.96803346371143,0.0566540238192545,Closed,Closed,Closed,Closed,Closed
630,21.001368970013036,0.0741604225189618,Closed,Closed,Closed,Closed,Closed
631,21.034704476314644,0.0851903751175957,Closed,Closed,Closed,Closed,Closed
632,21.068039982616252,0.100456121971659,Closed,Closed,Closed,Closed,Closed
633,21.10137548891786,0.0940240949535059,Closed,Closed,Closed,Closed,Closed
634,21.134710995219468,0.0953871712881346,Closed,Closed,Closed,Closed,Closed
635,21.168046501521076,0.1023196661420588,Closed,Closed,Closed,Closed,Closed
636,21.201382007822684,0.1399353100293449,Open,Closed,Closed,Closed,Closed
637,21.23471751412429,0.1849000654084097,Open,Closed,Closed,Closed,Closed
638,21.2680530204259,0.2106884023797774,Open,Open,Closed,Closed,Closed
639,21.30138852672751,0.2379720685168553,Open,Open,Closed,Closed,Closed
640,21.33472403302912,0.2728108625288176,Open,Open,Closed,Closed,Closed
641,21.368059539330726,0.3176284615558407,Open,Open,Open,Closed,Closed
642,21.401395045632334,0.3326998987568378,Open,Open,Open,Closed,Closed
643,21.434730551933946,0.3747829308968344,Open,Open,Open,Closed,Closed
644,21.46806605823555,0.3122412321760725,Open,Open,Open,Closed,Closed
645,21.50140156453716,0.2541843092801849,Open,Open,Closed,Closed,Closed
646,21.53473707083877,0.1406534517948459,Open,Closed,Closed,Closed,Closed
647,21.568072577140377,0.0741932729562715,Closed,Closed,Closed,Closed,Closed
648,21.60140808344198,0.0432176170169075,Closed,Closed,Closed,Closed,Closed
649,21.63474358974359,0.044918462016248,Closed,Closed,Closed,Closed,Closed
650,21.668079096045197,0.0349043886386735,Closed,Closed,Closed,Closed,Closed
651,21.701414602346805,0.0515248916668581,Closed,Closed,Closed,Closed,Closed
652,21.734750108648413,0.0732649389141015,Closed,Closed,Closed,Closed,Closed
653,21.76808561495002,0.0349918397449782,Closed,Closed,Closed,Closed,Closed
654,21.80142112125163,0.0291571725814694,Closed,Closed,Closed,Closed,Closed
655,21.834756627553237,0.0614991728416878,Closed,Closed,Closed,Closed,Closed
656,21.868092133854844,0.0567768634229825,Closed,Closed,Closed,Closed,Closed
657,21.901427640156452,0.0650612612238235,Closed,Closed,Closed,Closed,Closed
658,21.93476314645806,0.0445428604878372,Closed,Closed,Closed,Closed,Closed
659,21.968098652759668,0.0672868256177244,Closed,Closed,Closed,Closed,Closed
660,22.001434159061276,0.0579340528762626,Closed,Closed,Closed,Closed,Closed
661,22.034769665362884,0.0245996691366751,Closed,Closed,Closed,Closed,Closed
662,22.06810517166449,0.0580644606970634,Closed,Closed,Closed,Closed,Closed
663,22.1014406779661,0.0373271786350685,Closed,Closed,Closed,Closed,Closed
664,22.134776184267707,0.047231119332691,Closed,Closed,Closed,Closed,Closed
665,22.168111690569315,0.0800230499580599,Closed,Closed,Closed,Closed,Closed
666,22.201447196870923,0.0817912434815341,Closed,Closed,Closed,Closed,Closed
667,22.234782703172534,0.0441504457553766,Closed,Closed,Closed,Closed,Closed
668,22.268118209474142,0.0755310886609981,Closed,Closed,Closed,Closed,Closed
669,22.30145371577575,0.1013373319801202,Closed,Closed,Closed,Closed,Closed
670,22.33478922207736,0.0463753562455168,Closed,Closed,Closed,Closed,Closed
671,22.36812472837897,0.0735582447824379,Closed,Closed,Closed,Closed,Closed
672,22.401460234680577,0.0907735799071104,Closed,Closed,Closed,Closed,Closed
673,22.43479574098218,0.0572969001165515,Closed,Closed,Closed,Closed,Closed
674,22.46813124728379,0.1179148359757132,Open,Closed,Closed,Closed,Closed
675,22.501466753585397,0.0845141355844108,Closed,Closed,Closed,Closed,Closed
676,22.534802259887005,0.062005444317027,Closed,Closed,Closed,Closed,Closed
677,22.568137766188613,0.0308745104101979,Closed,Closed,Closed,Closed,Closed
678,22.60147327249022,0.0680393229720816,Closed,Closed,Closed,Closed,Closed
679,22.63480877879183,0.0851079172856015,Closed,Closed,Closed,Closed,Closed
680,22.668144285093437,0.0761596731550666,Closed,Closed,Closed,Closed,Closed
681,22.701479791395045,0.065841379843447,Closed,Closed,Closed,Closed,Closed
682,22.734815297696652,0.0935941561250007,Closed,Closed,Closed,Closed,Closed
683,22.76815080399826,0.0880957901782778,Closed,Closed,Closed,Closed,Closed
684,22.801486310299868,0.0753158117252329,Closed,Closed,Closed,Closed,Closed
685,22.834821816601476,0.0500848189992806,Closed,Closed,Closed,Closed,Closed
686,22.868157322903084,0.0324239967485988,Closed,Closed,Closed,Closed,Closed
687,22.90149282920469,0.0556875966080274,Closed,Closed,Closed,Closed,Closed
688,22.9348283355063,0.0697223851289003,Closed,Closed,Closed,Closed,Closed
689,22.968163841807907,0.0604837218440977,Closed,Closed,Closed,Closed,Closed
690,23.001499348109515,0.0572185415176498,Closed,Closed,Closed,Closed,Closed
691,23.034834854411123,0.0394349931891959,Closed,Closed,Closed,Closed,Closed
692,23.06817036071273,0.0620964160081587,Closed,Closed,Closed,Closed,Closed
693,23.10150586701434,0.0625263838847264,Closed,Closed,Closed,Closed,Closed
694,23.13484137331595,0.0684810570334146,Closed,Closed,Closed,Closed,Closed
695,23.16817687961756,0.114983586941398,Open,Closed,Closed,Closed,Closed
696,23.20151238591917,0.0631785223310309,Closed,Closed,Closed,Closed,Closed
697,23.234847892220778,0.0556075634424229,Closed,Closed,Closed,Closed,Closed
698,23.268183398522385,0.0843184042425381,Closed,Closed,Closed,Closed,Closed
699,23.30151890482399,0.0861974421119193,Closed,Closed,Closed,Closed,Closed
700,23.3348544111256,0.0773142018962212,Closed,Closed,Closed,Closed,Closed
701,23.368189917427205,0.0674106703047716,Closed,Closed,Closed,Closed,Closed
702,23.401525423728813,0.0677569031290748,Closed,Closed,Closed,Closed,Closed
703,23.43486093003042,0.0626440511792565,Closed,Closed,Closed,Closed,Closed
704,23.46819643633203,0.0403399841013303,Closed,Closed,Closed,Closed,Closed
705,23.501531942633637,0.0755662146131871,Closed,Closed,Closed,Closed,Closed
706,23.534867448935245,0.0421637021355784,Closed,Closed,Closed,Closed,Closed
707,23.568202955236853,0.0543704923208447,Closed,Closed,Closed,Closed,Closed
708,23.60153846153846,0.08025502896704,Closed,Closed,Closed,Closed,Closed
709,23.63487396784007,0.0629153406793118,Closed,Closed,Closed,Closed,Closed
710,23.668209474141676,0.0446872000412569,Closed,Closed,Closed,Closed,Closed
711,23.701544980443284,0.073696672740624,Closed,Closed,Closed,Closed,Closed
712,23.734880486744892,0.0629401532331758,Closed,Closed,Closed,Closed,Closed
713,23.7682159930465,0.0640762396942007,Closed,Closed,Closed,Closed,Closed
714,23.801551499348108,0.060203934118714,Closed,Closed,Closed,Closed,Closed
715,23.834887005649716,0.0787303954969548,Closed,Closed,Closed,Closed,Closed
716,23.868222511951323,0.0528386208703169,Closed,Closed,Closed,Closed,Closed
717,23.90155801825293,0.0617264080424866,Closed,Closed,Closed,Closed,Closed
