frame,timestamp,aspect_ratio__mouth_width__inside_lips,thresh_1,thresh_2,thresh_3,thresh_4,thresh_5
357,11.900775749674054,9.711214769929269,Closed,Closed,Closed,Closed,Closed
358,11.934111255975662,16.107933363451046,Open,Closed,Closed,Closed,Closed
359,11.96744676227727,11.872902423830997,Closed,Closed,Closed,Closed,Closed
360,12.000782268578876,12.779128391599311,Closed,Closed,Closed,Closed,Closed
361,12.034117774880489,9.486182283773998,Closed,Closed,Closed,Closed,Closed
362,12.067453281182097,11.44951398786759,Closed,Closed,Closed,Closed,Closed
363,12.100788787483705,8.183981678237414,Closed,Closed,Closed,Closed,Closed
364,12.13412429378531,5.009938309528868,Closed,Closed,Closed,Closed,Closed
365,12.16745980008692,5.1261911384505785,Closed,Closed,Closed,Closed,Closed
366,12.200795306388526,5.608393854986743,Closed,Closed,Closed,Closed,Closed
367,12.234130812690134,4.72306003956535,Closed,Closed,Closed,Closed,Closed
368,12.267466318991742,5.550944180779502,Closed,Closed,Closed,Closed,Closed
369,12.30080182529335,6.1734501282902166,Closed,Closed,Closed,Closed,Closed
370,12.334137331594958,7.021943627493197,Closed,Closed,Closed,Closed,Closed
371,12.367472837896566,8.495615384963635,Closed,Closed,Closed,Closed,Closed
372,12.400808344198174,9.035852733161638,Closed,Closed,Closed,Closed,Closed
373,12.43414385049978,14.97351829063564,Closed,Closed,Closed,Closed,Closed
374,12.467479356801393,9.226060497725578,Closed,Closed,Closed,Closed,Closed
375,12.500814863103,11.731264556448515,Closed,Closed,Closed,Closed,Closed
376,12.534150369404609,11.589780362438171,Closed,Closed,Closed,Closed,Closed
377,12.567485875706216,11.199812394204184,Closed,Closed,Closed,Closed,Closed
378,12.600821382007824,7.914113767271196,Closed,Closed,Closed,Closed,Closed
379,12.63415688830943,13.396651457370616,Closed,Closed,Closed,Closed,Closed
380,12.667492394611038,9.768045141293774,Closed,Closed,Closed,Closed,Closed
381,12.700827900912646,17.222238663633597,Open,Closed,Closed,Closed,Closed
382,12.734163407214254,10.26109654905744,Closed,Closed,Closed,Closed,Closed
383,12.767498913515862,20.675717499464124,Open,Closed,Closed,Closed,Closed
384,12.80083441981747,11.168335028869484,Closed,Closed,Closed,Closed,Closed
385,12.834169926119078,6.350807714038401,Closed,Closed,Closed,Closed,Closed
386,12.867505432420684,4.315496240912045,Closed,Closed,Closed,Closed,Closed
387,12.900840938722292,4.243786944046454,Closed,Closed,Closed,Closed,Closed
388,12.934176445023905,3.17316689971643,Closed,Closed,Closed,Closed,Closed
389,12.96751195132551,3.817802677450816,Closed,Closed,Closed,Closed,Closed
390,13.00084745762712,4.59201744376278,Closed,Closed,Closed,Closed,Closed
391,13.034182963928728,5.323504472015999,Closed,Closed,Closed,Closed,Closed
392,13.067518470230334,4.764486642165557,Closed,Closed,Closed,Closed,Closed
393,13.100853976531942,6.87055331208913,Closed,Closed,Closed,Closed,Closed
394,13.13418948283355,10.425560305916786,Closed,Closed,Closed,Closed,Closed
395,13.167524989135158,11.24540546040344,Closed,Closed,Closed,Closed,Closed
396,13.200860495436766,12.412704026074982,Closed,Closed,Closed,Closed,Closed
397,13.234196001738374,7.817628279041078,Closed,Closed,Closed,Closed,Closed
398,13.267531508039982,11.430496489654333,Closed,Closed,Closed,Closed,Closed
399,13.30086701434159,18.48783383741859,Open,Closed,Closed,Closed,Closed
400,13.334202520643196,16.443145963602216,Open,Closed,Closed,Closed,Closed
401,13.367538026944809,15.909838177042287,Open,Closed,Closed,Closed,Closed
402,13.400873533246417,10.441627565034894,Closed,Closed,Closed,Closed,Closed
403,13.434209039548024,9.167542506933817,Closed,Closed,Closed,Closed,Closed
404,13.46754454584963,15.846859336148352,Open,Closed,Closed,Closed,Closed
405,13.500880052151238,41.39124658810903,Open,Open,Closed,Closed,Closed
406,13.534215558452846,38.58756276314948,Open,Open,Closed,Closed,Closed
407,13.567551064754454,27.92364105430611,Open,Closed,Closed,Closed,Closed
408,13.600886571056062,14.757048885304904,Closed,Closed,Closed,Closed,Closed
409,13.63422207735767,9.055385138137416,Closed,Closed,Closed,Closed,Closed
410,13.667557583659278,5.0918315032720445,Closed,Closed,Closed,Closed,Closed
411,13.700893089960886,3.509703342579951,Closed,Closed,Closed,Closed,Closed
412,13.734228596262492,3.845858161711116,Closed,Closed,Closed,Closed,Closed
413,13.7675641025641,4.303763067736173,Closed,Closed,Closed,Closed,Closed
414,13.80089960886571,4.547204984463721,Closed,Closed,Closed,Closed,Closed
415,13.83423511516732,6.826583859516503,Closed,Closed,Closed,Closed,Closed
416,13.867570621468928,7.937064759531511,Closed,Closed,Closed,Closed,Closed
417,13.900906127770536,10.579661869975752,Closed,Closed,Closed,Closed,Closed
418,13.934241634072142,13.38470495742755,Closed,Closed,Closed,Closed,Closed
419,13.96757714037375,8.327722470067165,Closed,Closed,Closed,Closed,Closed
420,14.000912646675358,10.448939078626712,Closed,Closed,Closed,Closed,Closed
421,14.034248152976966,16.564298958905567,Open,Closed,Closed,Closed,Closed
422,14.067583659278574,15.722251403319728,Closed,Closed,Closed,Closed,Closed
423,14.100919165580182,17.046945786730763,Open,Closed,Closed,Closed,Closed
424,14.13425467188179,17.643253772185126,Open,Closed,Closed,Closed,Closed
425,14.167590178183396,18.72415710802333,Open,Closed,Closed,Closed,Closed
426,14.200925684485004,36.102951083298954,Open,Open,Closed,Closed,Closed
427,14.234261190786611,17.59415969705699,Open,Closed,Closed,Closed,Closed
428,14.26759669708822,14.134045487052369,Closed,Closed,Closed,Closed,Closed
429,14.30093220338983,11.709445380166864,Closed,Closed,Closed,Closed,Closed
430,14.33426770969144,33.664635633074845,Open,Open,Closed,Closed,Closed
431,14.367603215993046,7.959059832446219,Closed,Closed,Closed,Closed,Closed
432,14.400938722294654,7.407040798703971,Closed,Closed,Closed,Closed,Closed
433,14.434274228596262,7.193317748071406,Closed,Closed,Closed,Closed,Closed
434,14.46760973489787,6.043045589766803,Closed,Closed,Closed,Closed,Closed
435,14.500945241199478,4.472570966522907,Closed,Closed,Closed,Closed,Closed
436,14.534280747501086,4.342978633914074,Closed,Closed,Closed,Closed,Closed
437,14.567616253802694,5.010448267045045,Closed,Closed,Closed,Closed,Closed
438,14.600951760104302,5.516860152112033,Closed,Closed,Closed,Closed,Closed
439,14.63428726640591,5.577246474151782,Closed,Closed,Closed,Closed,Closed
440,14.667622772707515,6.480054869452195,Closed,Closed,Closed,Closed,Closed
441,14.700958279009123,5.863506686267056,Closed,Closed,Closed,Closed,Closed
442,14.734293785310737,7.360678237838072,Closed,Closed,Closed,Closed,Closed
443,14.767629291612344,7.954906849638489,Closed,Closed,Closed,Closed,Closed
444,14.80096479791395,8.794923816128646,Closed,Closed,Closed,Closed,Closed
445,14.834300304215558,13.336247273107972,Closed,Closed,Closed,Closed,Closed
446,14.867635810517166,8.972560911750252,Closed,Closed,Closed,Closed,Closed
447,14.900971316818774,5.8366319216950036,Closed,Closed,Closed,Closed,Closed
448,14.934306823120382,6.855380927037114,Closed,Closed,Closed,Closed,Closed
449,14.96764232942199,4.67501542572527,Closed,Closed,Closed,Closed,Closed
450,15.000977835723598,5.184125696360843,Closed,Closed,Closed,Closed,Closed
451,15.034313342025206,5.670317451430739,Closed,Closed,Closed,Closed,Closed
452,15.067648848326812,6.923266853994863,Closed,Closed,Closed,Closed,Closed
453,15.10098435462842,9.611691598496876,Closed,Closed,Closed,Closed,Closed
454,15.13431986093003,13.475947316213588,Closed,Closed,Closed,Closed,Closed
455,15.167655367231635,18.250547230886095,Open,Closed,Closed,Closed,Closed
456,15.200990873533248,14.51498989000162,Closed,Closed,Closed,Closed,Closed
457,15.234326379834854,9.032801998070118,Closed,Closed,Closed,Closed,Closed
458,15.267661886136462,11.288183065625615,Closed,Closed,Closed,Closed,Closed
459,15.30099739243807,11.666190466471903,Closed,Closed,Closed,Closed,Closed
460,15.334332898739678,17.93008100589757,Open,Closed,Closed,Closed,Closed
461,15.367668405041286,22.433575419946973,Open,Closed,Closed,Closed,Closed
462,15.401003911342894,14.40111106824748,Closed,Closed,Closed,Closed,Closed
463,15.434339417644502,11.806777714516352,Closed,Closed,Closed,Closed,Closed
464,15.46767492394611,9.628449057350826,Closed,Closed,Closed,Closed,Closed
465,15.501010430247716,5.081499867527903,Closed,Closed,Closed,Closed,Closed
466,15.534345936549323,4.244370259423954,Closed,Closed,Closed,Closed,Closed
467,15.567681442850931,4.895936039400128,Closed,Closed,Closed,Closed,Closed
468,15.60101694915254,3.949950248953249,Closed,Closed,Closed,Closed,Closed
469,15.63435245545415,5.244348852639278,Closed,Closed,Closed,Closed,Closed
470,15.66768796175576,6.919802263528679,Closed,Closed,Closed,Closed,Closed
471,15.701023468057366,8.37156358890482,Closed,Closed,Closed,Closed,Closed
472,15.734358974358974,6.381222453417527,Closed,Closed,Closed,Closed,Closed
473,15.767694480660582,6.371084919849563,Closed,Closed,Closed,Closed,Closed
474,15.80102998696219,7.733846568119386,Closed,Closed,Closed,Closed,Closed
475,15.834365493263798,12.00872190157644,Closed,Closed,Closed,Closed,Closed
476,15.867700999565406,9.98306492846028,Closed,Closed,Closed,Closed,Closed
477,15.901036505867014,16.870960563786152,Open,Closed,Closed,Closed,Closed
478,15.93437201216862,11.02484330098713,Closed,Closed,Closed,Closed,Closed
479,15.96770751847023,16.945676832241084,Open,Closed,Closed,Closed,Closed
480,16.00104302477184,13.03689664595464,Closed,Closed,Closed,Closed,Closed
481,16.034378531073447,19.33520105920805,Open,Closed,Closed,Closed,Closed
482,16.067714037375055,39.48193928129373,Open,Open,Closed,Closed,Closed
483,16.101049543676663,27.76476819534383,Open,Closed,Closed,Closed,Closed
484,16.13438504997827,20.708985222977905,Open,Closed,Closed,Closed,Closed
485,16.16772055627988,13.11333136390061,Closed,Closed,Closed,Closed,Closed
486,16.201056062581486,11.139569111954014,Closed,Closed,Closed,Closed,Closed
487,16.234391568883094,9.826906603057443,Closed,Closed,Closed,Closed,Closed
488,16.267727075184702,5.251091743346465,Closed,Closed,Closed,Closed,Closed
489,16.30106258148631,4.047822345966746,Closed,Closed,Closed,Closed,Closed
490,16.334398087787918,4.447078510270229,Closed,Closed,Closed,Closed,Closed
491,16.367733594089525,5.0331739724240006,Closed,Closed,Closed,Closed,Closed
492,16.401069100391133,5.813776741499453,Closed,Closed,Closed,Closed,Closed
493,16.43440460669274,7.86540624409289,Closed,Closed,Closed,Closed,Closed
494,16.46774011299435,6.893940462053587,Closed,Closed,Closed,Closed,Closed
495,16.501075619295957,6.660330322138686,Closed,Closed,Closed,Closed,Closed
496,16.534411125597565,7.085624198864905,Closed,Closed,Closed,Closed,Closed
497,16.567746631899173,7.703590016693461,Closed,Closed,Closed,Closed,Closed
498,16.60108213820078,11.580725691733218,Closed,Closed,Closed,Closed,Closed
499,16.63441764450239,11.103086214649188,Closed,Closed,Closed,Closed,Closed
500,16.667753150803996,13.102597024273008,Closed,Closed,Closed,Closed,Closed
501,16.701088657105604,8.908860110111647,Closed,Closed,Closed,Closed,Closed
502,16.734424163407212,8.094360014673876,Closed,Closed,Closed,Closed,Closed
503,16.767759669708823,10.285434552532346,Closed,Closed,Closed,Closed,Closed
504,16.80109517601043,10.826166558525744,Closed,Closed,Closed,Closed,Closed
505,16.83443068231204,14.460804433532209,Closed,Closed,Closed,Closed,Closed
506,16.867766188613647,9.718349074036814,Closed,Closed,Closed,Closed,Closed
507,16.901101694915255,7.986529500687175,Closed,Closed,Closed,Closed,Closed
508,16.934437201216863,12.432011635081338,Closed,Closed,Closed,Closed,Closed
509,16.96777270751847,7.105462919879685,Closed,Closed,Closed,Closed,Closed
510,17.00110821382008,5.070862993449456,Closed,Closed,Closed,Closed,Closed
511,17.034443720121686,5.183895302887209,Closed,Closed,Closed,Closed,Closed
512,17.067779226423294,5.7390234824876245,Closed,Closed,Closed,Closed,Closed
513,17.101114732724902,5.085826987564905,Closed,Closed,Closed,Closed,Closed
514,17.13445023902651,4.629491885936428,Closed,Closed,Closed,Closed,Closed
515,17.167785745328118,5.9267541786664,Closed,Closed,Closed,Closed,Closed
516,17.201121251629726,7.317152723696592,Closed,Closed,Closed,Closed,Closed
517,17.234456757931333,6.651044861417856,Closed,Closed,Closed,Closed,Closed
518,17.26779226423294,6.649751875070227,Closed,Closed,Closed,Closed,Closed
519,17.30112777053455,7.658223892960234,Closed,Closed,Closed,Closed,Closed
520,17.334463276836157,8.855297261682422,Closed,Closed,Closed,Closed,Closed
521,17.367798783137765,9.651460248662213,Closed,Closed,Closed,Closed,Closed
522,17.401134289439373,15.260911664661498,Closed,Closed,Closed,Closed,Closed
523,17.43446979574098,10.354243857165937,Closed,Closed,Closed,Closed,Closed
524,17.46780530204259,12.319292076452982,Closed,Closed,Closed,Closed,Closed
525,17.501140808344196,8.352526915990929,Closed,Closed,Closed,Closed,Closed
526,17.534476314645804,9.885834801863206,Closed,Closed,Closed,Closed,Closed
527,17.567811820947412,17.9970617259938,Open,Closed,Closed,Closed,Closed
528,17.60114732724902,9.62915303831516,Closed,Closed,Closed,Closed,Closed
529,17.634482833550628,21.15940897651194,Open,Closed,Closed,Closed,Closed
530,17.667818339852236,15.32222215617822,Closed,Closed,Closed,Closed,Closed
531,17.701153846153847,14.604344738669436,Closed,Closed,Closed,Closed,Closed
532,17.734489352455455,8.882761297922062,Closed,Closed,Closed,Closed,Closed
533,17.767824858757063,5.29691654085321,Closed,Closed,Closed,Closed,Closed
534,17.80116036505867,4.880366791768582,Closed,Closed,Closed,Closed,Closed
535,17.83449587136028,4.415162345439335,Closed,Closed,Closed,Closed,Closed
536,17.867831377661886,5.468965993777607,Closed,Closed,Closed,Closed,Closed
537,17.901166883963494,4.34957866319791,Closed,Closed,Closed,Closed,Closed
538,17.934502390265102,3.964078114541256,Closed,Closed,Closed,Closed,Closed
539,17.96783789656671,4.0497977812435915,Closed,Closed,Closed,Closed,Closed
540,18.001173402868318,5.292900235164865,Closed,Closed,Closed,Closed,Closed
541,18.03450890916993,6.733966993935287,Closed,Closed,Closed,Closed,Closed
542,18.067844415471537,6.5601738875777835,Closed,Closed,Closed,Closed,Closed
543,18.10117992177314,7.975443079082963,Closed,Closed,Closed,Closed,Closed
544,18.13451542807475,10.30494915452589,Closed,Closed,Closed,Closed,Closed
545,18.167850934376357,9.164894659386274,Closed,Closed,Closed,Closed,Closed
546,18.201186440677965,11.886253357047568,Closed,Closed,Closed,Closed,Closed
547,18.234521946979573,16.93062768612416,Open,Closed,Closed,Closed,Closed
548,18.26785745328118,9.709983716968006,Closed,Closed,Closed,Closed,Closed
549,18.30119295958279,18.683926485374833,Open,Closed,Closed,Closed,Closed
550,18.334528465884397,16.13643750598673,Open,Closed,Closed,Closed,Closed
551,18.367863972186004,14.034621057773313,Closed,Closed,Closed,Closed,Closed
552,18.401199478487612,16.27051038525594,Open,Closed,Closed,Closed,Closed
553,18.43453498478922,24.85196169319436,Open,Closed,Closed,Closed,Closed
554,18.467870491090828,18.933940890555743,Open,Closed,Closed,Closed,Closed
555,18.501205997392436,23.34818903115363,Open,Closed,Closed,Closed,Closed
556,18.534541503694044,21.147467569791537,Open,Closed,Closed,Closed,Closed
557,18.56787700999565,20.406034646643135,Open,Closed,Closed,Closed,Closed
558,18.601212516297263,13.763648372758064,Closed,Closed,Closed,Closed,Closed
559,18.63454802259887,6.684803507818636,Closed,Closed,Closed,Closed,Closed
560,18.66788352890048,4.565303477535293,Closed,Closed,Closed,Closed,Closed
561,18.701219035202087,4.5680802874898525,Closed,Closed,Closed,Closed,Closed
562,18.734554541503694,4.719686692766387,Closed,Closed,Closed,Closed,Closed
563,18.767890047805302,5.616042743982316,Closed,Closed,Closed,Closed,Closed
564,18.80122555410691,6.027234550423869,Closed,Closed,Closed,Closed,Closed
565,18.83456106040852,5.587289881434297,Closed,Closed,Closed,Closed,Closed
566,18.86789656671013,6.953938808852503,Closed,Closed,Closed,Closed,Closed
567,18.901232073011737,7.449722546046389,Closed,Closed,Closed,Closed,Closed
568,18.93456757931334,9.620637975881449,Closed,Closed,Closed,Closed,Closed
569,18.96790308561495,13.384375571313075,Closed,Closed,Closed,Closed,Closed
570,19.001238591916557,54.42637935074103,Open,Open,Open,Closed,Closed
571,19.034574098218165,46.07481838150736,Open,Open,Open,Closed,Closed
572,19.067909604519773,22.79383301530069,Open,Closed,Closed,Closed,Closed
573,19.10124511082138,15.204273565038314,Closed,Closed,Closed,Closed,Closed
574,19.13458061712299,21.54606406544659,Open,Closed,Closed,Closed,Closed
575,19.167916123424597,14.405294165687836,Closed,Closed,Closed,Closed,Closed
576,19.201251629726205,31.400636936215164,Open,Open,Closed,Closed,Closed
577,19.234587136027812,13.41640786499874,Closed,Closed,Closed,Closed,Closed
578,19.26792264232942,14.07031826964658,Closed,Closed,Closed,Closed,Closed
579,19.301258148631028,14.306018389550676,Closed,Closed,Closed,Closed,Closed
580,19.334593654932636,18.19663834500272,Open,Closed,Closed,Closed,Closed
581,19.367929161234244,8.948022915368496,Closed,Closed,Closed,Closed,Closed
582,19.40126466753585,6.558688393468847,Closed,Closed,Closed,Closed,Closed
583,19.43460017383746,6.223631053467184,Closed,Closed,Closed,Closed,Closed
584,19.467935680139068,6.870727512550919,Closed,Closed,Closed,Closed,Closed
585,19.50127118644068,6.828700281970472,Closed,Closed,Closed,Closed,Closed
586,19.534606692742287,12.098217385438462,Closed,Closed,Closed,Closed,Closed
587,19.567942199043895,6.6939265193349895,Closed,Closed,Closed,Closed,Closed
588,19.601277705345503,10.514562121054324,Closed,Closed,Closed,Closed,Closed
589,19.63461321164711,6.460753011822134,Closed,Closed,Closed,Closed,Closed
590,19.66794871794872,8.563221772398967,Closed,Closed,Closed,Closed,Closed
591,19.70128422425033,11.202467720054717,Closed,Closed,Closed,Closed,Closed
592,19.734619730551938,7.847702419204864,Closed,Closed,Closed,Closed,Closed
593,19.767955236853545,11.074381309914331,Closed,Closed,Closed,Closed,Closed
594,19.80129074315515,8.671620810511536,Closed,Closed,Closed,Closed,Closed
595,19.83462624945676,8.194578153334746,Closed,Closed,Closed,Closed,Closed
596,19.867961755758365,11.080097425201869,Closed,Closed,Closed,Closed,Closed
597,19.901297262059973,7.205082063874762,Closed,Closed,Closed,Closed,Closed
598,19.93463276836158,6.74422830163803,Closed,Closed,Closed,Closed,Closed
599,19.96796827466319,7.68200033212995,Closed,Closed,Closed,Closed,Closed
600,20.001303780964797,12.804631188818238,Closed,Closed,Closed,Closed,Closed
601,20.034639287266405,9.229269297442016,Closed,Closed,Closed,Closed,Closed
602,20.067974793568013,9.202966619226356,Closed,Closed,Closed,Closed,Closed
603,20.10131029986962,16.786951007789682,Open,Closed,Closed,Closed,Closed
604,20.13464580617123,24.071731883312193,Open,Closed,Closed,Closed,Closed
605,20.167981312472836,25.394992820974732,Open,Closed,Closed,Closed,Closed
606,20.201316818774444,15.68267049472614,Closed,Closed,Closed,Closed,Closed
607,20.234652325076052,26.68541007950058,Open,Closed,Closed,Closed,Closed
608,20.26798783137766,43.17542874203826,Open,Open,Closed,Closed,Closed
609,20.301323337679268,23.032084644619623,Open,Closed,Closed,Closed,Closed
610,20.334658843980876,13.574883301428374,Closed,Closed,Closed,Closed,Closed
611,20.367994350282483,24.120745113440965,Open,Closed,Closed,Closed,Closed
612,20.401329856584095,23.622388562110107,Open,Closed,Closed,Closed,Closed
613,20.434665362885703,35.83079895629113,Open,Open,Closed,Closed,Closed
614,20.46800086918731,18.278646309042944,Open,Closed,Closed,Closed,Closed
615,20.50133637548892,19.75169389608663,Open,Closed,Closed,Closed,Closed
616,20.534671881790526,10.225611958789584,Closed,Closed,Closed,Closed,Closed
617,20.568007388092138,18.13862220193738,Open,Closed,Closed,Closed,Closed
618,20.601342894393746,19.66917749195112,Open,Closed,Closed,Closed,Closed
619,20.63467840069535,17.317594595347455,Open,Closed,Closed,Closed,Closed
620,20.66801390699696,12.939281278339998,Closed,Closed,Closed,Closed,Closed
621,20.70134941329857,25.545372139310267,Open,Closed,Closed,Closed,Closed
622,20.734684919600173,13.74615425334507,Closed,Closed,Closed,Closed,Closed
623,20.76802042590178,19.687841707792938,Open,Closed,Closed,Closed,Closed
624,20.80135593220339,11.089322653935042,Closed,Closed,Closed,Closed,Closed
625,20.834691438504997,9.298606798751631,Closed,Closed,Closed,Closed,Closed
626,20.868026944806605,11.949502010150812,Closed,Closed,Closed,Closed,Closed
627,20.901362451108213,20.558757258161297,Open,Closed,Closed,Closed,Closed
628,20.93469795740982,21.405414754727783,Open,Closed,Closed,Closed,Closed
629,20.96803346371143,17.65099692107198,Open,Closed,Closed,Closed,Closed
630,21.001368970013036,13.48428131924832,Closed,Closed,Closed,Closed,Closed
631,21.034704476314644,11.738415268386976,Closed,Closed,Closed,Closed,Closed
632,21.068039982616252,9.95459490544661,Closed,Closed,Closed,Closed,Closed
633,21.10137548891786,10.635571663779274,Closed,Closed,Closed,Closed,Closed
634,21.134710995219468,10.483590051950642,Closed,Closed,Closed,Closed,Closed
635,21.168046501521076,9.773292248741482,Closed,Closed,Closed,Closed,Closed
636,21.201382007822684,7.146159177339132,Closed,Closed,Closed,Closed,Closed
637,21.23471751412429,5.4083269131959835,Closed,Closed,Closed,Closed,Closed
638,21.2680530204259,4.746345734766382,Closed,Closed,Closed,Closed,Closed
639,21.30138852672751,4.202173835914576,Closed,Closed,Closed,Closed,Closed
640,21.33472403302912,3.665543192563924,Closed,Closed,Closed,Closed,Closed
641,21.368059539330726,3.1483324734241265,Closed,Closed,Closed,Closed,Closed
642,21.401395045632334,3.005711765277318,Closed,Closed,Closed,Closed,Closed
643,21.434730551933946,2.668211163211346,Closed,Closed,Closed,Closed,Closed
644,21.46806605823555,3.20265197850648,Closed,Closed,Closed,Closed,Closed
645,21.50140156453716,3.93415314592731,Closed,Closed,Closed,Closed,Closed
646,21.53473707083877,7.109672654593489,Closed,Closed,Closed,Closed,Closed
647,21.568072577140377,13.478310905483106,Closed,Closed,Closed,Closed,Closed
648,21.60140808344198,23.138712150852307,Open,Closed,Closed,Closed,Closed
649,21.63474358974359,22.262560985242057,Open,Closed,Closed,Closed,Closed
650,21.668079096045197,28.649692459933675,Open,Closed,Closed,Closed,Closed
651,21.701414602346805,19.408095148761273,Open,Closed,Closed,Closed,Closed
652,21.734750108648413,13.64909347938495,Closed,Closed,Closed,Closed,Closed
653,21.76808561495002,28.578091557575547,Open,Closed,Closed,Closed,Closed
654,21.80142112125163,34.296878313761525,Open,Open,Closed,Closed,Closed
655,21.834756627553237,16.260381299342278,Open,Closed,Closed,Closed,Closed
656,21.868092133854844,17.612808100195487,Open,Closed,Closed,Closed,Closed
657,21.901427640156452,15.37012933948211,Closed,Closed,Closed,Closed,Closed
658,21.93476314645806,22.450286960646732,Open,Closed,Closed,Closed,Closed
659,21.968098652759668,14.861750287958063,Closed,Closed,Closed,Closed,Closed
660,22.001434159061276,17.261005407921864,Open,Closed,Closed,Closed,Closed
661,22.034769665362884,40.65095324835569,Open,Open,Closed,Closed,Closed
662,22.06810517166449,17.222238663633597,Open,Closed,Closed,Closed,Closed
663,22.1014406779661,26.79013085281801,Open,Closed,Closed,Closed,Closed
664,22.134776184267707,21.172481493739458,Open,Closed,Closed,Closed,Closed
665,22.168111690569315,12.496399481450643,Closed,Closed,Closed,Closed,Closed
666,22.201447196870923,12.22624766948027,Closed,Closed,Closed,Closed,Closed
667,22.234782703172534,22.649827943769303,Open,Closed,Closed,Closed,Closed
668,22.268118209474142,13.239581445571933,Closed,Closed,Closed,Closed,Closed
669,22.30145371577575,9.86803165684463,Closed,Closed,Closed,Closed,Closed
670,22.33478922207736,21.563176673099303,Open,Closed,Closed,Closed,Closed
671,22.36812472837897,13.594669135427097,Closed,Closed,Closed,Closed,Closed
672,22.401460234680577,11.01642130918832,Closed,Closed,Closed,Closed,Closed
673,22.43479574098218,17.452951171282063,Open,Closed,Closed,Closed,Closed
674,22.46813124728379,8.480697036342132,Closed,Closed,Closed,Closed,Closed
675,22.501466753585397,11.832340153337103,Closed,Closed,Closed,Closed,Closed
676,22.534802259887005,16.12761606685873,Open,Closed,Closed,Closed,Closed
677,22.568137766188613,32.389177567968765,Open,Open,Closed,Closed,Closed
678,22.60147327249022,14.697383164884316,Closed,Closed,Closed,Closed,Closed
679,22.63480877879183,11.749788173575464,Closed,Closed,Closed,Closed,Closed
680,22.668144285093437,13.130308450299252,Closed,Closed,Closed,Closed,Closed
681,22.701479791395045,15.188017055197347,Closed,Closed,Closed,Closed,Closed
682,22.734815297696652,10.684427761327733,Closed,Closed,Closed,Closed,Closed
683,22.76815080399826,11.351280214143248,Closed,Closed,Closed,Closed,Closed
684,22.801486310299868,13.277424449041312,Closed,Closed,Closed,Closed,Closed
685,22.834821816601476,19.966129856920563,Open,Closed,Closed,Closed,Closed
686,22.868157322903084,30.841355177572684,Open,Open,Closed,Closed,Closed
687,22.90149282920469,17.957320137889546,Open,Closed,Closed,Closed,Closed
688,22.9348283355063,14.342595970451011,Closed,Closed,Closed,Closed,Closed
689,22.968163841807907,16.53337409654767,Open,Closed,Closed,Closed,Closed
690,23.001499348109515,17.476852318780892,Open,Closed,Closed,Closed,Closed
691,23.034834854411123,25.35818873360352,Open,Closed,Closed,Closed,Closed
692,23.06817036071273,16.103988994608187,Open,Closed,Closed,Closed,Closed
693,23.10150586701434,15.99324857557088,Open,Closed,Closed,Closed,Closed
694,23.13484137331595,14.602578338007538,Closed,Closed,Closed,Closed,Closed
695,23.16817687961756,8.69689341409792,Closed,Closed,Closed,Closed,Closed
696,23.20151238591917,15.828163798456508,Open,Closed,Closed,Closed,Closed
697,23.234847892220778,17.98316520441357,Open,Closed,Closed,Closed,Closed
698,23.268183398522385,11.859806989747394,Closed,Closed,Closed,Closed,Closed
699,23.30151890482399,11.601272328958364,Closed,Closed,Closed,Closed,Closed
700,23.3348544111256,12.934234273572397,Closed,Closed,Closed,Closed,Closed
701,23.368189917427205,14.834446764568291,Closed,Closed,Closed,Closed,Closed
702,23.401525423728813,14.75864382548639,Closed,Closed,Closed,Closed,Closed
703,23.43486093003042,15.963207697702869,Open,Closed,Closed,Closed,Closed
704,23.46819643633203,24.789300796155263,Open,Closed,Closed,Closed,Closed
705,23.501531942633637,13.233427201810496,Closed,Closed,Closed,Closed,Closed
706,23.534867448935245,23.71708245126284,Open,Closed,Closed,Closed,Closed
707,23.568202955236853,18.392329318979087,Open,Closed,Closed,Closed,Closed
708,23.60153846153846,12.460278351038788,Closed,Closed,Closed,Closed,Closed
709,23.63487396784007,15.894374713746489,Open,Closed,Closed,Closed,Closed
710,23.668209474141676,22.37777258536589,Open,Closed,Closed,Closed,Closed
711,23.701544980443284,13.569133623162426,Closed,Closed,Closed,Closed,Closed
712,23.734880486744892,15.888108760957047,Open,Closed,Closed,Closed,Closed
713,23.7682159930465,15.606408939919524,Closed,Closed,Closed,Closed,Closed
714,23.801551499348108,16.610210190386134,Open,Closed,Closed,Closed,Closed
715,23.834887005649716,12.701574705523718,Closed,Closed,Closed,Closed,Closed
716,23.868222511951323,18.925550734079977,Open,Closed,Closed,Closed,Closed
717,23.90155801825293,16.200521490116426,Open,Closed,Closed,Closed,Closed
718,23.93489352455454,10.105184515799833,Closed,Closed,Closed,Closed,Closed
719,23.968229030856147,13.347132499003145,Closed,Closed,Closed,Closed,Closed
720,24.001564537157755,6.558662851081811,Closed,Closed,Closed,Closed,Closed
721,24.034900043459366,4.2590177589037035,Closed,Closed,Closed,Closed,Closed
722,24.068235549760978,2.938953698237179,Closed,Closed,Closed,Closed,Closed
723,24.101571056062586,2.3439669439825206,Closed,Closed,Closed,Closed,Closed
724,24.13490656236419,1.781224765313166,Closed,Closed,Closed,Closed,Closed
725,24.1682420686658,1.7823061983327628,Closed,Closed,Closed,Closed,Closed
