frame,timestamp,aspect_ratio_nose_to_lips_lips_to_chin,aspect_ratio_between_lips_to_mouth_width,aspect_ratio_top_lip_heigh_to_mouth_width,aspect_ratio_bottom_lip_heigh_to_mouth_width,aspect_ratio__mouth_width__nose_to_chin,aspect_ratio__mouth_width__outside_lips,aspect_ratio__mouth_width__inside_lips,anchor_to_top_lip_top,anchor_to_bottom_lip_bottom,anchor_to_top_lip_bottom,anchor_to_bottom_lip_top,anchor_to_top_lip_top_center,anchor_to_top_lip_bottom_center,anchor_to_bottom_lip_top_center,anchor_to_bottom_lip_bottom_center,anchor_to_chin,anchor_to_nose
300,10.000651890482398,0.4271320367796154,0.08682653084011699,0.1034371124845244,0.16649099687696348,0.6860166525719235,0.6860166525719235,11.517217034058488,74.85626465378687,68.33652203975963,65.82230235987419,63.19005306147821,93.71497685038958,88.6758832438278,87.15306731507428,91.4632861615892,184.08098144823072,126.70832032063167
301,10.033987396784006,0.42371359860703584,0.050821647591635946,0.13481236289325355,0.1747944670389945,0.6849219810966625,0.6849219810966625,19.676654484625104,78.73534186398687,68.55398277232611,67.35431637774131,65.3609473923966,97.07317760803289,90.254441424099,89.25181037272947,92.75217222636087,185.9298143471125,131.7066736943628
302,10.067322903085614,0.42782457888897446,0.08389564590979952,0.13864284024178475,0.20463038190192462,0.6192277148392179,0.6192277148392179,11.919569712534916,75.61821107832415,70.76456072816697,64.79866363527069,63.127796715857116,90.68671308342272,84.46207614033321,83.68200973159858,91.34342997764385,194.2485519092396,126.48275605729691
303,10.100658409387222,0.46727500004066,0.14960951684810156,0.1178062430774103,0.19611613513818404,0.5543703087246669,0.5543703087246669,6.684066769731629,72.73431243164646,64.38934276701272,62.075221420519,57.3289034011631,86.34388988869902,79.73237838226294,76.88703307796916,83.2775246488598,188.57549143961336,130.1495081500635
304,10.13399391568883,0.5347756139033446,0.2225425672511228,0.11636114252239914,0.18398312075512582,0.52960568060521,0.52960568060521,4.493522351036662,73.34113435783942,64.69717531419835,61.679755516609916,56.52072269684993,85.29661903651063,78.22190900166532,74.61638125684533,82.22388752045748,183.19337500358972,134.8990661679567
305,10.167329421990438,0.5765646124934959,0.22784754919157985,0.11409037050432976,0.19977702319120125,0.5079178777264037,0.5079178777264037,4.388899523159564,73.93638638431267,58.68749617588534,60.98651474377532,52.69512215107086,84.2633588481511,76.56488670180411,70.28270931514427,76.56431240898796,172.8163982514677,138.95376428235238
306,10.200664928292047,0.5916562831351503,0.23153279721775588,0.09843111002645295,0.18287474183037922,0.522602088554059,0.522602088554059,4.31904253745746,69.56148074239954,59.1037978085221,59.45034558110866,51.89435686763412,82.29237172914426,76.23291716664178,71.58364773663389,78.51554721102013,173.69605415775004,135.55671477612884
307,10.234000434593655,0.6833316535624048,0.1471737676292638,0.09911197057469108,0.1687816040404743,0.5410022501790847,0.5410022501790847,6.794689135899797,66.33932831096762,56.15880228159771,57.624689052802225,52.74733660120653,79.56410734143071,74.3724487643032,71.34423733169318,75.3779791764824,162.4506074065864,137.74391419207012
308,10.267335940895263,0.6245020608941172,0.1380951493365001,0.09229798978807133,0.14526769325181252,0.5564529907121855,0.5564529907121855,7.241383964640738,67.6555501589661,61.1639606672125,59.62520611535822,56.93931644037051,82.00273478054001,77.84380533093731,76.15119107742579,80.48650455338259,176.9512870426276,136.67960922510804
309,10.300671447196873,0.5491975661587697,0.1668659776914431,0.08036006340884212,0.14229164972072997,0.5670754229542134,0.5670754229542134,5.992833373434159,72.35285435197835,68.22156602182403,64.78799074053191,62.0399714198982,86.96764205733932,83.14484199291475,81.61020534952846,87.2768958791579,193.39736859408757,136.9144406566368
310,10.33400695349848,0.5242790957595864,0.14892511161210178,0.08891551021246105,0.15377886574828506,0.6070199840958134,0.6070199840958134,6.714784291078141,73.9610119542829,71.4375204943397,67.24241217237726,65.4925884417975,90.05621050473945,86.02153963079202,85.03809815226387,91.70189163601042,193.90530939182975,134.1557924992576
311,10.367342459800089,0.5131845370806806,0.13024257658254168,0.09828305769485603,0.12528680726040908,0.6779918321495789,0.6779918321495789,7.677980782008306,78.05616103151988,78.04530575983495,71.67252531375082,71.52421327747297,96.85687609153777,92.86986754474057,92.9775449844771,98.8024063963956,195.12314588662548,135.99407406880022
312,10.400677966101696,0.4813107256396577,0.08417803253743684,0.08988061170044392,0.14711841510338786,0.7360540221822446,0.7360540221822446,11.879583899222945,77.59015958735344,77.42581723016079,71.94720291842785,71.39087296526012,99.0098390446523,95.74341360508063,95.41659847240388,101.16682419548928,192.71314730071728,131.99211905379082
313,10.434013472403302,0.45494443405590607,0.08509926310317464,0.09569757179767491,0.1543076979438323,0.7269204471417811,0.7269204471417811,11.750983070060155,78.06359951349323,77.41195545002483,72.5986052404958,71.319206502675,98.41130192976988,94.76910347550583,94.35871324805669,100.39387091636286,193.7339776630746,130.20341055186512
314,10.46734897870491,0.5,0.0697692958446347,0.08553186902564927,0.1594870788061965,0.7395279385735923,0.7395279385735923,14.33295245270704,77.33549763860707,79.4561524229488,72.06946236758715,71.96851530065652,96.72005920951261,94.42174352461245,94.56776670494915,101.53260243053145,192.74536941892438,128.24196593781812
315,10.500684485006518,0.47006969402566184,0.02227760307766751,0.11563866747083802,0.16876499466703235,0.742994379176153,0.742994379176153,44.88813255688462,76.26559576440276,78.168475785955,70.73838247334103,71.25111723513834,97.68685771218443,95.22237694689525,95.28364412626055,101.64319588337631,194.98654229685013,127.72405655078788
316,10.534019991308126,0.47832183075720086,0.060307532348062895,0.09233160014506009,0.16262918798893639,0.729765781957004,0.729765781957004,16.581676634164594,75.56293365132831,74.7991463613133,69.67443575356876,68.73978939423085,95.83325977885849,92.97481773956568,92.77619687668034,98.74240897283906,190.4166040703323,127.57533911266177
317,10.567355497609734,0.4748027345766745,0.029057678621875745,0.10308805588455525,0.16761989870876756,0.726905066654091,0.726905066654091,34.41431137748083,73.6867776211211,73.39101497972003,68.26549190084312,67.68665077777604,95.5211012382905,92.75028354068527,92.67006960325979,98.1133163966404,191.0182214942109,127.48541489395568
318,10.600691003911342,0.4652625372267391,0.04894053365140968,0.10669643783514401,0.1649008500635099,0.7441928510019605,0.7441928510019605,20.432960684955592,77.03362614163757,77.0117632359636,70.96852488044559,70.67110050643682,97.54479346758535,94.33741612420411,94.27058232936398,100.46208476393767,191.23682585667834,127.95550559063673
319,10.63402651021295,0.4580021083306285,0.06633002563145932,0.0993042520042446,0.1546284037924424,0.7176111980007396,0.7176111980007396,15.076128653351754,75.39052453942472,71.94768519136414,68.28536055243511,67.23418786683177,95.12358310319803,91.36509764628502,90.78529486090272,95.52299643560107,186.8621362261474,127.6000845396243
320,10.66736201651456,0.42675627276713657,0.09475936999065224,0.11824410547297981,0.17360375331792555,0.6962948853418766,0.6962948853418766,10.553046100862083,76.69232543286594,74.27814204424325,68.41289281228366,66.77688110793963,95.49443130024419,90.43621848444099,89.86972477925366,96.92239497640354,190.7943594430521,126.51586503901635
321,10.700697522816167,0.4330442844532104,0.06155880480318359,0.09971766363910614,0.16005289248827737,0.7203941170242627,0.7203941170242627,16.24462988190251,75.03397667219146,73.03668466778785,68.33583161108913,67.20600783849063,94.53568239486191,91.17226576791909,90.8611094227018,96.33872908702196,190.20748814618258,124.36124840923624
322,10.734033029117777,0.4176403981400463,0.06832091307714865,0.10311203015046502,0.14901078463793038,0.6979306149253278,0.6979306149253278,14.63680672520858,74.34015546351648,69.21466464544221,66.59825176299354,65.19574887531851,93.01077199879097,88.69555945875362,87.82175777328283,91.56312088227884,185.71908978301013,124.62176499068491
323,10.767368535419385,0.36139201687271116,0.0844016951475582,0.12117521977781749,0.1714736507740807,0.6532415473393358,0.6532415473393358,11.848103266785285,71.8706857993242,66.28030957125154,63.07577605735856,61.252446300636024,89.13263051339834,83.8695289642057,82.95071769405399,88.19234492492174,189.4223425427396,117.76720037379722
324,10.80070404172099,0.3939712298724109,0.09599443248436917,0.12727183906097184,0.1756371873581912,0.6345666404752779,0.6345666404752779,10.417270815813517,73.98264089996445,67.11967258456993,63.405862427125314,61.20514576131119,90.62738244778625,84.55874151372882,83.35530448661441,88.93184652953889,190.53613366872338,123.54250008016231
325,10.8340395480226,0.4716670247209376,0.07055877530493418,0.14111755060986836,0.19416377317988712,0.640502562281542,0.640502562281542,14.172581591422123,78.2658892532696,69.1140314225709,66.56401102029204,64.79032373200077,93.86923225904985,86.61109048527516,85.37801912266056,90.69531906161676,184.7485175875458,133.2765111477858
326,10.867375054324206,0.5089258539923851,0.17405966733757666,0.1164348756508762,0.18104342435227702,0.5628517734728435,0.5628517734728435,5.745156332285579,73.0000013131355,65.99817621491113,62.92029346142803,58.34226094278895,87.24069494631115,80.60227853013023,78.01196832640348,85.24558397238005,184.9669958920012,133.32561725017047
327,10.900710560625814,0.53222686487177,0.14690512762678617,0.10095089302501375,0.17919097151157656,0.5825952864722,0.5825952864722,6.807114333956464,75.30270051481116,68.0013165806496,65.85777936467976,61.71266860657849,89.97524832660898,84.34726621001937,81.75579039803353,88.11641231146143,187.67194699043955,137.90775206953688
328,10.934046066927422,0.5669083184706735,0.12460974899667572,0.09060408219050474,0.1698470355610229,0.5899590501017027,0.5899590501017027,8.025054283888153,71.37747848840185,64.85726573179397,62.85313880381591,59.80345198064067,86.95036514094727,82.44773907368244,80.37428765163638,85.65088343344937,182.22988266932524,135.74586781487986
329,10.96738157322903,0.6431447535650198,0.12611854145931028,0.08855953749514248,0.16150508176095896,0.5798492886444241,0.5798492886444241,7.929048246427991,67.66968178491626,60.00874304397428,59.65264343779934,56.24234552227863,82.01590937150272,77.65565085798752,75.32714374920225,79.41500627299337,166.18527342880327,135.22934089774657
330,11.000717079530638,0.5814983424544381,0.1721663545837836,0.10099543782835943,0.19429104026100907,0.5598784080021356,0.5598784080021356,5.808335794862617,66.57234389558931,65.39645986134204,58.276621412627634,55.48706608127149,82.28564391299514,77.5940182652204,76.28093070328556,84.98265144980732,181.40531804507606,129.924802795354
331,11.034052585832246,0.46956035848789673,0.14283721231498495,0.07879042331390741,0.13786743122056683,0.6161646107135897,0.6161646107135897,7.0009767328334425,69.66887258652258,69.79753891797489,64.18110486975822,63.05678581003796,88.833579192157,85.74650824366076,85.3279939960265,91.22567879685747,198.24769352768118,127.4433740997193
332,11.067388092133854,0.50701976933913,0.11906376412845995,0.07788304883800203,0.13170183749279157,0.6202403335427483,0.6202403335427483,8.398860957571296,72.30959366793194,68.92120655590182,66.00279520101157,64.18192337192072,89.9311248729813,86.78562660090995,85.90160241144085,90.47605840993141,194.71419099917625,132.8351016550463
333,11.100723598435462,0.4824106055767868,0.05568045449142311,0.09004727067175884,0.14455899187343968,0.6837228049436248,0.6837228049436248,17.959623518411433,75.66291544201263,72.06615530665908,70.09934521121158,68.41190118042041,95.52783987233403,92.20328353136034,91.57803618218729,95.177459872485,193.77025234933478,133.47664451467614
334,11.134059104737071,0.48214663118310674,0.09732894835415432,0.07600114002565067,0.14065345179484598,0.7224862115122485,0.7224862115122485,10.274435477934729,75.19031836670857,75.72481701083527,70.06975289085048,69.31629545865262,96.17035492742613,93.58864815031029,93.38877178773842,99.17927854287505,192.50319842295448,129.00910463310404
335,11.16739461103868,0.48715032201735303,0.0792910050045534,0.07410050695294242,0.13713599663323084,0.7385752363863657,0.7385752363863657,12.61177103181595,76.58639531550398,77.37411044047968,72.13850175605967,71.54869193699929,98.11298970608186,95.8159533510132,95.64706534439625,100.8746380110681,194.04370334263368,130.76463092486114
336,11.200730117340289,0.4641916963967411,0.06379076453132916,0.09667093582945449,0.15971869301558045,0.7361876484818147,0.7361876484818147,15.676250431343806,77.06135421394647,76.38593463949141,71.28366159434877,70.40674198389897,98.03060609528129,94.74030637875792,94.46255121200988,100.34949869275869,192.56532260643235,129.47208094219133
337,11.234065623641897,0.4815104145129966,0.06551502807115374,0.08683538771498944,0.1516514850135608,0.7383868783571469,0.7383868783571469,15.263673533253051,75.59623333965845,74.85420688855235,69.89388068118974,68.88016066076737,95.79762918546179,93.14436786269295,92.96337855671979,98.48642730994801,188.86984927632392,127.27984348052226
338,11.267401129943504,0.48336170966554465,0.10965559062892596,0.0937329752050943,0.153716929515336,0.717722751682307,0.717722751682307,9.11946207452382,77.12390946219446,74.77406527854487,69.39181153772631,67.98742771332192,96.49395191012141,92.38435990351974,91.50549202871328,97.48173495038125,185.67909529282645,130.30791886283413
339,11.30073663624511,0.45088224370434155,0.0917929912762108,0.11013968318222815,0.1619526110967072,0.6865404902330894,0.6865404902330894,10.894077925742042,72.69131615337773,70.5439492673541,65.72630396760826,64.42950747611374,92.12358310319803,87.90379055535732,87.5270163803632,93.7987990794997,187.09983049171248,124.50936279787541
340,11.334072142546718,0.48868322328392644,0.09323470907240501,0.09955082615424424,0.16377501655014523,0.675863209931907,0.675863209931907,10.725619353018107,72.10452671648827,69.85852140745595,64.54135739118155,63.43622764147288,90.47406516708955,86.67213494942226,86.12385225426601,92.23158709594506,184.05156825314526,125.6813187484528
341,11.367407648848326,0.43328090427277655,0.07475579352365772,0.12094847605200776,0.16715903603083718,0.6637832613610072,0.6637832613610072,13.376889641115687,72.79629689970639,69.56528780205579,64.47816762181614,63.24281716742652,92.49558510577504,87.73803866536753,87.2750891366177,93.12786557313655,192.3920532282483,126.24848682939019
342,11.400743155149934,0.4407246613780699,0.0876610578744294,0.10640807939607616,0.15915878829393454,0.6748042761714238,0.6748042761714238,11.40757394728747,72.83395466503418,67.14828356549236,64.74065880885888,63.16741376248794,91.32974351068933,86.75040747506316,85.76848288672558,90.58487740312137,184.38240572095515,124.86360732576719
343,11.434078661451542,0.41553284191139994,0.056983553232824016,0.13038272963367814,0.17350147540183028,0.6379049124689974,0.6379049124689974,17.54892321147804,69.22368853411442,62.340274722579565,60.02439282724145,58.378528311977405,87.04524913547182,81.63418989416758,80.91533613277333,85.10929243353364,183.1502262629522,120.66643603048779
344,11.46741416775315,0.36163927647547217,0.03310017058616353,0.14802846299500144,0.19755198316293243,0.6594328208524509,0.6594328208524509,30.211324663626296,70.55006264370697,63.67160111841745,60.44301346564935,59.46296644710248,87.84259653899178,81.8467126083881,81.43790576426973,86.13239531798065,183.23344735718325,115.73151476619273
345,11.500749674054758,0.4018709128168181,0.07275389943127455,0.13346954663991986,0.1821605026107379,0.6362690980468992,0.6362690980468992,13.744967731174727,73.96289734823499,65.79565511887357,62.983441478235726,61.18376041703381,89.90467396469279,83.77051240056514,82.7628683056517,87.73724155724958,187.95811610399804,123.21555760806105
346,11.534085180356366,0.46204097472524014,0.15644394577997006,0.1253788034636503,0.18755025266915684,0.5966577204092652,0.5966577204092652,6.392065829165711,75.20991370285498,67.24699703621934,62.90169985454469,59.25150964410297,89.48971146486852,82.52052131620039,80.33483507029618,87.73118559002853,186.08767770378756,128.92058938886436
347,11.567420686657975,0.5653669112485176,0.22400890322395234,0.09965895785362267,0.17890677252891132,0.5390909092248203,0.5390909092248203,4.464108281447423,72.82086761848142,63.47030684369063,62.740814880254526,56.54645380315152,86.82617232058574,80.56391310703279,76.23785545725808,83.32073442988786,182.3853774029592,138.76595168726868
348,11.600756192959585,0.6031022698472832,0.2257607648380056,0.11704935609748351,0.1857647894513556,0.5324714003936385,0.5324714003936385,4.4294676301152185,71.99538137798679,62.27334723368372,59.96191264281657,54.70129872465726,84.32180099809361,77.2368729324068,73.52872332788091,81.0684486165287,174.40563530121932,137.26275441835685
349,11.634091699261193,0.5794846582402354,0.2501468128964419,0.10031365226004482,0.17924714716293813,0.4869316001655023,0.4869316001655023,3.9976523723050157,69.93878953547059,59.82342155174983,59.231651986240834,52.21329601865182,80.96491455736604,74.89329550626582,70.43118000328764,77.5194784240243,182.744190351344,137.9430549898867
350,11.6674272055628,0.5837924403421916,0.18520293222140086,0.09968424297552766,0.1706008963223151,0.5005006736506905,0.5005006736506905,5.399482546013634,64.94865124903748,58.7337157034457,56.64174930957074,52.01694428629088,78.11467135861398,73.13792259999676,70.64326418433383,76.51330102359618,181.57868863965382,133.78251190990562
351,11.700762711864408,0.5627720042496102,0.18047176702253942,0.10948261469170421,0.16123951552668828,0.5529488083590758,0.5529488083590758,5.541032907796089,70.12722217531302,66.207704539434,61.44535484350799,58.86755637039649,84.8624889733169,79.59231457844754,78.53166283953712,85.73863498220717,188.2111536688193,134.5765391870392
352,11.734098218166016,0.5306388001235476,0.1282801184159451,0.09694371467412173,0.14525831493910527,0.5895644726637108,0.5895644726637108,7.795440262672075,71.03894134508627,66.64145893944378,63.506715579845874,61.840874039577294,88.36517501110963,84.04952175209093,82.884951914082,87.97070844036645,192.11587869912526,135.15492524362227
353,11.767433724467622,0.5246693480926357,0.10615806562951591,0.10104984064560524,0.15075097899397574,0.654808921570182,0.654808921570182,9.41991542583235,75.7995029103275,73.36727584132015,68.34202204545001,67.25695835793903,94.62459940194171,90.43320030308024,89.88093800448803,95.91925760126634,193.45590333461598,136.2817688483894
354,11.80076923076923,0.4900210005510893,0.05795315762759564,0.10546002527255835,0.1484028296979332,0.7310956068230008,0.7310956068230008,17.25531517067551,78.53527230376952,77.12337594130835,71.67630027241148,71.85380347266988,99.12650154702033,95.56204582739278,95.3772890632311,100.59259801045732,192.35207712972675,133.53843624661772
355,11.834104737070838,0.5042802681813265,0.11544783920890135,0.07932912803874512,0.13720193148029533,0.7374107565380134,0.7374107565380134,8.661920455613838,77.61387249861673,80.41291528312853,72.6887011166132,72.62100421839224,98.41836041453155,95.81350242951336,96.25430622746657,103.10311106018396,193.98770667480494,131.0540422006645
356,11.867440243372446,0.3925612866130968,0.11347948019623927,0.07980194148479731,0.1487284548808781,0.7762528611100654,0.7762528611100654,8.812165849462009,77.34330892232892,78.96806878319424,71.30016192325938,71.18735557893507,97.68546626587694,94.82887533431183,94.74637886906268,101.61061741258615,190.82471303941767,121.0932018901961
357,11.900775749674054,0.3355994571596676,0.10297372920805907,0.10912674284181051,0.16604014923577423,0.7249601327741078,0.7249601327741078,9.711214769929267,69.68101754610501,74.10085969108289,63.88895070926047,64.10588359386085,90.87383828597807,87.69094692294846,88.49202445755034,97.07997538996449,193.4523026000753,111.2427917536262
358,11.934111255975662,0.3492491018988916,0.06208121038475384,0.10966939971736751,0.16149757647445795,0.7186980610031042,0.7186980610031042,16.107933363451046,69.1466152134791,69.85599076675928,63.41135747642787,63.25386567126981,89.68661749415644,86.82103827209544,87.00592297628923,93.4558407186885,190.6933935604008,111.83527068261024
359,11.96744676227727,0.38375338812555926,0.08422540372207765,0.09376357800984232,0.14876357370328036,0.7462296853784826,0.7462296853784826,11.872902423830995,72.33097914743317,73.63012086760344,67.05041517944511,65.9042599343874,94.04696298917068,91.11398920067532,91.14181690868648,97.23511495652716,190.5338419896426,118.08772213105235
360,12.000782268578876,0.4127500941606013,0.07825259824898353,0.09012751665105156,0.15132919370955097,0.7077710292189311,0.7077710292189311,12.779128391599311,71.43719016403008,71.65563950338691,66.17609859093648,65.36775073544175,92.75648711203854,89.84511350695125,89.6283076411072,95.23748969789044,193.03446418712286,121.19786072266403
361,12.034117774880489,0.3683135697403581,0.10541648579855861,0.11188772962977969,0.17608414157514116,0.6644844746639913,0.6644844746639913,9.486182283773998,74.65267389407282,68.81045872659928,65.20330006047197,62.70030417292075,92.43272354387486,86.91979712501637,85.39097697715744,91.07756345869197,190.6038248324665,121.51377888345618
362,12.067453281182097,0.3835069452378876,0.08733995181451755,0.12584660063961198,0.19380532342582785,0.6297034004139703,0.6297034004139703,11.44951398786759,71.75433594071893,63.10196980785666,61.515641897630395,58.42475946390009,88.3675947507434,82.01830203188337,80.38508362736314,85.41130748582975,184.35881501535616,120.33754821649532
363,12.100788787483705,0.46123984427779036,0.12218991186883624,0.11050962039912884,0.16654872089452757,0.5956775494943066,0.5956775494943066,8.183981678237414,76.58348147511549,65.96400533624379,66.18757102218186,61.87638358203624,91.07625456428495,84.752218876646,81.96308062311579,85.7950567168788,187.77153820803434,133.91849483541563
364,12.13412429378531,0.4872284348424295,0.1996032562113603,0.12275816767320134,0.18037114986346237,0.5617965284096376,0.5617965284096376,5.009938309528868,76.13675449843916,64.31569689411526,63.72270163103109,57.30193541993971,90.18535844105712,82.15865725552388,77.97600130495621,84.67055960185905,183.68812543291202,135.22530069922897
365,12.16745980008692,0.502979795316516,0.19507661204811333,0.10989892145907877,0.17720668621262237,0.5591786028099207,0.5591786028099207,5.1261911384505785,74.5663350826623,68.00213859647693,63.959558118705566,59.77519890757058,88.98658512577136,82.5545294869057,79.9565543977703,87.90424415434013,192.0267373294243,135.44897521717795
366,12.200795306388526,0.5957335431752787,0.17830416797686968,0.09741176055739117,0.174859461584892,0.5806792510573656,0.5806792510573656,5.608393854986743,70.61131257697079,68.01590646445274,62.88312478570684,60.320775695027024,85.62143218317553,80.71341760080188,79.09003037092353,86.8651398796594,179.66093489532756,134.2123843782387
367,12.234130812690134,0.5279938702231578,0.21172714122262715,0.06234107082732698,0.10992042401304236,0.6259555854656829,0.6259555854656829,4.72306003956535,63.9728518437679,68.43817569659961,59.89975696111605,61.13139167712059,83.70579714042779,81.5450072587875,83.5583838022723,89.93887932422874,184.26445896415544,121.54129530091333
368,12.267466318991742,0.5309243901765475,0.18014953266195033,0.08450184591017187,0.13360914978236357,0.6185940701519822,0.6185940701519822,5.550944180779502,72.08114374482393,72.56890948296925,65.87593297841939,64.73052025382742,88.51741403242518,84.96325794780834,85.08021667842753,91.79485481591846,189.93065964608485,130.0930563290023
369,12.30080182529335,0.5275986572992626,0.16198397641821682,0.10184017367089458,0.17513149288873217,0.5564648998814153,0.5564648998814153,6.1734501282902166,65.75857941899487,64.98515205010696,58.95909407308284,56.43846251044884,81.13394683653593,76.66055549439791,75.64037867285259,82.99357608928152,184.86720802862658,125.98089867822571
370,12.334137331594958,0.574430342336901,0.14241071319408977,0.10166323532396881,0.15811388300841897,0.6011795301080846,0.6011795301080846,7.021943627493197,70.49394688441093,68.41510257552147,63.151438356980975,61.5800514897835,85.95130818225013,81.4339672176619,80.45520903137017,86.73027895224246,180.46023637256354,131.96519858372363
371,12.367472837896566,0.5188762198256659,0.11770777685744781,0.07849542697902524,0.13020191838208334,0.616762354889746,0.616762354889746,8.495615384963635,73.40756084619761,71.83947204428219,67.16791509172293,66.52797445184723,90.51412695618093,87.5519025328511,86.9947495489297,91.82597087407518,197.7927893956229,134.46115774149848
372,12.400808344198174,0.4530222868355869,0.11067024104210924,0.07768928438332742,0.14810247863499826,0.675219759593879,0.675219759593879,9.035852733161638,78.57730348078255,75.22501619800767,71.63990092535184,69.32509433266262,97.41119928558264,93.75593251978688,92.2001281424669,97.03569337497574,198.31817610107638,134.05184685214329
373,12.43414385049978,0.49746362047572834,0.06678457130715865,0.08513395807553266,0.14933484129098873,0.7134892756385371,0.7134892756385371,14.973518290635639,77.42026296402344,75.4913191359474,71.35468482449157,70.065370719406,98.21327343475906,95.20924447701776,94.73741401384063,99.63780350437327,194.71987733471664,134.51846934011817
374,12.467479356801393,0.4733849007400898,0.10838862375187344,0.07988978570106295,0.12798263084638495,0.7122415360574483,0.7122415360574483,9.226060497725578,77.94433043144397,78.15748905346986,72.54316621769996,71.79895194427029,97.61662358450829,94.71866220532446,94.56966487312934,99.95410736812724,196.66462118200445,131.61960404499172
375,12.500814863103,0.484337380093156,0.08524230232710196,0.08573838198947542,0.1444497486202225,0.7221484888805139,0.7221484888805139,11.731264556448515,76.91102148948013,77.73774141420992,72.0605427013398,71.20114957558854,97.38349409728477,94.47430571095649,94.29239656942786,100.08963842918669,193.85724455620198,130.96692118773012
376,12.534150369404609,0.46480732058801133,0.08628291207665538,0.1034694773051507,0.172183618093467,0.6791110106421853,0.6791110106421853,11.589780362438173,73.0214079270165,71.03589497298147,64.86729525157158,63.76071053208405,91.80988081421972,87.76247293223545,87.24340279281019,93.99213719958288,187.8712192562486,126.01089005524074
377,12.567485875706216,0.4604364542710914,0.08928720989268465,0.10086944057820382,0.15130416086730572,0.6904999703408269,0.6904999703408269,11.199812394204184,75.89606507432667,72.71700651077701,68.8748726878809,66.79963569274803,95.11202477088723,90.73014734935484,89.82492102032495,94.78244820186542,188.8511245337086,130.31598866905748
378,12.600821382007824,0.4582092323704504,0.12635653585566312,0.10882836015708687,0.16676206441491453,0.6691503690217542,0.6691503690217542,7.914113767271196,74.71311648360627,72.59159505231389,66.49670815428118,64.65634076752546,93.76903671494622,88.66297911748953,87.73178058344584,94.85277758564362,189.06793508835747,128.53141208706427
379,12.63415688830943,0.46147380609762173,0.07464551893300295,0.0993927711478476,0.15454482640084408,0.6981551065796479,0.6981551065796479,13.396651457370616,77.84490916591433,72.17401608419982,69.71743441255441,68.06038744487722,96.66655460542307,92.2038496677295,91.11046226153243,95.13384621141172,188.50944066068658,132.24465121677736
380,12.667492394611038,0.4576562674712509,0.10237462926666516,0.10607164784298342,0.13979689080619406,0.6990293078341514,0.6990293078341514,9.768045141293774,77.90335134222505,70.9544717488071,68.53252939535669,66.5029706917002,96.49204642347058,91.3864012053121,90.10092581303235,94.30859748081429,185.12172254952392,131.4908855772905
381,12.700827900912646,0.4556044702814784,0.058064460697063475,0.11137028576138351,0.1621461385428438,0.6952270530943723,0.6952270530943723,17.222238663633597,77.93596056064251,70.50517302264217,68.78794846998005,66.88120361047622,95.80187946568891,90.84935818386525,89.94699088556462,93.68401096817746,186.1991856853075,131.09330872317796
382,12.734163407214254,0.42718383172194385,0.0974554712762992,0.10877243429993293,0.1603278650490399,0.6755709663941876,0.6755709663941876,10.26109654905744,76.4617261262146,70.70997021586328,67.3586408128738,64.73470319785226,94.48520839983101,89.22143850604313,87.8314734951022,92.65018289333787,188.25774633296183,128.2050739304329
383,12.767498913515862,0.4126892618079131,0.048365915234908685,0.1408876290600214,0.17099933320448843,0.63657460344765,0.63657460344765,20.675717499464124,74.76374885370524,65.48294065850902,63.64536787695286,62.431665600542814,92.88098110837655,86.21253925646215,85.37861975307689,88.6807488655617,190.56875399780364,129.28368499620808
384,12.80083441981747,0.40713959333576294,0.08953886120133923,0.15125598531452866,0.18927025743117734,0.5824312622645689,0.5824312622645689,11.168335028869485,74.15072950850104,64.42021984966016,61.41627543907644,58.893738746562285,89.11753243419693,81.37331036080951,79.9578451601609,85.18723485139066,192.93231818990108,127.22205466709109
385,12.834169926119078,0.4390143652895513,0.1574602861600595,0.1379231111659024,0.19061913850781026,0.5386234052189758,0.5386234052189758,6.350807714038401,74.31991896176987,63.196416815901586,60.998558493732915,56.87508568409319,87.59990160774032,79.46169731762194,76.51819473865442,82.86605454066748,193.43557304057884,131.35699881285217
386,12.867505432420684,0.4939301338630988,0.23172306130630718,0.12813785042909112,0.1847176372002029,0.5033735856355728,0.5033735856355728,4.315496240912045,70.29027758933472,61.30692321870944,58.251290409990936,52.43846251044884,82.73794645931312,75.09776522032752,71.76164427839478,79.50000903924584,186.862577325006,131.0932920940894
387,12.900840938722292,0.5875547717744362,0.23563859665549072,0.11121608714750694,0.19235131338978195,0.4851062871243644,0.4851062871243644,4.243786944046454,67.86328592944241,58.16137914972201,57.080734904850516,50.620137327521704,79.3104768477258,72.68778672346926,68.34800551743068,75.56685837401051,177.12756338569412,135.71673616028897
388,12.934176445023905,0.6316807581470569,0.31514257888211455,0.09827218585253363,0.18736604785571515,0.4395852118046779,0.4395852118046779,3.17316689971643,65.32221093370512,55.404804809480964,54.97531913374384,46.97250965559846,74.66166648872246,68.56915766191356,62.67308988133769,70.30222614064024,171.67637050510564,136.96498026092445
389,12.96751195132551,0.6103174551480596,0.26193077130631326,0.13277189010284618,0.19698629340197188,0.4902795384947627,0.4902795384947627,3.817802677450816,74.65986459007091,57.1697899397858,58.97575735504675,49.64962686336267,85.6033912723754,76.0949278639074,68.8119387353623,75.39815413927019,169.0428124731892,143.99212724344463
