timestamp,dtNs,ax,ay,az,gx,gy,gz,label
202377.465400500,0,-0.50741565,0.1407942,-0.4572434,0.020596497,-0.028662123,0.08730438,false
202377.485400499,19999999,-0.01527375,-0.006711427,-0.013739347,0.006950246,-0.015722057,0.08987058,false
202377.505400500,0,-0.0023449063,-0.008673996,-0.0053973794,0.0013412591,0.0035498235,0.08989338,false
202377.525400500,0,7.236004e-05,-0.010182891,-0.006702721,-0.0029012118,0.012839393,0.083206594,false
202377.545400499,19999999,0.0024901927,-0.011691514,-0.008007944,-0.007143683,0.022128962,0.07651981,false
202377.565400500,0,0.0047896504,-0.0059468783,0.00049960613,-0.016638443,0.04452668,0.049964085,false
202377.585400500,0,0.0009277761,3.760308e-05,0.0076568723,-0.015627857,0.025515916,0.04071163,false
202377.605400499,19999999,0.0011054575,-0.0020927154,0.0067949295,-0.019229533,0.018442158,0.030556045,false
202377.625400500,0,0.0015960634,0.0007503219,0.0066021085,-0.018742882,0.0107042845,0.017183745,false
202377.645400500,0,0.004904777,0.0049099326,0.004005432,-0.019344863,0.008121666,-0.0025778867,false
202377.665400499,19999999,0.0032149851,0.005474068,0.0037178397,-0.014653249,0.00835584,-0.0070392787,false
202377.685400500,0,0.002640754,0.009306647,0.002738893,-0.008891385,0.0041531725,-0.00043255457,false
202377.705400499,19999999,0.002640754,0.0093066655,0.002738893,0.004381921,-0.0012483802,0.00094143866,false
202377.725400500,0,0.0038250089,0.006856639,0.0033251643,0.012842533,-5.6052813e-05,0.0060453056,false
202377.745400499,19999999,0.005009353,0.004406672,0.0039111376,0.021303145,0.0011362747,0.011149173,false
202377.765400500,0,0.005155176,-0.006099697,0.009211481,0.0773904,0.011409808,0.035935596,false
202377.785400499,19999999,0.0035371482,-0.005562868,0.011464894,0.113558024,0.007886014,0.043561004,false
202377.805400500,0,-0.009352058,-0.0012833886,0.017488182,0.28549534,-0.07266602,0.10473652,false
202377.825400500,0,-0.0033135712,0.034656562,-0.002536416,0.42032224,-0.14186642,0.1855467,false
202377.845400499,19999999,0.0027438998,0.07059857,-0.022606611,0.5551491,-0.21106678,0.26635686,false
202377.865400500,0,0.0267528,0.13002937,-0.06317663,0.5277888,-0.1141184,0.4720965,false
202377.885400500,0,0.035054415,0.21267778,-0.120646894,0.38093635,0.24910982,1.0013642,false
202377.905400499,19999999,0.019088984,0.2528026,-0.14736873,0.3006556,0.40878808,1.2984669,false
202377.925400500,0,0.01122728,0.29007286,-0.1709137,0.13362953,0.8415001,2.0591462,false
202377.945400499,19999999,0.005850494,0.259992,-0.14837384,0.08287453,1.0292699,2.350025,false
202377.965400500,0,-0.016886383,0.23306787,-0.10745025,0.04518223,1.1642095,2.5865602,false
202377.985400500,0,-0.061009586,0.14759484,-0.01712519,-0.056484733,1.3739555,2.9375923,false
202378.005400499,19999999,-0.07461983,0.09600344,0.014445901,-0.045313332,1.3283865,2.9433293,false
202378.025400500,0,-0.110978484,0.016830057,0.042758405,-0.07145512,1.1837363,2.7237341,false
202378.045400499,19999999,-0.11792612,-0.009101495,0.037679613,-0.069533244,1.0897094,2.5699134,false
202378.065400500,0,-0.12719578,-0.035281867,0.049046755,0.026216708,0.8070096,2.3192942,false
202378.085400499,19999999,-0.13544387,-0.0612645,0.060328424,0.12196666,0.52430975,2.068675,false
202378.105400500,0,-0.11326775,-0.081503764,0.051721334,0.17159131,0.40865368,1.8688034,false
202378.125400500,0,-0.07201651,-0.121124834,0.048045456,0.3070646,0.21567215,1.4182696,false
202378.145400499,19999999,-0.054109216,-0.14005852,0.037550032,0.3646178,0.19582519,1.2294834,false
202378.165400500,0,-0.037973166,-0.07663122,0.028647244,0.45162183,0.13625893,1.0180682,false
202378.185400499,19999999,-0.033420295,-0.06790793,0.02659738,0.47911644,0.12718223,0.94518894,false
202378.205400500,0,-0.021509796,-0.040341914,0.0061024427,0.48543566,0.09850687,0.78845924,false
202378.225400499,19999999,-0.016869009,-0.030769914,0.0050599575,0.4697471,0.089588255,0.7283768,false
202378.245400500,0,0.0028316975,-0.020428747,-0.013044655,0.41304654,0.08230592,0.6277537,false
202378.265400500,0,0.0076584816,-0.020588368,-0.01436919,0.40047777,0.10481748,0.5827471,false
202378.285400499,19999999,0.01254949,-0.020774245,-0.015732408,0.387909,0.12732902,0.5377406,false
202378.305400500,0,0.006632507,-0.0065231025,-0.013096869,0.33232996,0.17346063,0.39607188,false
202378.325400500,0,0.0022584796,0.00263682,-0.008811116,0.29407895,0.17331432,0.35621592,false
202378.345400499,19999999,-0.002090931,0.011789769,-0.0045407414,0.25582796,0.17316799,0.31635997,false
202378.365400499,0,0.0018986166,0.01997146,0.0015643239,0.1789954,0.19799334,0.22964029,false
202378.385400498,19999999,0.01041013,0.01602143,-0.0059019923,0.15096267,0.22758132,0.17577806,false
202378.405400499,0,-0.0026797056,0.03569582,-0.0046066046,0.08633293,0.19640487,0.2459946,false
202378.425400499,0,-0.024154514,0.046074152,0.009770334,0.075685106,0.15652917,0.2614363,false
202378.445400499,0,-0.011799425,0.008625835,0.016670942,0.050307482,0.2150913,0.19831789,false
