timestamp,dtNs,ax,ay,az,gx,gy,gz,label
203427.579356792,0,0.00052922964,-0.0067499876,0.0001425147,0.04411259,-0.00083751173,0.0077523575,false
203427.599356791,19999999,0.0011206269,-0.005343616,-0.00040555,0.033045318,-0.0029168203,0.0064589954,false
203427.619356792,0,0.006204337,-0.0005056858,0.0015453696,0.0044651492,0.003974043,-0.010154638,false
203427.639356791,19999999,0.004812658,-0.00015068054,0.0009547472,-0.0032653133,0.0038562657,-0.014467355,false
203427.659356792,0,0.0064042807,0.008115232,-0.0058680773,-0.02426069,0.00416042,-0.02642672,false
203427.679356791,19999999,0.0047991574,0.008230329,-0.0068751574,-0.029990032,-0.0016451105,-0.027752968,false
203427.699356791,39999999,0.0031939745,0.008345485,-0.007882416,-0.035719372,-0.007450641,-0.029079217,false
203427.719356792,0,0.0040733516,0.006468475,-0.009341836,-0.027307287,-0.0199748,-0.040275794,false
203427.739223875,0,0.0038672464,-0.0008809739,-0.009642984,-0.0023352958,-0.022573479,-0.033488642,false
203427.759223874,19999999,0.0040455163,-0.0015457869,-0.0068683624,0.013004583,-0.021794759,-0.020655219,false
203427.779223874,39999999,0.004223436,-0.0022101402,-0.004094124,0.028344464,-0.021016037,-0.007821794,false
203427.799223875,0,0.0030357242,6.836653e-05,-0.0065695047,0.03170965,-0.032968067,0.00051973574,false
203427.819057792,0,0.008791868,0.013861485,-0.0069379965,0.026333185,-0.034892406,0.0004960998,false
203427.839057791,19999999,0.007218808,0.013881445,-0.009299755,0.028733196,-0.049788285,-0.01006054,false
203427.859057791,39999999,0.0056459606,0.013901532,-0.011662185,0.031133208,-0.06468417,-0.02061718,false
203427.879057792,0,0.005985141,0.013604462,-0.01079011,0.03930664,-0.07152619,-0.026481733,false
203427.899057791,19999999,0.0063244104,0.013307333,-0.009918332,0.04748007,-0.07836822,-0.032346286,false
203427.919057792,0,0.007655084,0.011018813,-0.0046115518,0.07511124,-0.07498369,-0.049050607,false
203427.939057791,19999999,0.0062682033,0.009174883,-0.004749,0.086555056,-0.07669398,-0.047182623,false
203427.959057792,0,0.005898565,0.0071166754,-0.0069016814,0.101389095,-0.07985223,-0.056519043,false
203427.979057791,19999999,0.0043675303,0.005405247,-0.009124339,0.113120675,-0.08653181,-0.053361908,false
203427.999057791,39999999,0.0028364658,0.003694415,-0.011348426,0.12485226,-0.09321138,-0.050204773,false
203428.019057792,0,0.0048931837,0.002764523,-0.0134141445,0.22963738,-0.0970601,-0.06187126,false
203428.039057791,19999999,0.002906561,-0.0024175644,-0.016219616,0.34083843,-0.0905782,-0.06335215,false
203428.059057791,39999999,0.0009201169,-0.007589519,-0.0190382,0.45203948,-0.084096305,-0.064833045,false
203428.079057792,0,0.010631084,-0.020198166,-0.010635316,0.792152,-0.07508874,-0.041785672,false
203428.099057791,19999999,0.016130626,-0.030030787,-0.004805863,0.96886915,-0.06616279,-0.0034700185,false
203428.119057791,39999999,0.02164194,-0.03975165,0.0008980632,1.1455863,-0.05723683,0.03484563,false
203428.139057792,0,0.009201586,-0.08670372,0.008873582,1.3699368,-0.020914737,0.22209328,false
203428.159057791,19999999,-0.0032020807,-0.13335341,0.016547978,1.5942875,0.015407357,0.40934092,false
203428.179057791,0,0.038666666,-0.13559976,0.04842198,2.1268482,0.24424498,0.810162,false
203428.199057790,19999999,0.041192323,-0.09071493,0.02627629,2.2728775,0.3066217,0.92682976,false
203428.219057791,0,0.043983817,-0.04669398,0.022031426,2.3293872,0.38791594,0.9636548,false
203428.239057791,0,0.031486303,0.0582501,-0.014868259,2.2357895,0.47821772,0.97715384,false
203428.259057790,19999999,0.029953063,0.09345454,-0.015055299,2.1304476,0.48600408,0.8859867,false
203428.279057791,0,-0.0022313297,0.12608874,-0.032122016,1.8305066,0.42098004,0.65651906,false
203428.299057790,19999999,-0.015527159,0.12415537,-0.019133031,1.7079668,0.37731957,0.56023866,false
203428.319057791,0,-0.04253143,0.115697116,-0.00651747,1.3561201,0.18605652,0.30023748,false
203428.339057790,19999999,-0.043066412,0.10986847,-0.0007069707,1.2303056,0.12492144,0.19900721,false
203428.359057791,0,-0.04820022,0.09864414,-0.014220655,0.7629641,-0.0762792,0.016180273,false
203428.379057790,19999999,-0.045978367,0.08350018,-0.010002077,0.5373714,-0.14850128,-0.030471217,false
203428.399057791,0,-0.046530277,0.053779036,0.0076836348,0.21199486,-0.20802084,-0.04584139,false
203428.419057791,0,-0.04542026,0.026365489,0.013117552,-0.020599753,-0.25333214,0.015499771,false
203428.439057791,0,-0.031580955,0.021832943,0.018337965,-0.20040268,-0.26270062,0.02734226,false
203428.459057790,19999999,-0.017748982,0.017303914,0.023545206,-0.38020563,-0.2720691,0.03918475,false
203428.479057791,0,0.009435087,-0.027590662,0.049969614,-0.8201391,-0.2243935,-0.17281696,false
203428.499057790,19999999,0.0026589334,-0.0333544,0.05368805,-0.80738777,-0.19786458,-0.32457986,false
203428.519057791,0,-0.027843803,-0.022755086,0.03509301,-0.5885715,-0.25736955,-0.622135,false
203428.539057790,19999999,-0.058322817,-0.01198867,0.016411424,-0.3697552,-0.3168745,-0.91969013,false
203428.559057791,0,-0.07805616,-0.020159096,-0.0044511557,-0.19396025,-0.4202743,-1.0167446,false
203428.579057791,0,-0.05563119,-0.00073313713,-0.02351302,0.0056843543,-0.49765334,-1.124054,false
203428.599057790,19999999,-0.046036214,0.014230669,-0.032503366,-0.025975868,-0.49785835,-1.1525372,false
203428.619057791,0,-0.040117502,-0.039658397,0.005112171,-0.09945703,-0.42370045,-1.0945427,false
203428.639057791,0,-0.04599881,-0.05479151,0.020041645,-0.13348451,-0.37482414,-1.0050128,false
203428.659057790,19999999,-0.05196911,-0.06980933,0.03494072,-0.167512,-0.32594785,-0.9154828,false
