Frames,T095258,T495558,T636709,T094955,T051358,L4955,L5258,L0958,L0952
718,276.5,869.0,63.0,5032.0,1829.0,94.59386872308374,61.814237842102365,88.05679985100527,149.68299836654796
719,309.5,1062.0,179.0,5027.0,665.0,96.317184344228,62.96824596572466,82.56512580987206,145.27904184706065
720,150.0,885.0,166.5,5475.0,1478.0,96.04686356149273,55.31726674375732,95.60334722173695,150.86417732516887
721,0.5,799.5,4.0,5553.0,1668.0,98.2700361249552,50.44799302251776,96.77293009927931,147.220922426128
722,79.0,610.5,39.5,5258.0,1615.0,98.49365461794989,43.01162633521314,94.37160589923221,137.3608386695422
723,85.0,811.5,20.0,6626.5,2655.5,111.40017953306898,43.32435804486894,104.4030650891055,147.7057886475679
724,292.5,851.5,78.0,7749.5,3258.0,123.4908903522847,44.598206241955516,111.83022847155415,156.20819440733575
725,114.0,877.0,120.0,8073.5,2955.5,129.0310040261642,46.57252408878007,111.61093136427094,158.15182578775372
726,133.5,947.0,93.5,7898.5,3667.0,134.8517704741024,46.57252408878007,103.16006979447037,149.68299836654796
727,85.5,1152.0,25.0,8332.0,3685.0,138.4629914453678,45.89117562233506,103.81233067415451,149.68299836654796
728,7.5,1152.0,87.5,8289.0,3706.5,137.11673858431726,43.93176527297759,104.1393297462587,148.07092894960846
729,40.0,1027.0,55.5,7891.0,4402.5,132.5745073534124,43.93176527297759,103.58571330062848,147.5127113166862
730,3.0,1005.0,72.0,7877.0,4327.5,131.84839779079607,42.95346318982906,104.34557968596465,147.29901561110313
731,12.5,806.0,59.0,7640.0,4188.0,129.87686476043376,41.97618372363071,105.32331175955302,147.29901561110313
732,34.0,792.5,98.0,7262.5,4273.5,126.58988901172162,44.91102314577124,102.39140588936164,147.29901561110313
733,50.0,728.0,88.0,7008.0,4360.5,123.32072007574396,45.70557952810576,101.9803902718557,147.6787053031005
734,26.0,591.0,62.5,6544.0,4146.0,119.36498649101419,44.721359549995796,99.82484660644363,144.5441109142811
735,18.0,601.5,100.0,6524.0,4357.0,117.5457357797381,45.89117562233506,100.80674580602232,146.696966567138
736,26.0,629.0,75.0,6621.5,4665.0,120.20815280171308,44.721359549995796,99.82484660644363,144.5441109142811
737,50.0,558.0,25.5,6598.0,5288.5,118.82760622010359,45.70557952810576,101.9803902718557,147.6787053031005
738,10.0,571.0,178.0,6111.0,4025.5,108.90362712049586,51.97114584074513,101.9803902718557,153.95129099815955
739,99.0,878.0,13.5,6852.5,2666.5,108.85311203635843,56.089214649520635,109.88175462741756,165.95180023127196
740,91.0,1098.0,35.5,6201.0,1195.0,101.86756107809786,61.0,100.22474744293447,161.20794025109308
741,170.5,925.5,142.5,5584.0,1801.5,95.80187889597991,56.089214649520635,97.26767191621273,153.28731193415845
742,41.5,790.0,51.0,5299.0,1409.0,95.56673061269805,54.57105459856901,94.36630754670864,148.93287078412206
743,71.0,616.0,42.0,5228.0,1544.0,95.0789145920377,50.21951811795888,97.01546268507923,147.220922426128
744,49.0,531.5,24.5,5440.0,1260.0,102.77159140540736,44.91102314577124,95.524865872714,140.42791745233566
745,116.5,657.5,66.5,6382.5,3210.0,111.30588483993108,47.51841748206689,102.96115772464877,150.44268011438774
746,122.5,644.5,46.0,7114.5,3876.0,118.0889495253472,47.38143096192854,109.65856099730654,157.00318468107582
747,33.0,759.0,131.0,7252.0,4178.0,126.43575443678897,46.69047011971501,102.77159140540736,149.4590244849738
748,7.5,1036.0,82.5,7432.0,3714.0,130.23056476879765,46.09772228646444,98.2700361249552,144.3675863897433
749,14.0,1121.5,86.0,8088.5,4304.0,133.55523202031435,43.93176527297759,104.34557968596465,148.2767682410161
750,89.0,1161.5,82.0,8200.0,4421.0,137.48090776540573,43.93176527297759,102.42070103255493,146.32839779072276
751,55.5,979.5,5.0,8056.0,4707.0,133.00375934536586,41.773197148410844,106.51291001564083,148.2767682410161
752,125.0,1135.5,43.0,7992.5,4372.0,132.67252918370102,46.69047011971501,103.58571330062848,150.23315213360866
753,184.0,1072.5,52.0,7542.5,4082.5,126.58988901172162,44.40720662234904,102.39140588936164,146.696966567138
754,61.0,849.0,88.5,7168.0,5206.0,120.03332870498926,43.73785545725808,105.32331175955302,149.05032707109368
755,244.0,886.0,42.0,7129.0,4490.0,119.36498649101419,44.40720662234904,105.01904589168576,149.25481566770299
756,149.0,717.5,25.5,6598.5,4977.0,112.78741064498288,46.52956049652737,104.34557968596465,150.81445554057476
757,421.0,728.0,145.0,6355.0,4723.0,107.35455276791944,52.23983154643591,105.26157893552613,157.08914666519772
758,405.0,787.0,141.5,5926.0,4054.5,103.24727599312246,58.309518948453004,99.92497185388645,157.87653403846943
759,498.0,651.5,106.0,5418.5,3402.0,98.3107318658548,60.29925372672534,97.52948272189288,157.2895419282541
760,570.0,606.0,171.0,5218.5,3217.5,93.90420650854784,57.3149195236284,99.62429422585637,156.20499351813308
761,440.5,463.5,182.0,4867.5,2116.0,82.37718130647589,55.57877292636101,107.56393447619885,162.74212730574712
762,460.5,695.5,144.0,4751.0,625.5,83.02409288875127,57.706152185014034,98.97979591815695,156.20819440733575
763,376.0,756.0,235.0,4788.0,67.5,85.90692637965812,59.841457201508724,94.25497334358543,153.7693077307692
764,251.5,841.5,188.0,5121.0,369.0,90.02777349240623,56.293871780150276,95.50916186418976,151.64761785138597
765,73.5,552.5,122.5,4654.0,697.5,91.21951545584969,49.24428900898052,89.98888820293314,139.21566003866087
766,96.0,411.0,71.0,4619.5,1357.5,93.17188417113823,40.024992192379,90.52071586106685,130.50670480860362
767,129.0,337.0,110.0,5530.0,2113.0,98.48857801796105,33.83784863137726,105.51303237041384,139.2838827718412
768,162.5,369.0,30.0,6501.5,4620.0,110.3177229641729,41.773197148410844,111.8257573191436,153.52524222420234
769,78.5,586.5,227.0,8173.5,3979.0,125.92855117089213,44.64302857109943,120.5404496424333,165.1696097955069
770,22.5,1104.0,85.0,8568.0,2322.5,131.46862743635836,50.21951811795888,113.5649593844862,163.783393541592
771,70.0,1238.5,123.5,8408.5,3108.0,140.68759717899798,49.24428900898052,101.9803902718557,151.21177202850313
772,65.0,1108.0,90.0,8274.5,4131.0,143.09786860746738,45.12205669071391,100.16985574512923,145.27904184706065
773,3.0,1217.5,92.0,8234.5,3300.0,142.20056258679148,43.174066289845804,98.71676655968832,141.89080308462562
774,28.0,1035.0,154.5,8306.0,4238.0,139.48835076808385,42.20189569201838,104.29285689825551,146.4923206178399
775,133.0,1032.5,15.5,8009.5,4120.0,135.14806694880988,41.773197148410844,103.32473082471591,145.04137340772803
776,112.5,966.5,61.5,7929.0,4048.0,135.14806694880988,41.773197148410844,103.07764064044152,144.81022063376605
777,59.0,1030.0,154.5,7894.0,4174.0,132.9812016790343,44.14748010928823,103.32473082471591,147.46185947559457
778,70.5,987.5,80.0,7499.0,3756.5,127.88275880665071,43.93176527297759,101.86756107809786,145.7840869230932
779,104.5,854.5,111.0,7325.5,3863.0,123.35720489699821,41.773197148410844,105.01904589168576,146.75830470538966
780,120.5,985.5,12.5,7194.0,4257.5,119.4361754243663,46.87216658103186,104.04806581575652,150.88074761214565
781,109.5,771.5,100.0,6889.5,4134.5,117.08543888972702,45.70557952810576,104.5609869884557,150.23315213360866
782,233.0,880.0,3.5,6695.0,4124.5,111.80339887498948,49.64876634922564,104.29285689825551,153.80507143784303
783,188.5,543.0,90.0,6199.0,4576.5,103.94229168149026,49.64876634922564,108.90821823902914,158.47397262642215
784,194.5,444.0,27.0,5600.0,4160.5,93.74433316206373,52.773099207835045,110.11357772772621,162.8066337714775
785,408.0,778.5,82.0,5800.5,3295.5,100.62305898749054,56.71860364994893,100.57832768544127,156.92354826475216
786,307.5,639.0,3.0,5549.5,2860.5,96.317184344228,55.90169943749474,102.20078277586722,157.8923684032892
787,310.0,690.0,13.0,5840.0,3345.0,101.9803902718557,53.9351462406472,101.53324578678651,155.24174696260025
788,331.5,819.0,25.5,6548.0,3306.0,107.5174404457249,53.75872022286245,107.28000745712129,160.80111939908875
789,275.5,797.0,14.0,6705.0,3539.0,110.64357188738983,51.97114584074513,107.56393447619885,159.3643623900902
790,193.5,829.0,28.0,6472.0,3151.5,110.21796586763884,51.97114584074513,102.61578825892242,154.49595463959565
791,235.5,938.5,28.5,6778.0,3068.0,113.35784048754634,53.150729063673246,103.4456378974,156.46724896923317
792,181.0,656.0,31.0,7048.0,4357.5,114.75626344561765,46.87216658103186,111.8257573191436,158.61904047118682
793,97.5,820.5,30.5,7194.0,4015.0,117.88553770501282,51.19570294468082,108.41586599755591,159.5900999435742
794,127.0,634.5,15.5,7196.0,5041.5,116.90166808048549,49.03060268852505,112.53888216967503,161.533278305122
795,143.0,540.0,11.0,6650.0,5442.0,114.1402645870422,47.853944456021594,107.20074626605917,155.00322577288512
796,201.0,631.5,12.0,6961.0,4967.5,116.29703349613007,50.635955604688654,108.90821823902914,159.45218719101973
797,295.0,830.5,90.5,7080.0,4342.5,118.25819210524064,52.773099207835045,106.04244433244644,158.61904047118682
798,17.5,595.0,191.5,6424.5,2863.5,104.29285689825551,46.09772228646444,111.83022847155415,157.9271984174987
799,451.0,674.0,60.0,6101.5,3864.5,105.75916035975324,52.952809179494906,103.46496991735899,155.93909067324972
800,61.5,739.5,59.5,6294.5,2983.0,107.28000745712129,50.44799302251776,103.58088626768937,154.0194792875239
801,12.5,711.0,142.5,6360.5,3120.0,107.8563859954523,47.80167361086848,104.80935072788114,152.6106156202772
802,23.5,785.0,122.5,6874.0,3741.5,113.22543883774529,47.12748667179272,107.56393447619885,154.69001260585637
803,167.0,739.5,165.0,7309.5,3911.0,121.1156472137271,48.08326112068523,108.90821823902914,156.92354826475216
804,139.5,823.5,202.0,7147.5,3020.0,121.8400590938793,46.57252408878007,104.1393297462587,150.65855435387664
805,90.0,820.5,208.5,7475.5,4141.5,125.87692401707312,45.60701700396552,105.75916035975324,151.34397906755325
806,75.0,972.0,51.0,7348.0,4000.0,126.49505919204908,43.93176527297759,100.89598604503551,144.81022063376605
807,1.0,987.5,97.0,7534.5,4097.5,127.88275880665071,41.97618372363071,102.39140588936164,144.3675863897433
808,28.0,916.0,169.0,7572.0,4336.5,124.73972903610141,42.20189569201838,106.73331251301067,148.93287078412206
809,4.5,848.0,68.0,7522.0,4560.0,126.30122723077555,40.024992192379,105.75916035975324,145.7840869230932
810,37.0,843.0,150.0,7445.5,4959.0,123.97580409095961,43.174066289845804,106.51291001564083,149.68299836654796
811,147.0,856.5,14.0,7599.0,5076.5,124.53513560437472,42.7551166528639,108.41586599755591,151.10923201446033
812,80.0,987.5,115.0,7398.5,4227.0,123.35720489699821,44.14748010928823,103.94229168149026,148.07092894960846
813,42.0,831.0,151.5,7546.5,4867.0,124.95199078045935,43.174066289845804,107.48953437428223,150.65855435387664
814,6.0,892.5,117.0,7780.5,4230.5,124.53513560437472,41.97618372363071,110.63453348751464,152.6106156202772
815,52.0,866.0,94.0,7424.0,4879.5,123.2233744059949,43.174066289845804,106.48004507887852,149.64624953536256
816,77.0,1001.0,138.0,7767.5,4478.0,127.88275880665071,45.35416188179427,106.04244433244644,151.38031576133008
817,10.5,1083.0,167.0,7762.0,4297.5,126.14673994994877,46.84015371452148,106.04244433244644,152.88230767489088
818,97.0,883.0,225.0,7652.0,4551.5,125.1718818265508,42.720018726587654,108.17116066678771,150.86417732516887
819,2.5,990.0,147.0,7807.0,4545.0,124.73972903610141,44.384682042344295,109.38464243210744,153.7693077307692
820,58.0,1085.0,131.5,7788.5,4484.0,123.97580409095961,45.60701700396552,108.17116066678771,153.7693077307692
821,37.0,894.0,114.5,7777.5,4477.5,125.92855117089213,43.174066289845804,109.38464243210744,152.55490814785344
822,63.0,938.0,128.0,7682.0,4186.5,124.42668524074729,43.68065933568311,108.41586599755591,152.0855022676389
823,80.5,1051.0,46.5,7502.0,3234.0,124.73972903610141,44.14748010928823,103.58088626768937,147.70917371646217
824,43.5,994.5,110.5,7599.0,4118.0,123.0,44.64302857109943,107.44766167767449,152.0855022676389
825,8.0,946.0,131.0,7904.5,4288.5,126.14673994994877,44.384682042344295,110.35397591387454,154.7384890710776
826,18.0,984.0,91.5,7380.0,2846.0,121.27654348636426,45.60701700396552,105.51303237041384,151.11915828246265
827,49.5,905.0,147.0,7225.0,2820.5,122.0245876862528,45.35416188179427,103.58571330062848,148.93287078412206
828,135.0,913.0,121.0,7321.0,2959.0,120.83045973594572,44.14748010928823,106.3202708800161,150.41608956491322
829,56.0,836.0,61.0,6916.5,2932.0,120.30378215168466,45.60701700396552,101.24228365658294,146.84004903295286
830,70.0,823.5,64.5,6543.5,2634.0,114.75626344561765,41.7612260356422,100.24470060806208,141.98943622678414
831,111.5,668.0,156.0,6862.0,2911.0,116.10340218959993,39.05124837953327,106.70520137275409,145.71547618561317
832,80.0,681.5,60.0,6947.5,3179.5,119.23925528113634,38.600518131237564,105.26157893552613,143.8401890988746
833,29.0,773.5,51.0,7124.0,3377.5,119.85407794480753,44.384682042344295,105.99056561788883,150.37286989347513
834,52.0,943.5,35.0,7300.5,2908.0,118.66338946785567,49.24428900898052,107.20074626605917,156.43848631331102
835,250.0,1456.0,5.0,7394.0,1680.0,118.45674315968678,65.11528238439882,100.42410069301094,165.42369842317032
836,452.5,1908.0,168.0,7623.0,672.5,120.07497657713701,73.16419889536138,95.50916186418976,168.32409215557945
837,620.0,2263.0,255.0,7668.0,573.0,120.83045973594572,82.20097323024831,90.13878188659973,171.73234989366446
838,560.5,2453.0,360.0,7134.0,1127.5,112.58774356030055,89.62700485902673,83.81527307120105,172.9566419655516
839,485.5,1987.5,207.5,6605.0,682.5,111.61093136427094,90.60905032059435,83.16850365372699,173.4156855650607
840,631.5,1990.0,532.0,7614.5,106.0,118.6001686339442,94.72592042308166,95.1892851112981,189.44656238633627
841,710.5,1465.0,361.0,7191.0,1940.0,119.23925528113634,78.26237921249263,97.49871794028884,175.0
842,415.0,1475.0,357.0,7520.0,2190.0,116.29703349613007,72.18032973047436,104.4030650891055,176.32356620712955
843,270.5,938.0,221.5,7084.0,2954.0,115.44695751729449,62.96824596572466,106.48004507887852,169.31922513406445
844,390.5,1061.0,228.0,7286.5,2610.5,116.66190466471906,61.66036003787198,106.7379969832674,168.12197952677099
845,182.5,1439.5,36.0,7730.0,2315.0,114.17968295629481,70.40596565632774,110.35397591387454,180.71247881648904
846,128.0,1087.5,8.0,7311.0,3311.0,112.92918134831227,62.369864518050704,110.35397591387454,172.69626515938322
847,183.0,1124.5,31.5,7646.5,3767.0,116.41735265844177,60.41522986797286,112.08925015361643,172.44709333589824
848,27.5,839.5,48.5,7279.5,3889.0,117.27744881263405,46.09772228646444,109.88175462741756,155.97756248896826
849,215.0,574.0,120.0,6724.0,3590.5,117.38824472663352,44.553338819890925,105.26157893552613,149.68299836654796
850,72.0,693.5,56.0,6092.0,1722.0,107.16809226630845,47.12748667179272,104.67568963231147,151.7893276880822
851,640.0,1858.5,376.0,6208.0,1418.5,115.95257651298655,82.87339742040264,75.61084578286372,157.64834283937145
852,856.0,2607.0,641.0,7178.0,2253.0,111.9866063420086,93.38094023943002,83.38465086573187,175.6843760839307
853,685.0,2697.0,714.5,7586.0,1914.0,110.42191811411355,106.21205204683694,88.88756943465155,194.58674158328466
854,445.0,2666.0,638.5,7457.0,2596.0,109.14210919713803,111.46299834474219,87.80091115700337,199.06029237394384
855,627.5,2520.0,696.5,7402.5,2248.0,107.07940978544848,104.08650248711405,91.48223871331527,195.143536915779
856,722.0,2642.0,612.5,7506.0,2358.0,111.19802156513397,105.07616285342742,87.93179174792243,192.41881404893857
857,585.0,2145.5,569.0,7198.0,1091.5,108.67382389517726,90.79647570252934,93.40770846134703,183.76343488300387
858,470.0,1582.5,361.5,7193.0,931.0,114.42464769445436,70.71067811865476,98.76234100101111,169.09760495051373
859,214.5,940.0,51.0,6308.0,2105.5,102.48902380255166,50.48762224545735,105.53672346628922,155.9134375222354
860,114.5,690.5,19.5,6338.5,3538.0,107.56393447619885,38.63935817272331,105.99056561788883,144.5856147754679
861,27.0,510.5,35.5,6351.0,3873.5,110.0272693471941,34.713109915419565,106.51291001564083,141.22322755127783
862,173.5,587.0,25.5,6300.5,2793.0,110.3177229641729,37.8549864614954,104.69479452198185,142.44297104455524
863,49.5,502.5,101.0,7011.5,5046.0,114.58621208504974,37.107950630558946,113.78049041905207,150.88074761214565
864,115.5,625.5,138.0,6489.0,2966.0,112.00892821556681,35.6931365951495,105.51303237041384,141.15594213493105
865,18.0,500.0,111.5,6655.0,4664.5,111.80339887498948,38.07886552931954,110.35397591387454,148.43180252223578
866,35.0,305.0,93.0,6184.0,5519.5,106.09901036296239,39.293765408777,111.12605455067681,150.41608956491322
867,45.0,320.5,128.0,6248.5,5701.5,107.48953437428223,40.024992192379,110.35397591387454,150.37286989347513
868,63.0,366.0,158.5,6134.0,5724.5,106.30145812734649,43.174066289845804,108.66922287382016,151.83214415926557
869,147.5,358.5,99.0,6389.0,5998.5,106.96261028976434,44.91102314577124,112.79184367674819,157.64834283937145
870,153.5,261.0,84.0,5938.0,5447.0,100.89598604503551,46.87216658103186,112.53888216967503,159.3549497191725
871,192.0,651.0,4.0,5845.0,3434.0,100.22474744293447,54.12947441089743,103.84603988597736,157.8923684032892
872,254.0,890.0,120.5,5598.0,1592.0,95.70788891204319,54.91812087098393,98.76234100101111,153.52524222420234
873,130.0,774.0,72.5,5369.5,1340.0,97.29337079164233,53.36665625650534,94.64142856064674,147.96283317103658
874,171.5,717.5,133.5,5260.5,765.0,95.90099061010788,49.24428900898052,95.2102935611481,144.3675863897433
875,183.0,695.5,110.0,5759.0,2118.5,102.77159140540736,48.05205510693585,99.04039579888602,146.99659860010368
876,117.0,555.0,37.0,5934.5,2665.0,104.39348638684312,42.95346318982906,103.58088626768937,146.4923206178399
877,47.0,551.5,96.5,6458.5,3616.0,111.30588483993108,44.14748010928823,106.30145812734649,150.44268011438774
878,117.0,510.0,128.5,6447.0,3923.0,113.43720729989786,42.7551166528639,105.01904589168576,147.73286702694156
879,29.5,623.0,198.0,7181.5,4101.0,119.23925528113634,44.384682042344295,110.11357772772621,154.49595463959565
880,68.0,816.0,98.0,7212.0,3570.0,121.3424904969401,40.792156108742276,105.75916035975324,146.53668482670133
881,28.0,713.5,130.0,7385.5,4467.0,125.13193037750197,42.20189569201838,106.73331251301067,148.93287078412206
882,72.0,780.0,221.0,7607.0,4162.5,127.90621564255585,41.48493702538308,106.96261028976434,148.43180252223578
883,1.0,689.5,57.5,7178.5,5117.5,120.83873551142449,41.97618372363071,107.48953437428223,149.46571513226704
884,65.0,676.5,85.5,7282.0,4807.0,122.98373876248843,41.23105625617661,107.48953437428223,148.70776711389354
885,96.5,587.0,154.5,7053.0,5093.0,116.10340218959993,40.26164427839479,111.40017953306898,151.63442880823604
886,96.5,528.0,179.0,6968.5,5376.0,117.47765745025733,42.44997055358225,109.65856099730654,152.08221460775746
887,90.0,572.5,154.5,6962.5,4819.5,115.52056094046635,43.41658669218482,110.63453348751464,154.02921800749363
888,52.5,396.0,128.5,6798.0,4788.5,110.63453348751464,42.20189569201838,115.73245007343446,157.9271984174987
889,181.5,667.0,35.0,6517.0,3562.5,106.30145812734649,51.78802950489621,110.11357772772621,161.83015788165073
890,121.5,726.5,108.0,5744.0,2180.0,97.29337079164233,52.630789467763066,103.4456378974,156.0416611036937
891,160.5,550.5,75.0,5078.0,1794.0,97.98469268207153,53.150729063673246,92.44457799135652,145.52319402761884
892,17.5,569.5,42.0,5487.5,2721.5,97.74456506629922,49.72926703662542,100.68763578513501,150.41608956491322
893,191.0,596.5,101.0,5853.5,1912.0,104.80935072788114,47.12748667179272,100.43903623591775,147.46185947559457
894,241.5,804.5,162.5,6603.5,1565.0,114.72575996697516,45.221676218380054,101.20276676059801,146.24978632463024
895,375.0,1013.0,128.0,7756.0,2623.5,124.72369462135092,47.43416490252569,108.67382389517726,155.7562197795003
896,189.5,931.0,215.0,8268.0,4114.0,132.43866504914644,43.01162633521314,110.85576214162258,153.7693077307692
897,55.5,1177.0,144.0,8803.5,4248.0,139.48835076808385,44.64302857109943,109.38464243210744,154.0194792875239
898,93.5,1161.5,148.5,8506.5,3949.0,139.48835076808385,44.384682042344295,105.32331175955302,149.68299836654796
899,56.0,1326.5,158.0,8393.0,3526.5,135.9154148726332,45.60701700396552,104.04806581575652,149.64624953536256
900,108.5,1027.5,163.0,8372.0,4725.0,133.9589489358587,41.48493702538308,109.65856099730654,151.10923201446033
901,44.5,1075.5,145.5,8199.0,4124.5,131.79529581893277,42.44997055358225,108.17116066678771,150.6154042586614
902,60.5,1003.5,182.0,8134.0,4567.5,130.04999038831184,45.35416188179427,109.65856099730654,155.00322577288512
903,68.0,987.0,256.0,7875.0,4132.0,129.07362240210043,43.41658669218482,106.73331251301067,150.136604464068
904,11.0,1018.0,133.5,8150.5,4553.0,129.634100452003,43.174066289845804,110.11357772772621,153.28731193415845
905,0.0,937.5,68.0,7812.5,4141.0,127.47548783981962,43.174066289845804,107.93516572461452,151.10923201446033
906,56.0,1014.5,58.0,7852.5,4297.0,124.53513560437472,43.93176527297759,109.83624174196785,153.7595525487766
907,63.0,966.0,2.0,7720.0,4479.5,124.33824833895642,45.89117562233506,108.6830253535482,154.5639026422405
908,55.0,791.0,127.5,7166.5,5207.0,116.29703349613007,45.35416188179427,109.89540481748998,155.24174696260025
909,50.0,437.0,134.0,6267.0,5627.0,104.5609869884557,47.29693436154187,111.57060544785082,158.86157496386593
910,85.5,233.0,76.0,5620.0,5487.0,96.54014708917737,48.83646178829912,111.61093136427094,160.4306703844374
911,190.5,421.5,120.5,5706.0,4439.0,97.51410154434076,53.9351462406472,108.41586599755591,162.27445886522005
912,346.0,696.0,45.0,5639.0,2974.0,96.1041102138717,58.855755878248644,103.16006979447037,161.7714437099453
913,151.0,780.0,17.0,5364.0,1813.5,94.14881836751856,56.293871780150276,97.52948272189288,153.7693077307692
914,77.5,710.0,16.5,5507.5,879.0,97.082439194738,49.24428900898052,98.84331034521254,148.07092894960846
915,50.0,726.0,155.0,6188.5,1989.5,106.23088063270491,47.53945729601885,102.88342918079665,150.41608956491322
916,153.0,959.5,84.0,6766.5,1636.5,115.69356075426151,45.880278987817846,100.43903623591775,146.24978632463024
917,185.0,935.0,88.0,6717.0,353.0,119.81652640600127,45.221676218380054,96.54014708917737,141.65097952361643
918,119.5,1216.5,27.0,8106.0,2585.5,132.4424403278647,49.040799340956916,104.04806581575652,153.05227865013967
919,185.0,1036.5,215.5,8457.5,4202.0,137.10215169719257,42.720018726587654,108.25894882179486,150.88074761214565
920,18.0,1104.0,159.5,8262.0,4009.0,136.69308687713507,42.20189569201838,104.78549517943789,146.98639392814562
921,142.0,1084.5,192.0,8218.5,4185.0,134.73306943731373,44.384682042344295,105.90561835898981,150.23315213360866
922,10.0,1064.0,129.5,8020.0,4323.0,131.40015220691336,43.174066289845804,105.99056561788883,149.164338901763
923,13.0,1045.5,33.0,8052.5,4488.0,130.8166656049603,44.384682042344295,107.20074626605917,151.58495967608397
924,126.0,1047.0,14.5,7862.0,4277.0,130.61393493804556,43.93176527297759,104.546640309481,148.43180252223578
925,14.0,911.0,30.5,7306.0,2646.5,121.2023102090055,42.579337712087536,105.54619841567009,148.12494725737457
926,125.5,917.5,51.0,7686.0,4222.0,129.24782396620841,42.20189569201838,104.7377677822093,146.8911161370898
927,99.0,838.0,156.0,7124.0,3728.5,122.78436382536663,42.44997055358225,102.39140588936164,144.81022063376605
928,25.0,857.0,94.0,7306.0,3447.0,124.33824833895642,41.23105625617661,103.81233067415451,145.04137340772803
929,39.0,742.0,9.5,7001.5,3802.5,120.22063050907694,41.0,104.1393297462587,145.13442045221387
930,49.0,1162.5,32.0,7241.5,2616.5,127.283148923964,44.91102314577124,95.524865872714,140.42791745233566
931,28.5,823.0,171.0,7322.0,4060.5,126.69648771769484,42.20189569201838,102.61091559868278,144.81022063376605
932,82.0,953.5,62.0,7256.5,2527.0,124.53513560437472,45.12205669071391,101.39033484509261,146.4923206178399
933,16.5,905.0,152.5,7134.5,3792.0,124.53513560437472,45.35416188179427,100.16985574512923,145.52319402761884
934,59.0,927.0,133.0,7229.0,3856.0,123.35720489699821,43.174066289845804,102.18121158021175,145.34441853748632
935,74.5,792.5,159.5,7033.0,3850.5,121.01652779682617,42.20189569201838,103.16006979447037,145.34441853748632
936,11.5,802.0,214.0,7004.5,4103.0,121.39604606411199,42.44997055358225,102.35721762533407,144.80676779764127
937,23.5,834.0,141.0,7198.5,4104.0,125.31959144523253,42.20189569201838,101.6366075781753,143.83671297690307
938,17.0,917.5,129.5,7170.5,4213.0,124.53513560437472,44.14748010928823,100.43903623591775,144.5856147754679
939,13.5,816.0,138.0,6912.0,4118.0,122.37646832622684,42.20189569201838,99.68951800465283,141.89080308462562
940,19.0,811.0,166.0,7137.5,4527.0,126.92123541787639,43.174066289845804,99.92497185388645,143.09786860746738
941,35.0,756.5,65.0,6912.5,3796.5,123.5556554755791,41.97618372363071,99.68951800465283,141.66156853571826
942,40.0,888.5,67.0,7006.5,3694.0,130.04999038831184,43.174066289845804,94.14881836751856,137.31715115017496
943,87.5,816.0,141.0,6948.0,4155.0,122.37646832622684,44.384682042344295,100.22474744293447,144.5856147754679
944,32.0,812.0,136.5,6953.0,4464.0,120.41594578792295,42.44997055358225,102.1077861869505,144.55448799674122
945,18.5,744.0,92.0,6923.0,4413.5,122.78436382536663,42.20189569201838,100.66280345788111,142.86357128393507
946,7.5,810.0,160.0,7181.5,4905.0,119.23925528113634,42.20189569201838,106.96261028976434,149.164338901763
947,58.5,861.5,72.0,7182.5,4695.5,121.39604606411199,44.14748010928823,104.1393297462587,148.2767682410161
948,95.0,714.0,111.0,6964.0,4760.0,118.45674315968678,42.44997055358225,105.53672346628922,147.95945390545344
949,152.0,575.0,174.5,6765.5,4908.0,116.70903992407786,41.48493702538308,106.09901036296239,147.5127113166862
950,23.0,561.5,69.0,6732.0,5006.5,113.35784048754634,41.0,108.90821823902914,149.90663761154806
951,121.0,380.0,101.0,6079.0,4989.0,104.92378186092989,41.593268686170845,108.6830253535482,150.23315213360866
952,56.0,290.0,165.5,5890.0,5838.0,101.9803902718557,43.93176527297759,109.88175462741756,153.80507143784303
953,153.0,586.5,69.0,5908.5,4137.5,101.20276676059801,51.97114584074513,105.26157893552613,157.17824276915684
954,177.0,652.5,35.0,5754.5,3280.5,97.29337079164233,55.31726674375732,105.08092119885512,160.3309078125612
955,298.0,779.0,108.0,5537.5,2910.0,95.56673061269805,57.271284253105414,99.92997548283498,157.00318468107582
956,22.5,772.0,48.0,5440.0,2182.5,96.54014708917737,52.20153254455275,96.84007434941384,149.04026301640775
957,27.5,644.0,7.5,5607.0,2311.0,101.92153844992725,45.221676218380054,97.41663102366043,142.63590010933433
958,244.0,735.0,120.0,6643.5,3706.5,110.44002897500525,43.08131845707603,107.00467279516349,149.91330828182
959,240.0,723.5,194.0,7668.5,4257.0,121.8400590938793,41.78516483155236,114.0175425099138,155.64703659241314
960,231.0,657.0,152.0,7796.0,4812.5,126.92123541787639,40.496913462633174,112.53888216967503,152.88230767489088
961,126.5,974.0,49.5,7971.5,3968.0,130.49521064008442,42.44997055358225,107.28000745712129,149.68299836654796
962,117.0,911.0,202.0,8193.5,4541.0,134.39121995130486,39.84971769034255,108.41586599755591,148.22280526288793
963,124.0,868.5,199.5,7889.0,3776.0,132.21951444472938,39.84971769034255,106.23088063270491,146.03081866510234
964,196.5,828.0,115.0,6405.0,889.5,120.83045973594572,39.56008088970496,92.39588735436226,131.79529581893277
965,23.0,932.0,5.5,6910.0,1632.0,122.78436382536663,39.56008088970496,97.52948272189288,137.0875632579411
966,17.0,867.0,58.0,5906.0,1705.5,117.08543888972702,39.05124837953327,86.12200647918046,125.1718818265508
