Frames,T095258,T495558,T636709,T094955,T051358,L4955,L5258,L0958,L0952
1714,86.0,601.5,193.0,5632.0,1606.0,101.78899744078434,55.731499172371095,98.84331034521254,154.55743269089325
1715,262.0,827.0,126.0,5465.5,279.0,98.65596788841515,61.98386886924694,94.37160589923221,156.20499351813308
1716,79.5,863.5,33.0,5094.5,707.0,92.39588735436226,57.706152185014034,91.59148432032315,149.2816130673835
1717,154.0,900.5,64.5,5000.5,1592.0,92.57429448826494,58.05170109479997,88.76936408468859,146.75830470538966
1718,165.0,1017.0,120.0,5085.0,1623.0,91.78235124467012,59.033888572581766,88.76936408468859,147.73286702694156
1719,75.0,789.5,24.0,4767.5,896.0,89.26925562588724,51.97114584074513,89.26925562588724,141.22322755127783
1720,81.0,673.0,67.0,4972.0,1365.0,92.57429448826494,49.24428900898052,93.14504817756014,142.36923825040296
1721,201.5,585.5,63.5,5694.5,562.5,102.59142264341595,48.05205510693585,100.2845950283492,148.22280526288793
1722,159.0,719.0,3.0,5795.0,280.5,103.69667304209909,45.5411901469428,98.48857801796105,143.95138068111746
1723,24.0,772.5,81.0,6172.5,970.0,111.01801655587259,45.5411901469428,97.32420048477151,142.86357128393507
1724,25.0,1320.0,36.5,7761.0,360.0,128.87590930814028,46.389654018972806,99.98499887483122,146.37281168304446
1725,2.0,1075.5,43.5,8133.0,2779.0,128.7245120402482,40.607881008493905,109.65856099730654,150.2664300500947
1726,3.5,1122.0,36.5,8198.5,3202.5,133.00375934536586,41.97618372363071,106.51291001564083,148.48905683584903
1727,33.0,904.0,53.0,7944.0,2403.0,125.60254774486066,37.8549864614954,112.17842929904127,150.02999700059985
1728,90.0,877.0,38.0,7747.0,3448.5,124.45882853377658,39.6232255123179,110.63453348751464,150.23315213360866
1729,127.5,731.0,41.0,7544.0,3966.0,120.03332870498926,43.56604182158393,113.5649593844862,157.08914666519772
1730,154.0,705.0,22.5,7138.5,3788.0,112.96902230257638,46.69047011971501,114.00438588054409,160.63934760823702
1731,194.5,566.0,36.5,6706.5,2936.0,108.4665847162157,47.67598976424087,113.26517558367179,160.85397104206038
1732,303.0,525.0,47.0,6367.0,5092.5,106.30145812734649,52.773099207835045,110.16351483136329,162.74212730574712
1733,140.5,585.5,3.0,6318.5,2632.5,108.17116066678771,53.600373133029585,106.09901036296239,159.65587994182988
1734,220.0,530.0,8.0,5722.5,2079.0,97.082439194738,50.00999900019995,107.28000745712129,157.175061635108
1735,161.0,672.5,130.0,5492.5,664.0,97.082439194738,54.12947441089743,99.45853407325085,153.52524222420234
1736,100.5,926.5,10.5,5672.0,815.0,102.1077861869505,51.78802950489621,93.17188417113823,144.9310180741169
1737,29.0,557.0,33.0,5682.0,1237.5,102.39140588936164,46.32493928760188,100.16985574512923,146.4923206178399
1738,48.0,868.0,74.0,6644.0,1017.0,112.37882362794157,47.53945729601885,102.83968105745953,150.37286989347513
1739,135.0,859.5,146.0,7987.5,3129.0,128.09761902549164,43.965895873961216,111.32385189167684,155.24174696260025
1740,153.0,1032.5,153.0,8362.0,3318.0,135.14806694880988,43.68065933568311,108.4665847162157,152.08221460775746
1741,96.0,1030.5,170.0,9092.5,4546.0,140.24621207005913,41.48493702538308,114.97825881443848,156.43848631331102
1742,18.0,1361.0,54.0,8676.5,2664.0,139.44532978913278,43.73785545725808,104.92378186092989,148.66068747318505
1743,24.0,1243.5,16.0,8860.5,2939.0,141.23030836190935,40.792156108742276,107.8702924812944,148.66068747318505
1744,111.0,997.0,169.0,8422.5,2921.0,136.69308687713507,40.024992192379,108.67382389517726,148.66068747318505
1745,10.0,1148.0,38.0,8090.0,2963.5,131.0267148332736,43.174066289845804,105.99056561788883,149.164338901763
1746,17.0,944.0,74.0,7963.0,2270.0,130.61393493804556,38.8329756778952,107.48953437428223,146.32156368765337
1747,106.0,755.5,140.0,7526.0,2308.0,123.97580409095961,40.26164427839479,109.23827168167757,149.46571513226704
1748,84.0,736.0,10.5,7199.0,3327.5,117.27744881263405,42.579337712087536,110.21796586763884,152.7776161615307
1749,165.0,518.0,25.0,5971.0,3766.0,102.39140588936164,46.52956049652737,106.51291001564083,152.97058540778355
1750,116.0,72.0,78.0,5085.0,5368.5,91.78235124467012,34.36568055487916,112.37882362794157,146.696966567138
1751,319.5,675.5,33.0,5685.0,1296.0,99.82484660644363,56.71860364994893,100.68763578513501,157.17824276915684
1752,69.0,128.0,121.5,4934.0,4192.0,88.81441324469807,36.49657518178932,113.99122773266372,150.4725888658795
1753,180.5,765.0,98.0,5338.5,31.5,98.3107318658548,59.682493245507096,93.17188417113823,152.7776161615307
1754,240.0,907.0,42.0,5208.0,158.0,93.05912099305473,60.8276253029822,92.89241088485109,153.58710883404245
1755,274.0,715.0,78.5,5240.0,688.5,96.17692030835673,54.91812087098393,94.92101980067429,149.64624953536256
1756,24.0,738.0,91.5,5746.5,1737.5,100.80674580602232,49.72926703662542,99.72462083156798,149.45233353815524
1757,13.5,844.0,18.0,5656.0,1240.0,106.73331251301067,47.80167361086848,90.24965373894794,138.0507153186828
1758,110.5,768.5,143.0,6771.5,2157.0,119.57006314291216,42.05948168962618,100.42410069301094,142.44297104455524
1759,189.0,787.0,179.0,7890.0,3674.0,130.50670480860362,42.05948168962618,108.90821823902914,150.86417732516887
1760,120.0,1144.0,106.5,8442.0,3618.0,134.3726162579266,44.64302857109943,108.6830253535482,153.28731193415845
1761,68.0,1082.0,141.5,8452.0,3511.0,136.3084736911099,43.174066289845804,108.25894882179486,151.4199458459816
1762,1.5,1255.5,64.5,8203.5,2528.5,132.21951444472938,44.91102314577124,105.11898020814318,150.02999700059985
1763,94.0,1221.5,92.5,8631.0,3840.5,135.9154148726332,43.174066289845804,109.04127658827184,152.190669884852
1764,6.0,1144.0,61.5,8367.5,3909.0,133.19534526401438,42.95346318982906,108.4665847162157,151.4199458459816
1765,24.0,964.0,120.0,7795.0,2905.5,123.97580409095961,42.95346318982906,110.21796586763884,153.16984037335808
1766,13.0,855.0,90.5,7425.0,3987.0,120.07497657713701,43.93176527297759,109.4440496326776,153.37535656030275
1767,0.0,850.5,28.0,6919.5,2415.0,113.35784048754634,45.89117562233506,107.07940978544848,152.97058540778355
1768,224.0,941.0,34.0,6434.0,1234.5,103.94229168149026,53.600373133029585,105.75916035975324,159.24823389915505
1769,113.0,112.0,0.0,4391.5,1758.0,84.1486779456457,42.190046219457976,102.1077861869505,144.25671561490648
1770,445.5,782.0,4.0,5930.0,3281.5,98.0612053770501,60.67124524847005,105.3612832116238,165.65627063289816
1771,424.5,617.0,26.0,5540.0,2344.0,95.70788891204319,58.69412236331676,103.4456378974,161.7714437099453
1772,321.5,816.0,63.5,5720.0,1581.0,97.32420048477151,61.66036003787198,101.13851887386922,162.5945878558078
1773,72.0,880.0,6.5,5824.0,1394.0,100.0199980003999,59.43904440685432,98.95453501482385,158.38244852255568
1774,218.0,816.5,56.0,4894.5,1301.5,92.22797840135064,55.731499172371095,88.76936408468859,144.3675863897433
1775,98.0,745.5,4.0,5869.5,1000.0,101.20276676059801,50.21951811795888,101.39033484509261,151.58495967608397
1776,294.5,753.0,34.5,6896.0,1278.5,114.1402645870422,49.64876634922564,107.96758772891057,157.4102919125684
1777,171.0,824.0,98.0,6907.0,2122.0,117.38824472663352,46.69047011971501,104.04806581575652,150.65855435387664
1778,19.5,855.0,91.0,7517.0,2074.0,122.0,42.95346318982906,109.23827168167757,152.190669884852
1779,83.0,1001.0,48.5,7891.0,2761.0,132.5745073534124,43.93176527297759,104.04806581575652,147.95945390545344
1780,73.0,1141.0,84.0,8280.0,2961.0,131.40015220691336,43.93176527297759,108.67382389517726,152.5909564816998
1781,2.0,1197.0,79.0,8481.0,3783.5,132.19682295728592,44.91102314577124,110.21796586763884,155.12897859523216
1782,9.0,853.5,54.0,7557.0,3161.0,122.64175471673585,38.8329756778952,109.4440496326776,148.2767682410161
1783,44.0,892.5,110.0,8171.0,4242.0,129.0658746532173,40.792156108742276,112.78741064498288,153.57408635573907
1784,18.0,776.0,110.0,7867.0,3646.0,125.93649193144932,39.6232255123179,112.61438629233834,152.2366578718805
1785,19.0,880.0,106.0,7580.0,3304.5,121.6552506059644,41.773197148410844,110.21796586763884,151.99013125857877
1786,44.0,727.0,43.0,7385.0,3234.0,118.06777714516353,40.792156108742276,112.78741064498288,153.57408635573907
1787,22.0,704.0,156.0,7134.0,4923.0,113.78049041905207,45.12205669071391,113.03096920755833,158.15182578775372
1788,88.5,982.0,41.5,6974.5,1190.0,120.50726119201282,45.39823785126467,99.46356116689167,144.83784035948617
1789,29.0,757.5,156.0,6831.5,3324.5,112.29425630903836,46.87216658103186,108.25894882179486,155.12897859523216
1790,107.5,614.5,115.5,7041.0,3072.0,114.00438588054409,46.09772228646444,112.79184367674819,158.86157496386593
1791,81.0,883.5,43.0,5997.0,916.5,106.36728820459794,48.83646178829912,96.317184344228,145.13442045221387
1792,17.0,963.0,20.0,5551.5,498.5,106.53168542738823,51.62363799656123,86.14522621712709,137.7679207943562
1793,39.5,784.0,50.0,5665.0,1128.0,100.44899203078147,47.29693436154187,97.29337079164233,144.5856147754679
1794,10.0,713.5,54.0,6172.0,827.5,108.4665847162157,47.29693436154187,100.66280345788111,147.95945390545344
1795,35.5,785.5,112.0,7251.0,1863.5,116.41735265844177,45.880278987817846,111.12605455067681,157.00318468107582
1796,189.0,948.0,149.0,7076.0,1537.0,124.1933975700802,44.27188724235731,98.71676655968832,142.87407042567241
1797,66.0,892.0,99.5,7664.0,1548.0,128.06248474865697,40.80441152620633,105.77334257741882,146.5639792036229
1798,335.5,1555.0,176.0,8878.0,1166.5,142.12670403551894,54.12947441089743,103.40696301506973,157.2800050864699
1799,74.0,1120.5,89.0,8527.0,2750.0,138.07968713753664,42.20189569201838,107.28000745712129,149.46571513226704
1800,282.0,1581.0,46.5,8319.0,706.5,139.5886814895821,47.38143096192854,97.01546268507923,144.15616532080756
1801,193.5,1317.5,48.0,8276.0,654.0,136.94524453225822,45.5411901469428,101.86756107809786,147.29901561110313
1802,266.0,1482.0,99.0,8662.5,601.5,141.05672617780408,49.49747468305833,102.1077861869505,151.4199458459816
1803,170.0,1497.5,122.5,8302.5,936.0,137.2953021774598,50.99019513592785,99.45853407325085,150.37286989347513
1804,85.0,1199.5,86.0,7956.0,987.5,137.10215169719257,46.32493928760188,98.76234100101111,145.06550244630873
1805,281.0,1244.0,13.5,8233.0,1060.5,138.27870407260838,48.507731342539614,101.39033484509261,149.68299836654796
1806,197.0,1267.0,68.0,7974.0,457.5,133.18032887780387,45.5411901469428,100.89598604503551,146.32156368765337
1807,273.0,1369.0,97.0,7997.5,800.0,132.83448347473634,49.49747468305833,100.16985574512923,149.46571513226704
1808,105.0,1156.0,103.0,8322.0,2135.5,132.19682295728592,46.69047011971501,108.4665847162157,155.12897859523216
1809,228.0,1318.0,112.5,7880.0,969.0,128.4562182223967,48.662100242385755,102.35721762533407,150.88074761214565
1810,227.0,1133.5,35.5,7587.0,1309.0,121.80722474467596,47.51841748206689,105.99056561788883,153.37535656030275
1811,264.0,821.5,83.5,8287.0,4254.0,133.75350462698165,48.662100242385755,111.8257573191436,160.3277892319357
1812,88.5,1080.0,19.5,7966.5,2530.0,129.5569372901351,48.507731342539614,106.70520137275409,155.1934276958918
1813,205.0,1089.0,106.0,7594.0,614.0,122.80065146407001,54.589376255824725,106.51291001564083,161.01242188104618
1814,82.0,889.5,53.0,6406.5,866.0,104.39348638684312,57.271284253105414,105.99056561788883,163.24827717314508
1815,295.5,1240.5,50.5,6509.5,1525.0,115.12167476196652,62.16912416947821,92.04890004774636,154.0194792875239
1816,72.0,894.5,55.0,5905.5,604.0,103.36827366266692,54.3415126767741,97.01546268507923,151.34397906755325
1817,210.0,1082.5,53.0,6172.5,958.0,107.91200118615167,52.773099207835045,95.0789145920377,147.73286702694156
1818,38.0,772.0,48.5,6470.0,1683.5,111.46299834474219,43.174066289845804,102.39140588936164,145.5609837834301
1819,72.5,1001.0,204.0,8404.0,2379.0,133.82077566656082,50.00999900019995,110.85576214162258,160.85397104206038
1820,20.0,1198.5,67.0,8644.5,2332.0,135.14806694880988,46.87216658103186,110.21796586763884,157.08914666519772
1821,96.0,1291.5,177.5,9015.5,4034.5,143.75326083258076,45.12205669071391,107.70329614269008,152.80052355931247
1822,126.0,1349.0,103.0,8867.0,3230.5,140.42791745233566,44.384682042344295,107.07940978544848,151.4199458459816
1823,94.5,1241.0,22.5,8440.0,2517.5,140.42791745233566,43.73785545725808,102.61091559868278,146.32156368765337
1824,91.0,1218.5,13.5,8383.5,3062.0,138.6542462386205,45.70557952810576,103.36827366266692,149.05032707109368
1825,31.0,975.0,100.0,7957.5,3768.0,132.38202294873727,43.93176527297759,105.53672346628922,149.46571513226704
1826,19.0,960.0,26.5,7920.0,3365.5,126.30122723077555,41.773197148410844,110.21796586763884,151.99013125857877
1827,122.0,612.0,29.0,7392.0,3420.0,122.37646832622684,40.607881008493905,110.85576214162258,151.4199458459816
1828,9.0,697.5,27.0,6995.0,3348.0,115.52056094046635,45.89117562233506,109.04127658827184,154.9322432549145
1829,182.0,781.0,69.0,6800.0,2387.5,112.37882362794157,50.80354318352215,107.20074626605917,157.9271984174987
1830,110.0,782.5,8.0,5756.5,1315.0,104.7377677822093,56.32051136131489,95.03683496413377,151.32745950421557
1831,283.0,758.5,26.5,5633.0,1253.5,98.84331034521254,58.54912467321779,98.71676655968832,157.08914666519772
1832,167.0,979.0,5.0,5913.0,1430.5,104.34557968596465,57.87054518492115,94.59386872308374,152.3975065412817
1833,391.5,1240.0,145.0,5930.0,163.5,101.9803902718557,66.61080993352356,92.17917335276988,158.47397262642215
1834,289.5,930.0,92.0,5493.0,332.0,95.35197952848173,59.682493245507096,96.04686356149273,155.54099138169335
1835,93.0,769.0,42.0,5648.0,1079.0,98.48857801796105,50.695167422546305,99.32774033471213,150.0
1836,263.0,667.0,139.5,5681.0,52.0,110.21796586763884,47.80167361086848,91.0823802938856,138.6542462386205
1837,142.0,762.0,96.5,6736.5,1400.0,120.78493283518438,45.60701700396552,99.04039579888602,144.5856147754679
1838,181.5,850.5,215.0,7247.0,2404.5,125.87692401707312,43.657759905886145,101.65136496870073,145.2067491544384
1839,57.0,902.5,156.0,7794.0,2685.0,128.3199127181748,43.68065933568311,107.44766167767449,151.11915828246265
1840,54.0,1122.5,75.0,8010.5,447.5,141.05672617780408,42.95346318982906,97.67292357659824,140.61649974309557
1841,222.0,1056.0,94.5,7524.0,553.0,133.82077566656082,44.14748010928823,96.74709297958259,140.73023839957068
1842,33.0,852.5,139.5,7819.5,1981.0,132.67252918370102,41.97618372363071,105.11898020814318,147.09180806557515
1843,36.0,1094.0,84.0,7788.0,1290.0,133.5065541462291,45.70557952810576,100.2845950283492,145.98630072715727
1844,215.5,997.5,96.0,7636.5,1452.5,133.6600164596728,46.87216658103186,99.50376877284599,146.23952953972466
1845,67.5,882.0,40.0,7536.0,3164.0,131.21356637177422,45.89117562233506,101.43470806385751,147.31259280862582
1846,29.5,1260.0,31.5,7367.0,444.0,138.92443989449805,49.64876634922564,87.96590248499699,137.6117727521886
1847,113.0,873.5,89.0,7692.0,2509.0,133.98880550254935,47.29693436154187,101.78899744078434,149.05032707109368
1848,171.0,876.0,61.5,6911.0,854.0,126.01983970788092,50.48762224545735,96.1041102138717,146.50938536489735
1849,67.5,1112.5,112.0,7353.5,1753.5,126.15070352558483,50.44799302251776,99.24716620639605,149.68299836654796
1850,342.5,1819.5,166.0,7469.5,506.0,123.17873193047572,64.93843238021688,92.72000862812729,157.4102919125684
1851,174.0,1188.0,104.5,6834.0,546.0,113.77170122662314,53.150729063673246,99.72462083156798,152.80052355931247
1852,126.0,1208.0,50.5,5825.0,1654.0,98.48857801796105,57.723478758647246,93.96275858019496,151.64761785138597
1853,240.5,988.0,37.0,5837.0,981.0,98.76234100101111,54.70831746635972,99.00505037623081,153.57408635573907
1854,123.0,917.0,94.0,5114.0,2798.5,97.52948272189288,48.08326112068523,86.37708029332781,134.40610105199838
1855,43.5,1118.0,4.0,6019.0,2474.5,107.20074626605917,47.12748667179272,91.706052144883,138.82723075823418
1856,172.0,1089.0,23.0,5969.0,1833.5,105.72133181151285,42.44997055358225,93.637599285757,135.9779393872403
1857,66.0,985.5,111.0,6517.5,161.5,112.96902230257638,43.68065933568311,98.67117106835208,142.33762678926468
1858,36.0,1316.0,145.0,7455.5,1051.5,123.79418403139947,41.7612260356422,99.72462083156798,141.4814475470194
1859,52.0,1353.5,180.5,7694.0,652.5,128.89142717807107,38.897300677553446,99.04039579888602,137.92751719653333
1860,17.5,1273.5,27.5,7681.0,17.0,129.43724348115578,37.64306044943742,99.62429422585637,137.26616480400406
1861,12.0,1254.0,98.0,7440.0,254.0,128.65457628860312,37.94733192202055,96.76776322722355,134.7145129523913
1862,1.0,1350.0,120.0,7540.0,756.5,129.24782396620841,39.84971769034255,96.46242791885346,136.31214179228496
1863,159.0,1240.5,53.0,7318.5,371.0,125.31959144523253,39.56008088970496,98.43271813782245,137.8985134075056
1864,86.0,1016.5,76.0,6720.5,188.5,118.25819210524064,38.600518131237564,97.40636529508737,135.9779393872403
1865,1.0,1039.5,88.5,6871.0,1348.0,114.58621208504974,39.84971769034255,102.7861858422619,142.63590010933433
1866,113.0,1135.5,105.5,6808.5,1044.5,115.91807451816995,43.41658669218482,98.67117106835208,142.04576727238302
1867,44.0,960.0,162.0,6550.0,71.0,111.80339887498948,41.7612260356422,100.88111815399351,142.63590010933433
1868,85.0,754.5,143.0,6382.5,1045.5,110.02272492535349,40.52159917870962,103.09219175087898,143.58969322343438
1869,3.0,793.5,126.0,6592.5,982.5,113.5649593844862,40.80441152620633,102.48902380255166,143.29340529138108
1870,124.0,993.0,162.0,6699.0,914.5,107.70793842609746,48.38388161361178,106.97663296253066,155.32224567009067
1871,365.0,1325.5,85.5,6101.0,2161.5,102.61091559868278,57.0087712549569,94.54099639838793,151.22169156572744
1872,339.0,1188.0,137.5,5328.0,3286.5,98.95453501482385,57.97413216254298,84.69356528095862,142.33762678926468
1873,26.0,1090.5,82.5,5383.5,1338.0,95.34149149242423,53.45091205957107,90.44335243676011,143.8923208513922
1874,109.0,1047.0,120.0,5180.0,1921.5,94.36630754670864,48.08326112068523,88.25531145489205,136.2974687952788
1875,54.5,947.5,27.0,5766.0,27.0,99.68951800465283,43.657759905886145,97.082439194738,140.73023839957068
1876,73.5,1099.5,85.0,6632.0,696.0,112.79184367674819,41.78516483155236,98.35141076771599,140.11780757633915
1877,197.0,1232.5,166.5,7301.5,104.5,123.76186811776881,46.238512086787566,98.08159868191383,144.20124826089406
1878,25.0,1426.0,126.0,8178.0,466.0,132.43866504914644,46.17358552246078,102.1420579389313,148.3138563991915
1879,2.0,1409.0,129.0,8075.0,26.5,133.75350462698165,42.720018726587654,100.0,142.72000560538106
1880,27.5,1464.0,151.0,8360.0,970.0,138.10141201305655,42.20189569201838,100.16985574512923,142.36923825040296
1881,23.5,1403.5,87.0,7931.5,720.5,128.7245120402482,42.20189569201838,101.6366075781753,143.83671297690307
1882,166.0,1273.0,127.5,7571.0,909.0,123.62847568420473,42.20189569201838,103.09219175087898,145.2067491544384
1883,154.0,1337.0,146.5,7455.0,382.5,122.64175471673585,45.35416188179427,100.88111815399351,146.1642911247477
1884,6.5,1199.0,165.5,7020.0,1166.5,119.36498649101419,44.384682042344295,97.98469268207153,142.36923825040296
1885,55.0,1211.5,187.5,7413.5,851.5,122.18837915284743,45.12205669071391,102.1077861869505,147.220922426128
1886,136.5,772.0,141.0,6759.5,2135.0,109.32977636490436,44.14748010928823,110.44002897500525,154.53802121160993
1887,186.0,1005.0,58.5,6759.5,2587.5,109.32977636490436,49.03060268852505,106.04244433244644,154.98709623707387
1888,104.0,962.0,3.0,6695.0,1612.0,107.78682665335315,49.03060268852505,107.20074626605917,156.20499351813308
1889,227.5,1024.5,68.5,6253.5,1028.0,100.44899203078147,59.033888572581766,104.546640309481,163.47782724271815
1890,273.0,1018.5,34.0,5747.0,198.0,96.5090669315583,55.31726674375732,98.97979591815695,154.12008305214476
1891,254.5,930.5,101.0,5457.0,60.0,93.94147114027967,56.515484603779164,97.082439194738,153.44380078712857
1892,210.5,850.0,123.0,5285.0,572.0,95.70788891204319,51.19570294468082,93.30058949438637,144.3675863897433
1893,263.5,885.0,149.5,5581.5,221.5,96.6902270139025,48.05205510693585,98.03060746521976,145.8800877433243
1894,250.0,991.5,85.5,6102.0,707.0,110.02272492535349,52.172789842982326,93.60555539069249,145.60219778561037
1895,121.5,673.0,54.5,6363.0,780.0,112.29425630903836,45.70557952810576,101.6366075781753,147.29901561110313
1896,27.0,1016.0,90.0,7976.0,2223.0,128.9961239727768,41.773197148410844,108.25894882179486,150.02999700059985
1897,6.5,919.0,126.0,8076.5,2593.5,134.97407158413796,39.81205847478876,106.09901036296239,145.91093173576817
1898,16.0,1172.0,85.5,8342.5,1949.5,139.08630414242805,40.792156108742276,103.16006979447037,143.95138068111746
1899,144.5,1256.5,71.0,8008.5,505.0,135.95955280891445,44.553338819890925,99.46356116689167,143.95138068111746
1900,12.5,1341.0,71.0,7888.5,910.5,134.97407158413796,44.91102314577124,97.082439194738,141.9929575718458
1901,77.0,1146.0,9.0,7823.0,2715.0,131.84839779079607,43.73785545725808,101.41498903022176,145.13442045221387
1902,187.0,936.5,30.0,6931.0,462.0,124.95199078045935,41.593268686170845,96.30160954002794,137.7679207943562
1903,6.0,892.5,62.0,7207.5,3234.0,118.86967653695369,42.95346318982906,106.30145812734649,149.25481566770299
1904,100.0,1017.5,26.0,6890.5,2223.0,119.5198728245642,44.721359549995796,98.48857801796105,143.17821063276352
1905,219.5,916.5,20.5,6288.0,1324.0,110.02272492535349,48.507731342539614,97.74456506629922,146.11296999240005
1906,193.0,1022.5,27.5,6737.5,1436.0,106.36728820459794,52.172789842982326,108.24047302187847,160.3309078125612
1907,32.0,936.5,15.0,5853.5,598.5,98.47842403288143,54.57105459856901,100.16985574512923,154.7384890710776
1908,172.0,1032.5,105.0,5859.5,101.5,99.46356116689167,54.12947441089743,97.52948272189288,151.58495967608397
1909,70.0,719.0,26.5,5600.0,992.0,100.80674580602232,46.09772228646444,97.01546268507923,143.09786860746738
1910,35.0,755.0,11.0,6208.0,1897.0,107.28000745712129,44.9221548904324,101.92153844992725,146.84004903295286
1911,29.0,799.0,52.0,7021.5,2237.0,119.10079764636339,40.52159917870962,104.546640309481,145.06550244630873
1912,167.5,862.0,165.5,7680.0,2111.5,128.06248474865697,43.32435804486894,106.48004507887852,149.7230777134908
1913,147.0,1058.0,275.5,8689.0,2878.0,138.00362314084367,45.221676218380054,110.60289327137876,155.76905982896602
1914,88.0,1272.0,138.0,8630.0,2250.0,138.4629914453678,45.35416188179427,106.30145812734649,151.63442880823604
1915,1.0,1334.0,163.0,8556.0,2970.0,139.90353819685905,47.07440918375928,103.36827366266692,150.44268011438774
1916,9.0,1030.5,163.5,8030.0,2952.0,132.83448347473634,45.12205669071391,105.53672346628922,150.65855435387664
1917,80.0,1074.5,142.5,8367.0,3782.0,140.57738082636197,46.09772228646444,104.29285689825551,150.37286989347513
1918,131.0,1084.5,122.5,7836.0,2825.0,133.6600164596728,47.07440918375928,101.65136496870073,148.67750334196495
1919,6.0,1088.0,148.5,7897.0,1899.5,133.3604139165742,47.07440918375928,102.39140588936164,149.46571513226704
1920,30.5,969.0,78.5,7720.0,2156.0,135.63554106501732,48.27007354458868,99.92497185388645,148.1924424523734
1921,100.0,849.0,148.5,7529.0,2451.5,131.24023773218335,46.32493928760188,101.9803902718557,148.2767682410161
1922,16.0,861.0,160.0,7398.0,2588.0,128.1327436684316,45.12205669071391,102.39140588936164,147.5127113166862
1923,52.5,1071.5,156.5,7796.5,1729.0,139.04315876734103,48.27007354458868,97.082439194738,145.34441853748632
1924,31.0,817.5,164.5,7596.5,3282.5,129.1239714383042,45.12205669071391,105.32331175955302,150.44268011438774
1925,68.0,1089.0,119.0,8288.0,1829.0,142.42541907960108,52.61178575186362,101.6070863670443,154.20765220960988
1926,5.5,702.5,129.0,7639.0,3397.5,127.1416532848303,48.05205510693585,109.4440496326776,157.4960316960399
1927,12.0,931.5,47.0,6808.5,1913.5,112.44998888394787,53.36665625650534,104.78549517943789,158.15182578775372
1928,195.0,1032.5,118.5,5917.0,707.5,105.72133181151285,55.31726674375732,93.00537618869137,148.22280526288793
1929,154.5,911.5,67.0,5566.5,539.0,99.24716620639605,53.9351462406472,93.86160024205851,147.73286702694156
1930,129.0,793.5,94.5,5209.5,444.0,94.83142938920619,53.150729063673246,93.14504817756014,146.24978632463024
1931,61.0,842.0,6.0,5806.0,702.0,102.83968105745953,51.66236541235796,96.54014708917737,148.1924424523734
1932,21.0,732.0,42.0,5765.0,1663.0,103.36827366266692,46.57252408878007,97.52948272189288,144.10065926289164
1933,19.5,1054.5,82.0,7216.0,1105.5,119.05040949110591,52.392747589718944,103.58571330062848,155.97756248896826
1934,99.0,821.5,84.0,7256.0,1018.5,124.16923934694937,48.507731342539614,103.75451797391764,152.2366578718805
1935,55.5,864.0,90.0,8030.0,2419.5,129.55307792561317,46.52956049652737,110.64357188738983,157.16551784663199
1936,6.0,812.0,102.0,7660.0,3311.0,126.30122723077555,42.95346318982906,108.4665847162157,151.4199458459816
1937,51.0,1071.5,38.5,8780.0,3648.0,139.6352391053204,42.7551166528639,110.42191811411355,153.16984037335808
1938,152.5,1209.0,24.0,8255.5,3773.0,136.34148304899725,46.52956049652737,103.36827366266692,149.83324063771698
1939,15.0,1265.5,105.0,8630.0,3843.5,136.31214179228496,44.91102314577124,108.06016842481785,152.97058540778355
1940,94.0,1313.0,1.0,8261.0,2530.5,132.01893803541975,46.69047011971501,105.32331175955302,151.99013125857877
1941,80.5,1012.0,27.0,8006.0,3336.5,129.55307792561317,43.56604182158393,108.06016842481785,151.60804727981954
1942,86.0,897.0,117.0,7866.0,4282.5,125.76565508913791,44.91102314577124,111.08555261599052,155.97756248896826
1943,22.5,676.0,127.0,7272.0,3355.0,125.60254774486066,42.95346318982906,105.11898020814318,148.07092894960846
1944,36.0,754.0,105.0,7484.5,3174.0,128.56515857727553,45.89117562233506,104.7377677822093,150.62536307010186
1945,10.0,939.5,154.5,7629.5,2250.0,131.38112497615478,50.00999900019995,101.9803902718557,151.99013125857877
1946,100.5,844.0,228.0,7397.0,2250.0,124.45882853377658,46.57252408878007,105.53672346628922,152.08221460775746
1947,25.5,1010.0,122.0,7926.5,1940.0,131.40015220691336,52.88667128870941,105.51303237041384,158.39823231336896
1948,74.5,1035.0,85.0,7613.0,1928.5,117.27744881263405,52.88667128870941,112.29425630903836,165.1696097955069
1949,67.5,1045.0,24.0,6302.0,739.5,108.25894882179486,53.16013544000805,97.26767191621273,150.41608956491322
1950,52.0,808.5,94.0,5687.5,610.0,100.22474744293447,52.630789467763066,97.52948272189288,150.1532550429727
1951,58.5,861.0,171.0,5226.0,271.0,96.77293009927931,53.600373133029585,90.24965373894794,143.8401890988746
1952,16.0,783.5,98.0,5017.0,171.5,93.62157870918435,51.92301994298868,90.52071586106685,142.44297104455524
1953,67.5,728.0,38.0,5042.5,26.0,92.89241088485109,46.84015371452148,92.89241088485109,139.71757226634023
1954,13.0,519.0,25.5,5036.5,990.0,97.26767191621273,39.293765408777,92.89241088485109,132.1854757528224
1955,183.5,653.5,82.5,6721.0,1494.0,114.00438588054409,38.27531841800928,106.48004507887852,144.64093473149293
1956,145.5,863.5,105.0,7580.0,2655.0,122.18428704215611,48.27007354458868,110.44002897500525,158.66001386612822
1957,194.5,920.5,52.0,7985.0,2166.0,126.75172582651489,48.507731342539614,111.61093136427094,160.0312469488381
1958,95.0,1079.0,124.0,8372.0,2239.0,133.9589489358587,50.99019513592785,108.90821823902914,159.8780785473731
