timestamp,dtNs,ax,ay,az,gx,gy,gz,label,chewing_soft
204044.859819625,0,0.014433801,0.010100067,0.009280384,0.021091847,0.5607471,0.0618462,False,0.0
204044.879819624,19999999,0.006104976,0.011464834,0.00028908253,0.017118044,0.58248794,0.056258105,False,0.0
204044.899819624,39999999,-0.0022684336,0.012837291,-0.008770227,0.0131442435,0.6042288,0.050670005,False,0.0
204044.919819625,0,0.020048112,0.018795729,-0.027918458,-1.0774413e-05,0.594515,0.050943866,False,0.0
204044.939819624,19999999,0.026124984,0.021680832,-0.020869076,0.0014537615,0.5961838,0.038337722,False,0.0
204044.959819624,39999999,0.032161117,0.024574578,-0.013896704,0.0029182974,0.59785247,0.025731575,False,0.0
204044.979819625,0,0.03293717,0.017975569,-0.013580382,0.0285092,0.5854425,0.029386776,False,0.0
204044.999819624,19999999,0.033665568,0.011377215,-0.013335586,0.054100104,0.5730325,0.033041976,False,0.0
204045.019819624,39999999,0.03434688,0.004779637,-0.0131626725,0.07969101,0.56062245,0.03669718,False,0.0
204045.039819625,0,0.056930065,-0.007623017,-0.0136864185,0.15178265,0.5115169,0.103198275,False,0.0
204045.059819624,19999999,0.073372126,-0.010271728,0.00096929073,0.1980493,0.49144453,0.14381741,False,0.0
204045.079819624,39999999,0.08979219,-0.01289624,0.015586138,0.24431597,0.47137213,0.18443654,False,0.0
204045.099819625,0,0.09165621,-0.018808633,-0.0130777955,0.29987156,0.4572082,0.2540499,False,0.0
204045.119819624,19999999,0.09805739,-0.016451001,-0.023781836,0.29980835,0.44595706,0.29043695,False,0.0
204045.139819624,39999999,0.10443795,-0.014048487,-0.034530282,0.29974514,0.43470594,0.326824,False,0.0
204045.159819625,0,0.09978703,-0.033169806,-0.062488616,0.31159157,0.38477138,0.4276229,False,0.0
204045.179819624,19999999,0.09897715,-0.036381185,-0.07840949,0.3199485,0.38870195,0.44518536,False,0.0
204045.199819624,39999999,0.09813437,-0.039486796,-0.09441787,0.32830542,0.39263254,0.46274784,False,0.0
