timestamp,dtNs,ax,ay,az,gx,gy,gz,label,chewing_soft
433741.281334792,0,-0.39548278,0.21179499,-0.42347065,0.015930004,-0.035625245,0.034553632,False,0.0
433741.301334792,0,0.034703255,-0.005465895,-0.11269146,0.0108293295,0.14726374,-0.14267631,False,0.0
433741.321334792,20000000,0.02059555,-0.009858608,-0.07284641,0.09229101,0.0193173,-0.1221287,False,0.0
433741.341334792,40000000,0.006490946,-0.014247119,-0.033009887,0.1737527,-0.10862915,-0.1015811,False,0.0
433741.361334792,60000000,-0.0076105,-0.018631488,0.0068181753,0.2552144,-0.2365756,-0.0810335,False,0.0
433741.381334792,0,0.0037160814,-0.0502783,-0.0033261776,0.49684024,-0.3037305,-0.2537571,False,0.0
433741.400969417,0,0.001327524,-0.090722166,0.010327257,0.87705594,-0.42162722,-0.41646698,False,0.0
433741.420969417,0,-0.005404651,-0.10080415,0.004645586,1.1092083,-0.44549102,-0.51489437,False,0.0
433741.440969417,20000000,-0.012191087,-0.1107913,-0.001224637,1.3413607,-0.4693548,-0.6133218,False,0.0
433741.460969417,40000000,-0.019032866,-0.120686926,-0.0072841644,1.573513,-0.49321863,-0.7117492,False,0.0
433741.480969417,0,-0.044952124,-0.085773036,-0.012046933,1.9437085,-0.56905067,-0.8254534,False,0.0
433741.500969417,0,-0.011283666,-0.0807133,-0.036776602,2.0234928,-0.5201919,-0.94413155,False,0.0
433741.520969417,20000000,-0.006527573,-0.071674466,-0.046627045,1.9608359,-0.46278715,-0.9916302,False,0.0
433741.540969417,0,-0.028291166,-0.052461773,-0.039813876,1.7891434,-0.41374213,-0.992676,False,0.0
433741.560969417,20000000,-0.05046785,-0.03303383,-0.033798277,1.617451,-0.3646971,-0.99372184,False,0.0
433741.580969417,0,-0.078561544,-0.012632996,-0.0067371726,1.3009833,-0.3740681,-0.8507458,False,0.0
433741.600969417,20000000,-0.07253641,-0.020150155,-0.0027770996,1.1748917,-0.37701246,-0.77923566,False,0.0
433741.620969417,0,-0.06019327,-0.026272409,-0.013406634,1.0428765,-0.34857082,-0.6998504,False,0.0
433741.640969417,20000000,-0.047978908,-0.03231243,-0.02427888,0.9108612,-0.3201292,-0.6204651,False,0.0
433741.660969417,40000000,-0.035895735,-0.038276017,-0.03539455,0.77884585,-0.29168755,-0.5410798,False,0.0
