timestamp,dtNs,ax,ay,az,gx,gy,gz,label,chewing_soft
113712.358508959,0,0.0018051937,-0.0027931929,0.002489388,-0.038841598,0.0712959,-0.04872915,False,0.0
113712.378447958,0,0.00085933076,-0.0024736333,0.0023538168,-0.03864158,0.06244813,-0.042624358,False,0.0
113712.398447958,0,0.0042686462,-0.0021458864,0.0014540553,-0.050907303,0.067270644,-0.041230023,False,0.0
113712.418447958,0,0.0069715753,-0.0034202337,0.0015839934,-0.056283016,0.073851906,-0.049106814,False,0.0
113712.438447958,0,0.008586578,-0.0056232214,0.0031876564,-0.05345238,0.08046518,-0.06014809,False,0.0
113712.458447958,20000000,0.008463755,-0.005665958,0.0052121878,-0.046889264,0.07980037,-0.07246036,False,0.0
113712.478447958,0,0.0076708496,-0.0032084584,0.005973518,-0.042952746,0.07775088,-0.07976458,False,0.0
113712.498447958,0,0.0071018636,-0.0006352663,0.00600183,-0.037985988,0.06849907,-0.07550453,False,0.0
113712.518447958,20000000,0.0065343827,0.0019389987,0.0060304403,-0.03301923,0.059247274,-0.07124447,False,0.0
113712.538447958,40000000,0.0059683546,0.004514098,0.006059468,-0.02805247,0.049995475,-0.066984415,False,0.0
113712.558447958,0,0.009010911,0.007691622,-6.3061714e-05,-0.031241478,0.0541917,-0.059664626,False,0.0
113712.578447958,20000000,0.0074149817,0.0068172812,0.00065624714,-0.026408615,0.05484317,-0.051436882,False,0.0
113712.598447958,0,0.00440298,0.005231917,0.0054852366,-0.01740472,0.042223442,-0.041414723,False,0.0
113712.618447958,20000000,0.0039192215,0.0033914447,0.0065169334,-0.006797801,0.027959086,-0.03819883,False,0.0
113712.638447958,0,0.005050011,0.0024505854,0.0053682923,-0.0010312186,0.01939983,-0.037950985,False,0.0
113712.658447958,0,0.0043588877,0.0031887293,0.0045779943,0.0046156207,0.010501497,-0.03193841,False,0.0
113712.678447958,0,0.0032299086,0.0041936636,0.003676653,0.013542452,-0.00045206677,-0.020340744,False,0.0
113712.698447958,0,0.0034390092,0.011708021,0.0014126301,0.029440392,-0.010768848,0.0036929063,False,0.0
113712.718447958,20000000,0.0036481693,0.019222558,-0.00085151196,0.045338325,-0.021085627,0.027726555,False,0.0
113712.738447958,0,0.005813107,0.038559616,-0.006158054,0.09698664,-0.039124213,0.084164895,False,0.0
113712.758447958,20000000,0.0054284334,0.06613046,-0.010506868,0.19792211,-0.059023097,0.18037853,False,0.0
113712.778447958,0,0.0054961666,0.103319824,-0.015975118,0.32943013,-0.08717966,0.3286417,False,0.0
113712.798447958,20000000,0.006802328,0.1385904,-0.020327985,0.5021344,-0.11386901,0.54006696,False,0.0
113712.818447958,0,0.008680895,0.16131705,-0.020108461,0.71243227,-0.13653108,0.7985542,False,0.0
113712.838447958,0,0.015318684,0.1654988,-0.011812687,0.94711226,-0.15412438,1.0693836,False,0.0
113712.858447958,0,0.027177855,0.14890891,-0.00807786,1.1687967,-0.14031287,1.3126799,False,0.0
113712.878447958,0,0.031426653,0.12828386,0.007831812,1.3618671,-0.12667726,1.5259378,False,0.0
113712.898447958,20000000,0.033233687,0.1018576,0.036222637,1.5184774,-0.14439964,1.700122,False,0.0
113712.918447958,0,0.03968668,0.07304335,0.054091215,1.6146239,-0.16293994,1.8179123,False,0.0
113712.938447958,0,0.04027623,0.051633537,0.06801212,1.6536896,-0.2030372,1.8944463,False,0.0
113712.958447958,0,0.04588668,0.023974061,0.07265502,1.6270471,-0.23240225,1.8962362,False,0.0
113712.978447958,0,0.04944241,-0.010355175,0.07314235,1.5507,-0.25253356,1.8290772,False,0.0
113712.998447958,20000000,0.049577177,-0.04629752,0.07174969,1.4477059,-0.27444604,1.6936762,False,0.0
113713.018447958,0,0.04717797,-0.06367937,0.071223855,1.3167698,-0.30173638,1.531298,False,0.0
