timestamp,dtNs,ax,ay,az,gx,gy,gz,label,chewing_soft
4606.623827167,0,-0.9776145,0.41756183,-0.45296064,0.33484796,0.7048364,-0.8094378,False,0.0
4606.643827167,20000000,-0.4873631,0.0596174,-0.082754195,0.36933276,0.743183,-0.86208475,False,0.0
4606.663827167,0,-0.3580031,0.02682376,-0.037617803,0.4144473,0.77820194,-0.9292445,False,0.0
4606.683827167,0,-0.22207421,0.009418845,-0.007419467,0.45956182,0.81322086,-0.99640435,False,0.0
4606.703827167,20000000,-0.08288648,0.007903278,0.00728631,0.50467634,0.8482398,-1.0635642,False,0.0
4606.723827167,0,-0.043507405,0.042301238,0.021398544,0.51494044,0.78138775,-0.91006505,False,0.0
4606.743827167,20000000,-0.048234746,0.047380567,0.022543311,0.45502365,0.7095758,-0.65103936,False,0.0
4606.763827167,40000000,-0.05318756,0.052452445,0.023426652,0.39510682,0.6377638,-0.39201373,False,0.0
4606.783827167,60000000,-0.058361214,0.057511568,0.024044693,0.33519,0.5659518,-0.1329881,False,0.0
4606.803827167,80000000,-0.063751146,0.06255269,0.024394095,0.27527317,0.4941398,0.12603757,False,0.0
4606.823827167,0,-0.058457546,0.031238794,0.0034250617,0.26228613,0.4666404,0.21974148,False,0.0
4606.843827167,20000000,-0.05316814,2.270937e-05,-0.017704785,0.24929906,0.43914104,0.3134454,False,0.0
4606.863827167,40000000,-0.047883727,-0.031093657,-0.038994253,0.236312,0.41164166,0.4071493,False,0.0
4606.883827167,60000000,-0.042605143,-0.06210804,-0.060441792,0.22332494,0.38414225,0.50085324,False,0.0
4606.903827167,80000000,-0.037333272,-0.09301856,-0.08204627,0.21033789,0.35664284,0.59455717,False,0.0
4606.923827167,0,-0.015066095,-0.10096133,-0.097489476,0.19141446,0.3513806,0.5926979,False,0.0
4606.943827167,20000000,0.007283641,-0.10876152,-0.11306977,0.17249103,0.34611833,0.5908387,False,0.0
4606.963827167,40000000,0.029717421,-0.1164217,-0.12878877,0.1535676,0.34085608,0.5889794,False,0.0
4606.983827167,60000000,0.05223663,-0.12394431,-0.14464813,0.13464417,0.3355938,0.58712023,False,0.0
4607.003827167,80000000,0.07484273,-0.13133201,-0.16064954,0.115720734,0.33033153,0.585261,False,0.0
4607.023827167,0,0.13159466,-0.12432167,-0.13583118,0.06333022,0.40534848,0.46312565,False,0.0
4607.043827167,20000000,0.18835117,-0.117262036,-0.11107588,0.010939691,0.48036543,0.34099028,False,0.0
4607.063827167,40000000,0.24511287,-0.11015329,-0.08638394,-0.041450836,0.5553824,0.2188549,False,0.0
4607.083827167,60000000,0.30188045,-0.102995664,-0.0617553,-0.09384136,0.6303993,0.09671955,False,0.0
4607.103827167,80000000,0.35865456,-0.09578946,-0.037190378,-0.14623189,0.7054162,-0.025415815,False,0.0
4607.123827167,0,0.4039454,-0.088264346,0.00018310547,-0.14989123,0.7893592,-0.17771855,False,0.0
4607.143827167,0,0.40752313,-0.037741244,0.087004066,-0.1134661,0.8248092,-0.3576344,False,0.0
4607.163827167,20000000,0.37684655,-0.015595794,0.14017886,-0.0635438,0.6731279,-0.30905238,False,0.0
4607.183827167,0,0.34618822,0.0065148473,0.19327813,-0.013621505,0.5214466,-0.26047036,False,0.0
4607.203827167,20000000,0.31554908,0.02859068,0.24630201,0.036300786,0.36976528,-0.21188833,False,0.0
4607.223827167,0,0.3628252,0.022227228,0.14588666,-0.002246648,0.033224225,-0.16413331,False,0.0
4607.243827167,0,0.3794269,0.028125286,0.11764276,-0.057286795,0.015234165,-0.19601108,False,0.0
4607.263827167,0,0.37973642,0.03396815,0.109824896,-0.085374326,0.022454316,-0.21438593,False,0.0
4607.283827167,20000000,0.3800511,0.039817035,0.102005124,-0.11346186,0.029674465,-0.23276079,False,0.0
4607.303827167,0,0.34907988,0.0073907375,0.078181624,0.062313788,0.0021548271,-0.17197186,False,0.0
4607.323827167,20000000,0.31820822,-0.02466318,0.053600907,0.23808941,-0.025364809,-0.11118293,False,0.0
4607.343827167,0,0.29939282,-0.06057498,0.04558319,0.40222624,-0.032039016,-0.092818305,False,0.0
4607.363827167,20000000,0.2806346,-0.0963313,0.037246704,0.5663631,-0.038713224,-0.07445369,False,0.0
4607.383827167,0,0.2439769,-0.18545443,0.057860136,0.9981964,-0.01580485,-0.19187106,False,0.0
4607.534171,0,0.19034907,-0.04680513,0.033660233,1.7119049,-0.2516364,-1.5935963,False,0.0
4607.554171,0,0.19821101,0.04151079,0.03279823,1.4173042,-0.28840882,-1.5085516,False,0.0
4607.574171,0,0.20560065,0.08433822,0.041680694,1.2339718,-0.3269001,-1.1968054,False,0.0
