timestamp,dtNs,ax,ay,az,gx,gy,gz,label,chewing_soft
667506.161459583,0,0.0037896931,-0.0011004172,0.018694758,-0.19333942,-0.015698189,0.07692745,False,0.0
667506.181459583,20000000,0.005900353,0.0018213727,0.016398072,-0.23230594,-0.031127676,0.062271316,False,0.0
667506.201459583,40000000,0.008008659,0.0047414377,0.014089227,-0.27127245,-0.046557166,0.047615178,False,0.0
667506.221459583,60000000,0.009044528,0.033161283,0.0076001883,-0.30223835,-0.050165605,0.029291412,False,0.0
667506.241459584,0,0.0106983185,0.03369687,0.001920104,-0.2868613,-0.044423703,0.048110615,False,0.0
667506.261459584,20000000,0.012347907,0.034233414,-0.003780961,-0.27148426,-0.0386818,0.06692982,False,0.0
667506.281459584,40000000,0.013993442,0.034770973,-0.009503007,-0.25610718,-0.032939903,0.08574902,False,0.0
667506.301459584,0,0.014732063,0.030912343,-0.009561896,-0.23778364,-0.012138179,0.099886015,False,0.0
667506.321459584,20000000,0.015465736,0.027054451,-0.009645402,-0.21946009,0.008663548,0.11402301,False,0.0
667506.341459584,40000000,0.016194522,0.023197433,-0.009753466,-0.20113653,0.029465279,0.12816,False,0.0
667506.361459584,0,0.016358018,0.0086552035,-0.005098462,-0.15843034,0.04492328,0.17206945,False,0.0
667506.381459584,20000000,0.020078927,0.0028574727,-0.00449419,-0.14378114,0.05128038,0.17966594,False,0.0
667506.401459584,40000000,0.02749744,-0.007998554,-0.0030590892,-0.12528726,0.056948166,0.18084237,False,0.0
667506.421459584,0,0.027280718,-0.008353841,0.0031452775,-0.11741274,0.06389662,0.15878373,False,0.0
667506.441459584,20000000,0.027061969,-0.008705366,0.009345293,-0.10953821,0.070845075,0.13672511,False,0.0
667506.461459584,0,0.018142939,-0.009747418,0.02709663,-0.069977105,0.039083175,0.09555444,False,0.0
667506.481459584,20000000,0.016560227,-0.013356613,0.027268171,-0.055540435,0.0012098104,0.07160735,False,0.0
667506.501459584,40000000,0.014978021,-0.016964845,0.027438939,-0.041103765,-0.03666355,0.04766026,False,0.0
667506.521459584,0,0.028659463,-0.020643335,0.021757722,-0.03318802,-0.09225225,-0.023796163,False,0.0
667506.541459584,20000000,0.04254487,-0.026001569,0.017836869,-0.036953323,-0.06703235,-0.091645546,False,0.0
667506.561459584,40000000,0.056430936,-0.03135984,0.013915956,-0.040718623,-0.041812457,-0.15949492,False,0.0
667506.581459584,0,0.060035825,-0.016421903,0.007818699,-0.08552232,0.0078815315,-0.3377732,False,0.0
667506.601459584,20000000,0.05000162,-0.002924065,0.013940573,-0.11432902,-0.013699954,-0.35683122,False,0.0
