timestamp,dtNs,ax,ay,az,gx,gy,gz
125440.418137708,0,-0.005768016,-0.024275824,-0.0046460032,-0.00087225996,-0.06309053,-0.02191399
125440.438137708,20000000,-0.005365476,-0.024417892,0.0013198256,0.01933081,-0.063671716,-0.03843999
125440.458137708,0,-0.0034601688,-0.009364814,0.006662309,0.027335703,-0.055462886,-0.013983071
125440.478137708,20000000,-0.0015493929,0.005682662,0.011956871,0.035340596,-0.047254056,0.010473849
125440.498137708,40000000,0.00036664307,0.020724207,0.017203689,0.04334549,-0.039045226,0.034930766
125440.518137708,0,0.0025425404,0.009041011,0.012046218,0.043376468,-0.031584166,0.05533774
125440.538137708,20000000,0.004719496,-0.0026428998,0.006887138,0.043407448,-0.024123102,0.07574471
125440.558137708,0,0.005803898,-0.017587379,0.0046655536,0.028854048,-0.015830848,0.08289939
125440.578137708,0,0.0077162385,-0.025813878,0.002946198,0.020533763,-0.008533729,0.080448136
125440.598137708,20000000,0.009628162,-0.034040004,0.0012264848,0.012213479,-0.0012366101,0.07799688
125440.618137708,0,0.01855801,-0.04384783,0.0010317564,0.015768945,0.021931738,0.0539792
125440.638137708,20000000,0.018960252,-0.041412726,0.0034441352,0.017682597,0.03233078,0.044572707
125440.658137708,0,0.015353516,-0.0312922,0.01408875,0.030127063,0.020869682,0.035491124
125440.678137708,20000000,0.014134541,-0.023468167,0.017076552,0.027754065,0.013313564,0.034612503
125440.698137708,0,0.01383014,-0.018974066,0.021283507,0.025803534,-0.0077947564,0.039170563
125440.718137708,0,0.017388359,-0.0103205,0.010186851,0.0028482478,-0.022551253,0.04062132
125440.738137708,20000000,0.017166972,-0.0075611025,0.006867051,-0.013922808,-0.02886093,0.031490806
125440.758137708,40000000,0.016946584,-0.004801795,0.003545761,-0.030693863,-0.035170607,0.022360291
125440.778137708,0,0.01751618,0.002103895,0.006854534,-0.0500482,-0.05833258,-0.016009355
125440.798137708,20000000,0.019252762,0.0041099936,0.003301382,-0.05542582,-0.071357235,-0.031683832
125440.818137708,0,0.029632494,0.016435906,-0.003401935,-0.08349569,-0.08217679,-0.06228199
125440.838137708,20000000,0.020963654,0.022286624,0.0068770647,-0.09203373,-0.08774705,-0.064743005
125440.858137708,40000000,0.0122963935,0.028137192,0.017154574,-0.10057177,-0.093317315,-0.06720402
125440.878137708,0,-0.00991039,0.034842685,0.040498197,-0.06418732,-0.19823417,-0.021954143
125440.898137708,20000000,-0.009384945,0.038911775,0.01877296,-0.074402146,-0.2545666,-0.013283883
125440.918137708,0,-0.009541482,0.037729293,0.008313239,-0.10363276,-0.2681079,-0.018578932
125440.938137708,20000000,-0.009694457,0.036546424,-0.0021582246,-0.13286337,-0.28164914,-0.023873981
125440.958137708,0,-0.024541438,0.020750731,0.00057029724,-0.14146516,-0.2919725,-0.048157215
125440.978137708,0,-0.04236035,0.029631183,-0.0121225715,-0.14728822,-0.32251438,-0.060022864
125440.998137708,20000000,-0.042355552,0.029893577,-0.02017343,-0.15330794,-0.32861084,-0.06648979
125441.018137708,40000000,-0.042348668,0.030156165,-0.028230429,-0.15932767,-0.3347073,-0.072956726
125441.038137708,0,-0.017766476,0.00756073,-0.060997844,-0.23090537,-0.17752478,-0.22034763
125441.058137708,20000000,-0.016579822,0.003019914,-0.057497382,-0.24361387,-0.12998134,-0.25385725
125441.078137708,0,-0.014110833,-0.0011776835,-0.054107785,-0.251117,-0.109004185,-0.26512226
125441.098137708,20000000,-0.0116383135,-0.005374953,-0.050721884,-0.2586201,-0.08802702,-0.27638727
125441.118137708,40000000,-0.009162068,-0.00957188,-0.047339976,-0.26612327,-0.06704986,-0.28765228
125441.138137709,0,-0.019049525,-0.013306938,-0.014481366,-0.3706649,0.018483706,-0.3016063
125441.158137709,0,-0.029154226,-0.021117657,0.004227042,-0.42362753,0.030239169,-0.27917835
125441.178137709,20000000,-0.03920032,-0.028943963,0.022856712,-0.47659016,0.04199463,-0.25675038
125441.198137709,0,-0.04253325,-0.028182559,0.015709162,-0.5307003,0.022068232,-0.2014335
125441.218137709,0,-0.028199688,-0.022810683,-0.015278041,-0.5641935,0.021789651,-0.20521596
125441.238137709,0,-0.035340145,-0.016711581,-0.0025583506,-0.5557311,0.012659935,-0.19074176
125441.258137709,20000000,-0.04245867,-0.010615312,0.010105014,-0.5472688,0.0035302183,-0.17626756
125441.278137709,0,-0.036310464,0.013183344,0.012481093,-0.44231582,-0.038993794,-0.12759048
125441.298137709,0,-0.023625687,0.015168346,0.0014873147,-0.4104529,-0.026782207,-0.116464585
125441.318137709,20000000,-0.010935053,0.017153146,-0.009526789,-0.37859002,-0.014570618,-0.10533869
125441.439374583,0,-0.006584555,0.018210443,0.00087809865,-0.32087347,0.012530803,-0.08766349
125441.459374583,0,0.013292655,0.033246405,0.0063267946,-0.21751104,0.06383904,-0.05903146
125441.479374583,20000000,0.012872696,0.03213681,0.007784128,-0.2154659,0.065094836,-0.056915164
125441.499374583,40000000,0.012452915,0.031027198,0.0092407465,-0.21342076,0.06635063,-0.05479887
125441.519374583,60000000,0.012033373,0.029917583,0.01069653,-0.21137562,0.06760643,-0.05268258
125441.539374583,80000000,0.011613995,0.028807955,0.01215148,-0.20933047,0.06886222,-0.050566282
125441.559374583,0,0.02251549,0.01668492,0.0049838424,-0.2000832,-0.0074802353,-0.014785028
125441.579374583,20000000,0.02331017,0.018409666,0.007894635,-0.19911759,-0.0078051197,-0.012704819
125441.599374583,0,0.019510075,-0.0016912706,0.019628406,-0.13598906,-0.085531384,0.02174364
125441.619374583,20000000,-0.0064268857,0.028547939,0.017362595,-0.17940533,-0.11521931,0.05711549
125441.639374583,0,-0.0018841326,0.009961106,0.010176182,-0.14304772,-0.12392692,0.0683852
125441.659374583,0,-0.010949165,-0.0020205602,0.019683301,-0.13029127,-0.12974279,0.094401255
125441.679374583,0,-0.008869842,-0.005106777,0.011608779,-0.13051818,-0.13070859,0.10926578
125441.699374583,0,-0.007887617,-0.008152217,0.005584657,-0.14364651,-0.11148824,0.10116379
125441.719374583,20000000,-0.006907642,-0.011200007,-0.00044494867,-0.15677483,-0.09226789,0.0930618
125441.739374583,0,-0.042917714,-0.004904587,-0.008449256,-0.2367867,-0.11424293,0.07807629
125441.759374583,20000000,-0.061427146,0.0067492872,-0.0166983,-0.28579012,-0.12895477,0.08683398
125441.779374583,40000000,-0.079942964,0.018399589,-0.024971426,-0.33479354,-0.1436666,0.09559168
125441.799374583,0,-0.074897915,0.014427289,-0.03593439,-0.36628664,-0.1394779,0.078703344
125441.819374583,0,-0.02340971,-0.016442843,-0.06273854,-0.37996092,-0.013660481,-0.053731028
125441.839374583,20000000,-0.01461333,-0.0057826266,-0.051344275,-0.3400216,0.033769287,-0.103160754
125441.859374583,40000000,-0.0057961494,0.0048748627,-0.039973676,-0.3000823,0.081199065,-0.15259048
125441.879374583,60000000,0.0030418783,0.015529811,-0.028626561,-0.26014298,0.12862884,-0.20202021
125441.899374583,80000000,0.011900827,0.02618242,-0.017303169,-0.22020367,0.1760586,-0.25144994
125441.919374583,0,0.022037983,0.044006743,0.014724612,-0.16870515,0.19125867,-0.24381317
125441.939374583,20000000,0.030119091,0.04390438,0.021807253,-0.15128961,0.16284008,-0.20470801
125441.959374583,0,0.034507215,0.040430628,0.02650565,-0.12607352,0.1354874,-0.15823227
125441.979374583,20000000,0.038899124,0.036955215,0.031199872,-0.100857444,0.10813472,-0.11175652
125441.999374583,0,0.02628161,0.042035922,0.041282415,-0.08108626,-0.00024291128,0.0023559462
125442.019374583,0,0.010850444,0.032294802,0.03938216,-0.102120504,-0.18981488,0.015569315
125442.039374583,20000000,0.014064148,0.028504163,0.032201707,-0.10516736,-0.21429144,0.039041642
125442.059374583,0,0.011347473,0.020607367,0.029419422,-0.10382772,-0.19494928,0.06885469
125442.079374583,20000000,0.0086285025,0.012707457,0.026628971,-0.102488086,-0.17560713,0.09866774
125442.099374583,40000000,0.0059072822,0.0048045665,0.023830354,-0.10114845,-0.15626496,0.12848079
125442.119374583,60000000,0.007061854,-0.0030830503,0.00025743246,-0.09438292,-0.13339825,0.06490004
125442.139374583,0,9.328127e-05,0.017816082,-0.0076631904,-0.13942637,-0.10452377,-0.018462617
125442.159374583,0,0.00050598383,0.031070054,-0.011684656,-0.15491977,-0.10139251,-0.02954268
125442.179374583,0,0.00092071295,0.044325784,-0.015716076,-0.1704132,-0.09826124,-0.040622745
125442.199374583,20000000,0.0013374835,0.057583258,-0.01975745,-0.18590662,-0.095129974,-0.05170281
125442.219374583,40000000,0.0017562956,0.07084255,-0.023808777,-0.20140003,-0.091998704,-0.06278287
125442.239374583,60000000,0.0021770447,0.08410366,-0.027870059,-0.21689343,-0.08886744,-0.07386293
125442.259374584,0,-0.0067346394,0.106071934,-0.010009825,-0.14064981,0.0044979043,-0.036664426
125442.279374584,20000000,-0.005399093,0.10829221,-0.015220761,-0.07461923,-0.0016160887,-0.00617286
125442.299374583,40000000,-0.004063636,0.1105127,-0.020433247,-0.008588664,-0.0077300817,0.024318703
125442.319374584,60000000,-0.0027283132,0.112733394,-0.025647104,0.05744192,-0.013844075,0.05481027
125442.339374584,0,-0.0022329092,0.12384869,-0.035799682,0.21853332,0.0058674654,0.16697383
125442.359374584,20000000,0.0047569424,0.12851791,-0.046866477,0.34124994,0.048352446,0.25529087
125442.379374584,40000000,0.011763737,0.13319439,-0.057956576,0.4639666,0.09083742,0.3436079
125442.399374584,60000000,0.018787488,0.13787784,-0.06906998,0.5866832,0.1333224,0.43192497
125442.419374584,0,0.021400198,0.1383865,-0.066135824,0.8701664,0.265596,0.67779094
125442.439374584,20000000,0.01889868,0.14073724,-0.06461626,0.9658288,0.2988734,0.7663553
125442.459374584,0,-0.012510762,0.21522872,-0.02281338,1.1477392,0.43218192,1.0264571
125442.479374584,0,-0.007223934,0.17736645,-0.015304685,1.1389451,0.41456494,1.0325171
125442.499374584,20000000,-0.0014366657,0.13965085,-0.008394957,1.130151,0.39694792,1.0385771
125442.519374584,40000000,0.0048580617,0.1020589,-0.0020834804,1.121357,0.37933093,1.0446371
125442.539374584,0,0.014812738,0.0767591,-0.0019556284,1.0185132,0.34291747,0.9542892
125442.559374584,20000000,0.025248155,0.05152916,-0.0023621917,0.91566956,0.306504,0.8639414
125442.579374584,0,0.045019552,0.04426218,-0.009993553,0.7337185,0.28883404,0.68471783
125442.599374584,20000000,0.043415233,0.04384546,0.0037928224,0.683457,0.2833604,0.6248468
125442.619374584,0,0.03322546,0.039516725,0.031186104,0.60173005,0.24578495,0.5162926
125442.639374584,0,0.03387381,0.010544404,0.043950677,0.57796025,0.18463415,0.38679594
125442.659374584,20000000,0.03585641,0.0009202063,0.036637962,0.56903774,0.19964746,0.32113898
125442.679374584,40000000,0.03788753,-0.008711711,0.029227853,0.56011516,0.21466076,0.25548202
125442.699374584,60000000,0.039967507,-0.018352479,0.021720529,0.55119264,0.22967407,0.18982509
125442.719374584,0,0.038880914,-0.013027519,0.013004243,0.4658179,0.28845763,0.07404147
125442.739374584,0,0.026899576,-0.013106823,0.015399277,0.39854598,0.27196506,0.0009002909
125442.759374584,20000000,0.014926136,-0.013197631,0.017749429,0.33127406,0.2554725,-0.07224089
125442.779374584,0,-0.013533339,-0.055403605,0.038249075,0.3227892,0.14973707,-0.25155866
125442.799374584,20000000,-0.02131252,-0.074153796,0.047183037,0.36002585,0.11977754,-0.3433197
125442.819374584,0,-0.028891161,-0.09926148,0.050875366,0.48197204,0.03484509,-0.6410504
125442.839374584,20000000,-0.03692195,-0.090408415,0.0396384,0.49679825,0.009219712,-0.77044755
125442.859374584,0,-0.05378771,-0.11662151,0.039201796,0.5519503,-0.058864474,-1.1035354
125442.879374584,20000000,-0.07075283,-0.14292644,0.038718164,0.6071023,-0.12694867,-1.4366231
125442.899374584,0,-0.07418607,-0.17602363,0.037103772,0.66886526,-0.1632643,-1.7029243
125442.918678208,0,-0.08989897,-0.23651412,0.05815551,0.8568094,-0.2768102,-2.4398928
125442.938678208,0,-0.11591722,-0.21273473,0.049743533,0.979355,-0.4010584,-2.7602677
125442.958678208,20000000,-0.14209756,-0.18920045,0.041317582,1.1019006,-0.5253066,-3.0806427
125442.978678208,40000000,-0.16842525,-0.16592059,0.03288454,1.2244462,-0.6495548,-3.401018
125442.998678208,60000000,-0.19488499,-0.14290364,0.024451256,1.3469918,-0.773803,-3.7213929
125443.018678208,0,-0.20365301,-0.029444754,-0.0146752,1.2821535,-0.9450215,-3.8306296
125443.038678208,20000000,-0.17323461,0.0065707862,-0.034969747,1.124118,-0.96636075,-3.6188064
125443.058678208,40000000,-0.14272472,0.042645246,-0.05525261,0.9660824,-0.9876999,-3.4069831
125443.078678208,0,-0.03191614,0.08983268,-0.12940168,0.6509522,-0.65716374,-2.806996
125443.098678208,20000000,-0.008556724,0.09645207,-0.13229561,0.55998087,-0.4750976,-2.548598
125443.118678208,0,0.03658548,0.10521375,-0.13230455,0.38046855,0.009876393,-1.8313656
125443.138678208,20000000,0.032858342,0.12907273,-0.11695707,0.32188472,0.15105096,-1.6014792
125443.158678208,0,0.043158144,0.11203381,-0.09120196,0.17036006,0.5380136,-0.92098707
125443.178678208,20000000,0.015431374,0.10618831,-0.06259912,0.070795745,0.616008,-0.6109072
125443.198678208,0,-0.0242804,0.078392774,0.012205541,-0.108401984,0.662975,-0.115338065
125443.218678208,20000000,-0.042505056,0.06442022,0.03301418,-0.1765594,0.63473356,-0.021771677
125443.238599917,0,-0.06373356,0.024070976,0.07854599,-0.32590264,0.46523264,0.14358057
125443.258599917,0,-0.061685145,0.048696473,0.057311773,-0.359846,0.37217504,0.2288054
125443.278599917,20000000,-0.059654802,0.07333094,0.036031544,-0.39378935,0.27911747,0.31403023
125443.298599917,40000000,-0.057642132,0.097974636,0.0147053,-0.42773274,0.18605986,0.39925504
125443.318599917,60000000,-0.055647135,0.12262808,-0.0066668987,-0.4616761,0.09300227,0.48447984
125443.338599917,0,-0.029603332,0.17584226,-0.071757674,-0.61519235,0.103458196,1.0605752
125443.358599917,20000000,-0.0073209405,0.15708865,-0.098227024,-0.68559676,0.22828561,1.3119556
125443.378599917,0,5.927682e-05,0.09428897,-0.08916712,-0.8121896,0.46745893,1.7583567
125443.398599917,0,-0.0145175755,0.03208059,-0.061291873,-0.79229003,0.600695,1.7972028
125443.418599917,0,-0.015088677,0.00059206784,-0.032527924,-0.6873857,0.59305197,1.7318006
125443.438599917,20000000,-0.015515447,-0.03060703,-0.0038180351,-0.5824814,0.5854089,1.6663983
125443.458599917,40000000,-0.01578629,-0.06152156,0.024843931,-0.47757703,0.5777659,1.600996
125443.478599917,0,-0.0021959245,-0.07847293,0.031719565,-0.35483474,0.5465789,1.4323384
125443.498599917,0,0.012343913,-0.08233754,0.034074485,-0.26070505,0.52936214,1.2024528
125443.518599917,20000000,0.017271847,-0.07479662,0.04052329,-0.20219438,0.5189419,0.9490448
125443.538599917,0,0.015497386,-0.061200663,0.042396665,-0.16739886,0.45187357,0.7154795
125443.558599917,20000000,0.0137937665,-0.04751475,0.044225216,-0.13260333,0.38480526,0.4819141
