timestamp,dtNs,ax,ay,az,gx,gy,gz
59258.043530500,0,0.351637,0.114927776,-0.48700348,-0.0024968716,-0.0005199895,0.0047558732
59258.063530499,19999999,0.05099994,0.005406745,-0.034890473,-0.00012077554,0.0038956292,0.009051975
59258.083530500,0,0.0010909438,0.0008480549,0.00072306395,-0.0010405749,0.018087318,0.004854381
59258.103530500,0,-0.0005712509,-0.0012773946,-0.0012919903,-0.00060961465,0.011717374,0.00056900224
59258.123530499,19999999,-0.0022335649,-0.0034029037,-0.0033070445,-0.00017865439,0.0053474307,-0.0037163766
59258.143530500,0,0.004205346,0.0006796494,-0.0035085082,0.002812827,0.0015927397,-0.017656982
59258.163530499,19999999,0.004578352,-0.001661241,-0.0016469955,-0.005872607,0.006793786,-0.026929665
59258.183530500,0,0.0028674006,-0.0024977326,-0.0019778013,-0.00701602,0.0064186687,-0.023705585
59258.203530500,0,0.0023936033,-0.004115343,-0.00137043,-0.0069772457,0.0016232319,-0.017875846
59258.223530499,19999999,0.0019197464,-0.005733043,-0.0007631779,-0.0069384715,-0.0031722048,-0.012046109
59258.243530500,0,0.00023269653,-0.0021775588,-0.00033301115,3.0131458e-05,-0.004972225,0.0026789075
59258.263530500,0,0.0002630353,-0.0016579181,5.6028366e-06,0.0021190175,-0.0016444009,0.005115239
59258.283530499,19999999,0.00029319525,-0.0011383072,0.0003439784,0.0042079035,0.0016834238,0.0075515704
59258.303530499,39999999,-0.00058174133,0.0010783598,-0.0012443662,0.010576839,0.002182253,0.007955899
59258.323530500,0,-0.0012870431,0.0027467683,-0.0021519065,0.014448549,0.004301101,0.003022377
59258.343530500,0,-0.0016479492,0.003532946,-0.002741158,0.017189411,0.0020328283,-0.00051503093
59258.363530499,19999999,-0.0020088553,0.004319042,-0.0033304691,0.019930273,-0.00023544463,-0.0040524392
59258.383530500,0,-0.00092184544,0.0036727935,-0.001067102,0.028904602,-0.0029604665,-0.014925358
59258.403530500,0,-0.0001835823,0.0027598515,-2.2292137e-05,0.03609412,-0.0021140887,-0.018252898
59258.423530499,19999999,0.0005546808,0.0018468201,0.0010223985,0.04328364,-0.0012677109,-0.021580439
59258.443530500,0,-0.00012689829,0.000768058,0.0007609725,0.056711815,0.007138049,-0.024452142
59258.463530499,19999999,-0.0042384863,-0.0050014406,0.0016008615,0.0862266,0.00850709,-0.013851866
59258.483530500,0,-8.165836e-06,-0.004096277,0.004943013,0.10542499,0.017651292,-0.018032368
59258.503530500,0,-0.0010118484,-0.00758823,0.0059919953,0.12808764,0.025238331,-0.012398822
59258.523530499,19999999,-0.0020157099,-0.011080191,0.007039249,0.15075028,0.032825373,-0.006765275
59258.543530500,0,0.0010116696,-0.012776539,0.008230209,0.20166449,0.07325998,0.028834624
59258.563530500,0,0.0027947426,-0.017295763,0.010978937,0.23436293,0.11855315,0.0849294
59258.583530499,19999999,0.0045802593,-0.02180919,0.013715506,0.26706135,0.16384631,0.14102417
