frame,timestamp,feat_nose_to_lips_lips_to_chin,feat_between_lips_to_mouth_width,feat_top_lip_height_to_mouth_width,feat_bottom_lip_height_to_mouth_width,feat_mouth_width_nose_to_chin,feat_mouth_width_outside_lips,feat_mouth_width_inside_lips,status,mouth,action,bite_count,chew_count,chews_per_bite,behind_hand,mouth_open_ratio,p49_p51,p49_p59,p49_p62,p49_p68,p49_p52,p49_p63,p49_p67,p49_p58,p49_p9,p49_p34,p55_p53,p55_p57,p55_p64,p55_p66,p55_p52,p55_p63,p55_p67,p55_p58,p55_p9,p55_p34,p49_p55,p34_p52,p52_p63,p63_p67,p67_p58,p58_p9,label
36,1.2000873362445414,0.5291393895974384,0.2661870503597122,0.1876029469123064,0.3316382898306794,0.5238679678144056,0.5238679678144056,3.756756756756757,,Open,Bite,1,0,0.0,False,0.2661870503597122,72.56031973468694,60.440052945046304,49.8196748283246,38.01315561749642,79.98124780221924,65.0,56.1426753904728,77.33692520394123,164.92422502470643,124.3905141077888,91.21951545584967,75.28612089887484,70.2353187506115,63.071388124885914,103.46980235798269,89.31965069345043,83.09632964216891,94.33981132056604,169.49631264425784,142.61135999632006,139.0,54.037024344425184,26.076809620810597,37.0,46.09772228646444,102.12247548899312,chew
37,1.2334230955846677,0.4724639557007623,0.2673292444346849,0.1698247463773886,0.2673292444346849,0.5491552367976921,0.5491552367976921,3.740705593638576,,Open,Bite,1,0,0.0,True,0.2673292444346849,95.38343671728336,57.8013840664737,70.00714249274856,50.695167422546305,103.47946656221224,87.20091742636656,72.83543093852057,79.84985911070852,168.43990026119107,148.92279879185725,96.33275663033837,68.00735254367721,74.33034373659252,60.00833275470999,107.00467279516349,91.706052144883,81.02468759581859,89.94442728707543,173.32628190785147,147.63468427168462,153.55129436120035,55.00909015790027,26.076809620810597,41.048751503547585,41.048751503547585,116.43023662262308,chew
38,1.2667588549247937,0.5313976097886772,0.0477194429707016,0.1059202804185456,0.2005269370568969,0.7583817560376099,0.7583817560376099,20.955818797255684,,Open,Bite,1,0,0.0,True,0.0477194429707016,73.78346698278686,71.11258679024411,65.5133574166368,64.28063471995279,97.49871794028884,94.2019108086455,94.19129471453292,101.19288512538814,185.06755523321743,139.30183056945089,73.7360156233031,76.84399781375251,66.03029607687671,65.37583651472461,99.6393496566492,96.02083107326244,95.63472172804184,105.11898020814318,186.9438418349211,121.0826164236634,189.76301009416983,63.50590523722971,20.09975124224178,9.055385138137416,38.05259518088089,119.50732195141852,chew
39,1.30009461426492,0.4877995336226089,0.2353218209867819,0.1283362195714969,0.2193114407955625,0.6824398598370296,0.6824398598370296,4.249499667335016,,Open,Bite,1,0,0.0,True,0.2353218209867819,102.7277956543408,79.17701686727027,83.7615663654877,71.06335201775947,116.21101496846155,104.20172743289817,95.0473566176356,104.17773274553444,178.33956375409244,157.610278852618,100.40916292848976,77.6659513557904,80.1311425102625,68.11754546370561,113.99122773266372,101.76934705499492,92.13576938409967,101.07423014794622,180.47160441465576,148.22280526288793,187.17104476921637,54.147945482723536,24.020824298928627,44.04543109109048,41.048751503547585,111.00450441310927,chew
40,1.333430373605046,0.4724479770891186,0.1802775637731994,0.1382068145769434,0.2122644100533127,0.6570412623107901,0.6570412623107901,5.547001962252291,,Open,Bite,1,0,0.0,True,0.1802775637731994,102.7277956543408,76.89603370785778,84.05950273467003,72.99315036357864,119.47384651043926,106.89246933250256,97.16480844420988,101.13851887386922,181.94504664870655,164.50227961946302,97.62171889492625,73.57309290766564,77.3692445355388,68.06614430096654,111.83022847155416,98.68130522039117,92.00543462209176,98.89893831583836,189.65231345807516,151.64761785138597,188.67962264113208,60.00833275470999,26.076809620810597,34.0147027033899,40.049968789001575,127.0157470552372,chew
41,1.366766132945172,0.4360413958614721,0.2081609013578018,0.1285007996707189,0.1879653182214541,0.6474872471118052,0.6474872471118052,4.803976123648352,,Open,Bite,1,0,0.0,True,0.2081609013578018,103.58571330062848,76.21679604916491,84.87638069569178,71.7007670809734,118.4440796325422,106.17438485811914,94.04786015641186,99.24716620639605,184.71599822430107,163.36768346279504,96.54014708917737,76.66159403508382,78.79086241436883,71.11258679024411,110.14535850411492,98.67117106835208,93.43446901438462,99.28242543370908,195.92090240706835,146.21901381147393,187.41664813991312,58.034472514187634,24.08318915758459,39.01281840626232,35.22782990761707,133.09395177843356,chew
42,1.4001018922852984,0.4845702211248303,0.1978260223912292,0.130384048104053,0.1722662929178998,0.6933147302626709,0.6933147302626709,5.054946704748261,,Open,Bite,1,0,0.0,True,0.1978260223912292,111.39569111954016,78.85429601486528,91.2633551870629,77.46612162745726,128.3160161476345,115.24755962709143,103.16006979447036,104.6900186264192,171.4788616710526,175.07141400011596,94.11163583744572,69.46221994724903,75.58438992278762,65.06919393998976,107.54068997360952,95.50916186418976,89.45389874119518,95.7078889120432,183.8069639594757,143.8401890988746,192.35384061671343,59.135437767890075,25.079872407968907,38.05259518088089,33.13608305156178,122.03687967167956,chew
43,1.4334376516254246,0.4621573861156872,0.2079313048451058,0.1282327493784443,0.1870434640076691,0.6446008328387396,0.6446008328387396,4.809280645571524,,Open,Bite,1,0,0.0,True,0.2079313048451058,108.85311203635844,76.40026177965623,89.20201791439474,74.73285756613352,124.65151423067432,111.83022847155416,99.04039579888602,101.11874208078342,175.5704986607944,172.51376756653366,94.76286192385707,70.32780389006896,76.05918747922567,65.00769185258002,109.07795377618706,96.79876032264048,89.20201791439474,95.2732911156112,195.0102561405425,149.01342221424215,187.8084130170957,61.032778078668514,24.08318915758459,39.05124837953327,35.12833614050059,132.06059215375342,chew
44,1.4667734109655506,0.4372528025089769,0.2215133000709629,0.119209197833014,0.1837929502812678,0.6215632687950452,0.6215632687950452,4.514401616876479,,Open,Bite,1,0,0.0,True,0.2215133000709629,104.35037134576952,74.94664769020693,85.21150157109074,71.84705978674423,119.97082978791136,108.90821823902914,97.01546268507924,100.0199980003999,179.3599732381782,168.1071087134628,92.65527507918802,70.83078426785913,76.05918747922567,65.03076195155643,107.18675291284832,95.85927185202274,88.36288813749809,95.7078889120432,207.27276714513172,145.60219778561037,185.31055015837603,61.1310068623117,22.09072203437452,41.048751503547585,34.058772731852805,139.8070098385628,chew
45,1.5001091703056768,0.4168578796223944,0.1523683520778503,0.1465431885530705,0.2223435805340723,0.5835956611520595,0.5835956611520595,6.563042694647407,,Open,Bite,1,0,0.0,True,0.1523683520778503,101.54801819828884,58.54912467321779,77.79460135510689,65.29931086925804,113.27841806805036,97.8008179924892,86.53900854527974,82.15229759416349,171.04677722775136,163.76812876747417,95.524865872714,68.54195795277518,77.3692445355388,67.7421582177598,109.07795377618706,96.46242791885346,89.20201791439474,92.69843580125828,195.45076106272904,148.22280526288793,171.14321488157222,60.03332407921454,25.079872407968907,26.076809620810597,38.05259518088089,144.01388821915754,chew
46,1.5334449296458028,0.422217155895723,0.1497736934214969,0.1688105638093169,0.2497179810441386,0.5468525122527782,0.5468525122527782,6.676739934467494,,Open,Bite,1,0,0.0,True,0.1497736934214969,94.66784036831092,54.817880294662984,70.09279563550022,59.481089431852205,106.21675950620975,89.62700485902673,79.12016177940993,76.94153624668537,169.162643630324,156.54072952429985,93.34880824091972,66.64082832618455,72.44998274671983,65.76473218982953,105.39449701004318,91.4166286842826,85.28774824088158,89.31965069345043,196.3313525649941,146.60491124106312,160.3807968554839,60.00833275470999,27.073972741361768,24.020824298928627,40.049968789001575,142.12670403551894,chew
47,1.566780688985929,0.4275527382360222,0.1696203065573017,0.1633730108312065,0.2068421795652934,0.5636349596968936,0.5636349596968936,5.8955205322788204,,Open,Bite,1,0,0.0,True,0.1696203065573017,90.44335243676012,55.362442142665635,69.65629906907199,55.02726596879042,102.53292154230267,87.66413177577246,74.72616676907762,74.14849964766651,166.85922210054798,150.8409758653132,93.34880824091972,69.28924880528002,74.70609078247904,68.73136110975832,105.11898020814318,91.18113840043894,87.20665112249179,90.13878188659972,187.0,146.01369798755184,159.6151621870554,59.00847396772772,26.076809620810597,27.073972741361768,33.015148038438355,138.01449199268893,chew
48,1.6001164483260553,0.5583589400039664,0.3436307774203093,0.1310993531000118,0.2441051882742103,0.5422412988463735,0.5422412988463735,2.910100217178328,,Open,Bite,1,0,0.0,True,0.3436307774203093,68.47627326307996,68.24954212300622,50.93132631298737,40.85339643163099,78.49203781276162,68.60029154456998,62.6418390534633,86.68333173107735,187.0721785835617,127.63228431709588,92.65527507918802,87.69264507357501,77.62087348130012,74.0,108.25894882179486,98.49365461794989,97.8008179924892,108.00462953040486,184.45866745696716,149.24141516348604,154.26276284314372,62.20128616033595,20.223748416156685,53.009433122794285,37.656340767525464,111.40017953306898,chew
49,1.6334522076661813,0.5428872319191284,0.2100556814300776,0.1493510627526093,0.2878002311628665,0.5431344335466787,0.5431344335466787,4.760642479136539,,Open,Bite,1,0,0.0,True,0.2100556814300776,60.83584469702052,52.40229002629561,43.139309220245984,32.01562118716424,72.18032973047436,61.91122676865643,55.036351623268054,70.7248188403477,165.4841382127,121.63058825805292,81.83520025025906,77.15568676384133,68.00735254367721,63.34824385884742,99.36800289831731,90.09439494219384,88.45903006477066,100.687635785135,181.077331546497,135.77186748365804,143.13629868066312,60.13318551349163,21.37755832643195,30.066592756745816,41.19465984809196,110.76551810017412,chew
50,1.6667879670063075,0.6138104010305798,0.2613047784917247,0.1534285608776779,0.300236929083303,0.5294089919855264,0.5294089919855264,3.826948767535336,,Open,Bite,1,0,0.0,True,0.2613047784917247,76.94153624668537,62.93647591023825,54.48853090330111,43.04648650006177,87.04596486914255,73.49829930005184,66.03029607687671,82.15229759416349,171.7672844286711,141.69333082400175,86.83317338436964,79.2464510246358,69.28924880528002,61.84658438426491,99.74467404327912,90.24411338142782,85.14693182963201,101.67103815738284,186.2525167615192,145.34441853748632,150.4725888658795,67.1863081289633,23.08679276123039,39.319206502675,45.17742799230607,109.45775440780794,chew
51,1.7001237263464335,0.5182685556216173,0.3013446494434715,0.1992822330089662,0.3013446494434715,0.5039763177897368,0.5039763177897368,3.3184594511527483,,Open,Bite,1,0,0.0,True,0.3013446494434715,96.60745312862772,63.89053137985315,65.79513659838392,48.507731342539614,104.4030650891055,83.86894538504703,68.26419266350405,81.98780397107853,182.4828759089466,158.39823231336896,103.9471019317037,84.8999411071645,79.1580697086532,67.89698078707183,112.8937553631732,95.85927185202274,88.11923740024082,103.81233067415452,195.35864454894235,159.20113064925135,156.28499608087785,63.071388124885914,31.144823004794873,47.095647357266465,47.095647357266465,121.6963434126104,chew
52,1.7334594856865595,0.4160621255385934,0.1517985986994921,0.1572090668597549,0.2474703007564496,0.6080000876156746,0.6080000876156746,6.587676095611714,,Open,Bite,1,0,0.0,True,0.1517985986994921,86.02325267042627,60.37383539249432,64.40496875241847,55.78530272392541,99.15644204992432,85.88364221433555,80.4114419718985,85.07055894961546,178.53010950537168,141.19844191774922,90.9065454189081,72.40165743959182,72.80109889280519,65.00769185258002,103.3537614216338,91.92388155425118,86.02325267042627,94.36630754670864,185.0108104949546,135.36986370680884,165.873445734994,53.03772242470448,26.076809620810597,25.179356624028344,41.048751503547585,127.47548783981962,chew
53,1.766795245026686,0.4629736495362134,0.3013213117940557,0.1374847798378635,0.1940169406667757,0.596267733439149,0.596267733439149,3.3187164692933195,,Open,Bite,1,0,0.0,True,0.3013213117940557,101.04454463255304,76.53757247260981,81.40024569987489,66.007575322837,114.109596441316,102.5768004960186,90.0222194794152,99.72462083156798,192.21342304844373,160.58953888718904,93.34880824091972,76.69419795525604,74.30343195303969,64.76109943476871,105.6882207249228,92.11405973031478,87.32124598286491,98.18350166906862,192.20041623263984,143.0034964607509,175.9232787325202,58.137767414994535,24.186773244895647,53.009433122794285,34.132096331752024,125.5746789762968,chew
54,1.8001310043668122,0.5169180073581838,0.6356337205500129,0.1683375522162125,0.2708555341930873,0.3970418314534742,0.3970418314534742,1.5732330863987227,,Open,Bite,1,0,0.0,False,0.6356337205500129,75.02666192761077,73.35529974037323,53.009433122794285,44.59820624195552,80.15609770940699,65.76473218982953,61.29437168288782,86.83317338436964,199.32385707686876,136.2974687952788,94.26027795418386,83.60023923410746,75.0,64.4980619863884,104.63746938836012,90.4267659490264,83.19254774317228,100.41912168506552,197.4082065163452,151.17208737065187,126.01587201618692,62.0,21.213203435596427,80.09993757800315,34.132096331752024,119.94165248152952,chew
55,1.8334667637069384,0.4989475888142116,0.5875160483594205,0.1272319011260428,0.2307054262499783,0.4124581222456513,0.4124581222456513,1.7020811649186425,,Open,Bite,1,0,0.0,False,0.5875160483594205,77.47257579298626,61.85466837676846,56.61271941887264,40.496913462633174,81.40024569987489,70.00714249274856,57.697486947006624,76.36753236814714,188.8200201249857,135.41787178950938,92.45539465060976,72.12489168102785,75.16648189186454,57.9396237474839,100.7670581092849,90.4267659490264,78.10889834071403,90.0,188.8200201249857,149.56603892595405,126.0,62.03224967708329,16.0312195418814,74.02702209328699,29.068883707497267,124.32618388738553,chew
56,1.8668025230470644,0.5157878846559133,0.4157871714383945,0.1527615914740299,0.2483884507254862,0.4265297205621417,0.4265297205621417,2.4050766081612163,,Open,Bite,1,0,0.0,False,0.4157871714383945,68.42514157822401,54.20332093147061,48.83646178829912,34.785054261852174,73.7563556583431,62.20128616033595,52.20153254455275,69.42621983083913,180.5796223276591,129.80754985747168,87.86353054595519,65.60487786742691,70.21395872616783,55.57877292636101,97.6165969494942,85.47514258543241,75.8023746329889,84.21995013059554,182.0,147.33974345029924,125.06398362438324,65.00769185258002,19.1049731745428,52.0,31.064449134018133,126.03570922560004,chew
57,1.9001382823871904,0.5152332365399679,0.2256636751330879,0.1286865243782261,0.1960440733554322,0.492034740895178,0.492034740895178,4.431373367513569,,Open,Bite,1,0,0.0,False,0.2256636751330879,65.80273550544841,49.24428900898052,50.21951811795888,40.11234224026316,71.58910531638176,63.52952069707436,57.0,64.47480127925948,168.61791126686393,125.29964086141668,79.51100552753688,60.83584469702052,65.7419196555744,59.00847396772772,90.91754506144564,81.93289937503738,76.02631123499285,79.12016177940993,172.40939649566667,138.2208377922808,133.01503674397117,67.02984409947557,17.11724276862369,30.01666203960727,26.076809620810597,130.09611831257686,chew
58,1.9334740417273169,0.4991496036233884,0.1135567389694633,0.1071924239633706,0.1572786635977073,0.5415390165540434,0.5415390165540434,8.806170457826472,,Open,Bite,1,0,0.0,False,0.1135567389694633,66.60330322138685,50.99019513592785,53.33854141237835,48.76474136094644,74.4043009509531,68.4470598345904,64.32728814430156,66.61080993352356,165.0272704737008,127.0157470552372,76.84399781375251,58.69412236331676,65.19202405202648,61.66036003787198,89.05054744357274,82.00609733428362,78.23042886243178,76.68767828015137,167.547008329006,134.6291201783626,141.1736519326464,69.02897942168927,15.132745950421556,16.0312195418814,22.20360331117452,138.2931668593933,chew
59,1.9668098010674429,0.4194820866158837,0.3777674139305328,0.1037008587260286,0.1481440838943266,0.4782055667626914,0.4782055667626914,2.647131444174507,,Open,Bite,1,0,0.0,False,0.3777674139305328,34.36568055487916,38.07886552931954,36.05551275463989,52.40229002629561,51.0098029794274,53.16013544000805,62.42595614005443,53.45091205957107,133.5402561027947,72.62231062146122,67.36467917239716,70.3420215802759,67.89698078707183,79.25906888173743,84.0,85.15867542417507,91.7877987534291,85.70297544426332,147.5567687366459,107.07007051459338,135.00370365289984,58.30951894845301,14.0,51.0,20.0,139.00359707575916,chew
60,2.000145560407569,0.5158102614788949,0.4857833687581189,0.1676766463774634,0.2202514184534572,0.4298615788239541,0.4298615788239541,2.0585307450035812,,Closed,Bite,1,0,0.0,False,0.4857833687581189,36.61966684720111,43.2781700167648,31.400636936215164,64.4980619863884,48.70318264754368,48.373546489791295,75.28612089887484,56.938563381947034,112.50777750893492,91.2414379544733,72.83543093852057,70.3420215802759,71.06335201775947,84.59905436823747,85.0235261559999,85.37564055396598,93.94147114027967,83.3606621854697,133.4053971921676,111.40017953306898,131.7459676802292,65.12296062065974,22.09072203437452,64.0,29.017236257093817,126.25371281669304,chew
61,2.033481319747695,0.3973569156821907,0.227922585660265,0.1418297044845561,0.1489211897087839,0.4889973774268282,0.4889973774268282,4.387454613605392,,Closed,Bite,1,0,0.0,False,0.227922585660265,51.73973328110612,43.04648650006177,40.52159917870962,57.38466694161429,65.7419196555744,59.682493245507096,69.40461079784254,59.464274989274024,146.4137971640651,104.9571341072154,70.83078426785913,68.9492567037528,62.96824596572466,79.32212806020776,87.66413177577246,82.73451516749222,95.25754563287887,87.80091115700337,155.3962676514465,126.62148316932635,141.01418368376991,61.204574992397426,20.0,32.14031735997639,21.0,154.02921800749365,not-chew
62,2.0668170790878215,0.3569947463331571,0.1038908472818835,0.1095316261852795,0.1417468103574205,0.6027883855289424,0.6027883855289424,9.625487000666514,,Closed,Bite,1,0,0.0,False,0.1038908472818835,47.50789408087881,40.01249804748511,42.190046219457976,44.72135954999579,63.245553203367585,60.07495318350236,61.032778078668514,58.077534382926416,164.92422502470643,91.40021881811882,80.62257748298549,77.10382610480494,73.824115301167,81.59656855530139,99.04039579888602,95.63472172804184,100.687635785135,97.12878049270464,170.3437700651245,128.68954891520912,155.2063143045411,53.23532661682466,17.0,16.1245154965971,22.0,149.12075643584967,not-chew
63,2.1001528384279475,0.4159950422064604,0.2683318508126738,0.1337497626499566,0.1478286850341625,0.4908558506399261,0.4908558506399261,3.726728664418276,,Closed,Bite,1,0,0.0,False,0.2683318508126738,42.5440947723653,39.395431207184416,37.013511046643494,51.62363799656123,58.52349955359813,56.0357029044876,64.07027391856539,55.08175741568164,147.2311108427835,95.13148795220224,70.9365914038728,72.53275122315436,66.06814663663572,80.62257748298549,88.52683209061533,86.02325267042627,97.57561170702442,91.00549433962765,153.16984037335808,121.6963434126104,142.0563268566381,62.07253821135398,19.0,38.11823710509184,21.0,149.21461054467824,not-chew
64,2.1334885977680735,0.3799113106222699,0.0824592691383023,0.1371284813545063,0.1598651248637861,0.5531424420392881,0.5531424420392881,12.12719940947791,,Closed,Bite,1,0,0.0,False,0.0824592691383023,48.83646178829912,38.05259518088089,38.27531841800928,42.43819034784589,61.05735008989499,54.3415126767741,57.271284253105414,56.00892785976178,162.69296235547498,99.72963451251589,82.34682750416071,72.00694410957877,73.824115301167,77.20103626247513,98.3717439105356,93.43446901438462,96.317184344228,90.0222194794152,174.0632069105933,132.6536844569347,146.03081866510234,57.42821606144492,20.024984394500787,12.041594578792296,23.345235059857504,151.16216457830973,not-chew
65,2.1668243571082,0.3909438720868761,0.057995851214422,0.1512346770915341,0.1732424215098831,0.5574596023695413,0.5574596023695413,17.242612687980102,,Closed,Bite,1,0,0.0,False,0.057995851214422,54.037024344425184,44.40720662234904,45.35416188179427,46.61544808322666,64.00781202322104,57.87054518492115,58.82176467941097,58.30951894845301,159.5399636454766,100.4987562112089,78.29431652425353,66.12110101926616,69.2314957226839,72.12489168102785,89.31965069345043,82.87339742040264,85.37564055396598,81.09870529176159,164.17673403987544,123.7457069962429,139.01438774457844,55.14526271584895,21.02379604162864,8.06225774829855,24.08318915758459,141.05672617780408,not-chew
66,2.200160116448326,0.4037509320979544,0.2074884150029239,0.1184892655207834,0.1704892340252131,0.500552383368146,0.500552383368146,4.819546190016961,,Closed,Bite,1,0,0.0,False,0.2074884150029239,39.59797974644666,34.92849839314596,29.732137494637012,48.27007354458868,53.665631459994955,48.662100242385755,60.802960454241045,51.66236541235796,144.5060552364502,92.13034245024816,74.09453421137081,66.91038783328041,69.35416353759881,76.02631123499285,89.49860334105779,87.14355971613737,92.11405973031478,85.58621384311844,153.07514494521962,122.0245876862528,135.03332921912278,58.30951894845301,16.0,28.0178514522438,23.021728866442675,144.4195277654653,not-chew
67,2.233495875788452,0.4153145998575266,0.0315823769983455,0.1201791406768006,0.1836128888342485,0.6373083454973001,0.6373083454973001,31.66322788346128,,Closed,Bite,1,0,0.0,False,0.0315823769983455,65.60487786742691,56.61271941887264,55.65968020030299,54.817880294662984,80.49844718999243,74.95331880577403,73.97972695272672,76.90253571892151,172.62966141425406,114.03946685248928,73.79024325749306,67.77905281132217,65.76473218982953,65.27633568147036,89.8443097808648,85.28774824088158,85.0235261559999,87.28115489611719,184.25254408012933,123.9072233568326,158.3161394173064,57.3149195236284,19.026297590440446,5.0,29.068883707497267,138.00362314084367,not-chew
68,2.2668316351285784,0.3954675409065351,0.0219839959802706,0.1717004974800421,0.2177692075970387,0.5266427545829959,0.5266427545829959,45.48763568267754,,Closed,Bite,1,0,0.0,False,0.0219839959802706,57.62811813689564,41.23105625617661,42.05948168962618,42.95346318982906,66.06814663663572,56.64803615307419,57.87054518492115,56.88585061331157,159.5399636454766,106.45186705737012,67.7421582177598,56.64803615307419,57.0701322935211,55.731499172371095,82.28000972289685,75.32595834106593,73.17103251970687,75.58438992278762,173.07801709055948,116.6747616239262,128.65846260545786,54.230987451824994,22.09072203437452,2.8284271247461903,28.0178514522438,137.13132391981054,not-chew
69,2.3001673944687044,0.3959449757069644,0.0248505692802553,0.1573651385201502,0.2201766047832794,0.5188833747091433,0.5188833747091433,40.24052683551745,,Closed,Bite,1,0,0.0,False,0.0248505692802553,56.08029957123981,41.23105625617661,42.05948168962618,42.95346318982906,65.60487786742691,56.64803615307419,56.61271941887264,56.089214649520635,159.76545308670458,107.35455276791944,68.79680225126747,56.61271941887264,58.69412236331676,57.271284253105414,81.54140052758476,74.96665925596525,73.55270219373317,74.46475676452586,173.63179432350518,116.1808934377766,127.251719045363,55.036351623268054,20.024984394500787,3.1622776601683795,28.0178514522438,139.0,chew
70,2.3335031538088304,0.4064573390695255,0.0092116028731472,0.2120670237709411,0.276961512223789,0.4500184986822477,0.4500184986822477,108.55873986004076,,Open,Chew,1,1,1.0,False,0.0092116028731472,59.50630218724736,27.073972741361768,36.76955262170047,39.6232255123179,63.41135544995076,48.25971404805462,48.82622246293481,42.04759208325728,142.6218777046495,110.05453193758083,71.06335201775947,52.172789842982326,56.92099788303083,57.9396237474839,79.25906888173743,69.85699678629192,70.09279563550022,67.26812023536856,158.61904047118682,117.61377470347595,108.55873986004076,54.08326913195984,23.021728866442675,1.0,30.066592756745816,133.06013678032951,chew
71,2.366838913148957,0.4066154154048435,0.0585911162966577,0.2025079349615651,0.2992227204065505,0.4355566541790532,0.4355566541790532,17.06743382284804,,Open,Chew,1,1,1.0,False,0.0585911162966577,63.071388124885914,28.16025568065745,41.77319714841085,38.897300677553446,66.85057965343307,51.73973328110612,47.20169488482379,40.11234224026316,138.5135372445596,112.57886124845996,70.03570517957252,49.72926703662542,55.94640292279746,54.42425929675111,77.38862965578342,67.35725647619564,66.70832032063167,65.0,155.24174696260025,116.0172400981854,103.81714694596457,52.08646657242167,21.02379604162864,6.082762530298219,31.064449134018133,128.09761902549164,chew
72,2.400174672489083,0.3629323154565986,0.0594523471526909,0.2353868189344628,0.2938680412672625,0.4119936328418112,0.4119936328418112,16.820193783631595,,Open,Chew,1,1,1.0,False,0.0594523471526909,61.68468205316454,19.235384061671343,35.510561809129406,32.202484376209235,64.00781202322104,45.967379738244816,41.23105625617661,34.23448553724738,146.4923206178399,109.63576058932595,76.38062581571324,52.952809179494906,59.50630218724736,58.872744118140105,85.70297544426332,73.05477397131553,72.27724399837061,69.05070600652827,163.87800340497196,122.80065146407,102.3132444994293,50.08991914547278,24.08318915758459,6.082762530298219,30.066592756745816,138.01449199268893,chew
73,2.433510431829209,0.524159610428724,0.2079891239750485,0.1804052648153224,0.3064387630936027,0.4308638424479927,0.4308638424479927,4.807943708248731,,Open,Chew,1,1,1.0,False,0.2079891239750485,57.706152185014034,38.28837943815329,36.12478373637688,26.476404589747453,61.61980201201558,49.39635614091387,40.11234224026316,51.40038910358559,157.48650735856708,114.49017425089367,74.96665925596525,60.41522986797286,59.93329625508679,55.326304774492215,83.7615663654877,73.7360156233031,71.06335201775947,76.55716818169282,160.6268968759591,130.3572015655445,111.0,62.07253821135398,20.024984394500787,23.08679276123039,34.0147027033899,118.4229707446997,chew
74,2.4668461911693353,0.5127156445597156,0.3364725605228376,0.1457323375986439,0.2727160037037476,0.3997498761351051,0.3997498761351051,2.972010551012305,,Open,Chew,1,1,1.0,False,0.3364725605228376,63.50590523722971,38.948684188300895,45.45327270945405,27.073972741361768,66.70832032063167,56.22277118748239,43.04648650006177,53.600373133029585,165.24527224704494,122.38055401083948,76.57675887630658,56.938563381947034,61.61168720299745,51.03920062069938,84.81155581640984,75.17978451685,67.00746227100382,73.824115301167,170.84788555905513,136.8575902169843,110.00454536063498,65.12296062065974,16.0312195418814,37.013511046643494,30.0,127.0157470552372,chew
75,2.5001819505094613,0.579139775158262,0.2925919313078221,0.1521113019473545,0.2648121566894452,0.3979271529613302,0.3979271529613302,3.417729243353425,,Open,Chew,1,1,1.0,False,0.292591931307822,57.24508712544685,37.48332962798263,40.36087214122113,27.16615541441225,60.30754513325841,50.80354318352215,40.01249804748511,51.03920062069938,156.8948692596415,121.16517651536682,74.24957912338628,55.47071299343465,60.207972893961475,52.08646657242167,81.8413098624405,72.01388754955533,66.0,69.85699678629192,160.6268968759591,136.8575902169843,106.00471687618432,70.11419257183242,16.1245154965971,31.016124838541646,28.0713376952364,121.06609764917675,chew
76,2.5335177098495874,0.5533101462001752,0.2773500981126146,0.1609556949949125,0.2678464667917384,0.41456325097554,0.41456325097554,3.6055512754639896,,Open,Chew,1,1,1.0,False,0.2773500981126146,60.74537019394976,43.139309220245984,44.68780594300866,31.016124838541646,66.48308055437865,56.43580423808985,47.095647357266465,57.42821606144492,162.3607095328177,122.56018929489298,70.83784299369935,56.60388679233962,56.60388679233962,50.00999900019995,79.40403012442127,69.35416353759881,65.03076195155643,72.44998274671983,168.86088949191284,133.09395177843356,112.0044641967453,68.06614430096654,18.027756377319943,31.064449134018133,30.0,123.01625908797584,chew
77,2.566853469189714,0.5307311783356877,0.2398265592537447,0.1392694264882368,0.2621542145660929,0.4445367651734704,0.4445367651734704,4.169679968355656,,Open,Chew,1,1,1.0,False,0.2398265592537447,59.81638571495272,45.967379738244816,45.48626166217664,34.0,68.41052550594829,59.50630218724736,50.15974481593781,61.61168720299745,169.29264603047588,121.24768039018312,72.83543093852057,62.26556030423239,59.0592922409336,56.00892785976178,82.09750300709517,73.92563831310488,72.0,78.79086241436883,178.88543819998318,134.30189872075525,122.06555615733704,68.06614430096654,17.0,29.274562336608895,32.0,128.2497563350512,chew
78,2.60018922852984,0.5037504875302197,0.1320971779771627,0.1392694264882368,0.2539618953609025,0.44685246261255,0.44685246261255,7.570184430229711,,Open,Chew,1,1,1.0,False,0.1320971779771627,55.44366510251645,40.0,40.8166632639171,33.734255586866,62.20128616033595,53.85164807134504,48.16637831516918,55.072679252057455,173.3666634621547,118.9663818059539,70.9365914038728,59.80802621722272,60.00833275470999,58.05170109479997,82.85529554590944,75.8946638440411,74.43117626371358,77.4919350642375,177.2794404323299,131.2288078129189,122.06555615733704,70.02856560004639,17.0,16.1245154965971,31.0,139.01438774457844,chew
79,2.633524987869966,0.4811022396402785,0.1099114958170967,0.1510589022411745,0.2444003756628886,0.5264195434622808,0.5264195434622808,9.098229375970789,,Open,Chew,1,1,1.0,False,0.1099114958170967,59.413803110051795,50.44799302251776,45.5411901469428,41.10960958218893,70.32780389006896,63.56099432828282,59.00847396772772,67.7421582177598,175.1913239860924,116.50321883965266,76.05918747922567,66.70832032063167,62.96824596572466,62.64982043070834,88.58893836140041,79.81227975693966,80.22468448052632,85.70297544426332,179.3599732381782,129.61867149450345,139.17614738165446,63.0317380372777,21.02379604162864,15.297058540778355,34.0147027033899,131.01526628603247,chew
